レースID,区分,月日時分,頭数,馬連票数,馬01-02,馬01-03,馬01-04,馬01-05,馬01-06,馬01-07,馬01-08,馬01-09,馬01-10,馬01-11,馬01-12,馬01-13,馬01-14,馬01-15,馬01-16,馬01-17,馬01-18,馬02-03,馬02-04,馬02-05,馬02-06,馬02-07,馬02-08,馬02-09,馬02-10,馬02-11,馬02-12,馬02-13,馬02-14,馬02-15,馬02-16,馬02-17,馬02-18,馬03-04,馬03-05,馬03-06,馬03-07,馬03-08,馬03-09,馬03-10,馬03-11,馬03-12,馬03-13,馬03-14,馬03-15,馬03-16,馬03-17,馬03-18,馬04-05,馬04-06,馬04-07,馬04-08,馬04-09,馬04-10,馬04-11,馬04-12,馬04-13,馬04-14,馬04-15,馬04-16,馬04-17,馬04-18,馬05-06,馬05-07,馬05-08,馬05-09,馬05-10,馬05-11,馬05-12,馬05-13,馬05-14,馬05-15,馬05-16,馬05-17,馬05-18,馬06-07,馬06-08,馬06-09,馬06-10,馬06-11,馬06-12,馬06-13,馬06-14,馬06-15,馬06-16,馬06-17,馬06-18,馬07-08,馬07-09,馬07-10,馬07-11,馬07-12,馬07-13,馬07-14,馬07-15,馬07-16,馬07-17,馬07-18,馬08-09,馬08-10,馬08-11,馬08-12,馬08-13,馬08-14,馬08-15,馬08-16,馬08-17,馬08-18,馬09-10,馬09-11,馬09-12,馬09-13,馬09-14,馬09-15,馬09-16,馬09-17,馬09-18,馬10-11,馬10-12,馬10-13,馬10-14,馬10-15,馬10-16,馬10-17,馬10-18,馬11-12,馬11-13,馬11-14,馬11-15,馬11-16,馬11-17,馬11-18,馬12-13,馬12-14,馬12-15,馬12-16,馬12-17,馬12-18,馬13-14,馬13-15,馬13-16,馬13-17,馬13-18,馬14-15,馬14-16,馬14-17,馬14-18,馬15-16,馬15-17,馬15-18,馬16-17,馬16-18,馬17-18
2026071802011101,1,07180939,8,     205231,  63.1, 241.3, 398.6, 399.6, 112.5, 546.5, 385.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   9.3,  13.6,  17.8,   1.4,  36.6,  24.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  57.2,  85.4,  14.6, 139.0, 115.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 102.6,  24.4, 233.2, 145.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  33.4, 271.4, 158.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  76.3,  47.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 281.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011101,1,07180902,8,      89007,  48.8, 204.0, 314.9, 306.5,  80.6, 442.1, 325.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  10.0,  13.5,  16.0,   1.4,  34.6,  25.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  62.7,  76.3,  14.3, 146.7, 121.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  85.6,  27.9, 205.9, 128.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  28.1, 201.6, 133.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  70.0,  44.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 237.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011101,1,07172058,8,       5687,  32.6, 151.9, 314.8, 137.7,  65.7, 157.4, 183.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  12.8,  21.9,  20.4,   1.8,  28.6,  18.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  65.7,  91.8,   4.7, 100.1, 133.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  97.9,  38.3, 169.5, 169.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  37.3, 125.9,  81.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  48.9,  40.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 113.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011101,4,07180957,8,     460803,  65.9, 377.5, 555.4, 648.1, 148.1, 862.6, 662.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   9.6,   9.0,  24.4,   1.3,  48.1,  36.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  70.3, 124.9,  18.7, 206.6, 175.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 150.8,  23.4, 321.7, 208.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  38.6, 410.9, 260.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  89.8,  66.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 431.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011102,1,07181009,12,     129050, 147.5, 144.3, 386.1,  63.2, 192.7,  37.5, 336.7, 526.3, 165.0,  45.3, 306.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  90.7, 234.7,  25.1,  61.8,  15.3, 203.2, 335.6,  59.1,  25.6, 137.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 625.0,  32.8, 147.5,  21.5, 344.8, 371.7, 109.0,  28.9, 201.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 245.1, 518.2, 145.3, 862.1, 877.3, 492.6, 176.0, 769.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  42.9,   7.3, 182.5, 193.8,  29.1,   9.4,  77.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  29.9, 214.1, 446.4, 104.5,  40.0, 213.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  78.7, 127.8,  18.8,   4.6,  45.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 629.0, 259.1, 109.4, 450.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 321.5, 126.5, 581.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  21.2, 151.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  47.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011102,1,07180901,12,      39049, 121.0, 112.0, 250.1,  48.7, 178.0,  32.9, 216.1, 403.5, 124.5,  36.0, 258.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 113.3, 201.7,  33.4,  62.9,  20.6, 157.6, 318.5,  77.7,  33.0, 121.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 488.1,  24.5, 164.4,  26.7, 246.0, 325.4,  94.2,  30.4, 210.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 217.7, 398.1, 123.0, 605.2, 617.6, 360.2, 137.5, 496.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  45.7,   7.6, 121.5, 165.3,  27.5,  10.0,  75.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  36.9, 157.6, 311.9,  81.1,  43.4, 187.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  68.6, 106.5,  18.3,   4.6,  50.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 393.0, 180.1,  82.9, 265.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 260.8, 107.6, 340.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  19.9, 133.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  46.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011102,1,07172053,12,       1752, 169.7,  75.4,  75.4,  54.3,  96.9,  32.3, 193.9,1357.8, 135.7,  34.8,1357.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  64.6, 123.4,  27.1, 123.4,  21.9, 104.4, 193.9,  79.8,  25.6,  90.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  96.9,  39.9, 193.9,  15.2, 135.7, 678.9, 113.1,  19.9, 226.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 271.5, 678.9,  54.3, 193.9,1357.8, 339.4,  96.9, 678.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  75.4,   9.8, 169.7,  90.5,  23.4,  12.4, 135.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  37.7, 452.6, 452.6, 226.3,  46.8, 452.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 104.4, 113.1,  17.8,   5.1,  79.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 226.3, 169.7,  84.8, 678.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  71.4,  50.2,1357.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  15.4, 193.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  96.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011102,4,07181026,12,     437570, 135.2, 204.5, 560.5,  79.1, 193.4,  46.8, 411.0, 890.0, 223.8,  57.4, 449.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 105.0, 285.9,  18.4,  53.2,  10.5, 118.0, 409.5,  82.1,  29.2, 136.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 730.8,  48.3, 148.5,  27.2, 522.5, 544.3, 147.4,  36.1, 263.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 200.4, 494.3, 112.8,1401.3,1662.3, 706.4, 210.1,1122.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  41.4,   6.8,  93.0, 298.5,  36.1,   9.8, 101.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  20.2, 156.5, 563.3, 125.4,  33.7, 218.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  49.6, 177.5,  21.9,   4.2,  58.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,1255.9, 336.4,  81.4, 461.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 442.7, 181.1, 909.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  26.6, 213.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  61.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011103,1,07181039,12,     102730,  35.3,  82.5,  27.1,  89.5, 315.9, 324.9,  34.7, 216.9, 287.4,  22.0, 482.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  50.7,   8.3,  27.4, 135.1, 188.2,  14.5, 124.3,  64.1,   9.1, 275.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  47.9, 106.8, 476.7, 473.9,  60.0, 248.7, 404.1,  35.3, 462.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  22.2, 102.7, 208.9,  10.2, 103.3,  64.1,   6.8, 244.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 233.4, 491.4,  30.3, 132.6, 164.8,  22.1, 377.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 970.9, 111.9, 516.9, 454.9, 115.7,1121.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 165.1, 647.2, 692.3, 206.2,1137.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 107.5,  97.2,   9.9, 266.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 428.0,  85.9, 796.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  77.9, 846.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 152.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071802011103,1,07180857,12,      29245,  31.6, 100.7,  29.7,  98.5, 224.4, 185.7,  33.9, 228.9, 343.4,  22.5, 462.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  48.5,   7.9,  25.3, 113.8, 114.4,  13.4, 118.6,  51.6,   8.9, 222.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  60.9, 122.5, 453.2, 269.8,  55.5, 224.4, 404.7,  43.8, 412.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  26.1,  99.8, 193.7,  10.6, 106.4,  73.1,   7.2, 217.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 220.0, 435.8,  34.7, 147.1, 209.8,  26.2, 359.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 686.8,  99.8, 273.0, 444.4,  99.8, 666.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  93.2, 343.4, 539.6, 157.3, 686.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 116.8, 108.9,  10.1, 200.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 390.7,  98.5, 809.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  80.0, 527.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 149.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
