レースID,区分,月日時分,頭数,馬連票数,馬01-02,馬01-03,馬01-04,馬01-05,馬01-06,馬01-07,馬01-08,馬01-09,馬01-10,馬01-11,馬01-12,馬01-13,馬01-14,馬01-15,馬01-16,馬01-17,馬01-18,馬02-03,馬02-04,馬02-05,馬02-06,馬02-07,馬02-08,馬02-09,馬02-10,馬02-11,馬02-12,馬02-13,馬02-14,馬02-15,馬02-16,馬02-17,馬02-18,馬03-04,馬03-05,馬03-06,馬03-07,馬03-08,馬03-09,馬03-10,馬03-11,馬03-12,馬03-13,馬03-14,馬03-15,馬03-16,馬03-17,馬03-18,馬04-05,馬04-06,馬04-07,馬04-08,馬04-09,馬04-10,馬04-11,馬04-12,馬04-13,馬04-14,馬04-15,馬04-16,馬04-17,馬04-18,馬05-06,馬05-07,馬05-08,馬05-09,馬05-10,馬05-11,馬05-12,馬05-13,馬05-14,馬05-15,馬05-16,馬05-17,馬05-18,馬06-07,馬06-08,馬06-09,馬06-10,馬06-11,馬06-12,馬06-13,馬06-14,馬06-15,馬06-16,馬06-17,馬06-18,馬07-08,馬07-09,馬07-10,馬07-11,馬07-12,馬07-13,馬07-14,馬07-15,馬07-16,馬07-17,馬07-18,馬08-09,馬08-10,馬08-11,馬08-12,馬08-13,馬08-14,馬08-15,馬08-16,馬08-17,馬08-18,馬09-10,馬09-11,馬09-12,馬09-13,馬09-14,馬09-15,馬09-16,馬09-17,馬09-18,馬10-11,馬10-12,馬10-13,馬10-14,馬10-15,馬10-16,馬10-17,馬10-18,馬11-12,馬11-13,馬11-14,馬11-15,馬11-16,馬11-17,馬11-18,馬12-13,馬12-14,馬12-15,馬12-16,馬12-17,馬12-18,馬13-14,馬13-15,馬13-16,馬13-17,馬13-18,馬14-15,馬14-16,馬14-17,馬14-18,馬15-16,馬15-17,馬15-18,馬16-17,馬16-18,馬17-18
2026071202011001,1,07120939,12,     217281, 833.6,1380.2, 155.3,1161.3,  93.4, 244.0,1700.9, 890.9, 498.2, 650.1, 377.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,1325.9, 118.4, 582.6,  79.6, 200.7,1369.0, 541.4, 413.7, 498.2, 205.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 311.2,1559.1, 142.9, 483.8,1683.9,1002.3, 863.5,1130.1, 449.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 104.2,   3.6,   8.7, 187.5,  51.6,  23.5,  44.6,  15.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  53.6, 164.4,1039.4, 524.5, 315.9, 385.3, 214.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.3, 107.9,  33.7,  17.4,  32.1,   9.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 239.8,  97.1,  34.4,  65.5,  20.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 701.6, 698.7, 881.6, 355.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 142.5, 289.8, 109.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  83.1,  36.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  74.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011001,1,07120901,12,      91973, 774.7,1187.9, 154.6, 858.7,  84.9, 290.9,1484.9, 758.2, 475.1, 614.4, 363.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,1063.8, 108.9, 439.9,  77.1, 217.9,1228.9, 462.8, 400.4, 478.3, 193.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 288.5,1096.6, 131.9, 431.9,1250.5, 902.2, 828.8,1168.5, 354.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  92.6,   3.4,   8.9, 170.1,  49.8,  24.3,  47.1,  14.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  49.5, 159.4, 848.5, 478.3, 259.1, 349.4, 201.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.5, 101.6,  31.8,  18.1,  34.1,   9.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 219.3,  99.6,  33.8,  83.8,  19.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 647.9, 678.8, 950.3, 309.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 156.3, 294.5,  97.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 124.6,  36.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  87.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011001,1,07112059,12,       5499, 224.3, 710.2, 129.1, 852.3,  69.8, 473.5, 608.8, 387.4, 327.8, 710.2, 608.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 608.8,  90.6, 224.3,  36.4, 177.5, 532.7, 185.2, 387.4, 608.8, 304.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 152.2, 387.4,  46.3, 608.8, 284.1,1065.4, 710.2, 710.2, 532.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  83.5,   3.3,  15.7, 103.9,  68.7,  40.2,  32.7,  16.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  33.0, 157.8, 852.3, 426.1, 236.7, 387.4, 170.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   6.0,  43.9,  24.3,  22.0,  20.0,   9.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 266.3, 129.1,  60.8,  77.4,  22.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 426.1, 473.5, 608.8, 193.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 137.4, 355.1, 129.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 146.9,  57.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 142.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011001,4,07120956,12,     559492, 909.0,2201.0, 169.8,1680.6,  57.0, 294.9,2852.6,1407.8, 528.1, 384.0, 307.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,2045.3,  96.7, 846.8,  38.6, 233.4,2135.9, 743.7, 378.0, 239.9, 156.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 448.8,2435.9, 225.1, 698.2,2815.6,1521.4,1256.8,1440.5, 652.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 122.2,   3.6,   9.9, 281.0,  72.5,  25.6,  34.7,  19.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  42.7, 224.3,1762.6, 788.3, 409.8, 361.6, 235.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.3, 170.6,  40.7,  23.0,  12.8,   8.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 366.8, 127.7,  37.3,  57.8,  26.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,1057.5, 955.0,1147.1, 504.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 194.0, 357.7, 147.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  85.9,  41.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  50.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011002,1,07121009,13,     177850,  47.6, 129.4, 277.3, 749.0, 141.9,  46.8, 124.3,  38.1, 504.8, 184.0, 416.4, 717.8,   0.0,   0.0,   0.0,   0.0,   0.0,  36.0, 101.5, 200.3,  40.0,   9.4,  18.3,   7.3, 205.1,  37.5, 152.3, 295.7,   0.0,   0.0,   0.0,   0.0,   0.0, 249.6, 629.3, 118.2,  31.1,  49.8,  24.4, 377.6,  92.8, 416.4, 576.7,   0.0,   0.0,   0.0,   0.0,   0.0, 889.2, 218.4,  83.1, 190.3,  62.4, 638.1, 265.0, 599.2,1085.3,   0.0,   0.0,   0.0,   0.0,   0.0, 706.8, 241.8, 317.5, 167.6,1325.3, 612.5,1264.5,1941.3,   0.0,   0.0,   0.0,   0.0,   0.0,  29.8,  69.1,  20.7, 409.0, 110.0, 386.0, 596.6,   0.0,   0.0,   0.0,   0.0,   0.0,  15.0,   5.3, 175.3,  31.4, 130.4, 196.3,   0.0,   0.0,   0.0,   0.0,   0.0,  13.4, 356.1,  58.0, 304.9, 495.8,   0.0,   0.0,   0.0,   0.0,   0.0, 109.3,  28.5, 110.3,  93.5,   0.0,   0.0,   0.0,   0.0,   0.0, 386.0, 963.8, 998.7,   0.0,   0.0,   0.0,   0.0,   0.0, 366.5, 467.2,   0.0,   0.0,   0.0,   0.0,   0.0,1351.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011002,1,07120902,13,      43645,  51.0, 148.3, 328.3, 676.4, 131.6,  45.8, 154.4,  27.6, 402.6, 228.5, 476.4, 554.5,   0.0,   0.0,   0.0,   0.0,   0.0,  51.0, 133.1, 202.5,  46.3,  11.1,  28.9,   8.7, 208.7,  66.9, 214.0, 310.3,   0.0,   0.0,   0.0,   0.0,   0.0, 313.1, 457.0, 113.5,  29.4,  47.5,  21.5, 279.5, 117.8, 490.2, 422.8,   0.0,   0.0,   0.0,   0.0,   0.0, 786.6, 262.2,  98.3, 256.2,  77.7, 573.3, 367.6, 604.0,1208.0,   0.0,   0.0,   0.0,   0.0,   0.0, 536.9, 214.0, 325.2, 151.6, 966.4, 614.9, 867.3,2254.9,   0.0,   0.0,   0.0,   0.0,   0.0,  26.9,  69.1,  14.8, 299.3, 104.3, 371.7, 439.2,   0.0,   0.0,   0.0,   0.0,   0.0,  12.9,   4.8, 139.7,  26.8, 126.6, 196.6,   0.0,   0.0,   0.0,   0.0,   0.0,  11.8, 388.7,  92.9, 439.2, 457.0,   0.0,   0.0,   0.0,   0.0,   0.0,  76.0,  30.8, 108.0,  48.3,   0.0,   0.0,   0.0,   0.0,   0.0, 334.8, 786.6, 593.4,   0.0,   0.0,   0.0,   0.0,   0.0, 450.9, 433.6,   0.0,   0.0,   0.0,   0.0,   0.0,1409.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011002,1,07112056,13,       2562,  48.4, 397.1, 283.6,1985.5, 198.5,  66.1, 220.6,  26.8, 397.1, 496.3, 661.8, 283.6,   0.0,   0.0,   0.0,   0.0,   0.0,  64.0,  79.4, 116.7,  58.3,   8.3,  32.0,   8.8, 116.7,  70.9, 116.7, 152.7,   0.0,   0.0,   0.0,   0.0,   0.0, 397.1, 496.3, 104.5,  56.7,  76.3,  20.9, 661.8, 283.6,1985.5,1985.5,   0.0,   0.0,   0.0,   0.0,   0.0, 397.1, 220.6,  90.2, 220.6,  68.4, 496.3, 180.5, 152.7, 992.7,   0.0,   0.0,   0.0,   0.0,   0.0, 496.3, 283.6, 496.3,  70.9, 397.1, 330.9, 248.1,1985.5,   0.0,   0.0,   0.0,   0.0,   0.0,  31.5, 104.5,  14.5, 220.6,  90.2, 180.5, 283.6,   0.0,   0.0,   0.0,   0.0,   0.0,  33.6,   4.0, 198.5,  20.0,  82.7, 397.1,   0.0,   0.0,   0.0,   0.0,   0.0,  20.4, 496.3, 124.0, 248.1, 248.1,   0.0,   0.0,   0.0,   0.0,   0.0,  82.7,  24.2,  49.6,  49.6,   0.0,   0.0,   0.0,   0.0,   0.0, 397.1, 992.7, 992.7,   0.0,   0.0,   0.0,   0.0,   0.0, 248.1, 661.8,   0.0,   0.0,   0.0,   0.0,   0.0, 661.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011002,4,07121026,13,     512308,  49.0,  63.9, 130.0, 916.9, 155.0,  31.0,  54.7,  40.5, 585.6, 192.1, 393.1, 884.2,   0.0,   0.0,   0.0,   0.0,   0.0,  31.3,  81.1, 281.3,  46.9,  11.0,  17.7,   8.4, 267.5,  42.5, 168.6, 409.3,   0.0,   0.0,   0.0,   0.0,   0.0,  85.1, 691.7,  95.0,  17.1,  26.0,  20.0, 500.6,  79.9, 366.6, 660.6,   0.0,   0.0,   0.0,   0.0,   0.0,1023.2, 150.4,  49.5,  62.8,  41.3, 906.4, 288.1, 648.7,1373.8,   0.0,   0.0,   0.0,   0.0,   0.0, 662.8, 268.4, 431.5, 223.1,2281.8, 732.5,1704.0,3126.2,   0.0,   0.0,   0.0,   0.0,   0.0,  38.3,  65.8,  28.2, 579.6, 128.2, 412.2, 800.4,   0.0,   0.0,   0.0,   0.0,   0.0,  14.5,   6.4, 233.4,  39.5, 151.0, 253.2,   0.0,   0.0,   0.0,   0.0,   0.0,  14.4, 313.8,  61.5, 262.4, 572.9,   0.0,   0.0,   0.0,   0.0,   0.0, 153.5,  35.8, 124.6, 157.3,   0.0,   0.0,   0.0,   0.0,   0.0, 532.9,1412.9,1627.2,   0.0,   0.0,   0.0,   0.0,   0.0, 453.2, 677.5,   0.0,   0.0,   0.0,   0.0,   0.0,1812.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011003,1,07121039,14,     119660, 614.1, 753.9,1188.9, 891.6,2440.4,2016.0, 662.4, 909.1, 401.4,1520.2, 164.7,3566.7, 724.5,   0.0,   0.0,   0.0,   0.0, 118.8, 107.0, 120.1, 445.8, 448.0,  43.1, 100.9,  34.0, 140.7,  11.5, 498.5, 188.8,   0.0,   0.0,   0.0,   0.0, 225.6, 185.1, 976.1, 506.7,  81.0, 154.0,  54.2, 175.3,  17.5, 630.8, 300.1,   0.0,   0.0,   0.0,   0.0, 254.7, 909.1, 766.4, 100.9, 219.7,  57.5, 254.7,  21.7, 741.8, 200.7,   0.0,   0.0,   0.0,   0.0, 644.0, 622.3,  98.1, 157.1,  58.1, 270.3,  19.9, 766.4, 276.0,   0.0,   0.0,   0.0,   0.0,1892.5, 450.1, 423.4, 309.1, 986.5,  90.5,1854.7,1306.1,   0.0,   0.0,   0.0,   0.0, 403.2, 435.3, 240.2, 536.0,  81.8,2318.4, 976.1,   0.0,   0.0,   0.0,   0.0,  75.5,  24.9, 105.9,   7.9, 562.0, 127.2,   0.0,   0.0,   0.0,   0.0,  39.6, 222.9,  16.5, 532.9, 227.8,   0.0,   0.0,   0.0,   0.0,  58.9,   3.4, 210.2,  85.7,   0.0,   0.0,   0.0,   0.0,  20.7, 866.6, 348.6,   0.0,   0.0,   0.0,   0.0,  70.6,  28.9,   0.0,   0.0,   0.0,   0.0, 874.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071202011003,1,07120858,14,      29398, 345.2, 474.6, 843.8, 584.1,1139.1,2071.2, 529.8, 650.9, 219.0,1035.6, 148.9,2531.4, 340.0,   0.0,   0.0,   0.0,   0.0, 119.9,  91.4,  85.0, 325.4, 345.2,  48.7,  90.7,  33.1, 145.1,  11.8, 350.5, 199.8,   0.0,   0.0,   0.0,   0.0, 232.4, 138.9, 542.4, 386.1,  72.7, 156.0,  52.9, 175.2,  13.5, 599.5, 247.6,   0.0,   0.0,   0.0,   0.0, 219.0, 517.8, 650.9, 133.2, 230.1,  60.9, 230.1,  24.4, 569.5, 277.8,   0.0,   0.0,   0.0,   0.0, 455.6, 517.8,  98.6, 130.9,  52.7, 210.9,  16.6, 517.8, 185.2,   0.0,   0.0,   0.0,   0.0,1627.3, 355.9, 316.4, 214.9,1035.6,  96.5,1199.1, 876.2,   0.0,   0.0,   0.0,   0.0, 345.2, 584.1, 253.1, 406.8,  73.0,1518.8, 711.9,   0.0,   0.0,   0.0,   0.0,  84.6,  27.4, 118.0,   7.9, 555.6, 142.3,   0.0,   0.0,   0.0,   0.0,  40.3, 244.9,  17.8, 584.1, 199.8,   0.0,   0.0,   0.0,   0.0,  59.0,   3.9, 212.9,  79.3,   0.0,   0.0,   0.0,   0.0,  20.4, 599.5, 325.4,   0.0,   0.0,   0.0,   0.0,  86.9,  29.7,   0.0,   0.0,   0.0,   0.0, 615.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
