レースID,区分,月日時分,頭数,馬連票数,馬01-02,馬01-03,馬01-04,馬01-05,馬01-06,馬01-07,馬01-08,馬01-09,馬01-10,馬01-11,馬01-12,馬01-13,馬01-14,馬01-15,馬01-16,馬01-17,馬01-18,馬02-03,馬02-04,馬02-05,馬02-06,馬02-07,馬02-08,馬02-09,馬02-10,馬02-11,馬02-12,馬02-13,馬02-14,馬02-15,馬02-16,馬02-17,馬02-18,馬03-04,馬03-05,馬03-06,馬03-07,馬03-08,馬03-09,馬03-10,馬03-11,馬03-12,馬03-13,馬03-14,馬03-15,馬03-16,馬03-17,馬03-18,馬04-05,馬04-06,馬04-07,馬04-08,馬04-09,馬04-10,馬04-11,馬04-12,馬04-13,馬04-14,馬04-15,馬04-16,馬04-17,馬04-18,馬05-06,馬05-07,馬05-08,馬05-09,馬05-10,馬05-11,馬05-12,馬05-13,馬05-14,馬05-15,馬05-16,馬05-17,馬05-18,馬06-07,馬06-08,馬06-09,馬06-10,馬06-11,馬06-12,馬06-13,馬06-14,馬06-15,馬06-16,馬06-17,馬06-18,馬07-08,馬07-09,馬07-10,馬07-11,馬07-12,馬07-13,馬07-14,馬07-15,馬07-16,馬07-17,馬07-18,馬08-09,馬08-10,馬08-11,馬08-12,馬08-13,馬08-14,馬08-15,馬08-16,馬08-17,馬08-18,馬09-10,馬09-11,馬09-12,馬09-13,馬09-14,馬09-15,馬09-16,馬09-17,馬09-18,馬10-11,馬10-12,馬10-13,馬10-14,馬10-15,馬10-16,馬10-17,馬10-18,馬11-12,馬11-13,馬11-14,馬11-15,馬11-16,馬11-17,馬11-18,馬12-13,馬12-14,馬12-15,馬12-16,馬12-17,馬12-18,馬13-14,馬13-15,馬13-16,馬13-17,馬13-18,馬14-15,馬14-16,馬14-17,馬14-18,馬15-16,馬15-17,馬15-18,馬16-17,馬16-18,馬17-18
2026070502010801,1,07050939,9,     186170, 150.4, 220.9, 201.7, 149.8,  38.3,  70.1, 306.9, 415.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  52.2,  29.9,  25.4,   5.7,  15.7, 104.4, 114.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  37.7,  47.6,  13.3,  43.1, 315.7, 244.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  40.3,   9.3,  30.2, 230.4, 239.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.2,  21.7, 129.0, 152.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.3,  41.5,  40.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 130.1, 103.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 433.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010801,1,07050901,9,      79114, 122.8, 165.2, 153.6, 133.5,  30.9,  63.4, 283.8, 340.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  48.8,  34.4,  29.7,   6.2,  16.5, 186.9, 124.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  29.6,  42.8,  12.5,  39.8, 250.2, 194.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  38.2,   9.1,  27.3, 244.2, 222.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   5.5,  23.2, 133.2, 143.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.3,  41.2,  38.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 125.9,  86.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 385.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010801,1,07042059,9,       4770,  90.1,  94.7,  94.7,  64.8,  25.6,  32.4,  48.0, 142.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  37.3,  36.9,  24.4,   6.5,  15.2, 176.0,  84.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  58.6,  45.6,  15.5,  37.3, 168.0, 154.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  57.7,  11.8,  28.8,  77.0, 217.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   7.0,  25.6,  77.0, 132.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.9,  19.0,  39.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  52.8,  71.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 184.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010801,4,07050955,9,     442422, 199.8, 334.8, 294.0, 245.4,  56.1, 112.2, 560.2, 687.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  57.1,  29.2,  22.8,   5.0,  16.1, 118.4,  71.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  46.8,  46.5,  17.1,  54.0, 376.3, 287.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  32.8,   9.6,  32.1, 272.1, 169.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.4,  21.4, 125.5,  97.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.6,  51.8,  41.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 174.9,  94.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 577.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010802,1,07051009,12,     178973, 160.5,  22.1, 187.4, 116.9, 218.4,  23.1, 467.0, 127.4,   8.7, 209.2,  51.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  85.0, 657.3, 331.0, 630.4, 171.8,1460.0, 450.3,  41.3, 825.6, 167.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 126.7,  63.9, 114.3,  11.2, 307.5,  94.0,   4.4, 125.7,  28.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 504.3, 563.8, 133.7,1165.5, 546.0,  50.7, 866.9, 242.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 529.4,  62.8, 866.9, 444.5,  25.8, 412.8, 126.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 147.8,1155.8, 515.6,  62.3, 840.6, 263.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 445.9, 106.5,   4.9, 113.5,  34.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 906.5, 133.2,1953.5, 407.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  35.3, 603.0, 162.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  33.6,  11.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 137.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010802,1,07050902,12,      42498, 140.7,  22.5, 151.0, 102.6, 179.9,  22.2, 326.0, 230.3,   9.1, 225.5,  50.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  59.8, 484.3, 370.0, 700.7, 138.9, 823.3, 451.1,  37.5, 803.3, 140.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 103.5,  57.7,  91.2,  11.2, 255.3, 208.4,   4.3, 120.2,  28.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 470.5, 470.5, 126.1, 748.5, 765.9,  50.6,1097.8, 243.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 577.8,  55.5, 567.8, 506.7,  23.3, 427.7, 122.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 133.3, 700.7, 548.9,  55.5, 731.9, 336.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 396.8, 158.3,   4.9,  99.5,  37.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,1266.7, 116.7,1097.8, 451.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  63.8, 803.3, 281.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  34.0,  11.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 131.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010802,1,07042055,12,       2087,  89.8,  19.4, 115.5,  89.8, 179.7,  22.4, 115.5, 101.0,   9.6, 124.4,  46.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  62.2, 269.5, 115.5, 323.4, 269.5, 231.0, 107.8,  49.0, 404.3, 404.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  89.8,  42.5, 101.0,  13.1, 202.1,  95.1,   5.1,  80.8,  43.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 323.4, 269.5, 134.7, 323.4, 539.1,  30.5, 323.4, 269.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 539.1,  42.5, 404.3, 269.5,  16.3, 269.5, 269.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 147.0, 404.3, 202.1,  59.9, 539.1, 323.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  73.5, 124.4,   5.3, 147.0,  85.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 231.0,  77.0, 202.1, 808.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  33.0, 269.5, 269.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  38.5,  20.2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 134.7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010802,4,07051025,12,     529090, 168.5,  24.1, 251.8, 153.5, 302.8,  26.5, 686.8, 134.5,   9.5, 284.9,  52.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 103.2, 879.9, 485.8, 713.1,  74.2,1559.1, 343.9,  19.6, 610.1,  95.9,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 155.6,  75.1, 181.7,  12.0, 450.5,  86.3,   4.6, 174.1,  29.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 727.0, 899.2, 161.1,1571.0, 660.2,  70.0,1314.2, 304.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 750.9,  82.8,1491.0, 431.1,  34.4, 634.7, 175.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 206.8,1907.1, 655.0,  77.9,1081.9, 371.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 386.1, 100.3,   4.8, 156.0,  26.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,1242.5, 133.9,3037.3, 528.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  32.0, 609.2, 167.5,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,  47.9,   7.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0, 189.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010803,1,07051039,14,     119946,  18.5, 180.1, 122.7, 154.1,  41.0, 107.0,  27.1,  21.6, 116.3,  39.2,  11.9,   4.2, 185.1,   0.0,   0.0,   0.0,   0.0, 603.6, 380.9, 377.8,  98.2, 344.2,  76.9,  62.5, 254.6, 140.8,  40.3,  14.5, 623.8,   0.0,   0.0,   0.0,   0.0,1093.6,1093.6, 528.1,1010.4, 787.7, 673.6,1387.4, 885.3, 474.2, 120.8,2655.9,   0.0,   0.0,   0.0,   0.0,1106.6, 709.6, 641.0, 469.4, 467.1,1161.9, 543.6, 265.5, 123.2,1291.0,   0.0,   0.0,   0.0,   0.0, 570.2, 698.9, 432.3, 335.5,1161.9, 494.4, 271.0, 145.0,1161.9,   0.0,   0.0,   0.0,   0.0, 781.1, 148.7, 127.1, 505.2, 200.7,  85.5,  26.8, 755.7,   0.0,   0.0,   0.0,   0.0, 294.1, 370.3, 911.3, 584.6, 258.2, 106.8,1291.0,   0.0,   0.0,   0.0,   0.0,  83.2, 398.9, 143.2,  49.3,  19.5, 525.1,   0.0,   0.0,   0.0,   0.0, 432.3, 137.1,  43.7,  13.2, 416.8,   0.0,   0.0,   0.0,   0.0, 489.2, 231.2,  98.8,1753.9,   0.0,   0.0,   0.0,   0.0,  58.0,  26.4, 364.5,   0.0,   0.0,   0.0,   0.0,   7.6, 248.5,   0.0,   0.0,   0.0,   0.0, 130.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070502010803,1,07050903,14,      29648,  20.6, 178.1, 107.8, 131.2,  42.4,  91.5,  28.5,  24.2, 117.8,  46.8,  13.6,   4.2, 160.6,   0.0,   0.0,   0.0,   0.0, 499.5, 283.6, 314.7, 122.2, 249.7,  72.0,  68.5, 214.7, 174.0,  44.4,  14.8, 522.2,   0.0,   0.0,   0.0,   0.0,1148.8, 656.4, 337.9, 510.6, 468.9, 820.6, 851.0, 696.2, 488.8, 119.0,1531.8,   0.0,   0.0,   0.0,   0.0, 792.3, 547.0, 370.6, 364.7, 433.5, 999.0, 560.4, 396.1,  98.1,1436.0,   0.0,   0.0,   0.0,   0.0, 488.8, 342.9, 302.3, 194.7, 999.0, 534.3, 287.2, 117.8, 510.6,   0.0,   0.0,   0.0,   0.0, 459.5, 142.7, 156.3, 488.8, 214.7,  92.2,  28.7, 621.0,   0.0,   0.0,   0.0,   0.0, 199.8, 306.3, 510.6, 433.5, 249.7,  82.9, 718.0,   0.0,   0.0,   0.0,   0.0,  89.0, 294.5, 138.4,  53.6,  18.4, 376.6,   0.0,   0.0,   0.0,   0.0, 425.5, 155.2,  46.3,  12.0, 214.7,   0.0,   0.0,   0.0,   0.0, 499.5, 191.4, 109.4, 957.3,   0.0,   0.0,   0.0,   0.0,  78.4,  27.2, 851.0,   0.0,   0.0,   0.0,   0.0,   7.3, 236.8,   0.0,   0.0,   0.0,   0.0, 119.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
