ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026070410020305,1,07031842,13,         14,   1.1,   0.0,  11.2,   0.0,   0.0,  11.2,   0.0,   0.0,   0.0,  11.2,   0.0,   0.0,  11.2
2026070410020305,1,07031851,13,         78,   6.2,  15.6,  15.6,  62.4,   0.0,  12.4,   2.3,  62.4,   0.0,   3.9,  20.8,  62.4,  10.4
2026070410020305,1,07031859,13,        128,   5.3,  17.0,  20.4, 102.4,  20.4,  20.4,   3.1,  25.6, 102.4,   3.7,  34.1,   8.5,  14.6
2026070410020305,1,07031907,13,        145,   6.1,  16.5,  19.3,  58.0,  23.2,  19.3,   3.4,  19.3, 116.0,   3.6,  29.0,   7.2,  16.5
2026070410020305,1,07031915,13,        158,   6.3,  14.0,  21.0,  42.1,  21.0,  12.6,   3.7,  21.0,  63.2,   3.8,  31.6,   7.0,  18.0
2026070410020305,1,07031924,13,        306,   8.7,  18.8,  18.8,  61.2,  34.9,  22.2,   6.1,  40.8,  81.6,   1.6,  61.2,  10.2,  30.6
2026070410020305,1,07031932,13,        409,   7.7,  25.1,  13.6,  81.8,  40.9,  29.7,   7.9,  54.5,  81.8,   1.5,  81.8,   9.6,  32.7
2026070410020305,1,07031940,13,        475,   8.6,  16.5,  13.1,  76.0,  47.5,  34.5,   8.8,  63.3,  12.6,   1.6,  95.0,  10.8,  34.5
2026070410020305,1,07031948,13,        532,   8.5,  10.6,  13.7,  42.5,  53.2,  28.3,   7.8,  53.2,  13.7,   1.8, 106.4,  12.1,  26.6
2026070410020305,1,07031957,13,        609,   9.0,   7.9,  15.2,  40.6,  44.2,  32.4,   8.8,  48.7,  15.2,   1.8,  60.9,  12.4,  24.3
2026070410020305,1,07032005,13,        667,   7.8,   7.2,  11.8,  38.1,  35.5,  35.5,   9.3,  48.5,  16.1,   2.0,  66.7,  13.6,  24.2
2026070410020305,1,07032013,13,        797,   5.9,   6.5,  11.3,  22.7,  39.8,  39.8,  11.1,  35.4,  18.7,   2.2,  79.7,  15.9,  21.9
2026070410020305,1,07032021,13,        875,   6.4,   6.6,  12.0,  24.1,  41.1,  43.7,   6.5,  36.8,  20.0,   2.3,  87.5,  17.5,  17.5
2026070410020305,1,07032030,13,        951,   6.7,   6.4,   9.5,  25.3,  42.2,  36.2,   6.9,  40.0,  21.7,   2.5,  84.5,  14.6,  17.2
2026070410020305,1,07032038,13,       1116,   7.5,   7.3,   6.5,  25.5,  49.6,  38.8,   5.5,  40.5,  23.4,   2.8,  89.2,  12.2,  19.4
2026070410020305,1,07032046,13,       1281,   8.4,   7.4,   7.1,  26.2,  56.9,  39.4,   6.2,  42.7,  26.2,   2.8, 102.4,   6.6,  21.8
2026070410020305,1,07032054,13,       1377,   8.8,   7.8,   7.5,  24.4,  61.2,  32.4,   6.7,  36.7,  22.4,   2.6, 100.1,   7.0,  21.6
2026070410020305,1,07032103,13,       1570,   8.4,   7.9,   8.3,  22.0,  69.7,  32.2,   7.0,  40.5,  24.6,   2.5, 114.1,   7.4,  18.2
2026070410020305,1,07032111,13,       1724,   9.2,   7.5,   7.7,  22.6,  72.5,  32.0,   7.7,  32.8,  27.0,   2.4, 114.9,   8.1,  18.8
2026070410020305,1,07032119,13,       1973,   7.5,   6.6,   7.6,  23.9,  83.0,  35.8,   8.6,  36.7,  30.3,   2.6,  23.9,   8.8,  20.4
2026070410020305,1,07032127,13,       2108,   7.9,   6.9,   7.7,  25.1,  88.7,  35.1,   8.9,  38.3,  31.8,   2.4,  25.5,   9.3,  21.6
2026070410020305,1,07032136,13,       2330,   8.5,   6.6,   7.5,  25.1,  98.1,  37.2,   9.4,  41.4,  31.5,   2.4,  27.8,   9.4,  16.4
2026070410020305,1,07032144,13,       2394,   8.7,   6.6,   7.2,  24.2, 100.8,  37.5,   9.6,  40.7,  29.4,   2.4,  28.5,   9.6,  16.2
2026070410020305,1,07032152,13,       2527,   8.6,   6.4,   7.4,  24.3, 101.0,  34.8,   9.9,  41.2,  29.2,   2.5,  29.2,   8.6,  16.0
2026070410020305,1,07032200,13,       2663,   8.5,   6.0,   7.8,  25.0, 101.4,  32.7,  10.4,  43.4,  30.4,   2.4,  30.8,   8.8,  16.6
2026070410020305,1,07032209,13,       2910,   8.8,   6.3,   8.4,  25.3, 110.8,  30.6,  11.0,  45.6,  32.7,   2.2,  32.3,   9.0,  17.3
2026070410020305,1,07032217,13,       3069,   9.1,   6.1,   8.5,  23.1, 111.6,  24.5,  11.3,  35.0,  31.8,   2.3,  31.0,   9.3,  16.0
2026070410020305,1,07032225,13,       3237,   9.1,   6.1,   8.4,  23.5, 117.7,  25.1,  11.8,  36.4,  29.4,   2.4,  31.9,   8.4,  16.6
2026070410020305,1,07032233,13,       3335,   9.3,   6.2,   8.4,  23.8, 121.2,  24.9,  12.1,  36.5,  27.7,   2.4,  32.5,   8.5,  15.0
2026070410020305,1,07032242,13,       3496,   9.6,   6.0,   8.8,  24.5, 127.1,  25.8,  12.4,  38.3,  28.2,   2.3,  33.6,   8.2,  14.7
