ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026062802010601,1,06271930,8,          1,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0
2026062802010601,1,06271935,8,         32,   5.1,   3.2,   8.5,   4.2,  12.8,   0.0,   4.2,  12.8
2026062802010601,1,06271940,8,         95,   4.7,   5.8,  10.8,   4.7,   7.6,  19.0,   3.4,  10.8
2026062802010601,1,06271946,8,        201,   8.9,  10.0,  16.0,   4.8,   8.4,  26.8,   1.8,  14.6
2026062802010601,1,06271951,8,        300,  12.0,  11.4,  24.0,   5.1,   9.6,  34.2,   1.5,  16.0
2026062802010601,1,06271956,8,        440,   6.7,  14.0,  32.0,   3.6,  11.0,  32.0,   2.1,   7.3
2026062802010601,1,06272001,8,        479,   6.9,  14.7,  31.9,   3.6,   9.5,  31.9,   2.1,   7.8
2026062802010601,1,06272007,8,        639,   7.6,  17.6,  42.6,   4.5,   9.4,  23.2,   1.7,  10.4
2026062802010601,1,06272012,8,        821,   8.4,  19.9,  25.2,   4.7,   4.1,  26.2,   2.1,  12.1
2026062802010601,1,06272017,8,       1057,  10.3,   5.7,  28.1,   4.7,   4.7,  33.8,   2.3,  14.8
2026062802010601,1,06272022,8,       1368,   3.7,   6.2,  34.2,   5.4,   5.3,  40.5,   2.9,  16.8
2026062802010601,1,06272028,8,       2559,   6.8,   7.2,  60.2,   1.6,   8.6,  70.5,   5.2,  30.5
2026062802010601,1,06272033,8,       2652,   6.7,   7.0,  60.6,   1.7,   8.4,  73.1,   5.1,  26.5
2026062802010601,1,06272038,8,       2955,   7.4,   7.4,  67.5,   1.8,   8.9,  78.8,   3.5,  28.4
2026062802010601,1,06272043,8,       3177,   7.7,   5.7,  72.6,   2.0,   9.0,  81.9,   3.5,  30.2
2026062802010601,1,06272049,8,       3384,   8.0,   5.9,  75.2,   2.1,   7.5,  51.0,   3.3,  31.1
2026062802010601,1,06272054,8,       3506,   8.1,   5.6,  77.9,   2.1,   7.3,  47.5,   3.4,  31.5
2026062802010601,1,06272059,8,       3689,   8.3,   5.8,  68.6,   2.2,   7.1,  44.0,   3.2,  29.2
2026062802010601,1,06272104,8,       3985,   8.5,   5.5,  67.8,   2.4,   7.2,  45.5,   3.0,  28.4
2026062802010601,1,06272110,8,       4212,   8.7,   5.5,  62.4,   2.5,   6.9,  48.1,   2.9,  30.0
2026062802010601,1,06272115,8,       4520,   8.7,   5.4,  63.4,   2.6,   7.2,  49.5,   2.7,  27.3
2026062802010601,1,06272120,8,       4793,   8.5,   5.2,  66.1,   2.6,   7.2,  51.1,   2.8,  28.8
2026062802010601,1,06272125,8,       5024,   7.8,   5.3,  68.1,   2.7,   7.0,  52.8,   2.8,  29.9
2026062802010601,1,06272131,8,       5457,   7.5,   5.6,  70.4,   2.5,   7.1,  36.6,   3.0,  30.7
2026062802010601,1,06272136,8,       5558,   7.4,   5.6,  70.5,   2.5,   7.0,  35.5,   3.0,  30.0
2026062802010601,1,06272141,8,       5774,   7.6,   5.8,  71.0,   2.5,   7.1,  36.9,   2.8,  29.9
2026062802010601,1,06272146,8,       5847,   7.5,   5.7,  71.9,   2.6,   6.9,  36.8,   2.9,  29.7
2026062802010601,1,06272152,8,       6181,   7.6,   5.3,  76.0,   2.6,   7.1,  37.7,   2.8,  31.4
2026062802010601,1,06272157,8,       6304,   7.6,   5.2,  76.4,   2.7,   7.0,  37.0,   2.8,  31.1
