ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062703020106,1,06261834,10,          1,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062703020106,1,06261842,10,         39,  15.6,   4.4,  15.6,  31.2,   2.8,  31.2,  31.2,  31.2,   2.6,  31.2
2026062703020106,1,06261850,10,        167,  66.8,  13.3,  19.0,  66.8,  10.2,  66.8,  66.8,  66.8,   1.1,  44.5
2026062703020106,1,06261859,10,        184,  49.0,  12.2,  18.4,  36.8,   9.2,  49.0,  49.0,  49.0,   1.1,  29.4
2026062703020106,1,06261907,10,        256,  51.2,   6.8,  20.4,  18.6,   3.7,  51.2,  34.1,  51.2,   1.6,  40.9
2026062703020106,1,06261915,10,        391,  44.6,   2.3,  31.2,  22.3,   5.4,  78.2,  28.4,  52.1,   2.3,  19.5
2026062703020106,1,06261923,10,       1220, 122.0,   7.2,  97.6,  65.0,  16.0, 244.0,  40.6, 139.4,   1.1,  61.0
2026062703020106,1,06261932,10,       1346,  97.8,   7.3,  67.3,  67.3,  17.6, 215.3,  43.0, 134.6,   1.1,  67.3
2026062703020106,1,06261940,10,       1388,  79.3,   7.3,  61.6,  42.7,  17.6, 185.0,  39.6, 123.3,   1.1,  55.5
2026062703020106,1,06261948,10,       1496,  74.8,   7.2,  49.8,  44.3,  17.6, 149.6,  37.4,  99.7,   1.1,  39.8
2026062703020106,1,06261956,10,       1573,  69.9,   7.2,  40.5,  44.9,  12.3, 139.8,  38.1,  74.0,   1.1,  34.0
2026062703020106,1,06262005,10,       1590,  66.9,   7.1,  34.3,  43.8,  12.4, 127.2,  38.5,  70.6,   1.1,  33.4
2026062703020106,1,06262013,10,       1660,  49.1,   6.9,  29.5,  40.2,  11.5, 120.7,  33.2,  66.4,   1.1,  30.1
2026062703020106,1,06262021,10,       1691,  48.3,   6.6,  29.4,  40.9,  11.6, 112.7,  30.7,  64.4,   1.1,  30.7
2026062703020106,1,06262030,10,       1991,  38.8,   7.6,  33.8,  44.2,  11.7,  99.5,   9.6,  72.4,   1.2,  26.9
2026062703020106,1,06262038,10,       2028,  36.0,   7.7,  33.8,  45.0,  11.2,  77.2,   9.2,  73.7,   1.2,  27.0
2026062703020106,1,06262046,10,       2085,  32.7,   7.3,  34.0,  35.4,  10.8,  72.5,   9.4,  69.5,   1.3,  26.4
2026062703020106,1,06262054,10,       2134,  32.2,   7.0,  34.1,  35.5,  10.6,  74.2,   8.8,  71.1,   1.3,  25.4
2026062703020106,1,06262103,10,       2235,  32.5,   7.3,  32.5,  36.4,   9.1,  68.7,   8.9,  61.6,   1.3,  25.9
2026062703020106,1,06262111,10,       2260,  32.8,   7.4,  32.2,  34.1,   8.9,  69.5,   8.9,  62.3,   1.3,  22.6
2026062703020106,1,06262119,10,       2389,  31.8,   7.4,  30.8,  32.3,   8.9,  61.6,   8.7,  63.7,   1.3,  20.5
2026062703020106,1,06262127,10,       2483,  31.0,   7.3,  28.3,  33.1,   9.0,  62.0,   8.3,  58.4,   1.4,  21.3
2026062703020106,1,06262136,10,       2600,  30.1,   7.6,  27.0,  31.5,   8.2,  53.3,   7.7,  45.2,   1.4,  21.4
2026062703020106,1,06262144,10,       2717,  30.6,   7.8,  27.5,  27.1,   8.0,  47.2,   7.8,  44.3,   1.4,  21.5
2026062703020106,1,06262152,10,       2785,  27.1,   7.6,  26.5,  27.1,   8.0,  47.4,   7.8,  43.6,   1.5,  21.8
2026062703020106,1,06262200,10,       2842,  27.0,   7.7,  26.7,  26.7,   7.9,  47.3,   7.4,  43.7,   1.5,  19.6
2026062703020106,1,06262209,10,       3207,  25.1,   6.9,  24.4,  25.6,   5.0,  52.3,   8.1,  47.5,   1.7,  21.2
2026062703020106,1,06262217,10,       3467,  26.6,   4.7,  25.4,  26.1,   5.3,  56.6,   8.7,  49.5,   1.8,  20.8
2026062703020106,1,06262225,10,       3574,  23.8,   4.7,  25.7,  24.6,   5.3,  57.1,   8.6,  45.3,   1.8,  20.8
2026062703020106,1,06262233,10,       3624,  23.7,   4.7,  25.6,  24.3,   5.4,  57.9,   8.4,  45.3,   1.8,  20.7
2026062703020106,1,06262242,10,       3674,  23.5,   4.7,  25.1,  23.3,   5.4,  58.7,   8.2,  45.9,   1.9,  20.4
2026062703020106,1,06262250,10,       3979,  24.8,   5.1,  26.3,  24.2,   4.0,  60.0,   8.6,  48.9,   2.0,  19.2
2026062703020106,1,06262258,10,       4077,  25.0,   5.1,  26.5,  24.7,   4.0,  58.2,   8.6,  50.1,   2.0,  19.5
2026062703020106,1,06262306,10,       4115,  25.1,   5.2,  26.5,  24.3,   4.0,  58.7,   8.6,  43.3,   2.0,  19.3
2026062703020106,1,06262315,10,       4222,  24.2,   5.3,  27.0,  24.8,   4.1,  59.2,   8.5,  43.3,   2.0,  18.4
2026062703020106,1,06262323,10,       4262,  24.5,   5.2,  26.2,  24.7,   4.1,  56.8,   8.5,  42.6,   2.0,  18.4
2026062703020106,1,06262331,10,       4352,  23.2,   5.2,  26.1,  24.6,   4.1,  54.4,   8.5,  42.4,   2.0,  18.3
2026062703020106,1,06262339,10,       4399,  23.0,   5.2,  25.8,  24.4,   4.1,  53.3,   8.5,  41.8,   2.0,  17.8
2026062703020106,1,06262348,10,       4558,  23.0,   5.2,  25.1,  24.3,   4.2,  53.6,   7.7,  38.7,   2.1,  18.0
2026062703020106,1,06262356,10,       4587,  22.5,   5.2,  24.9,  24.3,   4.2,  53.9,   7.5,  39.0,   2.1,  18.0
2026062703020106,1,06270008,10,       4737,  23.1,   5.2,  25.4,  22.5,   4.2,  54.9,   7.5,  39.0,   2.1,  18.3
2026062703020106,1,06270017,10,       4798,  22.5,   5.1,  23.6,  22.7,   4.2,  55.6,   7.6,  37.6,   2.1,  18.3
2026062703020106,1,06270025,10,       4850,  22.5,   5.1,  22.2,  22.6,   4.3,  56.2,   7.6,  37.3,   2.1,  16.7
2026062703020106,1,06270033,10,       4957,  22.5,   5.2,  21.9,  22.9,   4.4,  56.6,   7.5,  36.3,   2.1,  16.8
2026062703020106,1,06270041,10,       4978,  22.4,   5.2,  22.0,  22.4,   4.4,  56.0,   7.6,  36.5,   2.1,  16.7
2026062703020106,1,06270050,10,       5155,  22.9,   5.2,  22.4,  22.6,   4.5,  33.2,   7.7,  25.6,   2.2,  16.6
2026062703020106,1,06270058,10,       5205,  22.6,   5.1,  22.5,  22.5,   4.5,  33.5,   7.8,  25.8,   2.2,  16.7
2026062703020106,1,06270106,10,       5304,  22.5,   5.2,  21.5,  22.5,   4.6,  34.2,   7.3,  25.8,   2.2,  16.9
2026062703020106,1,06270114,10,       5373,  21.7,   5.3,  21.2,  22.3,   4.6,  34.3,   7.1,  25.5,   2.2,  16.2
2026062703020106,1,06270123,10,       5433,  21.6,   5.1,  21.0,  22.2,   4.6,  34.7,   7.2,  25.5,   2.2,  16.1
