ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026071103020507,1,07101835,11,          7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   5.6,   0.0,   0.0
2026071103020507,1,07101843,11,        162,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,   3.6,   0.0,  32.4,   0.0,  64.8
2026071103020507,1,07101851,11,        180,   0.0,  14.4,   0.0,   1.2, 144.0,  48.0,   3.8,   0.0,  24.0,   0.0,  48.0
2026071103020507,1,07101859,11,        184,   0.0,  14.7,   0.0,   1.2, 147.2,  29.4,   3.9,   0.0,  24.5,   0.0,  36.8
2026071103020507,1,07101908,11,        251,   0.0,  16.7, 200.8,   1.5,   4.1,  33.4,   5.0,   0.0,  25.1, 200.8,  50.2
2026071103020507,1,07101916,11,        269, 215.2,  16.5, 107.6,   1.6,   3.7,  23.9,   5.3,   0.0,  21.5, 215.2,  53.8
2026071103020507,1,07101924,11,        284, 227.2,  16.2, 113.6,   1.6,   3.6,  17.4,   5.6,   0.0,  22.7,  56.8,  56.8
2026071103020507,1,07101932,11,        334, 267.2,  19.0,  11.6,   1.9,   3.2,  13.3,   6.6,   0.0,  26.7,  66.8,  66.8
2026071103020507,1,07101941,11,        402, 321.6,  12.3,  13.9,   2.2,   3.4,   8.6,   6.3, 321.6,  32.1,  32.1,  80.4
2026071103020507,1,07101949,11,        595,  95.2,  16.4,  19.8,   3.2,   1.8,  12.2,   9.1, 158.6,  20.6,  39.6,  95.2
2026071103020507,1,07101957,11,        651, 104.1,  15.3,  20.8,   3.2,   1.9,  11.3,   8.1, 130.2,  16.8,  40.0,  74.4
2026071103020507,1,07102005,11,        686, 109.7,  16.1,  21.1,   3.3,   2.0,   8.1,   8.0, 109.7,  16.6,  39.2,  78.4
2026071103020507,1,07102014,11,        849,   6.4,  13.5,  25.1,   4.0,   2.4,   8.3,   9.7, 113.2,  15.7,  37.7,  75.4
2026071103020507,1,07102022,11,        873,   6.5,  12.9,  24.0,   4.1,   2.5,   8.5,   9.8,  99.7,  15.5,  34.9,  58.2
2026071103020507,1,07102030,11,        938,   6.8,  12.7,  24.2,   4.4,   2.6,   7.5,   9.7,  83.3,  14.7,  30.0,  30.0
2026071103020507,1,07102038,11,        960,   6.9,  12.1,  24.7,   4.4,   2.6,   7.6,   9.9,  85.3,  13.7,  27.4,  30.7
2026071103020507,1,07102047,11,       1190,   8.4,  13.6,  30.7,   4.9,   2.0,   8.8,  12.2,  86.5,  16.4,  32.8,  38.0
2026071103020507,1,07102055,11,       1317,   8.9,  12.2,  30.1,   5.0,   2.2,   7.5,  13.0,  75.2,  13.6,  22.9,  32.9
2026071103020507,1,07102103,11,       1521,  10.3,  13.6,  32.8,   5.7,   2.2,   4.4,  15.0,  81.1,  15.0,  25.3,  38.0
2026071103020507,1,07102111,11,       1692,  11.3,  14.7,  28.8,   4.1,   2.4,   4.6,  16.5,  54.1,  16.1,  27.0,  42.3
2026071103020507,1,07102120,11,       1858,  12.0,  14.1,  29.7,   4.3,   2.4,   4.3,  17.6,  53.0,  17.0,  28.0,  45.0
2026071103020507,1,07102128,11,       1911,  12.4,  14.1,  28.3,   4.3,   2.4,   4.3,  18.2,  52.7,  16.9,  27.7,  42.4
2026071103020507,1,07102136,11,       2182,  14.1,  12.6,  31.1,   4.8,   2.6,   3.2,  18.5,  58.1,  19.1,  31.1,  48.4
2026071103020507,1,07102144,11,       2386,  15.2,  13.1,  32.3,   4.3,   2.5,   3.4,  20.0,  63.6,  19.6,  33.4,  51.5
2026071103020507,1,07102153,11,       2638,  13.4,   8.2,  34.5,   4.7,   2.7,   3.4,  22.2,  63.9,  19.3,  34.0,  55.5
2026071103020507,1,07102201,11,       2668,  13.5,   8.0,  34.4,   4.7,   2.7,   3.4,  22.4,  64.6,  19.4,  33.8,  56.1
2026071103020507,1,07102209,11,       2895,  14.5,   8.4,  35.0,   4.7,   2.6,   3.5,  23.8,  60.9,  20.6,  28.9,  45.4
2026071103020507,1,07102217,11,       3288,  16.4,   9.2,  39.2,   3.2,   2.9,   3.9,  27.1,  59.7,  22.1,  28.2,  50.5
2026071103020507,1,07102226,11,       3573,  17.8,   9.6,  42.6,   3.4,   2.5,   4.2,  23.8,  63.5,  23.6,  29.1,  54.9
2026071103020507,1,07102234,11,       3722,  17.1,   9.6,  40.2,   3.3,   2.6,   4.3,  23.6,  66.1,  23.4,  29.4,  56.1
2026071103020507,1,07102242,11,       3896,  17.8,   9.2,  40.4,   3.4,   2.6,   4.4,  22.1,  69.2,  20.6,  25.7,  47.2
2026071103020507,1,07102250,11,       3961,  18.1,   8.9,  36.4,   3.4,   2.7,   4.4,  21.2,  70.4,  20.8,  25.7,  48.0
2026071103020507,1,07102259,11,       4122,  18.8,   8.4,  32.3,   3.5,   2.7,   4.2,  20.6,  71.6,  21.4,  24.6,  49.2
