ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘,18î‘
2026071110020510,1,07101832,18,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0
2026071110020510,1,07101840,18,         60,   0.0,   4.8,   0.0,   0.0,  16.0,   0.0,   1.6,   0.0,   0.0,   0.0,  24.0,  16.0,   0.0,   0.0,  24.0,   0.0,   0.0,   4.8
2026071110020510,1,07101848,18,        117,  93.6,   2.4,   0.0,   0.0,  18.7,  31.2,   2.9,   5.2,   0.0,   0.0,  46.8,  18.7,   0.0,   0.0,  46.8,   0.0,   0.0,   8.5
2026071110020510,1,07101857,18,        225, 180.0,   2.1,   0.0,   0.0,  20.0,   7.2,   5.6,   6.4,   0.0,   0.0,  25.7,  22.5,   0.0,  90.0,  13.8, 180.0,  45.0,  16.3
2026071110020510,1,07101905,18,        251, 200.8,   2.3, 200.8, 200.8,  16.7,   7.7,   6.0,   6.6,   0.0, 100.4,  28.6,  16.7,   0.0, 100.4,  15.4,  50.2,  40.1,  11.8
2026071110020510,1,07101913,18,        496,  30.5,   3.1, 396.8, 396.8,   8.8,   6.7,  11.0,  13.2,   0.0,  79.3,   9.9,  26.4,   0.0,  10.4,  22.0,  56.6,   9.4,  22.0
2026071110020510,1,07101921,18,        573,  32.7,   3.2, 458.4, 229.2,   6.2,   6.9,  12.0,  14.7, 458.4,  76.4,  10.9,  24.1, 229.2,  12.0,  22.9,  41.6,   9.5,  24.1
2026071110020510,1,07101930,18,        615,  27.3,   3.4, 246.0, 164.0,   6.6,   7.1,  12.6,  14.9, 246.0,  54.6,  10.9,  19.6,  98.4,  12.6,  24.6,  28.9,   9.1,  25.8
2026071110020510,1,07101942,18,        806,  23.8,   4.5, 322.4, 214.9,   7.3,   8.9,  16.1,   9.4, 322.4,  49.6,  14.3,  16.5, 107.4,   7.4,  32.2,   8.8,  11.3,  29.3
2026071110020510,1,07101950,18,        883,  22.7,   4.8, 353.2, 176.6,   7.5,   9.8,  16.4,  10.0, 235.4,  47.0,  12.6,  12.8, 117.7,   6.7,  32.1,   9.1,  11.7,  29.4
