ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026072607020201,1,07252130,9,          5,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0
2026072607020201,1,07252135,9,        678,   1.1,   9.6, 271.2,  30.1, 108.4,  49.3, 542.4, 135.6,  25.8
2026072607020201,1,07252140,9,       1532,   1.1,  18.0, 175.0,  64.5, 136.1,  27.8,  87.5,  10.6,  40.8
2026072607020201,1,07252145,9,       2203,   1.1,  14.9, 220.3,  83.9, 160.2,  32.6,  97.9,  10.0,  51.8
2026072607020201,1,07252151,9,       2588,   1.1,  15.3, 258.8,  66.7,  59.1,  19.7,  15.3,   8.6,  57.5
2026072607020201,1,07252156,9,       2778,   1.1,  10.6, 246.9,  61.7,  61.7,  16.1,  15.8,   8.1,  50.5
2026072607020201,1,07252201,9,       2879,   1.1,  10.5, 209.3,  57.5,  57.5,  15.4,  15.3,   7.7,  47.0
2026072607020201,1,07252206,9,       3134,   1.2,  10.8, 156.7,  55.7,  38.5,  15.3,  14.8,   5.7,  45.5
2026072607020201,1,07252212,9,       3308,   1.3,   9.2, 165.4,  55.1,  38.3,  13.9,  14.3,   5.5,  45.6
2026072607020201,1,07252217,9,       3402,   1.3,   9.2, 108.8,  53.3,  32.7,  13.3,  14.4,   5.4,  41.2
2026072607020201,1,07252222,9,       3742,   1.4,   8.9, 110.8,  57.5,  33.2,   8.2,  14.6,   5.5,  33.6
2026072607020201,1,07252227,9,       3890,   1.4,   9.0, 111.1,  58.7,  32.4,   8.0,  15.1,   5.3,  33.1
2026072607020201,1,07252233,9,       4198,   1.4,   8.8, 108.3,  58.9,  32.6,   7.3,  15.8,   5.5,  33.9
2026072607020201,1,07252238,9,       4563,   1.4,   9.5, 114.0,  61.8,  22.2,   7.1,  16.6,   5.8,  35.7
