ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026062810020208,1,06271931,9,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062810020208,1,06271939,9,         41,  32.8,  32.8,  10.9,  32.8,  16.4,   8.2,  32.8,   0.0,   1.1
2026062810020208,1,06271948,9,        163,   3.8,   6.2,   5.6,  43.4,  21.7,  10.8,  11.8,  10.8,   3.1
2026062810020208,1,06271956,9,        214,   4.6,   6.8,   3.9,  24.4,  24.4,  12.2,  15.5,  10.0,   3.2
2026062810020208,1,06272004,9,        446,   6.8,  11.5,   6.1,  22.3,  32.4,  15.5,  16.2,  20.9,   1.6
2026062810020208,1,06272012,9,        506,   6.2,  11.9,   6.1,  19.2,  33.7,  11.5,  15.5,  22.4,   1.7
2026062810020208,1,06272021,9,        630,   6.7,  12.9,   6.5,  18.6,  36.0,  12.0,  14.8,  22.9,   1.6
2026062810020208,1,06272029,9,        751,   6.1,   6.4,   6.7,  22.2,  40.0,  12.7,  16.6,  23.1,   1.8
2026062810020208,1,06272037,9,        839,   6.3,   6.5,   6.7,  18.6,  37.2,  13.9,  13.1,  18.1,   1.9
2026062810020208,1,06272045,9,        946,   7.0,   6.7,   6.6,  18.4,  37.8,  11.6,  14.5,  20.4,   1.9
2026062810020208,1,06272054,9,       1085,   7.2,   7.1,   5.5,  19.2,  37.7,  13.1,  15.7,  22.8,   1.8
2026062810020208,1,06272102,9,       1122,   7.0,   7.2,   5.4,  18.3,  37.4,  13.6,  14.9,  21.8,   1.9
2026062810020208,1,06272110,9,       1214,   6.6,   7.6,   5.3,  17.3,  35.9,  11.5,  15.9,  23.1,   1.9
2026062810020208,1,06272118,9,       1276,   6.7,   7.5,   5.2,  15.4,  36.4,  12.1,  14.7,  23.7,   2.0
2026062810020208,1,06272127,9,       1423,   6.1,   7.4,   5.2,  16.2,  36.7,  13.0,  16.2,  25.8,   2.0
2026062810020208,1,06272135,9,       1526,   5.8,   7.9,   5.4,  15.2,  16.9,  13.5,  16.9,  26.5,   2.1
2026062810020208,1,06272143,9,       1650,   6.1,   7.6,   4.9,  15.0,  17.6,  12.5,  18.3,  24.0,   2.2
2026062810020208,1,06272151,9,       1762,   5.5,   8.0,   5.0,  14.2,  17.8,  13.4,  19.3,  25.6,   2.1
2026062810020208,1,06272200,9,       1851,   5.7,   8.3,   4.7,  13.3,  17.6,  13.9,  20.2,  26.4,   2.1
2026062810020208,1,06272208,9,       2032,   4.2,   8.9,   5.0,  14.5,  15.9,  14.6,  21.9,  29.0,   2.3
2026062810020208,1,06272216,9,       2175,   4.0,   9.6,   5.0,  14.8,  16.2,  11.6,  22.0,  28.5,   2.4
2026062810020208,1,06272224,9,       2229,   4.1,   9.7,   5.1,  14.6,  16.5,  11.0,  22.2,  28.3,   2.4
2026062810020208,1,06272233,9,       2361,   4.2,   9.6,   5.2,  13.7,  17.4,   8.7,  20.9,  29.5,   2.5
2026062810020208,1,06272241,9,       2409,   4.1,   9.4,   5.2,  13.5,  17.2,   8.7,  21.1,  29.6,   2.5
2026062810020208,1,06272249,9,       2666,   4.1,   8.6,   5.3,  14.6,  17.7,   9.6,  21.7,  31.3,   2.5
2026062810020208,1,06272257,9,       2737,   4.1,   8.4,   5.2,  14.9,  18.0,   9.6,  22.1,  30.8,   2.5
2026062810020208,1,06272306,9,       2795,   4.1,   8.4,   5.2,  14.5,  18.3,   9.7,  22.1,  31.0,   2.5
2026062810020208,1,06272314,9,       2987,   3.6,   8.8,   5.5,  13.3,  19.4,  10.3,  21.9,  29.1,   2.6
2026062810020208,1,06272322,9,       3272,   3.2,   9.4,   5.8,  14.2,  20.6,  10.8,  18.8,  31.9,   2.7
2026062810020208,1,06272330,9,       3439,   2.9,   9.5,   5.9,  14.7,  21.4,  11.3,  19.5,  33.1,   2.8
