ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026071210020604,1,07111934,13,          1,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071210020604,1,07111942,13,         43,  17.2,  17.2,   0.0,   0.0,   0.0,  34.4,  11.4,  17.2,   3.1,  34.4,   4.9,   3.8,   6.8
2026071210020604,1,07111950,13,        212,  56.5,  84.8, 169.6,   7.7,  56.5,   7.0,   2.5,  18.8,  12.1,  15.4,   8.0,   6.5,  18.8
2026071210020604,1,07111958,13,        276,  55.2,  73.6, 220.8,   7.3,  55.2,   6.4,   3.0,  11.0,  13.8,  15.7,   5.5,   8.1,  20.0
2026071210020604,1,07112007,13,        368,  42.0,  49.0,  58.8,   8.1,  49.0,   5.1,   3.7,  10.5,  14.0,  19.6,   6.0,   6.5,  21.0
2026071210020604,1,07112015,13,        450,  51.4,  60.0,  60.0,   9.4,  45.0,   5.7,   3.4,  10.5,  11.6,  22.5,   5.2,   6.7,  21.1
2026071210020604,1,07112027,13,        637,  56.6,  46.3,  72.8,  12.4,  18.8,   6.6,   2.9,  11.3,   9.9,  16.4,   6.6,   7.8,  23.1
2026071210020604,1,07112036,13,        792,  63.3,  52.8,  79.2,  14.7,  21.8,   6.5,   2.9,  11.7,   9.1,  19.8,   6.7,   6.4,  22.6
2026071210020604,1,07112044,13,       1127,  75.1,  64.4, 112.7,  20.9,  28.1,   7.6,   2.0,   7.5,  12.6,  27.3,   8.7,   8.5,  29.0
2026071210020604,1,07112052,13,       1339,  76.5,  36.9,  97.3,  24.9,  29.7,   6.9,   1.9,   8.3,  14.4,  31.5,   9.8,   8.4,  31.5
2026071210020604,1,07112100,13,       1384,  79.0,  35.7, 100.6,  25.1,  29.9,   6.9,   1.9,   8.4,  14.5,  31.6,   9.7,   8.6,  30.7
2026071210020604,1,07112109,13,       1503,  66.8,  35.3,  70.7,  25.5,  30.8,   7.2,   2.0,   6.7,  14.1,  30.0,   9.8,   8.9,  25.5
2026071210020604,1,07112117,13,       1567,  69.6,  35.8,  73.7,  26.1,  29.1,   7.1,   2.1,   6.7,  12.1,  31.3,   9.8,   9.2,  26.6
2026071210020604,1,07112125,13,       1694,  36.6,  37.6,  67.7,  26.0,  29.4,   7.3,   2.1,   6.5,  12.9,  32.2,   8.5,   9.8,  26.5
2026071210020604,1,07112133,13,       1822,  37.3,  40.4,  66.2,  27.5,  30.3,   7.3,   2.3,   5.9,  13.8,  33.1,   8.3,   8.4,  24.7
2026071210020604,1,07112142,13,       1956,  38.1,  39.1,  53.9,  24.4,  26.0,   6.9,   2.4,   6.0,  13.8,  34.0,   8.0,   8.9,  25.2
2026071210020604,1,07112150,13,       2244,  43.7,  44.8,  57.9,  27.6,  28.9,   7.8,   2.6,   3.8,  15.0,  37.4,   8.3,  10.2,  26.7
2026071210020604,1,07112158,13,       2646,  46.0,  48.1,  57.2,  30.6,  32.0,   8.6,   2.8,   4.4,  16.0,  39.2,   4.4,  11.8,  30.2
2026071210020604,1,07112206,13,       2807,  46.7,  51.0,  59.0,  32.5,  33.5,   6.6,   2.9,   4.3,  16.6,  40.1,   4.6,  12.4,  29.5
2026071210020604,1,07112215,13,       2937,  40.5,  52.2,  58.7,  29.0,  33.5,   6.6,   2.9,   4.5,  14.4,  41.2,   4.7,  12.8,  30.1
2026071210020604,1,07112223,13,       3093,  41.2,  52.6,  60.3,  30.5,  34.3,   6.0,   3.0,   4.7,  15.0,  43.4,   4.5,  13.3,  31.3
2026071210020604,1,07112231,13,       3260,  41.3,  55.4,  49.2,  29.9,  34.7,   6.0,   3.0,   4.8,  14.8,  44.2,   4.6,  12.6,  29.3
2026071210020604,1,07112239,13,       3341,  38.1,  55.6,  50.4,  30.7,  33.4,   5.7,   3.0,   4.7,  14.8,  43.8,   4.7,  12.7,  29.6
2026071210020604,1,07112248,13,       3419,  36.9,  52.6,  49.7,  30.7,  33.3,   5.7,   3.0,   4.8,  14.7,  44.8,   4.7,  12.6,  28.7
2026071210020604,1,07112256,13,       3472,  37.5,  47.0,  50.5,  30.1,  33.0,   5.7,   3.0,   4.9,  14.6,  44.8,   4.7,  12.7,  28.9
2026071210020604,1,07112304,13,       3595,  38.8,  47.9,  52.2,  30.5,  33.0,   5.7,   3.0,   5.0,  13.4,  44.9,   4.7,  12.3,  28.4
2026071210020604,1,07112312,13,       3700,  38.9,  48.5,  52.8,  31.1,  33.6,   5.6,   3.0,   5.2,  13.5,  45.5,   4.7,  11.9,  28.7
2026071210020604,1,07112321,13,       3748,  38.4,  47.5,  52.6,  31.2,  34.0,   5.7,   3.0,   5.2,  13.5,  44.7,   4.7,  11.6,  28.5
2026071210020604,1,07112329,13,       3845,  39.4,  48.8,  53.9,  31.7,  34.5,   5.8,   2.9,   5.3,  13.7,  45.9,   4.6,  11.1,  29.0
2026071210020604,1,07112337,13,       4361,  43.6,  55.3,  56.2,  35.2,  38.3,   5.1,   2.5,   5.9,  15.5,  51.3,   5.2,  12.6,  32.3
2026071210020604,1,07112345,13,       4498,  44.9,  56.2,  57.1,  36.3,  39.5,   4.5,   2.6,   6.0,  15.9,  52.1,   5.3,  12.8,  33.0
2026071210020604,1,07112354,13,       4671,  46.7,  58.3,  49.1,  37.3,  40.6,   4.6,   2.7,   5.6,  16.0,  53.3,   5.0,  13.1,  33.6
2026071210020604,1,07120006,13,       4708,  47.0,  58.8,  49.5,  37.6,  40.0,   4.6,   2.7,   5.6,  16.0,  52.3,   5.1,  12.9,  33.9
2026071210020604,1,07120014,13,       4839,  45.5,  60.4,  47.7,  37.5,  41.1,   4.7,   2.7,   5.3,  16.1,  51.6,   5.2,  12.1,  34.8
2026071210020604,1,07120022,13,       4902,  46.1,  59.4,  48.4,  38.0,  40.8,   4.7,   2.8,   5.4,  16.0,  52.2,   5.2,  10.9,  35.0
2026071210020604,1,07120031,13,       5057,  47.5,  61.2,  48.7,  38.1,  41.7,   4.7,   2.8,   5.4,  14.6,  53.9,   5.1,  11.2,  34.5
2026071210020604,1,07120039,13,       5082,  47.8,  61.6,  48.4,  37.9,  39.8,   4.7,   2.8,   5.4,  14.5,  54.2,   5.1,  11.1,  34.4
2026071210020604,1,07120047,13,       5169,  48.6,  62.6,  48.6,  37.2,  37.9,   4.7,   2.9,   5.4,  13.5,  54.4,   5.1,  11.2,  34.7
2026071210020604,1,07120055,13,       5211,  49.0,  62.2,  49.0,  37.2,  37.8,   4.8,   2.9,   5.4,  13.0,  54.8,   5.1,  11.0,  35.0
2026071210020604,1,07120104,13,       5368,  49.9,  64.0,  50.5,  38.3,  39.0,   4.8,   2.9,   5.2,  13.3,  55.7,   5.0,  11.0,  34.3
2026071210020604,1,07120112,13,       5497,  51.1,  64.6,  51.1,  38.9,  38.9,   4.9,   2.8,   5.3,  13.5,  56.3,   5.1,  10.6,  35.1
2026071210020604,1,07120120,13,       5756,  52.3,  65.7,  52.3,  40.7,  40.3,   5.1,   3.0,   5.5,  12.6,  58.2,   5.3,   7.8,  35.4
