ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026072607020207,1,07250659,14,          1,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026072607020207,1,07250705,14,        320,  13.4, 256.0, 256.0, 128.0,   6.4, 256.0,  16.0,  12.1, 256.0, 256.0,   2.0, 256.0,   3.6,  12.1
2026072607020207,1,07250710,14,        467,  14.9, 186.8, 186.8, 124.5,   5.1, 186.8,  13.8,  13.3,  20.7, 124.5,   2.9,  46.7,   2.8,  16.2
2026072607020207,1,07250716,14,        816,  26.1, 326.4,  38.4,  81.6,   2.7,  93.2,  18.6,   9.8,   9.4, 217.6,   4.6,  50.2,   4.5,  13.3
2026072607020207,1,07250721,14,        911,  16.1, 242.9,  40.4,  91.1,   2.9, 104.1,  13.2,  10.7,   8.0, 242.9,   5.2,  56.0,   4.4,  14.5
2026072607020207,1,07250727,14,       1007,  13.4, 161.1,  40.2,  80.5,   3.1,  89.5,  12.7,   8.5,   8.8,  50.3,   5.4,  61.9,   4.6,  15.4
2026072607020207,1,07250732,14,       1078,  14.1,  78.4,  23.3,  71.8,   3.0,  86.2,  12.3,   8.9,   9.3,  45.3,   5.7,  61.6,   4.9,  16.2
2026072607020207,1,07250738,14,       1177,  14.9,  85.6,  25.4,  78.4,   3.3,  94.1,   8.2,   9.2,   7.5,  49.5,   6.1,  52.3,   5.3,  17.1
2026072607020207,1,07250743,14,       1254,  15.2,  91.2,  22.2,  83.6,   3.4, 100.3,   8.6,   9.7,   6.7,  34.5,   6.1,  43.6,   5.7,  15.4
2026072607020207,1,07250749,14,       1355,  14.0,  98.5,  24.0,  90.3,   3.6, 108.4,   8.2,  10.0,   6.9,  37.3,   6.6,  32.8,   5.0,  16.1
2026072607020207,1,07250754,14,       1618,  16.5, 117.6,  28.7, 107.8,   4.3, 129.4,   6.9,  11.4,   7.4,  44.6,   6.5,  38.0,   3.9,  12.5
2026072607020207,1,07250800,14,       1724,  17.4, 106.0,  28.1,  91.9,   4.4, 114.9,   7.3,  11.3,   7.2,  45.9,   6.2,  31.3,   4.0,  11.7
2026072607020207,1,07250805,14,       1932,  18.1, 103.0,  30.3,  96.6,   3.6, 118.8,   7.7,  11.8,   7.8,  48.3,   6.8,  29.7,   4.1,  12.9
2026072607020207,1,07250811,14,       2000,  18.8, 106.6,  30.7,  94.1,   3.5, 123.0,   7.9,   9.8,   8.1,  50.0,   7.0,  29.6,   4.2,  13.3
