ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026062802010608,1,06271931,13,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0
2026062802010608,1,06271940,13,         11,   0.0,   8.8,   2.9,   8.8,   4.4,   0.0,   0.0,   8.8,   0.0,   0.0,   0.0,   4.4,   8.8
2026062802010608,1,06271948,13,        122,   7.5,   7.5,  24.4,   9.7,   8.8,  32.5,  48.8,   6.1,  19.5,  48.8,  48.8,   4.8,   4.6
2026062802010608,1,06271956,13,        185,   9.8,   8.7,  18.5,   7.0,  11.3,  37.0,  49.3,   4.6,  24.6,  74.0,  49.3,   6.7,   3.7
2026062802010608,1,06272004,13,        261,  13.0,   6.7,  23.2,   8.7,   9.0,  29.8,  69.6,   3.4,  20.8,  34.8,  41.7,   8.3,   4.9
2026062802010608,1,06272013,13,        315,  13.2,   8.1,  28.0,   5.8,   8.6,  36.0,  42.0,   3.7,  15.7,  42.0,  50.4,   7.8,   5.7
2026062802010608,1,06272021,13,        615,  22.3,  13.6,  44.7,   6.4,  15.8,  14.9,  37.8,   6.0,  30.7,  44.7,  98.4,   2.1,  10.0
2026062802010608,1,06272029,13,        715,  23.8,  13.6,  40.8,   5.6,  15.8,  15.4,  35.7,   5.7,  31.7,  35.7,  57.2,   2.2,  11.0
2026062802010608,1,06272037,13,        911,  29.1,  13.0,  48.5,   5.8,  18.2,  12.3,  40.4,   6.5,  29.1,  40.4,  22.7,   2.2,  13.0
2026062802010608,1,06272046,13,        977,  30.0,  13.2,  52.1,   6.0,  18.1,  12.6,  32.5,   6.5,  30.0,  27.9,  22.9,   2.3,  10.2
2026062802010608,1,06272054,13,       1099,  30.3,  13.3,  51.7,   5.7,  17.9,  12.9,  25.8,   6.4,  31.4,  26.6,  25.1,   2.4,  10.4
2026062802010608,1,06272102,13,       1237,  34.1,  14.3,  58.2,   3.7,  19.4,  13.1,  28.2,   6.9,  35.3,  29.9,  28.2,   2.6,  11.5
