ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026071202011009,1,07111940,14,        302,   0.0,   8.6,   0.0,  15.1,   1.1, 241.6, 241.6,  17.2, 120.8, 120.8,   0.0,  48.3,  10.9,   0.0
2026071202011009,1,07111948,14,        701,  80.1,  16.4,  40.0,  26.7,   1.1, 186.9, 280.4,  25.4,  93.4,  29.5, 112.1,  35.0,  21.5, 560.8
2026071202011009,1,07111956,14,        890,  33.9,  18.2,  44.5,  25.4,   1.1, 142.4, 237.3,  23.7,  89.0,  30.9,  79.1,  35.6,  24.5, 178.0
2026071202011009,1,07112005,14,       1250,  34.4,  22.2,  43.4,  28.5,   1.2,  71.4, 200.0,  27.7,  83.3,   6.4,  66.6,  29.4,  25.6,  83.3
2026071202011009,1,07112013,14,       1460,  29.9,  23.8,  48.6,  23.3,   1.2,  77.8, 194.6,  20.8,  61.4,   6.8,  73.0,  25.3,  22.9,  83.4
2026071202011009,1,07112021,14,       1831,  34.8,  25.2,  56.3,   9.3,   1.3,  29.2, 209.2,  19.7,  44.3,   8.4,  81.3,  27.1,  27.6,  48.8
2026071202011009,1,07112029,14,       2100,  32.9,  26.6,  35.0,   9.8,   1.4,  31.6, 186.6,  15.5,  49.4,   7.9,  70.0,  27.5,  30.0,  26.6
2026071202011009,1,07112038,14,       2517,  36.6,  26.4,  37.9,  11.3,   1.3,  26.1, 183.0,  14.2,  57.5,   9.1,  69.4,  30.0,  33.5,  30.0
2026071202011009,1,07112046,14,       2831,  40.4,  28.6,  30.1,  12.6,   1.3,  29.4, 161.7,  13.9,  49.2,   9.9,  78.0,  30.6,  31.0,  29.4
2026071202011009,1,07112054,14,       3175,  32.9,  27.0,  28.8,  13.7,   1.3,  30.2, 149.4,  14.9,  41.6,   9.9,  81.9,  32.1,  32.9,  24.4
