ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026062005030510,1,06191835,14,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062005030510,1,06191844,14,         22,   0.0,   0.0,  17.6,   0.0,  17.6,   2.9,   1.6,   0.0,   0.0,   0.0,   8.8,  17.6,   0.0,   0.0
2026062005030510,1,06191852,14,         79,  63.2,   7.0,  31.6,  63.2,   2.2,   9.0,   3.9,   7.9,  63.2,  63.2,  21.0,  31.6,   0.0,   0.0
2026062005030510,1,06191900,14,         98,  78.4,   7.8,  39.2,  78.4,   2.5,   4.6,   4.6,   9.8,  78.4,  78.4,  13.0,  39.2,  78.4,   0.0
2026062005030510,1,06191908,14,        234,  62.4,  15.6,  62.4,  37.4,   4.4,  11.0,   6.2,  23.4,   1.8,  46.8,  31.2,  93.6, 187.2,   0.0
2026062005030510,1,06191917,14,        285,  57.0,  19.0,  45.6,  45.6,   5.3,  12.6,   3.8,  11.4,   2.2,  45.6,  25.3, 114.0, 228.0,   0.0
2026062005030510,1,06191925,14,        394,  52.5,  18.5,  45.0,  39.4,   5.8,  16.5,   2.4,  12.6,   3.0,  52.5,  22.5, 105.0, 157.6,   0.0
2026062005030510,1,06191933,14,        439,  43.9,  20.6,  39.0,  43.9,   6.1,  16.7,   2.3,  12.5,   3.2,  58.5,  25.0,  50.1,  87.8,   0.0
2026062005030510,1,06191941,14,        473,  47.3,  21.0,  31.5,  47.3,   6.3,  16.4,   2.3,  11.4,   3.2,  63.0,  25.2,  54.0,  75.6, 378.4
2026062005030510,1,06191950,14,        632,  50.5,  26.6,   4.1,  50.5,   8.0,  20.2,   2.8,   9.9,   4.2,  72.2,  33.7,  72.2,  56.1, 252.8
2026062005030510,1,06191958,14,       1079,  78.4,  43.1,   6.5,  66.4,  12.8,  31.9,   1.6,  10.1,   7.2, 123.3,  57.5,  95.9,  18.3, 215.8
2026062005030510,1,06192006,14,       1172,  42.6,  30.2,   7.1,  72.1,  13.9,  33.4,   1.6,  10.1,   7.8, 133.9,  62.5, 104.1,  19.5, 187.5
2026062005030510,1,06192014,14,       2052,  58.6,  46.9,  11.6,  71.3,  14.2,  43.2,   1.2,  12.8,  12.9, 234.5, 109.4, 109.4,  30.9, 273.6
