ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026071110020508,1,07101835,11,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071110020508,1,07101843,11,         70,   3.7,   0.0,   0.0,  56.0,   1.8,   0.0,   0.0,   0.0,   2.8,   0.0,  18.6
2026071110020508,1,07101851,11,        116,   2.9,  92.8,   0.0,  30.9,   2.9,   0.0,  92.8,   0.0,   4.4,  15.4,   4.2
2026071110020508,1,07101900,11,        142,   3.1, 113.6,  56.8,   6.3,   3.5, 113.6, 113.6,   0.0,   4.9,  18.9,   5.1
2026071110020508,1,07101908,11,        155,   2.7, 124.0,  62.0,   6.8,   3.6, 124.0,  41.3,   0.0,   5.3,  20.6,   5.6
2026071110020508,1,07101916,11,        172,   2.3, 137.6,  45.8,   7.6,   4.0, 137.6,  34.4,   0.0,   5.5,  22.9,   6.2
2026071110020508,1,07101924,11,        188,   2.5,  75.2,  50.1,   7.5,   4.4,  75.2,  30.0, 150.4,   5.7,  13.6,   6.0
2026071110020508,1,07101933,11,        216,   2.4,  86.4,  57.6,   7.8,   3.8,  86.4,  28.8,  86.4,   6.6,  15.7,   6.9
2026071110020508,1,07101941,11,        250,   2.5, 100.0,  28.5,   7.6,   4.3, 100.0,  28.5,  13.3,   7.6,  13.3,   7.4
2026071110020508,1,07101949,11,        302,   2.5,  80.5,  24.1,   6.5,   5.1, 120.8,  24.1,   8.9,   8.9,  14.2,   8.6
2026071110020508,1,07101957,11,        374,   2.9,  74.8,  21.3,   6.9,   6.1,  37.4,  27.2,   7.6,   7.8,  13.6,   6.5
2026071110020508,1,07102006,11,        397,   3.0,  52.9,  15.8,   6.9,   6.2,  35.2,  26.4,   7.7,   8.1,  13.8,   6.7
2026071110020508,1,07102014,11,        575,   2.1,  76.6,  13.9,   7.0,   8.3,  51.1,  32.8,   9.5,  10.0,  15.8,   8.3
2026071110020508,1,07102022,11,        604,   2.2,  80.5,  11.2,   6.5,   8.6,  48.3,  34.5,   9.2,  10.5,  15.5,   8.6
2026071110020508,1,07102030,11,        666,   2.3,  88.8,  11.5,   6.0,   7.9,  48.4,  19.0,  10.0,  10.8,  16.1,   8.7
2026071110020508,1,07102039,11,        692,   2.4,  79.0,   9.5,   6.2,   8.0,  50.3,  19.0,   9.8,  11.0,  15.8,   8.9
2026071110020508,1,07102047,11,        813,   2.7,  81.3,   9.1,   5.9,   4.9,  50.0,  20.3,  11.6,  12.7,  17.1,  10.0
2026071110020508,1,07102055,11,        845,   2.7,  84.5,   9.3,   5.7,   5.1,  52.0,  19.8,  11.4,  13.2,  13.7,  10.0
2026071110020508,1,07102103,11,        897,   2.7,  55.2,   9.8,   5.8,   5.3,  55.2,  20.5,  11.5,  13.8,  11.9,  10.2
2026071110020508,1,07102112,11,        921,   2.7,  52.6,   9.5,   5.6,   5.5,  56.6,  21.0,  11.1,  13.6,  12.2,  10.3
2026071110020508,1,07102120,11,       1086,   3.1,  62.0,  10.2,   6.5,   4.0,  62.0,  18.4,  12.0,  14.9,  13.7,   7.5
2026071110020508,1,07102128,11,       1111,   3.2,  63.4,   9.6,   6.3,   4.1,  63.4,  18.9,  11.8,  14.3,  13.8,   7.7
2026071110020508,1,07102136,11,       1308,   3.6,  74.7,   9.6,   7.0,   3.0,  65.4,  18.3,  13.4,  16.6,  16.0,   8.1
2026071110020508,1,07102145,11,       1390,   3.8,  79.4,   9.0,   6.0,   3.2,  69.5,  17.3,  12.0,  17.1,  16.1,   8.5
2026071110020508,1,07102153,11,       1504,   3.6,  85.9,   9.1,   6.3,   3.3,  75.2,  17.4,  12.6,  18.2,  13.3,   8.4
2026071110020508,1,07102201,11,       1790,   4.2, 102.2,  10.3,   7.4,   2.3,  89.5,  19.3,  13.2,  21.6,  15.9,   9.4
2026071110020508,1,07102209,11,       1854,   4.3, 105.9,   9.8,   7.1,   2.4,  87.2,  17.6,  13.3,  22.4,  15.1,   9.6
2026071110020508,1,07102218,11,       1874,   4.3,  99.9,   9.5,   7.2,   2.4,  83.2,  17.4,  13.3,  22.7,  14.5,   9.6
2026071110020508,1,07102226,11,       2094,   3.7, 104.7,   8.5,   7.3,   2.7,  83.7,  18.0,  12.3,  24.2,  15.0,  10.0
2026071110020508,1,07102234,11,       2178,   3.8, 108.9,   8.7,   7.1,   2.8,  87.1,  17.7,  12.7,  25.2,  10.8,  10.3
2026071110020508,1,07102242,11,       2317,   4.0, 102.9,   8.5,   7.5,   2.9,  61.7,  18.7,  13.1,  20.3,  10.2,   8.7
2026071110020508,1,07102251,11,       2359,   4.0, 104.8,   8.2,   7.1,   3.0,  60.8,  18.1,  13.2,  20.5,  10.4,   8.8
2026071110020508,1,07102259,11,       2492,   4.2,  86.6,   7.9,   7.1,   3.1,  53.8,  17.8,  12.3,  21.2,  10.3,   8.5
2026071110020508,1,07102307,11,       2526,   4.2,  77.7,   7.9,   7.1,   3.1,  51.8,  17.5,  12.3,  21.4,   9.9,   8.6
2026071110020508,1,07102315,11,       2573,   4.1,  79.1,   7.7,   7.1,   3.2,  49.0,  17.5,  12.3,  21.6,  10.0,   8.7
2026071110020508,1,07102324,11,       2610,   4.1,  80.3,   7.7,   7.2,   3.2,  49.7,  17.8,  12.3,  21.5,   9.7,   8.7
2026071110020508,1,07102332,11,       2687,   4.2,  82.6,   7.3,   7.3,   3.2,  48.8,  18.3,  11.8,  21.9,   9.7,   8.6
2026071110020508,1,07102340,11,       2763,   4.3,  76.2,   7.1,   7.2,   3.3,  47.0,  18.4,  12.1,  21.8,   9.7,   8.1
2026071110020508,1,07102348,11,       2865,   4.5,  76.4,   7.2,   7.4,   3.4,  46.7,  16.0,  12.4,  22.2,   9.8,   7.0
2026071110020508,1,07102357,11,       2965,   4.5,  79.0,   7.4,   7.6,   3.5,  48.4,  16.3,  12.8,  22.8,   7.8,   7.1
2026071110020508,1,07110005,11,       3014,   4.4,  80.3,   7.5,   7.7,   3.6,  48.2,  16.6,  12.8,  22.9,   7.6,   7.1
2026071110020508,1,07110013,11,       3113,   4.5,  83.0,   7.0,   7.9,   3.7,  49.8,  17.0,  13.2,  23.2,   7.9,   6.2
2026071110020508,1,07110021,11,       3199,   4.6,  79.9,   6.9,   8.0,   3.8,  48.2,  17.2,  13.4,  23.9,   6.9,   6.4
2026071110020508,1,07110030,11,       3232,   4.6,  80.8,   7.0,   8.0,   3.8,  48.7,  17.3,  12.8,  24.1,   7.0,   6.3
2026071110020508,1,07110038,11,       3277,   4.6,  72.8,   7.0,   7.7,   3.8,  49.4,  17.3,  12.7,  24.2,   7.0,   6.4
2026071110020508,1,07110046,11,       3355,   4.7,  74.5,   6.8,   7.8,   3.9,  49.7,  17.6,  12.7,  22.9,   7.2,   6.1
2026071110020508,1,07110054,11,       3480,   4.8,  77.3,   6.5,   7.8,   3.8,  42.1,  18.1,  13.0,  23.2,   7.2,   6.3
2026071110020508,1,07110103,11,       3548,   4.9,  78.8,   6.6,   7.8,   3.9,  42.3,  18.5,  10.7,  23.4,   7.3,   6.4
2026071110020508,1,07110111,11,       3874,   5.2,  81.5,   5.9,   8.3,   3.4,  46.2,  19.3,  11.6,  25.4,   7.8,   6.9
2026071110020508,1,07110119,11,       3914,   5.2,  82.4,   5.9,   8.3,   3.4,  43.4,  19.5,  11.6,  25.6,   7.4,   7.0
