ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026062002010306,1,06191843,11,          2,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.6,   0.0,   0.0,   0.0
2026062002010306,1,06191851,11,         43,   8.6,  34.4,  17.2,  11.4,  11.4,   0.0,  17.2,   4.9,   5.7,   4.9,   4.3
2026062002010306,1,06191859,11,         63,   3.6,  25.2,   6.3,  16.8,  12.6,  50.4,  25.2,   7.2,   7.2,   7.2,   6.3
2026062002010306,1,06191907,11,         93,   4.1,  24.8,   2.5,  24.8,  12.4,  74.4,  24.8,  10.6,  10.6,   9.3,   9.3
2026062002010306,1,06191916,11,        121,   4.2,  10.7,   3.1,  13.8,   6.0,  96.8,  24.2,  13.8,  13.8,  12.1,  12.1
2026062002010306,1,06191924,11,        165,   4.1,  13.2,   3.7,  16.5,   7.3, 132.0,   4.4,  18.8,  18.8,  16.5,  14.6
2026062002010306,1,06191932,11,        178,   4.0,  14.2,   3.8,  15.8,   7.4,  71.2,   4.4,  15.8,  20.3,  15.8,  15.8
2026062002010306,1,06191940,11,        271,   2.8,  19.7,   4.0,  14.4,   9.8,  30.9,   6.1,  18.0,  30.9,  11.4,  18.0
2026062002010306,1,06191949,11,        430,   3.3,  31.2,   2.0,  12.2,  14.9,  38.2,   9.5,  28.6,  49.1,  18.1,  28.6
2026062002010306,1,06191957,11,        527,   2.8,  30.1,   2.3,  13.6,  14.0,  26.3,  11.0,  30.1,  52.7,  12.7,  22.1
2026062002010306,1,06192005,11,        570,   2.8,  30.4,   2.4,  13.4,  11.4,  28.5,  11.6,  28.5,  57.0,  13.4,  20.7
2026062002010306,1,06192013,11,        605,   2.9,  30.2,   2.5,  12.1,  10.0,  30.2,  10.2,  26.8,  60.5,  13.8,  22.0
