ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026072601010204,1,07252134,11,         16,   0.0,   6.4,   0.0,   4.2,  12.8,   0.0,   0.0,   0.0,   6.4,   1.8,  12.8
2026072601010204,1,07252142,11,        175,   6.0,  23.3, 140.0,  20.0,  35.0,  23.3, 140.0,  70.0,  23.3,   1.2,  23.3
2026072601010204,1,07252150,11,        370,   4.0,  37.0,  49.3,  19.7,  14.8,  16.4,  59.2,  49.3,  16.4,   1.7,   9.8
2026072601010204,1,07252158,11,        464,   3.4,  33.7,  53.0,  20.6,  11.9,  17.6,  53.0,  61.8,  16.8,   1.8,  11.6
2026072601010204,1,07252207,11,        865,   1.6,  49.4,  76.8,  30.0,  18.7,  23.8,  69.2, 115.3,  18.2,   2.9,  15.3
2026072601010204,1,07252215,11,        987,   1.8,  39.4,  65.8,  21.3,  14.8,  21.9,  52.6,  23.2,  13.3,   3.3,  16.1
2026072601010204,1,07252223,11,       1088,   1.9,  29.0,  72.5,  14.2,  15.2,  19.7,  54.4,  24.1,  12.2,   3.4,  15.5
2026072601010204,1,07252231,11,       1181,   2.0,  29.5,  62.9,  12.4,  14.1,  18.1,  52.4,  24.2,  10.1,   3.6,  13.8
2026072601010204,1,07252240,11,       1287,   2.1,  30.2,  64.3,  11.8,  14.7,  17.4,  49.0,  24.5,   7.7,   3.7,  14.9
2026072601010204,1,07252248,11,       1332,   2.1,  31.3,  59.2,  10.8,  14.8,  17.1,  48.4,  24.7,   7.9,   3.8,  15.4
2026072601010204,1,07252256,11,       1457,   2.2,  33.3,  55.5,   9.0,  13.2,  15.7,  48.5,  24.8,   7.3,   3.9,  16.4
2026072601010204,1,07252304,11,       1539,   2.3,  26.7,  55.9,   8.9,  12.5,  15.9,  51.3,  26.1,   6.4,   4.0,  16.2
2026072601010204,1,07252313,11,       1778,   2.7,  30.2,  59.2,   7.6,  13.4,  15.8,  10.4,  29.0,   6.2,   4.6,  17.5
2026072601010204,1,07252321,11,       1838,   2.7,  30.6,  58.8,   7.7,  13.7,  14.2,  10.8,  24.1,   6.4,   4.5,  17.2
2026072601010204,1,07252329,11,       1963,   2.5,  32.7,  62.8,   8.0,  14.0,  14.0,  11.4,  24.9,   6.5,   4.6,  17.8
2026072601010204,1,07252338,11,       2083,   2.6,  34.0,  59.5,   7.8,  14.0,  13.6,  12.0,  26.0,   6.3,   4.5,  17.9
2026072601010204,1,07252346,11,       2215,   2.7,  34.7,  59.0,   7.8,  14.1,  12.7,  12.8,  27.2,   6.1,   4.1,  18.6
2026072601010204,1,07252354,11,       2266,   2.8,  34.8,  60.4,   7.8,  13.2,  12.4,  13.1,  27.4,   6.0,   4.2,  18.8
2026072601010204,1,07260007,11,       2387,   2.8,  35.3,  61.6,   7.9,  12.5,  12.8,  13.7,  26.5,   5.6,   4.4,  16.6
2026072601010204,1,07260015,11,       2650,   3.0,  39.2,  64.2,   8.0,  10.6,  12.9,  15.0,  27.8,   4.4,   4.7,  17.8
2026072601010204,1,07260023,11,       2794,   3.2,  40.6,  67.7,   7.5,   9.6,  13.2,  15.6,  29.0,   4.6,   4.9,  13.7
2026072601010204,1,07260031,11,       3016,   3.3,  22.5,  70.9,   7.0,   9.3,  13.8,  16.7,  31.3,   4.7,   4.9,  14.8
2026072601010204,1,07260040,11,       3076,   3.4,  22.9,  68.3,   7.0,   9.3,  12.8,  16.9,  31.9,   4.7,   4.9,  15.0
2026072601010204,1,07260048,11,       3151,   3.4,  23.5,  70.0,   7.0,   9.4,  12.4,  16.8,  32.3,   4.6,   4.9,  15.0
2026072601010204,1,07260056,11,       3207,   3.4,  23.5,  67.5,   7.1,   8.9,  12.4,  17.1,  32.8,   4.6,   4.8,  15.3
2026072601010204,1,07260104,11,       3394,   3.6,  24.9,  71.4,   7.5,   9.4,  12.8,  18.1,  34.8,   4.5,   4.1,  15.8
2026072601010204,1,07260113,11,       3415,   3.6,  24.8,  71.8,   7.5,   9.4,  12.8,  18.2,  34.5,   4.6,   4.1,  15.8
2026072601010204,1,07260121,11,       3564,   3.8,  25.9,  71.2,   7.7,   9.7,  13.3,  18.7,  35.6,   4.0,   4.1,  16.5
2026072601010204,1,07260129,11,       3605,   3.8,  25.9,  72.1,   7.7,   9.6,  13.1,  18.8,  34.7,   4.1,   4.0,  16.7
2026072601010204,1,07260137,11,       3651,   3.8,  26.3,  67.9,   7.7,   9.7,  13.0,  18.9,  34.7,   4.0,   4.1,  16.9
2026072601010204,1,07260146,11,       3702,   3.8,  26.4,  68.8,   7.7,   9.8,  13.1,  19.2,  35.2,   4.0,   4.1,  17.0
2026072601010204,1,07260154,11,       3757,   3.7,  26.8,  69.8,   7.8,   9.9,  13.2,  19.5,  35.7,   4.0,   4.1,  17.2
2026072601010204,1,07260202,11,       3776,   3.7,  26.9,  70.2,   7.8,   9.9,  13.2,  19.6,  35.1,   4.0,   4.1,  17.1
2026072601010204,1,07260211,11,       3832,   3.7,  26.8,  71.2,   7.6,   9.8,  13.3,  19.6,  34.8,   4.0,   4.2,  17.2
2026072601010204,1,07260219,11,       3935,   3.7,  27.6,  69.9,   7.8,   9.4,  13.1,  20.0,  34.9,   4.1,   4.0,  17.3
2026072601010204,1,07260227,11,       4037,   3.8,  28.0,  70.2,   7.9,   9.6,  12.7,  20.3,  21.3,   4.2,   4.1,  17.5
2026072601010204,1,07260235,11,       4149,   3.9,  28.8,  72.1,   7.9,   9.8,  12.9,  20.1,  21.6,   4.3,   3.8,  17.7
2026072601010204,1,07260244,11,       4247,   3.9,  29.5,  70.7,   7.4,   9.8,  12.4,  20.2,  22.2,   4.3,   3.9,  17.6
2026072601010204,1,07260252,11,       4255,   4.0,  29.3,  70.9,   7.4,   9.8,  12.3,  20.2,  22.2,   4.3,   3.9,  17.6
2026072601010204,1,07260300,11,       4380,   3.9,  30.2,  62.5,   7.5,   9.9,  11.4,  16.8,  22.4,   4.5,   4.0,  18.1
