ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062702010512,1,06261833,10,         15,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062702010512,1,06261841,10,         17,   0.0,   1.1,   0.0,  13.6,   0.0,   0.0,   0.0,   0.0,  13.6,   0.0
2026062702010512,1,06261849,10,         26,  20.8,   1.2,   0.0,  20.8,  20.8,  20.8,   0.0,   0.0,  10.4,   6.9
2026062702010512,1,06261858,10,         45,  18.0,   2.1,   0.0,  36.0,   6.0,  36.0,   0.0,   0.0,  12.0,   2.4
2026062702010512,1,06261906,10,        108,  17.2,   4.3,  86.4,   5.7,   7.8,  21.6,  86.4,  43.2,   5.4,   2.6
2026062702010512,1,06261914,10,        136,  15.5,   4.0,  54.4,   6.0,   8.3,  27.2, 108.8,  54.4,   4.9,   2.7
2026062702010512,1,06261922,10,        180,  18.0,   4.8,  72.0,   4.6,  11.0,  18.0, 144.0,  72.0,   6.0,   2.3
2026062702010512,1,06261931,10,        200,  20.0,   4.7,  26.6,   5.1,   9.4,  20.0,  80.0,  80.0,   5.3,   2.5
2026062702010512,1,06261939,10,        236,  18.8,   4.4,  20.9,   5.2,   9.9,  20.9,  31.4,  37.7,   5.5,   2.8
2026062702010512,1,06261947,10,        368,  29.4,   3.8,  32.7,   7.5,   9.8,  32.7,  49.0,  18.4,   8.4,   2.1
2026062702010512,1,06261955,10,        545,  25.6,   2.3,  14.5,   8.2,  12.4,  39.6,  31.1,  22.9,  12.1,   3.0
2026062702010512,1,06262004,10,        568,  23.9,   2.4,  15.1,   6.9,  12.2,  41.3,  32.4,  20.6,  11.9,   3.1
2026062702010512,1,06262012,10,        763,  29.0,   1.8,  19.0,   8.9,  15.6,  55.4,  40.6,  27.7,  12.2,   3.6
2026062702010512,1,06262020,10,        787,  29.9,   1.8,  19.6,   9.2,  15.7,  44.9,  41.9,  22.4,  11.8,   3.6
2026062702010512,1,06262028,10,        858,  25.4,   1.9,  20.8,   8.3,  12.2,  45.7,  25.4,  22.8,  12.2,   3.7
2026062702010512,1,06262037,10,        889,  24.5,   2.0,  20.9,   8.5,  12.4,  47.4,  26.3,  22.2,  12.0,   3.5
2026062702010512,1,06262045,10,        965,  24.9,   1.9,  21.4,   9.0,  11.6,  45.4,  26.6,  24.1,  12.2,   3.6
2026062702010512,1,06262053,10,       1014,  15.3,   2.0,  22.5,   9.5,  11.5,  42.6,  26.1,  25.3,  12.2,   3.5
2026062702010512,1,06262101,10,       1143,  13.8,   2.1,  24.7,   7.2,  12.1,  38.1,  24.7,  16.9,  12.3,   3.9
