ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026071210020607,1,07111935,15,          2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0
2026071210020607,1,07111943,15,         67,   0.0,  26.8,   0.0,  17.8,   2.3,  17.8,  13.4,  53.6,  17.8,  26.8,   2.5,  53.6,   0.0,  53.6,  17.8
2026071210020607,1,07111951,15,        259, 207.2,  34.5,   2.4,  25.9,   8.2,  12.9,  11.5,  51.8,  23.0,  17.2,   7.1,   8.6,   0.0,  17.2,  18.8
2026071210020607,1,07112000,15,        298,  79.4,  29.8,   2.7,  29.8,   8.5,  14.9,   8.2,  26.4,  26.4,  19.8,   7.6,   8.8, 238.4,  14.9,  18.3
2026071210020607,1,07112008,15,        544,  62.1,  27.2,   4.2,   2.2,  14.5,  25.6,  13.6,  43.5,  43.5,  29.0,  11.4,  11.1, 217.6,  24.1,  25.6
2026071210020607,1,07112016,15,        597,  26.5,  14.9,   4.6,   2.4,  15.4,  28.0,  11.3,  47.7,  47.7,  29.8,  11.3,  10.3, 238.8,  25.1,  26.5
2026071210020607,1,07112024,15,        740,  28.1,  14.8,   5.8,   2.9,   6.8,  34.8,  12.5,  45.5,  39.4,  31.1,  10.2,   7.8, 197.3,  23.6,  29.6
2026071210020607,1,07112033,15,        850,  26.1,  14.4,   6.6,   3.4,   5.1,  40.0,   8.8,  48.5,  45.3,  32.3,  10.7,   8.6, 113.3,  26.1,  27.2
2026071210020607,1,07112041,15,        991,  28.3,  11.8,   7.6,   3.8,   5.1,  41.7,   8.7,  36.0,  49.5,  24.0,   9.2,   8.2,  88.0,  24.7,  28.3
2026071210020607,1,07112049,15,       1087,  28.9,  12.7,   7.6,   4.1,   5.5,  45.7,   8.9,  37.8,  51.1,  25.5,   9.5,   8.2,  96.6,  27.1,  10.8
2026071210020607,1,07112057,15,       1193,  26.5,  13.4,   8.3,   3.8,   5.5,  45.4,   9.3,  39.7,  47.7,  26.5,   9.9,   8.0,  95.4,  25.1,  11.6
2026071210020607,1,07112106,15,       1261,  25.2,  14.0,   8.4,   3.8,   5.7,  45.8,   9.7,  40.3,  50.4,  17.6,   9.5,   8.4,  84.0,  21.0,  12.1
2026071210020607,1,07112114,15,       1388,  20.9,  14.8,   9.1,   4.1,   5.7,  50.4,  10.0,  32.6,  55.5,  14.2,  10.3,   8.4,  85.4,  18.5,  10.7
2026071210020607,1,07112122,15,       1432,  21.2,  14.6,   9.3,   4.1,   5.9,  47.7,   9.8,  32.7,  52.0,  14.5,  10.4,   8.0,  81.8,  18.4,  11.0
2026071210020607,1,07112130,15,       1685,  23.6,  13.7,  10.7,   4.5,   4.5,  56.1,  10.6,  32.8,  58.6,  15.1,  11.9,   7.5,  79.2,  17.0,  11.0
2026071210020607,1,07112139,15,       1803,  25.3,  13.7,  11.0,   4.7,   4.7,  18.2,   9.8,  32.7,  62.7,  15.5,  11.5,   8.1,  84.8,  18.2,  11.8
2026071210020607,1,07112147,15,       2136,  28.9,  15.8,  13.0,   5.1,   5.5,  21.6,  10.9,  35.6,  71.2,  18.3,   9.9,   9.4,  94.9,  17.6,   5.1
2026071210020607,1,07112155,15,       2261,  24.7,  16.0,  13.7,   5.3,   5.8,  22.8,   7.8,  36.9,  75.3,  19.2,  10.3,   9.4,  82.2,  18.4,   5.4
2026071210020607,1,07112203,15,       2686,  27.2,  17.7,  15.9,   5.6,   6.8,  26.8,   9.0,  41.3,  89.5,  18.3,   4.4,  10.9,  71.6,  21.2,   6.3
2026071210020607,1,07112212,15,       2796,  26.0,  15.6,  16.3,   5.7,   7.0,  27.9,   9.1,  41.4,  89.4,  18.6,   4.5,  10.8,  74.5,  21.9,   6.0
2026071210020607,1,07112220,15,       2933,  24.9,  15.8,  17.0,   5.6,   6.6,  28.6,   9.4,  43.4,  93.8,  19.3,   4.5,  10.4,  75.6,  20.5,   6.3
2026071210020607,1,07112228,15,       3047,  25.3,  16.3,  17.6,   5.8,   6.8,  29.7,   9.6,  44.3,  97.5,  18.6,   4.6,   7.8,  76.1,  21.1,   6.5
2026071210020607,1,07112236,15,       3128,  25.5,  16.5,  17.8,   5.9,   6.8,  30.5,   9.6,  41.0, 100.0,  18.6,   4.6,   7.7,  59.5,  20.8,   6.7
2026071210020607,1,07112245,15,       3286,  26.5,  17.0,  18.3,   5.8,   7.0,  32.0,  10.1,  42.4,  97.3,  19.6,   4.9,   6.1,  61.1,  21.9,   7.0
2026071210020607,1,07112253,15,       3441,  25.9,  16.5,  17.6,   6.0,   6.3,  33.1,  10.3,  43.6,  94.9,  20.2,   4.7,   6.4,  61.1,  22.7,   7.3
2026071210020607,1,07112301,15,       3536,  26.1,  16.6,  18.1,   6.0,   6.2,  34.0,  10.5,  32.8,  91.2,  20.6,   4.7,   6.4,  60.1,  22.9,   7.5
2026071210020607,1,07112309,15,       3661,  25.4,  16.9,  18.7,   6.2,   6.2,  35.2,  10.4,  33.6,  94.4,  19.7,   4.8,   6.6,  61.0,  23.8,   6.9
2026071210020607,1,07112318,15,       3705,  25.3,  17.0,  18.8,   6.2,   6.2,  35.7,  10.1,  33.6,  92.6,  19.5,   4.8,   6.5,  61.7,  24.0,   6.9
2026071210020607,1,07112326,15,       3876,  24.8,  16.7,  19.5,   6.3,   5.4,  36.9,  10.2,  34.0,  88.5,  19.3,   5.0,   6.7,  62.0,  22.9,   7.2
2026071210020607,1,07112334,15,       3922,  23.0,  16.5,  19.6,   6.3,   5.4,  36.9,  10.2,  34.4,  84.8,  19.6,   5.1,   6.7,  62.7,  23.0,   7.2
2026071210020607,1,07112342,15,       4038,  22.5,  16.6,  19.9,   6.5,   5.6,  37.5,  10.0,  34.3,  85.0,  20.1,   4.8,   6.8,  64.6,  23.2,   7.4
2026071210020607,1,07112351,15,       4071,  22.7,  16.2,  20.1,   6.5,   5.5,  35.7,  10.1,  33.9,  85.7,  20.3,   4.8,   6.8,  65.1,  23.4,   7.4
2026071210020607,1,07112359,15,       4311,  23.6,  16.9,  20.9,   6.6,   5.2,  37.0,  10.5,  35.5,  90.7,  21.4,   4.3,   7.0,  66.3,  24.6,   7.9
2026071210020607,1,07120007,15,       4367,  23.1,  15.4,  20.7,   6.7,   5.3,  37.5,  10.3,  36.0,  91.9,  21.6,   4.3,   7.1,  67.1,  24.7,   8.0
2026071210020607,1,07120015,15,       4433,  21.8,  15.4,  20.6,   6.6,   5.3,  38.1,  10.3,  36.1,  93.3,  21.7,   4.3,   7.1,  65.6,  24.1,   8.0
2026071210020607,1,07120024,15,       4490,  21.7,  15.6,  20.8,   6.5,   5.4,  38.6,  10.4,  36.2,  92.1,  21.9,   4.3,   7.1,  65.3,  24.4,   8.1
2026071210020607,1,07120032,15,       4550,  21.9,  15.7,  20.9,   6.4,   5.4,  39.1,  10.2,  35.6,  88.7,  21.2,   4.3,   7.1,  63.8,  24.4,   8.2
2026071210020607,1,07120040,15,       4616,  21.7,  15.7,  20.7,   6.5,   5.5,  39.2,   9.9,  35.8,  90.0,  21.1,   4.3,   7.2,  63.6,  24.2,   8.2
2026071210020607,1,07120048,15,       4720,  22.0,  15.9,  20.0,   6.4,   5.3,  39.3,  10.0,  36.6,  92.0,  21.2,   4.3,   7.1,  64.0,  24.6,   8.4
2026071210020607,1,07120057,15,       4794,  22.4,  14.4,  20.4,   6.1,   5.4,  39.9,  10.2,  37.2,  93.5,  21.1,   4.4,   7.2,  65.0,  25.0,   8.5
2026071210020607,1,07120105,15,       4921,  20.7,  14.8,  20.8,   6.1,   5.1,  40.5,  10.4,  37.8,  96.0,  20.3,   4.5,   7.3,  66.7,  25.5,   8.6
2026071210020607,1,07120113,15,       5030,  20.1,  15.0,  21.2,   6.2,   5.2,  41.0,   9.3,  38.6,  95.8,  20.7,   4.6,   7.3,  56.6,  26.1,   8.8
2026071210020607,1,07120121,15,       5108,  20.2,  15.2,  21.1,   6.1,   5.2,  41.6,   9.4,  35.5,  97.2,  20.7,   4.6,   7.4,  57.5,  25.5,   8.8
2026071210020607,1,07120130,15,       5162,  20.3,  15.4,  21.3,   6.1,   5.2,  42.1,   9.4,  35.9,  96.0,  20.9,   4.7,   7.2,  57.3,  25.8,   8.8
