ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘
2026062802010603,1,06271934,12,          1,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010603,1,06271942,12,         17,  13.6,   0.0,  13.6,   6.8,   0.0,   2.7,   4.5,  13.6,   0.0,  13.6,   6.8,  13.6
2026062802010603,1,06271950,12,        169,  27.0,  12.2,  67.6,  67.6, 135.2,  16.9,   5.6,  33.8,   1.4,  45.0,  22.5,  13.5
2026062802010603,1,06271958,12,        222,  25.3,  14.8,  88.8,  59.2,  44.4,  16.1,   4.4,  19.7,   1.7,  59.2,  25.3,   7.4
2026062802010603,1,06272007,12,        350,  14.0,  21.5, 140.0,  56.0,  35.0,  23.3,   2.5,  12.7,   2.6,  70.0,  31.1,   7.5
2026062802010603,1,06272015,12,        399,  13.3,  22.8,  63.8,  53.2,  31.9,  26.6,   2.2,  11.8,   3.0,  35.4,  35.4,   8.4
2026062802010603,1,06272023,12,        673,  16.8,  31.6,  53.8,  76.9,  44.8,  33.6,   2.6,  16.8,   3.9,   4.8,  38.4,   6.9
2026062802010603,1,06272031,12,        778,  18.8,  36.6,  22.2,  77.8,  41.4,  36.6,   2.8,  17.2,   4.5,   5.1,  36.6,   4.7
2026062802010603,1,06272040,12,        897,  11.2,  34.1,  24.7,  89.7,  35.8,  37.7,   2.8,  12.8,   4.6,   5.8,  37.7,   5.2
2026062802010603,1,06272048,12,        978,  11.6,  35.5,  25.2,  78.2,  39.1,  39.1,   2.9,  13.4,   3.9,   6.2,  39.1,   5.5
2026062802010603,1,06272056,12,       1032,  12.1,  31.7,  25.0,  82.5,  41.2,  37.5,   2.9,  11.6,   4.1,   6.0,  35.8,   5.7
2026062802010603,1,06272104,12,       1143,  11.1,  35.1,  27.7,  76.2,  45.7,  41.5,   2.9,  11.2,   3.9,   6.2,  39.7,   5.9
2026062802010603,1,06272113,12,       1459,  11.7,  29.1,  33.3,  89.7,  35.3,  50.7,   2.6,  12.1,   3.8,   7.2,  48.6,   6.2
2026062802010603,1,06272121,12,       1556,  11.2,  27.0,  31.9,  82.9,  36.6,  49.7,   2.5,  12.5,   4.0,   7.4,  51.8,   6.3
