ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026062109030601,1,06201930,16,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062109030601,1,06201936,16,        154,   1.2,  61.6,  10.2, 123.2,  24.6,  15.4,  41.0,  41.0, 123.2, 123.2, 123.2,  30.8,  24.6,  30.8, 123.2,  61.6
2026062109030601,1,06201941,16,        219,   1.6,  19.4,   7.6,  87.6,  15.9,  17.5,  43.8,  43.8,  87.6, 175.2,  29.2,   6.7,  25.0,  35.0, 175.2,  87.6
2026062109030601,1,06201946,16,        305,   1.9,  18.7,   6.7, 122.0,  17.4,  22.1,  40.6,  40.6,  81.3,  81.3,  10.1,   5.9,  34.8,  22.1, 244.0,  81.3
2026062109030601,1,06201951,16,        415,   2.4,  23.7,   4.5,  83.0,  19.5,  23.7,  33.2,  41.5,  83.0,  22.1,   8.9,   6.1,  36.8,  23.7, 166.0,  47.4
2026062109030601,1,06201957,16,        513,   2.9,  25.6,   3.7, 102.6,  24.1,  24.1,  22.8,  20.5, 102.6,  24.1,  10.5,   7.4,  37.3,  15.7, 136.8,  24.1
2026062109030601,1,06202002,16,        699,   3.6,  31.0,   2.5,  93.2,  26.6,  26.6,  22.3,  21.5,  93.2,  26.6,  11.4,   7.9,  43.0,  20.7, 111.8,  31.0
2026062109030601,1,06202007,16,        781,   3.4,  20.8,   2.8,  78.1,  27.1,  27.1,  18.9,  23.1,  89.2,  27.1,  12.4,   8.2,  41.6,  20.1, 124.9,  26.0
2026062109030601,1,06202012,16,        880,   3.2,  21.3,   3.1,  64.0,  28.1,  27.0,  13.2,  23.4,  64.0,  30.6,  13.2,   9.0,  35.2,  22.7,  78.2,  21.3
2026062109030601,1,06202018,16,        944,   3.3,  22.2,   3.2,  41.9,  26.0,  24.3,  13.0,  25.1,  68.6,  30.2,  13.7,   7.8,  32.8,  22.2,  75.5,  22.8
2026062109030601,1,06202023,16,       1036,   3.2,  20.7,   3.4,  34.5,  21.2,  26.7,  12.9,  26.7,  69.0,  30.6,  14.0,   8.4,  34.5,  23.0,  75.3,  18.4
2026062109030601,1,06202028,16,       1130,   3.4,  16.4,   3.6,  37.6,  20.0,  28.2,  13.2,  25.1,  69.5,  26.5,  12.2,   8.3,  33.4,  18.8,  75.3,  18.8
2026062109030601,1,06202033,16,       1239,   3.5,  14.7,   3.9,  35.4,  21.5,  28.3,  13.5,  26.0,  76.2,  26.0,  11.5,   9.1,  33.0,  16.8,  76.2,  14.1
2026062109030601,1,06202039,16,       1336,   3.4,  10.2,   4.2,  38.1,  23.2,  30.5,  12.5,  28.1,  71.2,  24.8,  12.1,   9.2,  34.4,  17.2,  76.3,  15.0
2026062109030601,1,06202044,16,       1518,   3.3,  11.2,   4.7,  41.8,  10.2,  33.7,  13.9,  26.9,  71.4,  26.4,  13.6,  10.0,  39.1,  17.1,  86.7,  14.6
2026062109030601,1,06202049,16,       2258,   3.2,  16.5,   3.1,  62.2,  15.0,  47.5,  20.5,  39.2,  95.0,  37.6,  19.8,   5.5,  54.7,  23.4, 120.4,  21.0
2026062109030601,1,06202054,16,       2554,   3.4,  17.7,   2.5,  68.1,  16.4,  53.7,  21.7,  38.5, 102.1,  40.8,  21.2,   6.2,  60.0,  23.7, 127.7,  22.7
2026062109030601,1,06202100,16,       2823,   2.7,  19.6,   2.8,  72.8,  16.8,  59.4,  23.2,  40.3, 102.6,  42.6,  23.0,   6.8,  57.9,  25.6, 132.8,  24.0
2026062109030601,1,06202105,16,       3169,   2.5,  20.1,   3.0,  81.7,  18.9,  65.0,  22.2,  42.9,  97.5,  41.5,  19.8,   7.3,  58.9,  25.8, 115.2,  25.1
2026062109030601,1,06202110,16,       3369,   2.3,  21.0,   3.1,  86.9,  17.7,  69.1,  23.2,  44.9, 103.6,  42.7,  18.9,   7.7,  61.2,  26.4, 112.3,  25.1
2026062109030601,1,06202115,16,       3484,   2.4,  21.6,   3.2,  89.9,  17.2,  63.3,  23.2,  46.4, 107.2,  42.8,  17.0,   7.6,  61.9,  26.0,  92.9,  23.4
2026062109030601,1,06202121,16,       3678,   2.4,  22.8,   3.0,  91.9,  18.1,  63.9,  24.3,  48.2,  84.0,  44.5,  16.2,   7.7,  61.3,  25.8,  89.1,  24.3
2026062109030601,1,06202126,16,       3778,   2.5,  22.7,   3.0,  94.4,  17.9,  65.7,  22.3,  48.7,  79.5,  44.4,  14.8,   7.8,  59.2,  25.8,  81.6,  24.3
2026062109030601,1,06202131,16,       3914,   2.5,  23.1,   3.1,  80.2,  17.8,  65.2,  20.6,  48.1,  80.2,  43.4,  14.1,   7.7,  54.9,  24.4,  80.2,  24.8
2026062109030601,1,06202136,16,       4098,   2.6,  23.4,   3.1,  81.9,  18.6,  68.3,  20.4,  41.4,  63.0,  44.9,  13.2,   8.0,  46.8,  24.4,  63.0,  25.8
2026062109030601,1,06202142,16,       4257,   2.6,  22.5,   3.1,  83.0,  18.8,  66.7,  20.8,  43.1,  61.9,  43.1,  13.2,   8.1,  46.6,  22.4,  61.9,  23.6
2026062109030601,1,06202147,16,       4372,   2.6,  22.2,   3.1,  81.3,  19.0,  62.4,  20.5,  42.1,  57.3,  42.6,  13.1,   8.3,  44.8,  22.2,  58.2,  22.5
2026062109030601,1,06202152,16,       4550,   2.7,  22.3,   3.1,  84.6,  18.5,  63.8,  20.8,  36.7,  54.3,  43.8,  12.6,   8.2,  39.1,  22.0,  52.7,  22.4
2026062109030601,1,06202157,16,       4689,   2.8,  21.4,   3.2,  81.5,  17.9,  65.8,  21.0,  37.1,  54.3,  41.6,  12.3,   8.3,  38.2,  22.3,  52.1,  19.9
2026062109030601,1,06202203,16,       4840,   2.8,  21.8,   3.3,  82.3,  17.1,  67.9,  21.6,  37.5,  53.0,  43.0,  12.0,   8.2,  34.2,  21.5,  50.9,  16.8
2026062109030601,1,06202208,16,       5445,   2.3,  24.6,   3.7,  90.7,  19.2,  75.1,  24.3,  42.2,  59.6,  45.3,  12.8,   9.2,  34.5,  19.9,  57.3,  18.8
2026062109030601,1,06202213,16,       5564,   2.3,  25.1,   3.7,  92.7,  19.6,  76.7,  24.7,  43.2,  60.1,  46.3,  12.3,   9.4,  34.5,  19.2,  57.0,  19.2
2026062109030601,1,06202218,16,       6211,   2.0,  28.0,   4.0,  92.0,  21.7,  81.4,  27.3,  47.7,  64.5,  51.2,  13.0,  10.3,  37.0,  21.2,  61.3,  21.0
2026062109030601,1,06202224,16,       6345,   2.0,  28.0,   3.9,  90.6,  22.0,  78.0,  27.1,  47.4,  65.0,  40.6,  13.2,  10.4,  37.3,  21.4,  61.9,  20.5
2026062109030601,1,06202229,16,       6654,   2.1,  22.5,   4.0,  95.0,  22.3,  73.9,  26.2,  49.2,  67.3,  41.9,  13.1,  10.4,  36.2,  21.1,  64.1,  17.4
2026062109030601,1,06202234,16,       6736,   2.1,  22.8,   4.1,  91.3,  22.3,  73.8,  26.2,  47.6,  63.3,  41.4,  12.9,  10.5,  35.6,  20.8,  61.9,  17.5
2026062109030601,1,06202239,16,       6845,   2.1,  22.9,   4.1,  91.2,  22.3,  73.0,  25.8,  48.0,  62.2,  41.4,  12.7,  10.4,  35.3,  19.9,  60.8,  17.1
2026062109030601,1,06202245,16,       7466,   2.3,  24.4,   3.2,  96.3,  24.3,  79.6,  27.9,  40.9,  65.6,  44.5,  12.7,  11.3,  37.0,  21.3,  64.9,  18.1
2026062109030601,1,06202250,16,       7655,   2.3,  24.4,   3.2,  95.6,  23.9,  81.6,  26.0,  40.8,  65.1,  42.8,  12.7,  11.4,  32.9,  21.7,  64.4,  18.5
2026062109030601,1,06202255,16,       7968,   2.4,  25.3,   3.3,  98.0,  24.5,  82.7,  26.8,  41.6,  66.4,  38.8,  12.3,   9.3,  32.1,  19.8,  66.4,  18.4
2026062109030601,1,06202300,16,       8095,   2.4,  25.6,   3.3,  96.6,  24.2,  84.1,  27.2,  42.0,  65.4,  36.7,  12.1,   9.2,  32.5,  18.9,  66.7,  18.6
2026062109030601,1,06202306,16,       8332,   2.4,  25.9,   3.3,  96.6,  24.5,  83.3,  26.7,  43.0,  64.0,  33.6,  12.3,   9.4,  32.8,  19.3,  62.2,  18.5
2026062109030601,1,06202311,16,       8420,   2.4,  26.2,   3.3,  93.5,  24.7,  74.8,  26.9,  40.0,  64.1,  33.5,  12.4,   9.3,  33.0,  19.1,  62.9,  18.2
2026062109030601,1,06202316,16,       8715,   2.5,  26.9,   3.1,  90.5,  25.3,  75.7,  26.3,  41.5,  62.8,  34.1,  12.4,   9.4,  31.9,  19.3,  62.8,  18.7
2026062109030601,1,06202321,16,       8954,   2.6,  27.2,   3.2,  93.0,  25.3,  77.0,  26.8,  42.3,  63.9,  34.2,  12.2,   9.5,  32.4,  15.5,  62.8,  19.1
2026062109030601,1,06202327,16,       9040,   2.6,  27.3,   3.2,  92.7,  24.6,  77.7,  26.5,  41.0,  62.8,  32.5,  12.1,   9.6,  32.2,  15.4,  62.3,  19.1
2026062109030601,1,06202332,16,       9276,   2.6,  22.4,   3.2,  95.1,  24.8,  74.9,  26.1,  41.4,  63.9,  32.2,  11.9,   9.4,  31.7,  15.4,  63.9,  19.3
2026062109030601,1,06202337,16,       9382,   2.6,  21.6,   3.3,  95.0,  24.6,  72.1,  25.7,  41.4,  61.5,  31.1,  11.9,   9.4,  31.5,  15.4,  62.0,  19.4
2026062109030601,1,06202342,16,       9607,   2.7,  22.0,   3.3,  86.3,  25.1,  72.5,  26.1,  42.2,  62.4,  31.6,  12.0,   9.1,  31.8,  15.1,  62.4,  16.9
2026062109030601,1,06202348,16,      10115,   2.5,  23.2,   3.5,  90.9,  26.4,  76.3,  25.3,  43.9,  64.7,  33.0,  12.3,   9.4,  30.6,  15.9,  64.7,  17.6
2026062109030601,1,06202353,16,      10201,   2.5,  23.3,   3.5,  91.6,  26.1,  76.9,  25.5,  44.3,  64.2,  32.0,  12.3,   9.4,  30.0,  15.8,  65.2,  17.5
2026062109030601,1,06202358,16,      10391,   2.5,  23.6,   3.5,  93.4,  26.4,  77.6,  25.8,  43.0,  64.9,  32.3,  11.9,   9.5,  30.4,  15.1,  65.9,  17.7
2026062109030601,1,06202359,16,      10403,   2.5,  23.7,   3.5,  93.5,  26.4,  77.7,  25.8,  42.4,  65.0,  32.1,  11.9,   9.5,  30.4,  15.0,  66.0,  17.7
2026062109030601,1,06210005,16,      10507,   2.5,  20.9,   3.5,  94.4,  26.4,  77.8,  26.1,  42.8,  65.6,  32.2,  11.9,   9.5,  30.7,  15.0,  66.1,  17.5
2026062109030601,1,06210010,16,      10624,   2.5,  20.9,   3.5,  94.4,  26.2,  76.5,  26.1,  43.1,  61.5,  32.1,  11.9,   9.4,  29.8,  14.7,  63.9,  17.6
2026062109030601,1,06210015,16,      10723,   2.5,  20.5,   3.6,  93.2,  26.3,  75.2,  25.9,  43.1,  61.2,  32.0,  11.8,   9.3,  29.4,  14.7,  63.5,  17.5
2026062109030601,1,06210021,16,      10997,   2.6,  20.6,   3.4,  94.5,  26.7,  52.9,  26.4,  44.2,  62.3,  31.9,  11.8,   9.5,  30.0,  15.1,  65.1,  17.8
