ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘,18î‘
2026062009030506,1,06191842,18,         64,   0.0,   0.0,   0.0,  51.2,   0.0,  51.2,  10.2,  51.2,   0.0,   1.1,  25.6,  25.6,   0.0,   0.0,  51.2,   0.0,   0.0,   0.0
2026062009030506,1,06191851,18,        158,  42.1,  31.6, 126.4,  63.2,  25.2,  11.4,  18.0,   7.0, 126.4,   2.1,  63.2,  18.0,   0.0,  18.0,  25.2,  25.2,  15.8,   9.7
2026062009030506,1,06191859,18,        172,  45.8,  34.4,  45.8,  34.4,  27.5,  12.5,  15.2,   7.6, 137.6,   2.3,  68.8,  10.5,   0.0,  17.2,  27.5,  27.5,  15.2,  10.5
2026062009030506,1,06191907,18,        238,  63.4,  38.0,  17.3,  38.0,  38.0,  11.9,  15.8,  10.5, 190.4,   3.1,  95.2,   3.5,   0.0,  23.8,  17.3,  38.0,  21.1,  13.6
2026062009030506,1,06191915,18,        260,  69.3,  41.6,  16.0,  41.6,  41.6,  10.9,  16.0,  11.5, 208.0,   3.4,  52.0,   3.5,   0.0,  14.8,  17.3,  34.6,  20.8,  14.8
2026062009030506,1,06191924,18,        303,  60.6,  48.4,  18.6,  48.4,  40.4,  11.0,   9.6,  13.4, 242.4,   3.9,  60.6,   3.8,   0.0,  17.3,   8.6,  40.4,  18.6,  17.3
2026062009030506,1,06191932,18,        377,  60.3,  60.3,   8.6,   9.1,  43.0,  13.7,  11.1,  15.8, 301.6,   4.7,  75.4,   4.0,   0.0,  18.8,  10.4,  37.7,  20.1,  21.5
2026062009030506,1,06191940,18,        440,  58.6,  70.4,  10.0,   8.8,  50.2,  16.0,  12.5,  15.3, 352.0,   5.4,  88.0,   3.3, 176.0,  22.0,  11.3,  20.7,  22.0,  19.5
2026062009030506,1,06191948,18,        577,  76.9,  76.9,  12.4,  10.2,  41.9,  19.2,  14.8,  20.0, 461.6,   2.7, 115.4,   3.9, 230.8,  24.2,  14.8,  23.0,  28.8,  25.6
2026062009030506,1,06191957,18,        638,  72.9,  72.9,  13.0,  10.4,  23.2,  20.4,  15.0,  21.2, 510.4,   3.0, 127.6,   3.7, 255.2,  25.5,  15.4,  18.9,  28.3,  25.5
2026062009030506,1,06192005,18,        694,  79.3,  79.3,  13.8,  11.3,  24.1,  21.3,   8.8,  19.8, 555.2,   3.2, 111.0,   3.8, 277.6,  27.7,  16.8,  15.0,  30.8,  27.7
2026062009030506,1,06192013,18,        896,  79.6, 102.4,  15.5,   6.5,  28.6,  26.5,  10.5,  12.3, 716.8,   4.1, 102.4,   4.3,  59.7,   9.4,  21.7,  17.9,  35.8,  32.5
2026062009030506,1,06192021,18,        998,  79.8, 114.0,  15.0,   7.1,  31.9,  27.5,  10.7,  12.4, 798.4,   4.5,  99.8,   3.6,  66.5,  10.3,  22.8,  16.6,  36.2,  31.9
2026062009030506,1,06192030,18,       1147,  76.4, 101.9,  17.3,   6.6,  24.1,  31.6,   8.8,  13.4, 305.8,   4.5, 101.9,   3.7,  76.4,  11.7,  24.1,  14.3,  39.8,  36.7
2026062009030506,1,06192038,18,       1218,  81.2,  97.4,  16.2,   6.7,  24.9,  33.6,   9.0,  12.3, 243.6,   4.5, 108.2,   3.7,  81.2,  12.3,  24.3,  13.9,  38.9,  37.4
2026062009030506,1,06192046,18,       1333,  76.1,  96.9,  15.2,   7.0,  26.6,  34.4,   7.3,  13.1, 213.2,   4.8, 118.4,   3.7,  82.0,  12.4,  21.7,  14.2,  39.4,  41.0
2026062009030506,1,06192054,18,       1416,  80.9, 102.9,  15.3,   7.3,  27.6,  36.5,   7.1,  13.9, 226.5,   5.0, 125.8,   3.4,  87.1,  13.1,  20.9,  15.1,  41.9,  43.5
2026062009030506,1,06192103,18,       1761,  78.2, 117.4,  17.8,   8.0,  32.0,  44.0,   4.7,  13.6, 234.8,   5.1, 128.0,   3.9, 100.6,  16.1,  20.1,  12.8,  31.3,  54.1
2026062009030506,1,06192111,18,       1834,  73.3, 104.8,  18.1,   8.3,  26.2,  41.9,   4.8,  13.4, 209.6,   5.1, 122.2,   3.9, 104.8,  16.1,  20.9,  12.0,  31.8,  56.4
2026062009030506,1,06192119,18,       2178,  69.6,  87.1,  19.5,   6.8,  28.1,  48.4,   5.6,  15.4, 217.8,   5.4, 134.0,   4.4,  58.0,  18.7,  24.2,   7.2,  26.0,  54.4
2026062009030506,1,06192128,18,       2350,  53.7,  94.0,  20.8,   7.3,  29.8,  49.4,   5.9,  16.4, 208.8,   4.4, 144.6,   4.7,  62.6,  20.0,  25.7,   6.8,  27.6,  58.7
2026062009030506,1,06192136,18,       2519,  51.6,  87.6,  20.9,   7.3,  31.0,  47.9,   5.8,  14.1, 223.9,   4.6, 125.9,   4.5,  67.1,  20.1,  27.2,   7.2,  27.6,  57.5
2026062009030506,1,06192144,18,       2668,  50.8,  85.3,  20.7,   6.5,  32.8,  50.8,   6.1,  13.9, 237.1,   4.7, 112.3,   4.5,  68.8,  21.3,  24.5,   7.1,  29.2,  59.2
2026062009030506,1,06192152,18,       2910,  46.5,  83.1,  19.2,   6.9,  31.0,  48.5,   6.3,  14.7, 232.8,   4.3, 110.8,   4.8,  75.0,  18.9,  25.5,   7.3,  28.7,  62.9
2026062009030506,1,06192201,18,       3087,  48.4,  85.1,  19.9,   7.3,  29.0,  48.4,   6.6,  15.5, 224.5,   4.3, 107.3,   4.8,  79.6,  13.4,  27.1,   7.3,  27.1,  64.9
2026062009030506,1,06192209,18,       3287,  32.4,  90.6,  13.6,   7.6,  29.8,  50.5,   6.7,  16.1, 239.0,   4.6, 114.3,   4.9,  84.8,  13.9,  26.0,   7.8,  27.3,  48.6
2026062009030506,1,06192217,18,       3419,  21.5,  91.1,  14.0,   7.8,  30.3,  47.9,   6.9,  16.5, 227.9,   4.7, 113.9,   4.9,  82.8,  14.3,  23.1,   7.9,  28.1,  46.3
2026062009030506,1,06192225,18,       3693,  22.3,  89.5,  14.5,   6.2,  32.8,  44.7,   7.1,  16.0, 246.2,   4.9, 105.5,   5.2,  35.1,  15.2,  24.6,   8.5,  28.4,  49.2
2026062009030506,1,06192234,18,       3919,  23.7,  65.3,  14.3,   6.5,  34.4,  46.7,   7.4,  15.4, 241.1,   4.8, 111.9,   5.2,  37.3,  14.7,  25.4,   8.7,  26.1,  43.5
2026062009030506,1,06192242,18,       4010,  23.0,  64.1,  13.7,   6.6,  34.8,  45.8,   7.4,  15.5, 246.7,   4.9, 114.5,   5.1,  38.1,  14.9,  25.8,   8.6,  26.5,  42.2
2026062009030506,1,06192250,18,       4108,  23.1,  65.7,  14.1,   6.6,  35.7,  43.8,   7.5,  15.6, 252.8,   5.0, 109.5,   5.1,  34.5,  15.0,  24.5,   8.3,  25.8,  40.5
2026062009030506,1,06192258,18,       4521,  24.9,  69.5,  13.1,   5.7,  38.4,  45.7,   7.6,  16.3, 278.2,   5.1, 116.6,   5.4,  24.2,  16.0,  25.4,   8.9,  26.2,  43.5
2026062009030506,1,06192307,18,       4657,  25.1,  71.6,  11.0,   5.8,  38.4,  46.5,   7.6,  16.3, 286.5,   5.2, 109.5,   5.5,  24.6,  16.0,  25.1,   9.1,  26.6,  43.8
