ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026071210020603,1,07111933,15,          1,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071210020603,1,07111942,15,         26,  20.8,  10.4,   0.0,   0.0,  20.8,   0.0,   5.2,   0.0,  20.8,  20.8,   0.0,  20.8,   1.7,   0.0,   6.9
2026071210020603,1,07111950,15,        185, 148.0,   3.6,  37.0,  13.4,   7.7,  29.6,  12.3,   0.0,  37.0,  29.6,   5.9,  74.0,  12.3,  13.4,   4.4
2026071210020603,1,07111958,15,        358,  23.8,   1.9,  40.9,  22.0,  13.0,  57.2,  13.6,   0.0,  28.6,  47.7,  11.4,  95.4,  19.0,  15.0,   5.7
2026071210020603,1,07112006,15,        432,  26.5,   2.1,  31.4,  20.3,  11.1,  57.6,   8.0,   0.0,  15.7,  38.4,  13.2, 115.2,  21.6,  15.0,   6.5
2026071210020603,1,07112015,15,        565,  34.7,   2.7,  20.5,  15.5,   4.3,  64.5,   8.0,   0.0,  20.5,  50.2,  17.3, 150.6,  28.2,  12.2,   8.0
2026071210020603,1,07112023,15,        695,  32.7,   3.0,  22.2,  16.8,   3.8,  69.5,   6.5, 556.0,  21.3,  61.7,  20.5,  69.5,  34.7,  10.2,   9.5
2026071210020603,1,07112031,15,        803,  33.8,   3.1,  23.7,  19.4,   4.1,  71.3,   6.9, 321.2,  22.9,  64.2,  23.7,  58.4,  37.7,  11.4,   5.8
2026071210020603,1,07112039,15,        954,  25.4,   3.3,  24.6,  17.3,   4.1,  63.6,   7.6, 190.8,  23.1,  58.7,  27.2,  63.6,  38.1,   7.7,   6.4
2026071210020603,1,07112048,15,       1047,  20.9,   3.4,  25.3,  18.6,   4.1,  69.8,   7.4, 209.4,  24.6,  59.8,  25.3,  64.4,  34.9,   8.4,   6.1
2026071210020603,1,07112056,15,       1157,  20.1,   3.4,  21.0,  20.1,   4.0,  66.1,   7.9, 185.1,  23.1,  61.7,  27.2,  66.1,  22.5,   9.1,   6.4
2026071210020603,1,07112104,15,       1248,  20.8,   3.4,  16.3,  21.2,   4.1,  38.4,   8.1, 199.6,  24.3,  66.5,  29.3,  71.3,  18.1,   9.7,   6.7
2026071210020603,1,07112112,15,       1430,  22.0,   3.7,  15.8,  20.8,   3.5,  40.8,   8.5, 163.4,  23.3,  63.5,  30.1,  67.2,  20.4,   9.9,   6.9
2026071210020603,1,07112121,15,       1507,  20.7,   3.7,  13.8,  21.5,   3.7,  41.5,   8.5, 120.5,  20.4,  63.4,  30.9,  66.9,  21.1,  10.2,   6.8
2026071210020603,1,07112129,15,       1698,  23.0,   3.5,  14.9,  21.5,   3.6,  45.2,   8.2, 113.2,  22.2,  59.0,  23.8,  71.4,  23.4,  11.1,   7.3
2026071210020603,1,07112137,15,       1801,  24.0,   3.6,  14.2,  22.5,   3.8,  48.0,   8.2, 120.0,  22.1,  62.6,  25.2,  72.0,  23.6,  11.8,   5.8
2026071210020603,1,07112145,15,       1922,  22.6,   3.5,  13.7,  23.6,   3.8,  45.2,   8.5, 102.5,  22.2,  66.8,  26.5,  73.2,  23.6,  11.4,   6.2
2026071210020603,1,07112154,15,       2058,  22.5,   3.4,   9.9,  24.2,   3.9,  48.4,   8.8, 109.7,  23.1,  71.5,  28.3,  78.4,  24.9,  12.2,   6.6
2026071210020603,1,07112202,15,       2293,  24.4,   3.6,  10.2,  26.2,   3.2,  48.2,   8.6, 122.2,  25.4,  76.4,  31.6,  87.3,  25.8,  12.4,   7.3
2026071210020603,1,07112210,15,       2410,  22.4,   3.6,  10.0,  26.7,   3.3,  50.7,   8.4, 113.4,  25.7,  55.0,  30.6,  83.8,  26.0,  13.1,   7.4
2026071210020603,1,07112218,15,       2534,  23.0,   3.7,   9.4,  27.7,   3.4,  49.4,   7.4, 119.2,  20.8,  56.3,  32.1,  88.1,  27.3,  13.6,   7.6
2026071210020603,1,07112227,15,       2628,  23.6,   3.6,   9.8,  28.8,   3.4,  51.2,   7.6, 116.8,  21.6,  56.8,  32.3,  91.4,  28.4,  14.0,   7.6
2026071210020603,1,07112235,15,       2816,  24.7,   3.4,   9.0,  29.2,   3.6,  52.3,   7.7, 118.5,  21.4,  59.2,  32.6,  86.6,  29.2,  14.9,   7.6
2026071210020603,1,07112243,15,       2894,  25.4,   3.4,   9.0,  28.5,   3.5,  51.4,   7.9, 121.8,  20.8,  60.9,  33.5,  82.6,  28.9,  14.2,   7.7
2026071210020603,1,07112251,15,       3043,  26.4,   3.4,   8.9,  28.9,   3.6,  48.6,   7.1, 110.6,  21.9,  60.8,  35.2,  73.7,  29.3,  14.4,   7.9
2026071210020603,1,07112300,15,       3268,  18.1,   3.3,   9.4,  29.3,   3.6,  52.2,   7.4, 118.8,  23.3,  56.8,  35.3,  76.8,  28.1,  15.5,   8.3
