ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026071103020509,1,07101831,15,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0
2026071103020509,1,07101839,15,          3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,   0.0,   2.4
2026071103020509,1,07101847,15,         23,   9.2,  18.4,   3.6,  18.4,   9.2,   0.0,   0.0,   0.0,   0.0,  18.4,   9.2,  18.4,   2.6,   0.0,  18.4
2026071103020509,1,07101856,15,         31,   8.2,  24.8,   4.9,  24.8,  12.4,   0.0,   0.0,   0.0,  24.8,   8.2,   6.2,  24.8,   2.7,   0.0,  24.8
2026071103020509,1,07101904,15,         72,  14.4,  57.6,   8.2,  57.6,   4.4,  57.6,  57.6,  28.8,  28.8,  14.4,   7.2,  28.8,   2.5,   0.0,  19.2
2026071103020509,1,07101912,15,        235,   7.5, 188.0,  26.8,  94.0,  13.4,  94.0,  94.0,  62.6,  94.0,   1.7,  20.8,  47.0,   7.5,  26.8,   7.5
2026071103020509,1,07101920,15,        337,   7.2, 134.8,  38.5, 134.8,   7.9,  67.4, 134.8,  67.4,  89.8,   2.2,   4.5,  53.9,  10.7,  33.7,   9.9
2026071103020509,1,07101929,15,        399,   8.1, 159.6,  11.4,  79.8,   5.6,  79.8, 159.6,  79.8, 106.4,   2.6,   5.3,  53.2,  10.6,  39.9,  10.2
2026071103020509,1,07101937,15,        486,   9.2, 194.4,  12.1,  97.2,   6.2,  77.7, 129.6,  97.2,  27.7,   2.8,   6.3,  55.5,  12.9,  35.3,   5.4
2026071103020509,1,07101945,15,        720,   5.7, 288.0,  16.4, 144.0,   8.0,  96.0, 192.0, 144.0,  28.8,   2.3,   9.0,  48.0,  17.4,  52.3,   5.5
2026071103020509,1,07101953,15,        909,   5.0, 103.8,  19.6, 103.8,   9.6,  90.9, 121.2,  90.9,  33.0,   2.8,  10.6,  55.9,  20.2,  60.6,   3.4
2026071103020509,1,07102002,15,       1121,   6.0, 112.1,  24.2, 128.1,  11.0,  68.9,  99.6,  99.6,  38.9,   2.2,  12.2,  49.8,  15.2,  68.9,   4.1
2026071103020509,1,07102010,15,       1339,   4.3, 119.0,  28.9, 119.0,   9.5,  82.4,  97.3,  82.4,  44.6,   2.4,  13.7,  59.5,  15.0,  66.9,   4.5
