ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062005030509,1,06191844,10,          7,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   5.6,   5.6
2026062005030509,1,06191852,10,         29,  23.2,  23.2,   5.8,   0.0,  23.2,  23.2,   3.8,  11.6,   2.3,   7.7
2026062005030509,1,06191900,10,         46,   6.1,  36.8,   5.2,   6.1,  36.8,  12.2,   5.2,  18.4,   3.6,  12.2
2026062005030509,1,06191908,10,         64,   7.3,  25.6,   3.6,   8.5,  51.2,  17.0,   3.6,  25.6,   5.1,  10.2
2026062005030509,1,06191917,10,         76,   8.6,  20.2,   3.8,  10.1,  60.8,  12.1,   2.8,  30.4,   6.0,  12.1
2026062005030509,1,06191925,10,        127,   8.4,  33.8,   3.7,  16.9,  14.5,   7.2,   2.7,  25.4,  10.1,  14.5
2026062005030509,1,06191933,10,        299,  13.2,  29.9,   6.2,  39.8,  34.1,  12.5,   1.8,   4.3,  23.9,  34.1
2026062005030509,1,06191941,10,        355,  14.2,  31.5,   4.1,  47.3,  40.5,   9.1,   2.1,   4.6,  25.8,  35.5
2026062005030509,1,06191950,10,        446,  17.8,  39.6,   2.4,  35.6,  44.6,  10.1,   2.6,   5.6,  32.4,  35.6
2026062005030509,1,06191958,10,       1015,  38.6,  81.2,   5.3,  67.6,  81.2,  22.5,   1.2,   7.5,  73.8,  58.0
2026062005030509,1,06192006,10,       1129,  28.2,  90.3,   5.3,  75.2,  64.5,  25.0,   1.2,   7.6,  69.4,  60.2
2026062005030509,1,06192014,10,       1158,  25.7,  84.2,   5.4,  54.4,  61.7,  23.7,   1.2,   7.7,  57.9,  57.9
2026062005030509,1,06192023,10,       1227,  25.8,  89.2,   4.8,  46.7,  61.3,  23.3,   1.3,   7.0,  57.7,  57.7
2026062005030509,1,06192031,10,       1311,  25.5,  74.9,   4.5,  47.6,  61.6,  18.7,   1.4,   6.9,  47.6,  58.2
2026062005030509,1,06192039,10,       1427,  17.8,  81.5,   4.7,  49.6,  63.4,  19.3,   1.4,   6.6,  49.6,  51.8
2026062005030509,1,06192047,10,       1518,  17.1,  50.6,   4.7,  46.7,  40.4,  19.9,   1.5,   6.5,  50.6,  37.9
2026062005030509,1,06192056,10,       1564,  17.1,  50.0,   4.5,  46.3,  40.3,  19.5,   1.5,   6.5,  44.6,  32.9
2026062005030509,1,06192104,10,       1656,  17.6,  49.0,   4.5,  45.6,  40.1,  19.7,   1.5,   5.7,  42.7,  33.9
2026062005030509,1,06192112,10,       1724,  15.8,  49.2,   4.5,  47.5,  40.5,  19.4,   1.6,   5.8,  29.9,  26.0
2026062005030509,1,06192121,10,       1881,  16.1,  50.1,   4.8,  44.2,  41.8,  20.0,   1.7,   4.2,  31.3,  26.8
2026062005030509,1,06192129,10,       1929,  15.9,  51.4,   4.7,  42.8,  41.7,  17.7,   1.8,   4.2,  30.8,  27.5
2026062005030509,1,06192137,10,       2098,  15.2,  49.3,   4.5,  43.0,  40.9,  15.6,   1.8,   4.4,  33.5,  27.5
2026062005030509,1,06192145,10,       2164,  14.1,  50.9,   4.3,  43.2,  42.2,  15.3,   1.8,   4.6,  33.9,  25.8
2026062005030509,1,06192154,10,       2358,  14.6,  53.8,   3.7,  46.0,  34.9,  15.4,   1.9,   4.9,  28.5,  24.1
2026062005030509,1,06192202,10,       2416,  14.4,  52.2,   3.6,  44.9,  34.5,  15.5,   1.9,   5.0,  29.2,  24.4
2026062005030509,1,06192210,10,       2562,  12.8,  55.3,   3.7,  46.5,  35.3,  13.7,   2.1,   4.5,  30.5,  24.4
2026062005030509,1,06192218,10,       2703,  12.7,  58.4,   3.6,  46.0,  34.8,  13.2,   2.1,   4.6,  27.7,  22.5
2026062005030509,1,06192227,10,       2869,  12.4,  57.3,   3.6,  46.8,  30.2,  13.4,   2.2,   4.4,  26.0,  23.1
2026062005030509,1,06192235,10,       2931,  12.0,  57.1,   3.6,  45.9,  30.4,  13.4,   2.2,   4.3,  26.3,  22.9
2026062005030509,1,06192243,10,       3237,  13.2,  58.8,   3.4,  48.8,  29.7,  13.2,   2.3,   4.3,  28.7,  25.1
2026062005030509,1,06192251,10,       3374,  13.6,  59.9,   3.3,  49.9,  29.6,  12.8,   2.3,   4.4,  26.2,  24.9
2026062005030509,1,06192300,10,       3627,  14.5,  63.0,   2.9,  51.8,  31.8,  13.7,   2.3,   4.6,  28.1,  25.6
2026062005030509,1,06192308,10,       3735,  14.5,  62.2,   2.9,  52.4,  32.4,  13.7,   2.4,   4.6,  28.7,  25.5
2026062005030509,1,06192316,10,       3899,  14.9,  63.6,   2.9,  54.7,  21.8,  12.9,   2.5,   4.7,  29.4,  24.7
2026062005030509,1,06192324,10,       4080,  14.9,  66.6,   3.0,  56.2,  22.8,  13.4,   2.4,   4.6,  30.5,  25.3
2026062005030509,1,06192333,10,       4272,  14.9,  69.7,   3.0,  43.2,  23.5,  14.0,   2.4,   4.3,  31.9,  25.8
2026062005030509,1,06192341,10,       4333,  15.0,  70.7,   3.0,  43.8,  23.9,  13.5,   2.4,   4.4,  29.3,  25.8
2026062005030509,1,06192349,10,       4425,  15.3,  69.4,   3.0,  42.1,  22.5,  13.0,   2.5,   4.4,  29.2,  25.4
2026062005030509,1,06192357,10,       4503,  15.5,  70.6,   3.0,  42.8,  22.9,  12.5,   2.5,   4.5,  29.2,  24.0
2026062005030509,1,06200006,10,       4541,  15.3,  71.2,   2.9,  42.7,  22.8,  12.6,   2.5,   4.5,  29.5,  24.2
2026062005030509,1,06200014,10,       4737,  15.7,  74.3,   2.7,  44.5,  23.6,  13.1,   2.6,   4.6,  29.8,  25.2
2026062005030509,1,06200022,10,       4769,  15.7,  73.3,   2.7,  43.3,  23.6,  13.1,   2.6,   4.6,  29.8,  24.9
2026062005030509,1,06200030,10,       4835,  15.8,  72.9,   2.7,  42.0,  23.8,  12.8,   2.6,   4.6,  29.0,  24.9
2026062005030509,1,06200039,10,       4861,  15.6,  73.3,   2.7,  42.2,  24.0,  12.8,   2.6,   4.6,  29.0,  24.9
2026062005030509,1,06200047,10,       4976,  15.0,  75.1,   2.7,  43.2,  23.6,  13.1,   2.7,   4.7,  25.3,  23.6
2026062005030509,1,06200055,10,       5006,  15.0,  75.5,   2.7,  43.0,  23.6,  12.7,   2.7,   4.7,  25.3,  23.6
2026062005030509,1,06200103,10,       5162,  15.0,  75.0,   2.6,  43.0,  23.7,  13.1,   2.7,   4.8,  24.2,  23.5
2026062005030509,1,06200112,10,       5195,  15.0,  74.2,   2.6,  42.8,  23.3,  13.1,   2.7,   4.8,  24.3,  23.4
