ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘
2026070410020310,1,07031844,12,         27,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,  10.8,   0.0,   0.0
2026070410020310,1,07031852,12,         65,  52.0,  26.0,   5.2,  17.3,   0.0,  26.0,   0.0,   1.9,  17.3,   5.7,  17.3,  10.4
2026070410020310,1,07031901,12,         97,  38.8,  38.8,   2.9,  25.8,   0.0,  38.8,   7.0,   2.6,  25.8,   7.7,  25.8,  12.9
2026070410020310,1,07031909,12,        122,  48.8,  32.5,   3.7,   6.5,  97.6,  19.5,   8.8,   3.2,  16.2,   8.8,  24.4,  12.2
2026070410020310,1,07031917,12,        157,  62.8,  31.4,   4.3,   3.4,  62.8,  17.9,   9.6,   4.0,  17.9,  10.4,  25.1,  13.9
2026070410020310,1,07031925,12,        363,  96.8,  72.6,   8.5,   7.6,  24.2,   3.1,  15.2,   8.0,  36.3,  10.0,  58.0,   3.4
2026070410020310,1,07031934,12,        383, 102.1,  76.6,   9.0,   6.3,  23.5,   3.3,  13.3,   8.5,  38.3,  10.2,  61.2,   3.5
2026070410020310,1,07031942,12,        432,  57.6,  69.1,   9.8,   5.5,  24.6,   3.7,  11.9,   9.0,  43.2,  11.5,  57.6,   3.2
2026070410020310,1,07031950,12,        498,  56.9,  56.9,  11.3,   6.2,  19.9,   4.2,  12.8,   9.7,  44.2,  11.7,  66.4,   2.6
2026070410020310,1,07031958,12,        560,  24.8,  40.7,  11.7,   6.0,  19.4,   4.6,  12.1,  10.1,  37.3,   9.7,  56.0,   2.9
2026070410020310,1,07032007,12,        660,  27.7,  37.7,  12.2,   6.2,  22.0,   4.2,  13.2,   9.7,  37.7,  10.7,  58.6,   2.8
2026070410020310,1,07032015,12,        793,  33.3,  28.8,  12.9,   6.9,  25.3,   3.6,  15.4,  10.5,  14.0,  10.2,  42.2,   3.3
2026070410020310,1,07032023,12,        857,  28.5,  31.1,  13.9,   7.5,  15.2,   3.7,  13.7,   9.7,  15.2,  11.0,  45.7,   3.3
2026070410020310,1,07032031,12,        972,  31.1,  24.3,  15.5,   7.9,  16.9,   4.2,  14.1,   6.3,  16.9,  12.3,  48.6,   3.3
2026070410020310,1,07032040,12,       1042,  32.0,  25.2,  16.6,   7.9,  14.3,   4.2,  12.2,   6.6,  17.0,  11.1,  52.1,   3.5
