ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026062109030603,1,06201933,16,          2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062109030603,1,06201942,16,         71,   9.4,   1.7,   0.0,   0.0,  56.8,  28.4,   9.4,  56.8,  18.9,   0.0,  28.4,  56.8,   5.6,  14.2,  28.4,   0.0
2026062109030603,1,06201950,16,        323,   8.9,   1.7,  86.1,  36.9,   9.5,  64.6,  32.3,  64.6,  15.2,  86.1,  32.3,  64.6,  11.7,  15.2,  11.2, 258.4
2026062109030603,1,06201958,16,        425,  10.3,   1.9,  85.0,  42.5,  10.3,  28.3,  34.0,  68.0,  17.8, 113.3,  26.1,  48.5,   8.7,  18.8,   7.5, 170.0
2026062109030603,1,06202006,16,        574,  11.2,   2.3,  41.7,  51.0,  11.4,  27.0,  32.8,  51.0,  21.8,  91.8,  17.6,  51.0,   8.6,  14.3,   5.3, 114.8
2026062109030603,1,06202015,16,        680,  12.3,   2.6,  49.4,  60.4,  12.6,  30.2,  34.0,  32.0,  23.6,  90.6,   6.1,  54.4,   9.2,  16.4,   6.1, 108.8
2026062109030603,1,06202023,16,        769,  13.0,   2.6,  47.3,  51.2,  13.3,  25.6,  34.1,  36.1,  26.7, 102.5,   6.0,  61.5,   7.4,  16.1,   6.5,  87.8
2026062109030603,1,06202031,16,        857,  13.4,   2.9,  48.9,  45.7,  12.9,  23.6,  36.0,  38.0,  27.4,  97.9,   5.7,  52.7,   7.3,  17.1,   5.7,  97.9
2026062109030603,1,06202039,16,        976,  11.6,   3.2,  35.4,  52.0,  11.8,  20.5,  32.5,  39.0,  31.2, 111.5,   5.7,  48.8,   7.0,  17.3,   6.0,  60.0
2026062109030603,1,06202048,16,       1056,  12.2,   3.0,  35.2,  52.8,  12.4,  21.6,  30.1,  42.2,  32.4,  76.8,   5.9,  52.8,   6.6,  17.6,   6.4,  60.3
2026062109030603,1,06202056,16,       1189,  12.5,   3.3,  35.2,  59.4,   8.5,  22.6,  32.8,  45.2,  26.4,  73.1,   5.6,  55.9,   6.9,  18.6,   6.6,  67.9
