ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘
2026070402010712,1,07031845,7,          8,   6.4,   0.0,   2.1,   0.0,   0.0,   1.6,   0.0
2026070402010712,1,07031853,7,         12,   9.6,   9.6,   3.2,   9.6,   0.0,   1.6,   0.0
2026070402010712,1,07031902,7,         20,   2.2,  16.0,   5.3,  16.0,   0.0,   2.2,  16.0
2026070402010712,1,07031910,7,         39,   4.4,  31.2,   7.8,   2.8,  31.2,   2.2,  31.2
2026070402010712,1,07031918,7,         86,   8.6,  22.9,   4.3,   4.3,  34.4,   1.8,  22.9
2026070402010712,1,07031926,7,        107,   7.7,  17.1,   5.3,   4.0,  17.1,   2.1,   9.5
2026070402010712,1,07031935,7,        119,   8.6,  19.0,   5.0,   3.8,  19.0,   2.2,   8.6
2026070402010712,1,07031943,7,        144,   9.6,  19.2,   3.9,   4.4,  19.2,   2.1,   9.6
2026070402010712,1,07031951,7,        179,  11.0,  20.4,   4.9,   4.3,  20.4,   1.8,  11.0
2026070402010712,1,07031959,7,        259,  10.3,  29.6,   6.2,   6.2,  23.0,   1.4,  12.9
2026070402010712,1,07032008,7,        299,   9.5,  34.1,   6.8,   6.1,  26.5,   1.4,  12.5
2026070402010712,1,07032016,7,        332,   9.4,  18.9,   6.9,   6.8,  26.5,   1.4,  13.9
2026070402010712,1,07032024,7,        393,  11.2,  22.4,   7.6,   8.0,  26.2,   1.3,  16.5
2026070402010712,1,07032032,7,        772,  21.2,  44.1,   1.7,  14.7,   9.8,   2.4,  28.0
2026070402010712,1,07032041,7,        809,  19.0,  40.4,   1.8,  14.3,   8.4,   2.4,  23.9
2026070402010712,1,07032049,7,        839,  19.7,  39.4,   1.8,  14.9,   8.1,   2.4,  23.1
2026070402010712,1,07032057,7,        911,  16.9,  30.3,   2.0,  15.8,   6.8,   2.5,  19.6
2026070402010712,1,07032105,7,        959,  16.6,  26.4,   2.0,  15.6,   7.1,   2.4,  18.2
2026070402010712,1,07032114,7,       1096,  19.0,  28.2,   2.1,  16.8,   8.1,   2.1,  15.6
2026070402010712,1,07032122,7,       1142,  19.8,  29.4,   2.2,  17.5,   8.3,   2.1,  12.0
2026070402010712,1,07032130,7,       1192,  20.2,  30.7,   2.3,  18.3,   8.7,   2.0,  12.3
2026070402010712,1,07032138,7,       1248,  20.8,  27.7,   2.3,  18.8,   8.3,   2.0,  12.8
2026070402010712,1,07032147,7,       1318,  19.5,  25.1,   2.4,  19.1,   8.7,   1.9,  11.4
2026070402010712,1,07032155,7,       1329,  19.6,  24.7,   2.4,  18.3,   8.8,   1.9,  11.4
2026070402010712,1,07032203,7,       1400,  20.0,  25.4,   2.5,  18.3,   9.1,   1.9,  10.7
2026070402010712,1,07032211,7,       1450,  18.1,  25.7,   2.6,  18.1,   8.8,   1.9,  10.1
2026070402010712,1,07032220,7,       1490,  17.7,  26.4,   2.6,  18.6,   8.3,   1.9,  10.3
2026070402010712,1,07032228,7,       1528,  18.2,  22.6,   2.7,  19.1,   8.4,   1.9,  10.5
2026070402010712,1,07032236,7,       1620,  19.0,  23.1,   2.8,  17.5,   8.6,   1.8,  10.8
2026070402010712,1,07032244,7,       1668,  19.3,  23.8,   2.6,  18.0,   8.8,   1.9,  10.9
2026070402010712,1,07032253,7,       1732,  19.7,  23.8,   2.5,  17.9,   8.9,   1.9,  11.3
2026070402010712,1,07032301,7,       1812,  20.4,  24.1,   2.4,  18.3,   8.7,   1.9,  11.7
2026070402010712,1,07032309,7,       1892,  20.7,  24.0,   2.5,  15.4,   9.0,   2.0,  11.1
2026070402010712,1,07032317,7,       1916,  20.9,  24.3,   2.5,  15.6,   9.0,   1.9,  11.1
2026070402010712,1,07032326,7,       1960,  20.1,  22.7,   2.5,  14.9,   9.0,   2.0,  11.2
2026070402010712,1,07032334,7,       1991,  20.1,  18.9,   2.5,  14.8,   9.1,   2.0,  11.2
2026070402010712,1,07032342,7,       2021,  20.2,  19.0,   2.5,  14.5,   9.2,   2.0,  11.3
2026070402010712,1,07032350,7,       2032,  20.3,  18.9,   2.5,  14.6,   9.1,   2.0,  11.2
2026070402010712,1,07032359,7,       2078,  20.0,  19.1,   2.5,  14.8,   9.3,   2.0,  11.4
2026070402010712,1,07040007,7,       2091,  19.9,  19.0,   2.5,  14.8,   9.3,   2.0,  11.5
2026070402010712,1,07040015,7,       2167,  19.7,  18.6,   2.5,  15.0,   9.5,   1.9,  11.8
2026070402010712,1,07040023,7,       2199,  19.5,  18.3,   2.5,  15.0,   9.4,   2.0,  11.8
2026070402010712,1,07040032,7,       2236,  19.2,  18.6,   2.5,  14.6,   9.1,   2.0,  12.0
2026070402010712,1,07040040,7,       2306,  19.8,  19.2,   2.6,  14.5,   9.0,   1.9,  12.3
2026070402010712,1,07040048,7,       2332,  19.8,  19.4,   2.6,  14.6,   9.0,   1.9,  11.9
2026070402010712,1,07040056,7,       2343,  19.5,  19.5,   2.6,  14.6,   9.0,   1.9,  11.9
2026070402010712,1,07040105,7,       2375,  19.3,  19.7,   2.6,  14.6,   8.9,   1.9,  12.0
2026070402010712,1,07040113,7,       2395,  19.5,  19.7,   2.6,  14.4,   9.0,   1.9,  12.1
2026070402010712,1,07040121,7,       2419,  19.1,  19.5,   2.6,  14.2,   9.0,   1.9,  11.8
2026070402010712,1,07040129,7,       2513,  15.1,  20.3,   2.7,  14.7,   9.4,   1.9,  11.8
2026070402010712,1,07040138,7,       2523,  15.0,  20.3,   2.7,  14.7,   9.3,   1.9,  11.6
2026070402010712,1,07040146,7,       2531,  14.9,  20.2,   2.7,  14.6,   9.3,   1.9,  11.6
2026070402010712,1,07040154,7,       2546,  15.0,  20.3,   2.7,  14.7,   9.0,   1.9,  11.6
2026070402010712,1,07040202,7,       2642,  15.6,  20.9,   2.8,  15.2,   9.3,   1.8,  11.7
2026070402010712,1,07040211,7,       2652,  15.7,  21.0,   2.8,  15.1,   9.3,   1.8,  11.4
2026070402010712,1,07040219,7,       2664,  15.7,  20.8,   2.8,  15.2,   9.4,   1.8,  11.2
2026070402010712,1,07040227,7,       2682,  15.8,  20.8,   2.8,  15.3,   9.4,   1.8,  11.2
2026070402010712,1,07040235,7,       2703,  15.7,  19.6,   2.8,  14.4,   9.4,   1.8,  11.3
2026070402010712,1,07040244,7,       2786,  16.2,  19.2,   2.7,  14.7,   9.7,   1.9,  11.6
2026070402010712,1,07040252,7,       2856,  16.5,  19.6,   2.6,  15.1,   9.9,   1.9,  11.6
2026070402010712,1,07040300,7,       2880,  16.5,  19.8,   2.6,  15.1,   9.9,   1.9,  11.6
2026070402010712,1,07040308,7,       2887,  16.3,  19.9,   2.6,  15.0,   9.9,   1.9,  11.6
2026070402010712,1,07040317,7,       2917,  15.4,  19.6,   2.6,  15.2,   9.5,   1.9,  11.7
2026070402010712,1,07040325,7,       2927,  15.4,  19.5,   2.6,  15.3,   9.5,   1.9,  11.8
2026070402010712,1,07040333,7,       2940,  15.3,  19.6,   2.6,  15.3,   9.5,   1.9,  11.8
2026070402010712,1,07040341,7,       2946,  15.4,  19.6,   2.6,  15.4,   9.5,   1.9,  11.7
2026070402010712,1,07040350,7,       2967,  15.5,  19.4,   2.6,  15.5,   9.6,   1.9,  11.8
2026070402010712,1,07040358,7,       2983,  15.5,  19.4,   2.6,  15.5,   9.7,   1.9,  11.3
2026070402010712,1,07040406,7,       2990,  15.5,  19.4,   2.6,  15.5,   9.7,   1.9,  11.3
2026070402010712,1,07040414,7,       2992,  15.5,  19.4,   2.6,  15.5,   9.7,   1.9,  11.3
2026070402010712,1,07040423,7,       3013,  15.5,  19.4,   2.7,  15.6,   9.7,   1.9,  11.0
2026070402010712,1,07040431,7,       3023,  15.6,  19.0,   2.7,  15.7,   9.7,   1.9,  11.0
2026070402010712,1,07040439,7,       3101,  15.9,  19.5,   2.6,  16.1,   9.9,   1.9,  10.8
2026070402010712,1,07040447,7,       3103,  15.9,  19.5,   2.6,  16.1,   9.9,   1.9,  10.8
2026070402010712,1,07040456,7,       3125,  16.0,  19.6,   2.6,  16.1,  10.0,   1.9,  10.5
2026070402010712,1,07040504,7,       3137,  16.0,  19.6,   2.6,  15.8,  10.0,   1.9,  10.5
2026070402010712,1,07040512,7,       3160,  16.2,  19.7,   2.7,  15.8,  10.0,   1.9,  10.3
2026070402010712,1,07040520,7,       3162,  16.2,  19.6,   2.7,  15.9,  10.0,   1.9,  10.3
2026070402010712,1,07040529,7,       3182,  16.0,  19.2,   2.7,  15.9,  10.0,   1.9,  10.3
2026070402010712,1,07040537,7,       3292,  10.1,  19.8,   2.8,  16.4,  10.4,   2.0,  10.6
2026070402010712,1,07040545,7,       3305,  10.2,  19.8,   2.8,  16.3,  10.4,   2.0,  10.6
2026070402010712,1,07040553,7,       3319,  10.2,  19.6,   2.8,  16.2,  10.4,   2.0,  10.7
2026070402010712,1,07040602,7,       3924,  12.1,  22.9,   3.3,  15.7,  12.2,   1.7,  10.4
2026070402010712,1,07040610,7,       3956,  12.1,  23.1,   3.3,  15.9,  12.3,   1.7,  10.5
2026070402010712,1,07040618,7,       3970,  12.1,  23.1,   3.3,  15.8,  12.3,   1.7,  10.5
2026070402010712,1,07040626,7,       4199,  12.8,  23.9,   2.9,  16.7,  13.0,   1.7,  11.1
2026070402010712,1,07040635,7,       4604,  13.8,  26.1,   2.5,  18.3,  13.7,   1.8,  12.1
2026070402010712,1,07040643,7,       4694,  14.1,  24.8,   2.6,  17.7,  14.0,   1.8,  11.1
2026070402010712,1,07040651,7,       4803,  14.3,  23.4,   2.6,  18.0,  14.1,   1.8,  10.6
2026070402010712,1,07040659,7,       4937,  14.1,  22.3,   2.6,  16.5,  13.9,   1.8,  10.5
2026070402010712,1,07040709,7,       5151,  14.6,  18.5,   2.6,  16.5,  14.1,   1.8,  10.8
2026070402010712,1,07040718,7,       5398,  14.4,  18.6,   2.6,  16.6,  13.8,   1.8,  10.6
2026070402010712,1,07040727,7,       5542,  14.7,  18.6,   2.7,  16.2,  13.5,   1.8,  10.4
