ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026071203020605,1,07111934,16,          5,   0.0,   0.0,   0.0,   0.0,   1.3,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.0,   0.0,   0.0,   0.0,   4.0
2026071203020605,1,07111942,16,        185,  24.6,   3.7,  18.5,   6.7,  49.3,   7.0,  29.6,  21.1,  18.5, 148.0,  29.6,   2.7, 148.0, 148.0,  74.0, 148.0
2026071203020605,1,07111950,16,        702,  56.1,  13.3,  19.3,   7.1,  33.0,  16.5,  56.1,  16.5,  33.0, 187.2,   3.3,   2.2, 561.6, 187.2, 140.4, 140.4
2026071203020605,1,07111959,16,       1147,  83.4,  19.5,  16.6,   6.5,  19.1,  25.4,  76.4,  16.3,  35.2, 114.7,   5.0,   1.8,  70.5, 183.5, 229.4, 152.9
2026071203020605,1,07112007,16,       4406, 251.7,  48.9,  33.8,  19.5,  71.9,  90.3, 207.3,  45.1,  85.9, 352.4,  18.6,   1.1, 195.8,  69.1, 881.2, 391.6
2026071203020605,1,07112015,16,       4858, 228.6,  53.2,  31.3,  18.7,  53.9,  94.7,  79.3,  46.8,  82.6, 298.9,  17.9,   1.1, 194.3,  67.0, 971.6, 298.9
2026071203020605,1,07112023,16,       5151, 196.2,  54.2,  31.2,  15.3,  54.2,  87.6,  77.7,  31.9,  82.4, 274.7,  14.3,   1.1, 158.4,  61.5, 824.1, 216.8
2026071203020605,1,07112032,16,       5483, 208.8,  56.2,  31.1,  10.6,  49.2,  75.6,  71.9,  29.4,  84.3, 243.6,  11.2,   1.1, 168.7,  64.5, 626.6, 208.8
2026071203020605,1,07112040,16,       5717, 182.9,  55.1,  30.0,  10.1,  47.6,  60.9,  68.2,  25.9,  84.6, 228.6,  10.5,   1.1, 117.2,  64.4, 351.8, 169.3
2026071203020605,1,07112048,16,       5912, 189.1,  49.7,  24.7,   9.7,  46.8,  63.0,  59.1,  21.3,  81.5, 225.2,  10.6,   1.1, 115.3,  61.4, 337.8, 163.0
2026071203020605,1,07112056,16,       6213, 184.0,  51.2,  22.6,   9.2,  43.9,  62.9,  58.4,  18.7,  64.5, 216.1,   9.9,   1.2, 112.9,  59.1, 292.3, 146.1
2026071203020605,1,07112105,16,       6479, 172.7,  52.8,  20.4,   8.9,  35.7,  64.7,  60.2,  17.3,  64.7, 207.3,   8.9,   1.2, 107.9,  60.2, 287.9, 136.4
2026071203020605,1,07112113,16,       6904, 167.3,  55.7,  18.8,   8.6,  30.8,  69.0,  55.2,  12.8,  59.3, 212.4,   8.3,   1.3, 108.2,  60.0, 251.0, 138.0
2026071203020605,1,07112121,16,       7238, 165.4,  58.4,  19.1,   8.3,  31.2,  67.3,  28.2,  12.3,  50.3, 214.4,   8.6,   1.3, 105.2,  60.3, 241.2, 144.7
2026071203020605,1,07112129,16,       7531, 133.8,  57.3,  18.8,   8.0,  26.7,  69.2,  26.7,  12.1,  44.6, 194.3,   8.7,   1.4, 100.4,  60.8, 240.9, 122.9
2026071203020605,1,07112138,16,       7700, 125.7,  58.1,  18.2,   7.9,  25.9,  67.6,  25.8,  12.1,  44.9, 192.5,   8.5,   1.4,  96.2,  54.5, 228.1, 120.7
2026071203020605,1,07112146,16,       8359, 131.1,  60.7,  18.4,   8.1,  24.2,  66.2,  27.7,  12.5,  48.4, 180.7,   8.7,   1.4, 101.3,  58.1, 230.5, 119.4
2026071203020605,1,07112154,16,       8623, 132.6,  61.0,  17.8,   7.6,  24.7,  65.0,  26.8,  12.1,  45.0, 176.8,   8.7,   1.4, 101.4,  56.5, 222.5, 113.0
2026071203020605,1,07112202,16,       8902, 129.4,  62.4,  17.8,   7.6,  25.4,  59.8,  27.3,  12.1,  44.5, 161.8,   8.0,   1.4, 103.2,  56.9, 229.7, 114.8
2026071203020605,1,07112211,16,       9142, 130.6,  61.4,  17.8,   7.1,  25.7,  53.7,  27.8,  11.9,  44.8, 158.9,   8.0,   1.5, 104.4,  58.0, 228.5, 110.8
2026071203020605,1,07112219,16,       9496, 126.6,  61.2,  18.2,   6.8,  26.4,  51.6,  25.6,  10.9,  43.9, 158.2,   7.9,   1.5, 105.5,  57.9, 230.2, 111.7
2026071203020605,1,07112227,16,       9843, 127.0,  60.1,  17.8,   6.6,  24.4,  50.8,  24.9,  11.1,  43.0, 160.7,   7.6,   1.5, 109.3,  57.9, 218.7,  97.2
2026071203020605,1,07112235,16,      10818, 129.1,  59.6,  18.7,   4.9,  26.7,  50.9,  26.8,  11.7,  30.3, 173.0,   8.3,   1.6, 110.9,  60.5, 221.9, 103.0
2026071203020605,1,07112244,16,      11140, 110.0,  61.0,  18.6,   4.8,  27.1,  48.9,  26.4,  11.8,  30.8, 143.7,   8.4,   1.6, 111.4,  61.8, 222.8, 103.6
2026071203020605,1,07112252,16,      11580,  49.5,  59.3,  18.8,   4.8,  26.0,  49.5,  27.1,  12.1,  31.5, 128.6,   8.4,   1.7, 108.9,  60.5, 197.1,  89.9
2026071203020605,1,07112300,16,      11801,  50.4,  59.7,  19.0,   4.8,  25.6,  50.4,  26.4,  11.8,  31.4, 129.3,   8.2,   1.7, 109.7,  59.3, 196.6,  91.6
2026071203020605,1,07112308,16,      12031,  51.4,  60.9,  18.0,   4.8,  25.4,  51.4,  24.8,  11.7,  31.6, 124.9,   8.3,   1.7, 105.7,  60.1, 196.4,  82.9
2026071203020605,1,07112317,16,      12319,  52.1,  61.9,  16.6,   4.9,  26.0,  47.3,  20.4,  11.9,  30.1, 126.3,   8.3,   1.8, 105.9,  58.3, 197.1,  83.5
2026071203020605,1,07112325,16,      13009,  54.4,  62.6,  16.8,   4.1,  26.2,  49.3,  21.2,  12.2,  31.4, 125.3,   8.5,   1.8, 110.7,  61.5, 200.1,  83.9
2026071203020605,1,07112333,16,      13224,  54.8,  63.3,  16.8,   4.2,  26.2,  47.8,  21.5,  12.2,  31.9, 123.0,   8.7,   1.8, 112.5,  55.9, 199.6,  85.3
2026071203020605,1,07112341,16,      13567,  53.9,  63.8,  15.5,   4.2,  25.7,  46.3,  21.3,  12.2,  32.2, 117.9,   8.6,   1.8, 108.5,  53.2, 180.8,  84.1
2026071203020605,1,07112350,16,      13697,  53.7,  64.4,  15.3,   4.2,  25.8,  46.8,  21.3,  12.2,  32.2, 119.1,   8.5,   1.8, 108.4,  52.6, 173.9,  84.9
2026071203020605,1,07112358,16,      13997,  53.3,  64.3,  15.5,   4.2,  26.1,  46.6,  20.6,  12.4,  32.6, 119.1,   8.5,   1.8, 105.6,  52.3, 172.2,  81.7
2026071203020605,1,07120006,16,      14108,  50.8,  64.8,  15.4,   4.2,  26.0,  47.0,  20.5,  12.4,  32.8, 110.6,   8.5,   1.9, 106.4,  52.7, 173.6,  81.7
2026071203020605,1,07120014,16,      14337,  51.6,  65.5,  15.0,   4.2,  26.2,  47.7,  20.2,  12.3,  33.1, 110.2,   8.6,   1.9, 108.2,  53.3, 173.7,  80.7
2026071203020605,1,07120023,16,      14521,  51.8,  66.0,  14.8,   4.2,  26.5,  48.2,  20.3,  12.1,  32.9, 111.7,   8.5,   1.9, 108.5,  53.7, 170.8,  67.1
