ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026062802010612,1,06271933,14,          2,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010612,1,06271941,14,         71,   0.0,  56.8,  14.2,  11.3,   0.0,  11.3,   0.0,   0.0,   0.0,  28.4,   1.1,   0.0,  18.9,  56.8
2026062802010612,1,06271949,14,        190, 152.0,   8.0,  10.8,   7.2,  19.0,  21.7,  76.0,  15.2,  13.8,  19.0,   2.6,  13.8,  13.8,  16.8
2026062802010612,1,06271958,14,        304,  60.8,   8.6,  15.2,   7.1,  22.1,   5.2, 121.6,  14.3,   9.0,  17.3,   3.7,  22.1,  22.1,  13.5
2026062802010612,1,06272006,14,        384,  30.7,   9.9,  19.2,   6.8,  21.9,   5.4,  76.8,  15.3,  10.9,   9.0,   4.2,  17.0,  25.6,  12.8
2026062802010612,1,06272014,14,        464,  21.8,  10.6,  15.4,   6.0,  20.6,   6.2,  41.2,  16.8,  11.6,  10.3,   4.9,  11.2,  24.7,  13.2
2026062802010612,1,06272022,14,        778,  28.2,  16.3,   7.9,   5.7,   7.0,   9.5,  34.5,  27.0,  18.3,   5.8,   7.9,  17.7,  27.0,  10.2
2026062802010612,1,06272031,14,        945,  32.8,  19.8,   9.5,   3.3,   8.4,  11.6,  42.0,  31.5,  13.7,   6.8,   8.8,  18.4,  31.5,  10.9
2026062802010612,1,06272039,14,       1080,  24.6,  19.2,   8.5,   3.3,   9.1,  13.0,  45.4,  28.8,  14.4,   7.1,   9.4,  16.9,  23.3,  11.8
2026062802010612,1,06272047,14,       1174,  26.0,  19.9,   8.4,   3.0,   9.5,  13.4,  44.7,  30.2,  15.1,   7.5,  10.3,  16.7,  24.7,  10.9
2026062802010612,1,06272055,14,       1315,  23.9,  21.4,   7.8,   3.3,   9.2,  11.9,  43.8,  29.2,  15.2,   7.2,  10.6,  15.9,  26.3,  10.9
2026062802010612,1,06272104,14,       1407,  25.0,  22.0,   8.3,   3.6,   9.7,  12.2,  46.9,  30.4,   9.2,   7.5,  11.1,  15.8,  24.4,  10.7
2026062802010612,1,06272112,14,       1573,  23.7,  21.6,   8.9,   3.5,  10.6,  13.6,  37.0,  31.4,   9.9,   7.2,  12.1,  17.2,  18.5,   8.9
2026062802010612,1,06272120,14,       1645,  19.3,  21.5,   9.2,   3.6,  10.6,  14.0,  38.7,  26.3,   9.6,   7.3,  12.5,  18.0,  19.3,   8.9
2026062802010612,1,06272128,14,       2107,  22.4,  20.8,  11.6,   4.6,  12.1,  14.6,  44.3,  26.7,  11.8,   7.9,  15.6,  22.1,  23.4,   3.5
2026062802010612,1,06272137,14,       2376,  24.6,  22.6,  13.1,   4.8,  13.1,  16.1,  50.0,  30.1,  13.0,   8.6,  15.8,  23.1,  26.0,   2.8
2026062802010612,1,06272145,14,       2524,  20.6,  19.9,  13.7,   4.9,  12.9,  14.2,  51.7,  30.5,  13.4,   8.8,  16.5,  19.6,  25.5,   2.9
2026062802010612,1,06272153,14,       2617,  16.2,  19.7,  14.0,   5.0,  13.3,  14.1,  51.0,  29.9,  13.9,   9.1,  15.0,  20.1,  22.7,   3.0
2026062802010612,1,06272201,14,       2719,  16.8,  19.2,  14.4,   4.4,  13.5,  14.5,  53.0,  30.2,  14.1,   9.3,  15.5,  20.9,  23.3,   3.1
2026062802010612,1,06272210,14,       2918,   9.9,  20.4,  15.4,   4.2,  13.4,  15.4,  56.9,  30.3,  15.1,   9.8,  16.4,  21.4,  24.8,   3.3
2026062802010612,1,06272218,14,       3136,  10.6,  19.1,  16.5,   4.4,  10.8,  15.2,  49.1,  30.9,  14.3,  10.0,  17.5,  20.7,  25.3,   3.4
2026062802010612,1,06272226,14,       3229,  10.4,  19.5,  16.6,   4.5,  10.7,  14.4,  48.7,  31.5,  14.3,  10.0,  18.0,  20.6,  25.0,   3.3
2026062802010612,1,06272234,14,       3373,  10.3,  20.4,  16.3,   4.5,  10.7,  14.9,  50.9,  32.9,  13.6,   9.4,  18.8,  20.9,  25.6,   3.3
2026062802010612,1,06272243,14,       3599,  10.3,  19.1,  12.9,   4.8,   9.9,  13.5,  54.3,  34.6,  14.4,   8.5,  19.9,  21.6,  27.1,   3.5
2026062802010612,1,06272251,14,       3801,  10.9,  19.7,  10.4,   4.7,  10.1,  13.3,  57.3,  35.3,  14.4,   8.4,  20.8,  22.0,  28.6,   3.7
2026062802010612,1,06272259,14,       3916,  10.9,  19.5,  10.5,   4.7,  10.3,  13.3,  48.9,  34.0,  14.5,   8.3,  21.4,  21.4,  25.6,   3.8
2026062802010612,1,06272307,14,       4052,  10.9,  19.1,  10.7,   4.5,  10.5,  13.6,  49.1,  34.4,  14.9,   8.1,  21.6,  21.7,  26.5,   3.8
2026062802010612,1,06272316,14,       4142,  11.1,  18.9,  10.6,   4.5,  10.3,  13.7,  49.4,  34.8,  15.0,   8.3,  21.9,  20.5,  27.1,   3.8
2026062802010612,1,06272324,14,       4316,  11.4,  17.2,  11.1,   4.6,  10.7,  13.8,  50.0,  34.1,  14.0,   8.5,  16.8,  19.1,  28.0,   4.0
2026062802010612,1,06272332,14,       4480,  11.8,  17.7,  10.2,   4.7,  10.1,  14.2,  51.2,  34.7,  13.8,   7.7,  17.1,  19.6,  28.6,   4.1
