ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘
2026062002010308,1,06191843,12,          5,   0.0,   1.3,   0.0,   0.0,   0.0,   0.0,   4.0,   0.0,   0.0,   4.0,   0.0,   0.0
2026062002010308,1,06191852,12,         17,  13.6,   2.7,   0.0,  13.6,   6.8,   0.0,  13.6,   0.0,   0.0,   4.5,   4.5,  13.6
2026062002010308,1,06191900,12,         31,  24.8,   1.5,   0.0,  24.8,  12.4,  12.4,  24.8,   0.0,  24.8,   8.2,   8.2,  24.8
2026062002010308,1,06191908,12,         51,  40.8,   1.2,   0.0,  40.8,  20.4,  20.4,  40.8,   0.0,  40.8,   8.1,  13.6,  40.8
2026062002010308,1,06191916,12,         60,  48.0,   1.2,   0.0,  48.0,  12.0,  24.0,  16.0,   0.0,  48.0,   9.6,  16.0,  48.0
2026062002010308,1,06191925,12,         95,  76.0,   1.9,  76.0,  25.3,  15.2,  38.0,  15.2,   0.0,  76.0,   2.3,  25.3,  76.0
2026062002010308,1,06191933,12,        104,  41.6,   2.0,  83.2,  20.8,  16.6,  41.6,  13.8,  41.6,  83.2,   2.3,  20.8,  83.2
2026062002010308,1,06191941,12,        146,   9.7,   2.5,   8.9,  29.2,  14.6,  29.2,  16.6,  58.4,  58.4,   3.0,  14.6,  58.4
2026062002010308,1,06191949,12,        165,  11.0,   2.4,  10.1,  18.8,  12.0,  18.8,  14.6,  66.0,  66.0,   3.3,  16.5,  66.0
2026062002010308,1,06191958,12,        216,  14.4,   2.6,  10.8,  10.1,  10.1,  21.6,   8.2,  86.4,  43.2,   4.1,  19.2,  86.4
2026062002010308,1,06192006,12,        244,  15.0,   2.9,  10.8,  11.4,   8.8,  21.6,   5.7,  97.6,  39.0,   4.2,  21.6,  65.0
2026062002010308,1,06192014,12,        279,  17.1,   2.8,  11.7,  11.7,   7.4,  22.3,   6.3,  55.8,  44.6,   4.2,  24.8,  55.8
2026062002010308,1,06192022,12,        315,  18.0,   3.1,  13.2,  11.4,   8.1,  25.2,   6.8,  50.4,  22.9,   3.7,  19.3,  63.0
2026062002010308,1,06192031,12,        429,  21.4,   3.6,  16.3,  12.7,   9.5,  31.2,   8.3,  57.2,  21.4,   2.5,  17.1,  68.6
2026062002010308,1,06192039,12,        449,  22.4,   3.7,  17.1,  12.8,   9.7,  32.6,   8.5,  59.8,  22.4,   2.6,  10.5,  59.8
2026062002010308,1,06192047,12,        520,  23.1,   3.7,  16.6,  10.1,  10.9,  37.8,   9.2,  69.3,  18.9,   2.6,  10.9,  59.4
2026062002010308,1,06192055,12,        545,  24.2,   3.8,  17.4,  10.6,  10.9,  33.5,   7.7,  62.2,  18.1,   2.6,  11.4,  62.2
2026062002010308,1,06192104,12,        715,  22.8,   4.8,  13.3,  11.0,  12.4,  28.6,  10.2,  63.5,  18.4,   2.1,  15.0,  57.2
2026062002010308,1,06192112,12,        751,  22.2,   4.9,  13.9,  11.1,  11.3,  27.3,   8.4,  60.0,  18.7,   2.2,  15.0,  54.6
2026062002010308,1,06192120,12,        814,  23.2,   5.0,  14.1,  10.0,  11.4,  19.7,   8.3,  59.2,  16.2,   2.4,  15.5,  43.4
2026062002010308,1,06192129,12,        863,  24.6,   4.9,  11.3,   9.4,  11.7,  20.3,   8.7,  62.7,  16.8,   2.4,  15.3,  46.0
2026062002010308,1,06192137,12,        915,  26.1,   4.6,  12.0,   9.7,  10.6,  20.9,   8.6,  66.5,  17.4,   2.5,  15.2,  48.8
2026062002010308,1,06192145,12,        945,  26.0,   4.6,  11.8,   9.3,  10.8,  21.0,   8.6,  58.1,  17.5,   2.5,  15.4,  44.4
2026062002010308,1,06192153,12,       1054,  28.1,   4.6,  11.0,   9.4,  11.3,  17.5,   9.2,  64.8,  15.6,   2.7,  10.8,  49.6
2026062002010308,1,06192202,12,       1134,  30.2,   4.0,  11.2,  10.1,  10.9,  18.9,   9.9,  50.4,  15.9,   2.8,  11.4,  50.4
2026062002010308,1,06192210,12,       1223,  32.6,   4.3,  11.6,  10.4,  10.0,  18.4,  10.7,  51.4,  11.2,   2.8,  11.3,  54.3
2026062002010308,1,06192218,12,       1318,  32.9,   4.6,  12.2,  10.5,  10.8,  15.9,  10.8,  52.7,  10.7,   2.7,  10.9,  58.5
2026062002010308,1,06192226,12,       1350,  33.7,   4.6,  11.7,  10.3,  10.9,  16.1,   9.9,  51.4,  11.0,   2.8,  11.1,  60.0
2026062002010308,1,06192235,12,       1434,  32.7,   4.6,  11.2,  10.9,  11.5,  16.8,   9.8,  54.6,   9.1,   2.8,  11.5,  60.3
2026062002010308,1,06192243,12,       1456,  31.4,   4.6,  11.4,  10.9,  11.6,  16.6,   9.7,  50.6,   9.1,   2.9,  11.7,  58.2
2026062002010308,1,06192251,12,       1501,  30.7,   4.7,  10.7,  11.2,  12.0,  17.1,  10.0,  52.2,   9.3,   2.7,  12.1,  54.5
2026062002010308,1,06192259,12,       1538,  30.7,   4.6,  10.8,  11.3,  11.4,  15.9,  10.2,  53.4,   9.3,   2.8,  12.4,  53.4
2026062002010308,1,06192308,12,       1710,  34.2,   3.8,  11.5,  12.3,  11.5,  15.9,  11.1,  57.0,  10.2,   2.8,  13.8,  59.4
2026062002010308,1,06192316,12,       1822,  34.7,   4.0,  12.1,  12.7,  12.2,  16.9,   9.6,  58.3,   8.6,   2.8,  14.7,  63.3
2026062002010308,1,06192324,12,       1880,  34.9,   3.8,  11.3,  12.9,  12.6,  17.0,   9.9,  48.5,   8.7,   2.9,  15.1,  62.6
2026062002010308,1,06192332,12,       1973,  36.7,   3.9,  11.6,  13.0,  10.3,  13.2,  10.3,  49.3,   9.0,   3.0,  15.7,  60.7
2026062002010308,1,06192341,12,       2006,  37.3,   3.9,  10.9,  13.1,  10.4,  13.4,  10.4,  50.1,   9.0,   3.0,  15.7,  61.7
2026062002010308,1,06192349,12,       2054,  31.6,   3.9,  10.8,  12.6,  10.0,  13.8,  10.3,  51.3,   9.2,   3.1,  15.8,  60.8
2026062002010308,1,06192357,12,       2119,  32.6,   4.0,  11.1,  12.9,  10.2,  14.1,  10.6,  52.9,   9.5,   2.9,  16.1,  62.7
2026062002010308,1,06200005,12,       2138,  32.8,   4.1,  11.2,  12.8,  10.3,  14.1,  10.7,  51.8,   9.3,   2.8,  15.9,  63.3
2026062002010308,1,06200014,12,       2332,  34.5,   3.3,  11.5,  14.0,  11.0,  15.2,  11.4,  54.8,  10.1,   3.0,  17.1,  66.6
2026062002010308,1,06200022,12,       2370,  29.1,   3.3,  11.7,  13.1,  11.1,  15.4,  11.4,  52.6,  10.3,   3.0,  17.2,  67.7
2026062002010308,1,06200030,12,       2390,  28.9,   3.3,  11.8,  13.2,  11.2,  15.2,  11.4,  53.1,  10.3,   3.0,  16.4,  68.2
2026062002010308,1,06200039,12,       2416,  28.8,   3.4,  11.9,  13.1,  11.3,  15.2,  11.3,  53.6,  10.5,   3.0,  15.9,  66.6
2026062002010308,1,06200047,12,       2438,  29.1,   3.4,  12.0,  13.0,  11.0,  15.3,  11.2,  54.1,  10.5,   3.0,  15.9,  67.2
2026062002010308,1,06200055,12,       2559,  30.5,   3.5,  12.4,  13.3,  11.1,  15.3,  11.3,  56.8,  10.6,   2.8,  16.6,  70.5
2026062002010308,1,06200103,12,       2607,  31.1,   3.5,  12.6,  11.9,  11.2,  15.6,  11.5,  57.9,  10.4,   2.8,  16.9,  67.2
2026062002010308,1,06200112,12,       2645,  30.6,   3.5,  12.5,  11.8,  11.4,  15.6,  11.5,  55.6,  10.4,   2.8,  17.2,  64.1
2026062002010308,1,06200120,12,       2744,  31.8,   3.2,  12.8,  12.3,  11.7,  16.1,  11.6,  57.7,  10.7,   2.9,  17.8,  56.2
2026062002010308,1,06200128,12,       2922,  33.8,   3.1,  13.6,  13.1,  12.3,  17.0,  11.9,  61.5,  11.0,   2.7,  19.0,  59.9
2026062002010308,1,06200136,12,       2970,  34.4,   3.2,  13.8,  12.7,  11.9,  16.2,  12.1,  62.5,  10.4,   2.8,  19.3,  60.9
2026062002010308,1,06200145,12,       2999,  34.7,   3.2,  13.6,  12.8,  11.6,  16.3,  12.1,  63.1,  10.4,   2.8,  18.5,  61.5
2026062002010308,1,06200153,12,       3006,  34.3,   3.2,  13.6,  12.8,  11.6,  16.3,  12.0,  63.2,  10.3,   2.8,  18.6,  61.6
2026062002010308,1,06200201,12,       3028,  33.6,   3.2,  13.7,  12.9,  11.4,  16.3,  12.1,  63.7,  10.0,   2.8,  18.7,  62.1
2026062002010308,1,06200209,12,       3103,  34.4,   3.3,  14.1,  12.9,  11.7,  16.7,  12.4,  62.0,   8.9,   2.8,  19.0,  63.6
2026062002010308,1,06200218,12,       3208,  35.6,   3.0,  14.4,  13.3,  11.8,  17.2,  12.8,  64.1,   9.1,   2.9,  19.7,  65.8
2026062002010308,1,06200226,12,       3241,  35.5,   3.1,  14.5,  12.4,  12.0,  17.4,  12.9,  64.8,   9.2,   2.9,  17.8,  66.4
2026062002010308,1,06200234,12,       3272,  35.3,   3.1,  14.5,  12.4,  11.7,  17.4,  12.9,  63.8,   9.3,   2.9,  18.0,  65.4
2026062002010308,1,06200242,12,       3292,  35.1,   3.1,  14.5,  12.4,  11.8,  17.5,  12.7,  64.2,   9.3,   2.9,  18.0,  64.2
2026062002010308,1,06200251,12,       3328,  35.4,   3.1,  14.6,  12.6,  11.9,  17.2,  12.8,  61.9,   9.2,   2.9,  18.2,  52.2
2026062002010308,1,06200259,12,       3332,  35.5,   3.1,  14.6,  12.6,  11.9,  16.9,  12.8,  61.9,   9.2,   2.9,  18.2,  52.2
2026062002010308,1,06200307,12,       3369,  35.9,   3.1,  14.8,  12.4,  12.0,  17.1,  12.8,  62.6,   9.3,   2.9,  18.4,  52.8
2026062002010308,1,06200315,12,       3371,  35.9,   3.1,  14.8,  12.4,  12.0,  17.1,  12.9,  62.7,   9.2,   2.9,  18.4,  52.8
2026062002010308,1,06200324,12,       3428,  36.5,   3.1,  15.0,  12.0,  11.7,  17.4,  13.0,  63.7,   9.4,   2.9,  18.6,  53.7
2026062002010308,1,06200332,12,       3450,  36.8,   3.1,  15.1,  12.0,  11.8,  17.4,  13.0,  64.1,   9.1,   2.9,  18.7,  49.2
2026062002010308,1,06200340,12,       3483,  36.1,   3.1,  14.7,  11.9,  11.8,  17.5,  12.9,  63.3,   9.0,   2.9,  18.8,  48.8
2026062002010308,1,06200348,12,       3493,  36.2,   3.1,  14.7,  11.4,  11.8,  17.5,  12.9,  63.5,   9.1,   2.9,  18.8,  49.0
2026062002010308,1,06200357,12,       3517,  36.5,   3.1,  14.8,  11.5,  11.9,  17.6,  13.0,  63.9,   8.6,   3.0,  18.8,  49.3
