ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062703020104,1,06261833,10,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062703020104,1,06261841,10,         14,  11.2,  11.2,   2.8,   5.6,  11.2,  11.2,  11.2,  11.2,  11.2,  11.2
2026062703020104,1,06261850,10,         86,  34.4,   9.8,   1.2,  17.2,   9.8,  22.9,  17.2,  34.4,  68.8,  68.8
2026062703020104,1,06261858,10,         96,  38.4,   9.6,   1.3,  15.3,  10.9,  19.2,  15.3,  12.8,  38.4,  76.8
2026062703020104,1,06261906,10,        238,  63.4,   3.8,   3.3,  19.0,   9.0,   4.6,  31.7,   4.6,  23.8,  95.2
2026062703020104,1,06261914,10,        271,  43.3,   3.8,   3.3,  16.6,   9.4,   4.9,  24.0,   5.0,  21.6,  72.2
2026062703020104,1,06261923,10,        287,  45.9,   3.8,   3.5,  17.6,   9.9,   5.2,  20.8,   4.3,  20.8,  76.5
2026062703020104,1,06261931,10,        313,  41.7,   3.5,   3.7,  13.9,   8.9,   5.6,  20.8,   4.7,  22.7,  50.0
2026062703020104,1,06261939,10,        350,  28.0,   3.9,   4.0,  13.3,   9.3,   5.7,  12.1,   4.9,  20.0,  46.6
2026062703020104,1,06261947,10,        386,  30.8,   4.0,   3.6,  14.0,   9.6,   6.1,  11.0,   5.1,  20.5,  34.3
2026062703020104,1,06262000,10,        459,  33.3,   4.6,   3.6,  13.6,   9.6,   6.3,   7.4,   5.8,  17.4,  33.3
2026062703020104,1,06262008,10,        499,  36.2,   4.8,   3.8,  14.2,  10.5,   6.4,   5.1,   6.2,  18.1,  36.2
2026062703020104,1,06262017,10,        505,  33.6,   4.8,   3.9,  13.9,  10.6,   6.5,   5.2,   6.0,  18.3,  36.7
2026062703020104,1,06262025,10,        596,  31.7,   5.6,   4.6,  11.9,  10.3,   7.4,   3.6,   6.8,  19.0,  26.4
2026062703020104,1,06262033,10,        726,  36.3,   6.2,   5.5,  13.8,  10.9,   8.9,   2.4,   8.0,  21.5,  30.5
2026062703020104,1,06262041,10,        855,  36.0,   6.9,   5.9,  16.2,  12.6,  10.3,   2.0,   8.8,  25.3,  32.5
2026062703020104,1,06262050,10,        884,  37.2,   7.1,   6.0,  16.8,  11.7,   9.9,   2.0,   8.9,  25.2,  32.1
2026062703020104,1,06262058,10,        983,  35.7,   7.7,   6.7,   8.4,  10.4,   8.6,   2.2,   9.8,  28.0,  35.7
2026062703020104,1,06262106,10,       1014,  36.8,   7.6,   6.8,   8.5,   9.5,   8.7,   2.2,   9.4,  28.9,  36.8
2026062703020104,1,06262114,10,       1054,  36.6,   7.7,   6.5,   8.2,   9.8,   8.6,   2.3,   9.4,  26.3,  36.6
2026062703020104,1,06262123,10,       1096,  36.5,   6.9,   6.5,   8.4,   9.6,   8.7,   2.3,   9.8,  26.5,  38.1
2026062703020104,1,06262131,10,       1133,  36.2,   6.7,   6.7,   8.5,   9.7,   8.2,   2.4,   9.6,  25.8,  37.7
2026062703020104,1,06262139,10,       1206,  38.5,   7.0,   7.1,   9.0,   8.2,   8.2,   2.5,   7.7,  26.8,  40.2
2026062703020104,1,06262147,10,       1337,  41.1,   7.6,   7.7,   7.3,   6.7,   8.4,   2.6,   7.5,  28.9,  42.7
2026062703020104,1,06262156,10,       1397,  41.3,   7.9,   7.7,   7.1,   5.7,   8.7,   2.7,   7.8,  30.2,  44.7
2026062703020104,1,06262204,10,       1575,  45.0,   4.7,   8.7,   7.8,   6.0,   9.7,   3.1,   7.5,  31.5,  48.4
2026062703020104,1,06262212,10,       1595,  41.1,   4.7,   8.8,   7.8,   5.9,   9.8,   3.1,   7.4,  31.9,  49.0
2026062703020104,1,06262220,10,       1654,  38.9,   4.7,   8.4,   7.9,   6.0,  10.1,   3.0,   7.6,  32.2,  50.8
2026062703020104,1,06262229,10,       1713,  39.1,   4.8,   8.6,   8.1,   6.2,  10.4,   2.8,   7.7,  32.6,  52.7
2026062703020104,1,06262237,10,       1777,  37.4,   4.7,   8.8,   8.3,   6.4,   9.6,   2.9,   7.6,  30.9,  50.7
2026062703020104,1,06262245,10,       1855,  37.1,   4.9,   9.1,   8.6,   5.3,   9.9,   2.9,   7.9,  31.5,  51.1
2026062703020104,1,06262253,10,       1915,  38.3,   5.0,   9.1,   8.8,   5.3,   8.6,   3.0,   8.0,  30.6,  52.8
2026062703020104,1,06262302,10,       1977,  35.1,   4.7,   9.4,   8.8,   5.4,   8.6,   3.1,   8.1,  31.0,  51.0
2026062703020104,1,06262310,10,       2058,  35.7,   4.7,   8.6,   8.7,   5.6,   8.9,   3.1,   8.1,  30.4,  51.4
2026062703020104,1,06262318,10,       2096,  35.6,   4.8,   8.2,   8.8,   5.5,   9.0,   3.1,   8.0,  30.4,  50.8
2026062703020104,1,06262326,10,       2127,  34.0,   4.8,   8.2,   8.9,   5.6,   8.9,   3.1,   8.1,  29.8,  51.5
2026062703020104,1,06262335,10,       2174,  33.4,   4.7,   7.9,   8.5,   5.7,   9.0,   3.2,   8.2,  29.4,  51.1
2026062703020104,1,06262343,10,       2279,  33.7,   4.6,   7.6,   8.7,   5.9,   8.8,   3.2,   8.1,  30.3,  50.6
