ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘
2026062802010602,1,06271933,14,          1,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062802010602,1,06271941,14,         26,   6.9,  20.8,   2.3,  20.8,  20.8,  20.8,  10.4,  20.8,   0.0,   0.0,   0.0,   0.0,   2.9,   0.0
2026062802010602,1,06271950,14,        128,  10.2,  20.4,   6.0,   4.6,   9.3,  25.6,  11.3,  34.1,  34.1,  25.6,   6.4,  34.1,   5.6,  34.1
2026062802010602,1,06271958,14,        238,  12.6,  14.6,   3.9,   7.9,   6.5,  17.3,  10.5,  21.1,  38.0,  38.0,  10.5,  63.4,   5.7,  27.2
2026062802010602,1,06272006,14,        332,   9.4,  18.9,   4.5,   8.3,   5.6,  22.1,   6.3,  24.1,  37.9,  33.2,  12.0,  44.2,   8.0,  24.1
2026062802010602,1,06272014,14,        398,  11.3,  22.7,   4.4,   9.6,   6.0,  26.5,   6.0,  28.9,  39.8,  10.6,  12.2,  53.0,   8.6,  19.9
2026062802010602,1,06272023,14,        648,   9.9,  19.9,   5.2,  14.4,   4.3,  32.4,   6.7,  39.8,  20.7,   8.2,  19.2,  64.8,   9.9,  14.8
2026062802010602,1,06272031,14,        743,  10.0,  22.8,   5.7,  14.8,   3.6,  37.1,   6.1,  42.4,  21.2,   8.7,  21.2,  42.4,  11.4,  16.9
2026062802010602,1,06272043,14,        963,  12.0,  24.0,   6.0,  10.1,   4.1,  36.6,   6.5,  45.3,  24.8,   7.9,  26.5,  21.4,  13.5,  10.8
2026062802010602,1,06272052,14,       1062,  12.4,  24.9,   5.7,  10.3,   4.2,  30.3,   5.9,  47.2,  24.2,   8.4,  27.4,  21.7,  13.4,  11.6
2026062802010602,1,06272100,14,       1132,  12.9,  25.1,   6.0,  10.9,   4.1,  30.1,   5.9,  37.7,  25.1,   8.5,  25.1,  23.2,  13.3,  10.7
2026062802010602,1,06272108,14,       1461,  13.2,  30.7,   5.4,  12.3,   3.1,  36.5,   6.9,  36.5,  27.8,   8.7,  30.7,  29.2,  16.6,  12.5
2026062802010602,1,06272116,14,       1584,  12.6,  30.1,   5.5,  12.3,   3.0,  39.6,   7.2,  37.2,  29.4,   9.3,  33.3,  30.9,  16.6,  10.4
2026062802010602,1,06272125,14,       2078,  15.6,  32.5,   5.0,  15.8,   3.1,  50.3,   5.0,  44.9,  33.2,   7.7,  41.5,  30.7,  21.5,  13.2
2026062802010602,1,06272133,14,       2287,  16.3,  22.0,   4.5,  15.2,   3.4,  55.4,   5.3,  45.7,  35.8,   6.7,  45.7,  32.6,  23.4,  14.6
