ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026071210020609,1,07111931,10,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071210020609,1,07111940,10,         12,   0.0,   0.0,   0.0,   9.6,   0.0,   3.2,   9.6,   0.0,   2.4,   3.2
2026071210020609,1,07111948,10,        291,  77.6,  38.8,  38.8,  58.2,   2.9,   7.5,  13.6,   2.3,  21.1,   6.6
2026071210020609,1,07111956,10,        475,  34.5,  23.7,  54.2,  38.0,   2.3,  11.8,  14.0,   2.7,  31.6,   6.4
2026071210020609,1,07112004,10,        587,  31.3,  26.0,  42.6,  42.6,   2.6,  13.8,  14.6,   2.3,  31.3,   6.6
2026071210020609,1,07112013,10,       1631,  81.5,  52.1, 108.7, 100.3,   7.3,  27.7,  39.5,   1.1,  86.9,  16.1
2026071210020609,1,07112025,10,       2037,  90.5,  52.5,  67.9,  81.4,   3.9,  14.0,  37.0,   1.2,  81.4,  16.6
2026071210020609,1,07112033,10,       2227,  89.0,  50.9,  50.9,  74.2,   4.3,  15.2,  38.7,   1.3,  89.0,   7.3
2026071210020609,1,07112042,10,       2409,  77.0,  50.7,  50.7,  66.4,   4.6,  15.5,  39.3,   1.3,  66.4,   7.4
2026071210020609,1,07112050,10,       2482,  73.5,  49.6,  48.4,  48.4,   4.6,  15.6,  38.9,   1.4,  33.6,   7.4
2026071210020609,1,07112058,10,       2730,  75.3,  41.2,  43.6,  50.7,   4.9,  16.8,  13.8,   1.4,  33.6,   7.4
2026071210020609,1,07112106,10,       2861,  73.8,  42.3,  35.7,  52.0,   5.2,  15.7,  13.9,   1.5,  34.6,   6.5
2026071210020609,1,07112115,10,       3145,  71.8,  38.7,  33.1,  52.4,   5.5,  16.4,  14.9,   1.5,  38.1,   4.9
2026071210020609,1,07112123,10,       3381,  71.1,  40.3,  33.8,  55.2,   5.9,  17.5,  15.2,   1.5,  40.3,   5.2
2026071210020609,1,07112131,10,       3554,  53.6,  36.4,  29.9,  54.6,   6.1,  16.4,  15.6,   1.5,  41.8,   5.1
2026071210020609,1,07112139,10,       3649,  55.0,  37.4,  22.2,  56.1,   6.1,  16.6,  15.0,   1.5,  42.9,   5.2
2026071210020609,1,07112148,10,       3788,  49.6,  35.2,  19.4,  52.2,   6.2,  16.6,  15.3,   1.5,  43.9,   5.1
2026071210020609,1,07112156,10,       3896,  50.2,  35.8,  19.0,  53.7,   6.2,  16.4,  15.4,   1.5,  45.1,   5.0
2026071210020609,1,07112204,10,       4088,  49.5,  34.0,  19.0,  45.4,   5.3,  16.6,  15.5,   1.6,  46.7,   5.1
2026071210020609,1,07112212,10,       4279,  50.3,  33.8,  18.6,  40.7,   5.5,  17.3,  16.1,   1.6,  48.9,   5.2
2026071210020609,1,07112221,10,       4443,  48.0,  34.8,  17.2,  30.1,   5.6,  16.3,  16.6,   1.6,  48.6,   5.2
2026071210020609,1,07112229,10,       4608,  49.1,  35.1,  17.8,  30.2,   5.5,  15.1,  17.0,   1.6,  50.4,   5.1
2026071210020609,1,07112237,10,       4740,  47.4,  35.4,  15.6,  25.6,   5.5,  15.4,  16.8,   1.7,  51.2,   5.1
2026071210020609,1,07112245,10,       4775,  46.0,  34.1,  15.5,  25.8,   5.6,  15.5,  16.9,   1.7,  51.6,   5.1
2026071210020609,1,07112254,10,       4860,  45.7,  33.8,  14.8,  26.0,   5.5,  15.1,  16.9,   1.7,  51.1,   5.2
2026071210020609,1,07112302,10,       5006,  44.9,  31.0,  15.1,  26.8,   5.6,  15.2,  17.2,   1.7,  52.0,   5.3
2026071210020609,1,07112310,10,       5060,  44.0,  30.6,  14.8,  26.4,   5.7,  15.1,  17.4,   1.7,  48.7,   5.3
2026071210020609,1,07112318,10,       5223,  44.9,  31.1,  14.4,  26.4,   5.5,  15.4,  17.9,   1.7,  48.0,   5.4
2026071210020609,1,07112327,10,       5327,  41.3,  31.3,  14.2,  26.1,   5.4,  15.6,  17.6,   1.7,  47.8,   5.4
2026071210020609,1,07112335,10,       5395,  41.1,  31.7,  13.9,  26.3,   5.5,  15.6,  17.6,   1.7,  47.4,   5.4
2026071210020609,1,07112343,10,       5465,  41.2,  31.2,  13.9,  26.6,   5.5,  15.7,  17.7,   1.7,  47.5,   5.3
2026071210020609,1,07112351,10,       5520,  35.9,  31.3,  13.9,  26.9,   5.5,  15.8,  17.6,   1.7,  46.9,   5.3
2026071210020609,1,07120008,10,       5746,  35.6,  32.1,  14.2,  26.7,   5.6,  16.1,  17.4,   1.7,  48.3,   5.2
2026071210020609,1,07120016,10,       5863,  35.8,  32.1,  13.9,  26.8,   5.7,  16.2,  17.6,   1.7,  47.3,   5.0
2026071210020609,1,07120024,10,       5919,  34.5,  32.2,  13.8,  26.9,   5.7,  16.2,  17.8,   1.7,  47.3,   4.9
2026071210020609,1,07120033,10,       6025,  34.9,  31.9,  13.9,  26.3,   5.7,  16.1,  18.0,   1.7,  47.7,   4.8
2026071210020609,1,07120041,10,       6256,  36.2,  32.2,  11.0,  26.7,   5.9,  16.5,  18.4,   1.8,  49.0,   4.6
2026071210020609,1,07120049,10,       6309,  35.7,  32.1,  10.5,  26.7,   5.9,  16.5,  18.3,   1.8,  47.6,   4.6
2026071210020609,1,07120057,10,       6332,  35.9,  31.8,  10.5,  26.8,   5.9,  15.8,  18.3,   1.8,  47.3,   4.6
2026071210020609,1,07120106,10,       7413,  38.7,  34.8,  12.3,  31.2,   6.8,  18.1,  21.3,   1.5,  55.4,   5.3
2026071210020609,1,07120114,10,       7483,  39.1,  35.2,  12.4,  31.5,   6.8,  18.2,  18.1,   1.6,  55.9,   5.3
2026071210020609,1,07120122,10,       7674,  39.6,  35.6,  12.4,  32.3,   6.9,  18.6,  18.6,   1.5,  56.8,   5.4
