ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026070403020306,1,07031842,15,          8,   6.4,   0.0,   0.0,   0.0,   6.4,   0.0,   6.4,   0.0,   6.4,   0.0,   6.4,   3.2,   0.0,   6.4,   0.0
2026070403020306,1,07031851,15,         58,  46.4,  23.2,  15.4,  23.2,  46.4,   3.8,  23.2,  23.2,  46.4,   2.2,  11.6,  23.2,  46.4,  15.4,  46.4
2026070403020306,1,07031859,15,         73,  58.4,  29.2,  19.4,  19.4,  29.2,   4.8,  29.2,  29.2,  58.4,   1.8,  14.6,  14.6,  58.4,  19.4,  58.4
2026070403020306,1,07031907,15,         98,  78.4,  11.2,  19.6,  15.6,  26.1,   6.0,  39.2,  39.2,  39.2,   2.0,   7.8,  19.6,  78.4,  26.1,  39.2
2026070403020306,1,07031915,15,        141, 112.8,  14.1,  28.2,  18.8,  22.5,   4.7,  37.6,  56.4,  56.4,   2.1,  10.2,  28.2,   8.0,  37.6,  56.4
2026070403020306,1,07031924,15,        240,  48.0,  24.0,  48.0,  13.7,  27.4,   2.2,  27.4,  48.0,  96.0,   3.2,  13.7,  48.0,  11.2,  24.0,  96.0
2026070403020306,1,07031932,15,        396,  63.3,  16.6,  22.6,  21.1,  18.6,   3.6,  17.6,  63.3, 105.6,   1.9,  22.6,  63.3,  17.6,  31.6,  79.2
2026070403020306,1,07031940,15,        449,  51.3,  15.6,  19.9,  21.1,  21.1,   4.0,  19.9,  51.3, 119.7,   1.9,  25.6,  71.8,  12.3,  35.9,  44.9
2026070403020306,1,07031948,15,        472,  47.2,  15.7,  17.9,  15.7,  20.9,   4.2,  18.8,  53.9,  94.4,   2.0,  26.9,  75.5,  13.0,  37.7,  34.3
2026070403020306,1,07031957,15,        646,  51.6,  17.8,  12.3,  17.2,  25.8,   5.6,  14.3,  51.6,  86.1,   2.0,  25.8,  28.7,  10.3,  28.7,  32.3
2026070403020306,1,07032005,15,        720,  41.1,  18.0,  13.3,  18.0,  28.8,   6.2,  16.0,  52.3,  82.2,   2.1,  28.8,  30.3,   6.4,  28.8,  33.8
2026070403020306,1,07032013,15,        953,  38.1,  22.4,  17.3,  19.5,  36.3,   6.2,  17.3,  47.6,  76.2,   1.9,  34.6,  33.1,   6.6,  28.2,  33.1
2026070403020306,1,07032021,15,       1080,  43.2,  22.1,  18.3,   9.0,  39.2,   5.5,  19.6,  50.8,  86.4,   2.1,  39.2,  37.5,   6.6,  28.8,  33.2
2026070403020306,1,07032030,15,       1200,  43.6,  24.6,  18.4,   9.6,  40.0,   5.4,  17.4,  53.3,  87.2,   2.2,  22.8,  41.7,   6.8,  32.0,  26.6
2026070403020306,1,07032038,15,       1267,  37.5,  25.3,  18.4,   9.7,  42.2,   5.6,  14.0,  48.2,  77.9,   2.2,  22.5,  44.0,   7.1,  30.7,  28.1
2026070403020306,1,07032046,15,       1469,  40.5,  20.6,  19.9,   9.7,  48.9,   6.0,  15.8,  55.9,  83.9,   2.4,  25.5,  48.9,   4.7,  34.5,  27.9
2026070403020306,1,07032054,15,       1540,  42.4,  21.2,  20.5,   9.9,  49.2,   6.3,  16.2,  45.6,  82.1,   2.4,  24.6,  49.2,   5.0,  26.7,  22.4
