ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026070510020407,1,07041935,16,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070510020407,1,07041943,16,         78,   5.6,  12.4,   6.2,   5.2,  20.8,  15.6,  31.2,   0.0,   0.0,   0.0,  20.8,   0.0,   5.2,  15.6,   0.0,   5.2
2026070510020407,1,07041951,16,        343,   2.0,  16.1,  22.8,  15.2,  34.3,  34.3,   6.3,  45.7,  68.6, 137.2,  54.8, 137.2,  15.2,   7.4,  91.4,  11.4
2026070510020407,1,07042000,16,        433,   2.3,  15.0,  24.7,  15.7,  31.4,  34.6,   4.3,  43.3,  38.4, 115.4,  57.7,  86.6,  16.4,   8.8,  43.3,  12.8
2026070510020407,1,07042008,16,        550,   2.6,   9.3,  20.9,  16.9,  33.8,  31.4,   4.9,  48.8,  40.0,  62.8,  33.8,  48.8,  16.2,   8.6,  44.0,  12.2
2026070510020407,1,07042016,16,        678,   3.0,   9.1,  15.0,  18.7,  30.1,  28.5,   5.2,  31.9,  33.9,  28.5,  33.9,  38.7,  16.4,   9.3,  24.6,  12.9
2026070510020407,1,07042024,16,        841,   3.4,   8.4,  16.8,  12.9,  28.0,  26.9,   5.7,  22.4,  29.2,  29.2,  32.0,  35.4,  16.4,   9.7,  24.9,  12.4
2026070510020407,1,07042033,16,        883,   3.4,   8.7,  17.6,  13.3,  27.1,  27.1,   5.2,  21.4,  29.4,  29.4,  33.6,  33.6,  16.8,   9.9,  24.3,  12.8
2026070510020407,1,07042041,16,       1043,   3.8,   8.4,  19.4,  15.1,  26.0,  26.9,   4.7,  22.5,  32.0,  33.3,  21.3,  36.2,  18.9,   8.9,  26.9,  11.2
2026070510020407,1,07042049,16,       1135,   3.9,   8.3,  20.6,  15.3,  24.5,  29.2,   4.8,  18.9,  30.2,  34.9,  22.7,  30.2,  20.1,   8.1,  27.5,  11.9
