ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘,18î‘
2026071810020709,1,07171839,18,         52,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071810020709,1,07171848,18,         79,  63.2,  63.2,  31.6,  31.6,   0.0,  63.2,   0.0,  63.2,   0.0,  63.2,   1.2,   0.0,  31.6,   0.0,   0.0,  15.8,  63.2,   5.7
2026071810020709,1,07171856,18,        155, 124.0,  31.0,  15.5,  62.0,   0.0, 124.0,   0.0,  11.2, 124.0,   8.2,   1.8, 124.0,  20.6,   0.0,   0.0,   8.8, 124.0,   5.3
2026071810020709,1,07171904,18,        192, 153.6,  38.4,   5.9,  51.2,   0.0, 153.6,   0.0,  11.8,  76.8,   9.6,   2.2, 153.6,   9.0,   0.0,   0.0,  10.2,  76.8,   6.6
2026071810020709,1,07171912,18,        200, 160.0,  32.0,   5.5,  53.3,   0.0, 160.0,   0.0,  12.3,  80.0,  10.0,   2.3, 160.0,   8.8, 160.0,   0.0,  10.6,  53.3,   6.9
2026071810020709,1,07171921,18,        430, 114.6,  57.3,   4.7,  68.8, 344.0, 344.0,   0.0,   2.9, 114.6,  20.2,   4.9, 172.0,  11.0, 172.0,   0.0,  13.2,   6.4,  14.9
2026071810020709,1,07171929,18,        491, 130.9,  65.4,   5.1,  78.5, 392.8, 392.8, 392.8,   3.4,  78.5,  23.1,   5.4, 196.4,  11.2, 196.4,   0.0,   5.5,   7.1,  16.3
2026071810020709,1,07171937,18,        710,  81.1,  71.0,   4.9,  81.1, 568.0, 113.6, 284.0,   4.7,  35.5,  27.0,   6.9, 189.3,  14.9, 189.3,   0.0,   3.1,   8.6,  16.2
2026071810020709,1,07171945,18,        750,  85.7,  50.0,   4.7,  66.6, 200.0,  75.0, 150.0,   5.0,  30.0,  27.2,   7.2, 200.0,  14.6, 150.0,   0.0,   3.2,   9.0,  16.2
2026071810020709,1,07171954,18,        884,  78.5,  50.5,   5.2,  50.5, 235.7,  70.7,  78.5,   4.1,  33.6,  26.1,   7.3, 117.8,  15.7, 176.8, 707.2,   3.3,   9.9,  17.6
2026071810020709,1,07172002,18,        937,  83.2,  53.5,   5.4,  49.9, 249.8,  62.4,  83.2,   4.4,  35.6,  18.2,   7.7, 124.9,  12.9, 187.4, 749.6,   3.3,   9.8,  17.8
2026071810020709,1,07172010,18,       1004,  89.2,  57.3,   5.0,  53.5, 267.7,  66.9,  80.3,   4.7,  36.5,  18.2,   7.4,  89.2,  12.5, 200.8, 401.6,   3.4,  10.0,  17.4
2026071810020709,1,07172018,18,       1305, 116.0,  74.5,   4.5,  69.6, 261.0,  80.3, 104.4,   5.9,  45.3,  22.6,   9.5, 104.4,  10.0, 174.0, 522.0,   2.5,  13.0,  22.6
2026071810020709,1,07172027,18,       1427, 126.8,  71.3,   4.7,  76.1, 285.4,  67.1, 114.1,   6.4,  49.6,  24.2,   9.5,  95.1,   9.9, 163.0, 380.5,   2.5,   9.7,  23.2
2026071810020709,1,07172035,18,       1516, 134.7,  75.8,   4.5,  75.8, 242.5,  67.3, 121.2,   6.7,  44.9,  24.7,   8.8,  67.3,   9.7, 151.6, 303.2,   2.6,   9.7,  24.7
2026071810020709,1,07172043,18,       1695, 123.2,  43.7,   4.4,  43.7, 226.0,  56.5, 113.0,   7.3,  41.0,  13.4,   8.7,  61.6,  10.5, 113.0, 226.0,   2.9,  10.5,  27.1
2026071810020709,1,07172051,18,       1797,  68.4,  37.8,   4.6,  46.3,  89.8,  59.9,  79.8,   7.6,  41.0,  13.6,   9.1,  65.3,  10.6,  62.5,  84.5,   3.0,  10.9,  23.1
2026071810020709,1,07172100,18,       2029,  77.2,  42.7,   5.0,  50.7, 101.4,  67.6,  81.1,   8.3,  39.5,  14.7,   7.8,  70.5,   9.7,  67.6,  90.1,   2.8,  11.4,  23.5
2026071810020709,1,07172108,18,       2105,  80.1,  44.3,   5.2,  52.6, 105.2,  70.1,  80.1,   8.2,  41.0,  15.1,   8.0,  73.2,   9.3,  67.3,  93.5,   2.8,  10.7,  24.4
2026071810020709,1,07172116,18,       2424,  80.8,  46.1,   3.6,  60.6, 114.0,  74.5,  74.5,   9.3,  40.4,  16.8,   7.9,  71.8,   9.8,  77.5, 107.7,   3.1,  12.1,  23.9
2026071810020709,1,07172124,18,       2495,  83.1,  46.4,   3.7,  60.4, 117.4,  73.9,  73.9,   9.5,  41.5,  15.9,   8.0,  64.3,   9.4,  79.8, 105.0,   3.2,  10.9,  24.3
2026071810020709,1,07172133,18,       2972,  19.1,  50.5,   4.2,  67.9, 139.8,  88.0,  84.9,  11.1,  47.5,  15.9,   9.4,  69.9,  10.5,  95.1, 118.8,   2.6,  12.8,  27.9
2026071810020709,1,07172141,18,       3135,  20.2,  51.1,   4.2,  69.6, 132.0,  80.9,  80.9,  11.6,  50.1,  15.6,   9.3,  64.3,  10.8,  96.4, 119.4,   2.5,  13.3,  28.8
2026071810020709,1,07172149,18,       3250,  20.6,  50.9,   4.3,  70.2, 136.8,  81.2,  78.7,  11.8,  41.9,  15.6,   8.6,  63.4,  10.7, 100.0, 113.0,   2.6,  12.6,  29.5
2026071810020709,1,07172157,18,       4050,  25.7,  62.3,   4.7,  87.5, 170.5,  98.1,  98.1,  14.3,  48.3,  18.2,  10.4,  75.3,  12.6, 124.6, 140.8,   2.0,  13.9,  36.8
2026071810020709,1,07172206,18,       4215,  26.7,  59.1,   4.7,  82.2, 177.4,  99.1, 102.1,  13.8,  48.1,  18.5,  10.7,  78.4,  12.3, 124.8, 146.6,   1.9,  14.2,  34.0
