ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026071103020511,1,07101832,9,          6,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071103020511,1,07101840,9,         28,   0.0,   3.7,   1.2,   0.0,   0.0,   0.0,   0.0,   5.6,   0.0
2026071103020511,1,07101848,9,         90,  14.4,   6.0,   3.0,  36.0,  10.2,   4.5,   0.0,  14.4,   3.7
2026071103020511,1,07101856,9,        373,  42.6,  24.8,  11.0,   6.3,  13.5,   1.3,   0.0,  49.7,  12.9
2026071103020511,1,07101905,9,        622,  10.3,  33.1,   6.3,  10.3,  12.7,   1.8,  12.1,  82.9,   6.8
2026071103020511,1,07101913,9,        679,  11.3,  28.5,   5.7,   9.3,  13.5,   1.9,  12.0,  90.5,   6.0
2026071103020511,1,07101921,9,       1053,  16.8,  33.6,   8.4,  10.1,  19.1,   1.4,  18.3, 105.3,   7.8
2026071103020511,1,07101929,9,       1095,  17.5,  31.2,   7.8,   9.8,  19.4,   1.4,  15.1,  67.3,   7.8
2026071103020511,1,07101938,9,       1379,  20.4,  36.7,   7.6,   7.1,   6.5,   1.8,  16.9,  68.9,   7.1
2026071103020511,1,07101946,9,       1553,  17.4,  40.0,   7.7,   7.8,   7.3,   2.0,  17.4,  23.8,   5.5
2026071103020511,1,07101954,9,       2011,  20.6,  35.7,   4.1,   9.0,   4.9,   2.5,  21.1,  29.7,   6.6
2026071103020511,1,07102002,9,       2141,  17.3,  37.2,   4.2,   8.5,   4.8,   2.6,  21.9,  29.5,   6.5
2026071103020511,1,07102011,9,       2453,   9.3,  39.2,   4.4,   9.1,   5.4,   2.8,  22.0,  24.2,   6.0
2026071103020511,1,07102019,9,       2628,   8.1,  38.9,   4.3,   9.0,   5.5,   3.0,  22.8,  23.3,   6.2
2026071103020511,1,07102027,9,       2758,   8.3,  33.9,   4.3,   8.3,   5.7,   3.1,  21.0,  22.5,   5.9
2026071103020511,1,07102035,9,       2929,   8.7,  27.8,   4.5,   8.1,   5.8,   3.3,  13.6,  22.9,   6.0
2026071103020511,1,07102044,9,       3316,   9.2,  26.7,   4.7,   9.0,   6.0,   3.6,  14.3,  20.5,   4.3
2026071103020511,1,07102052,9,       3435,   9.4,  24.1,   4.7,   9.0,   6.0,   3.7,  14.6,  21.3,   4.2
2026071103020511,1,07102100,9,       3687,   9.8,  24.5,   4.9,   8.1,   5.1,   3.9,  14.4,  21.2,   4.5
2026071103020511,1,07102108,9,       4071,  10.3,  26.6,   5.1,   5.1,   5.5,   4.2,  14.4,  23.2,   4.9
2026071103020511,1,07102117,9,       4355,  10.4,  28.0,   4.6,   5.2,   5.8,   4.4,  15.0,  23.7,   4.8
2026071103020511,1,07102125,9,       5055,  12.0,  32.3,   3.2,   5.9,   6.6,   4.9,  17.2,  24.6,   4.8
2026071103020511,1,07102133,9,       5716,  12.8,  31.5,   3.5,   4.8,   6.2,   5.2,  18.8,  27.3,   4.7
2026071103020511,1,07102141,9,       5941,  12.9,  31.2,   3.6,   4.9,   6.4,   4.6,  19.0,  26.8,   4.9
2026071103020511,1,07102150,9,       6269,  11.9,  31.3,   3.7,   5.0,   6.6,   4.7,  19.2,  20.8,   4.9
2026071103020511,1,07102158,9,       6392,  11.7,  30.8,   3.7,   4.9,   6.7,   4.7,  19.0,  20.7,   4.9
2026071103020511,1,07102206,9,       6752,  11.1,  30.6,   3.5,   5.2,   6.9,   4.8,  19.0,  20.9,   4.9
