ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026062810020211,1,06271932,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062810020211,1,06271940,8,        131,  34.9,  26.2,  14.9,   6.9,  26.2,   1.3,  26.2,   6.5
2026062810020211,1,06271949,8,        315,  14.0,  31.5,  16.8,   4.6,  16.8,   2.1,  22.9,   3.3
2026062810020211,1,06271957,8,        629,  16.2,   5.7,   7.8,   6.5,  25.1,   2.9,  25.1,   3.2
2026062810020211,1,06272005,8,        906,  14.7,   7.7,   8.7,   7.3,  21.9,   2.5,  16.1,   3.3
2026062810020211,1,06272013,8,       1062,  16.9,   7.0,   9.6,   7.3,  22.3,   2.4,  15.4,   3.4
2026062810020211,1,06272022,8,       1481,  19.7,   9.3,   9.7,   7.2,  16.2,   2.5,  16.6,   2.9
2026062810020211,1,06272030,8,       1691,  20.8,  10.5,   9.3,   7.1,  17.5,   2.3,  18.0,   3.1
2026062810020211,1,06272038,8,       1917,  18.9,  10.4,   9.2,   6.9,  16.1,   2.3,  17.8,   3.3
2026062810020211,1,06272046,8,       2057,  19.1,  10.8,   8.8,   7.3,  17.1,   2.3,  18.0,   3.1
2026062810020211,1,06272055,8,       2464,  21.9,  10.8,   9.3,   7.5,  17.7,   2.0,  17.4,   3.6
2026062810020211,1,06272103,8,       2629,  21.0,  10.5,   9.3,   7.1,  18.4,   2.1,  16.5,   3.7
2026062810020211,1,06272111,8,       3070,  22.3,  11.8,  10.4,   6.7,  17.4,   2.1,   9.5,   4.0
2026062810020211,1,06272119,8,       3395,  24.2,  12.0,  10.6,   7.2,  18.3,   2.3,  10.0,   3.2
2026062810020211,1,06272128,8,       3902,  27.1,  13.5,  10.4,   7.6,  20.0,   2.2,   9.1,   3.3
2026062810020211,1,06272136,8,       4328,  29.3,  12.0,  10.4,   8.2,  20.2,   2.3,   9.6,   2.9
2026062810020211,1,06272144,8,       4556,  29.1,  10.4,  10.9,   8.5,  20.5,   2.3,   9.9,   2.9
2026062810020211,1,06272152,8,       4899,  24.9,  10.3,  10.1,   8.6,  18.2,   2.3,  10.4,   3.0
2026062810020211,1,06272201,8,       5323,  24.1,  10.5,  10.6,   9.0,  19.6,   2.2,  10.7,   3.1
2026062810020211,1,06272209,8,       5759,  16.6,  10.9,  10.4,   9.0,  19.7,   2.2,  10.5,   3.3
2026062810020211,1,06272217,8,       6291,  17.4,  11.8,  11.0,   9.4,  20.8,   2.1,   9.0,   3.4
2026062810020211,1,06272225,8,       6518,  18.0,  12.2,  11.3,   9.5,  21.4,   2.1,   9.1,   3.3
2026062810020211,1,06272234,8,       6897,  18.0,  12.3,  10.7,   9.5,  21.1,   2.1,   9.0,   3.3
2026062810020211,1,06272242,8,       7295,  19.0,  13.0,  11.2,   9.5,  20.8,   2.2,   9.4,   3.0
2026062810020211,1,06272250,8,       7880,  19.8,  12.5,  11.5,  10.0,  21.5,   2.1,   9.8,   3.0
2026062810020211,1,06272258,8,       8839,  22.0,  13.5,  12.9,  10.5,  23.8,   2.2,  10.6,   2.7
2026062810020211,1,06272307,8,       9262,  22.9,  13.6,  12.3,  10.4,  24.2,   2.1,  10.7,   2.7
2026062810020211,1,06272315,8,       9448,  22.4,  13.8,  11.9,  10.5,  24.5,   2.1,  10.7,   2.7
2026062810020211,1,06272323,8,       9700,  21.2,  13.3,  11.5,  10.6,  25.1,   2.1,  10.5,   2.8
2026062810020211,1,06272331,8,      10101,  21.8,  13.8,  11.7,  11.0,  25.4,   2.0,  10.9,   2.8
2026062810020211,1,06272340,8,      10553,  22.3,  14.3,  12.1,  11.2,  25.4,   1.9,  11.4,   2.9
2026062810020211,1,06272348,8,      10706,  22.0,  14.2,  12.0,  10.9,  24.9,   2.0,  11.2,   2.9
2026062810020211,1,06272356,8,      10906,  22.2,  14.4,  11.6,  11.0,  24.6,   2.0,  11.3,   3.0
2026062810020211,1,06280009,8,      11364,  22.7,  14.5,  10.4,  10.0,  25.1,   2.0,  11.6,   3.0
2026062810020211,1,06280017,8,      11485,  22.7,  14.6,  10.5,  10.0,  24.9,   2.0,  11.3,   3.0
2026062810020211,1,06280025,8,      12213,  24.0,  15.3,  11.2,  10.5,  26.2,   1.9,  11.6,   3.1
2026062810020211,1,06280033,8,      12437,  23.9,  15.5,  11.3,  10.4,  25.8,   1.9,  11.1,   3.1
2026062810020211,1,06280042,8,      12510,  24.0,  15.5,  11.2,  10.3,  25.4,   1.9,  11.1,   3.2
2026062810020211,1,06280050,8,      12568,  23.5,  15.3,  11.2,  10.2,  25.3,   1.9,  11.1,   3.2
2026062810020211,1,06280058,8,      12868,  23.3,  15.5,  10.6,  10.2,  23.5,   1.9,  11.2,   3.2
2026062810020211,1,06280106,8,      13053,  23.5,  15.4,   9.5,  10.3,  23.6,   1.9,  11.3,   3.2
2026062810020211,1,06280115,8,      13272,  23.9,  15.5,   9.6,  10.3,  23.4,   1.9,  11.4,   3.2
2026062810020211,1,06280123,8,      13494,  24.2,  15.3,   9.6,  10.5,  23.7,   2.0,  11.3,   3.1
2026062810020211,1,06280131,8,      13621,  23.8,  15.3,   9.6,  10.3,  23.8,   2.0,  11.4,   3.1
2026062810020211,1,06280139,8,      14133,  24.7,  15.7,  10.0,  10.2,  24.7,   1.9,  11.8,   3.2
2026062810020211,1,06280148,8,      14243,  24.8,  15.6,  10.0,  10.0,  24.9,   1.9,  11.5,   3.2
2026062810020211,1,06280156,8,      14755,  25.7,  16.1,  10.3,  10.4,  25.7,   1.8,  11.9,   3.3
2026062810020211,1,06280204,8,      15500,  26.8,  16.4,  10.8,  10.6,  26.6,   1.9,  12.4,   3.0
2026062810020211,1,06280212,8,      15558,  26.9,  16.0,  10.9,  10.7,  26.7,   1.9,  12.4,   3.0
2026062810020211,1,06280221,8,      15636,  27.0,  15.8,  10.9,  10.7,  26.7,   1.9,  12.4,   3.0
