ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026071803020706,1,07171834,15,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0
2026071803020706,1,07171842,15,          6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   4.8,   0.0,   0.0,   2.4,   0.0,   1.6,   0.0,   0.0
2026071803020706,1,07171850,15,         88,  14.0,   0.0,   0.0,  70.4,  70.4,   0.0,   0.0,  70.4,   0.0,   0.0,  35.2,   1.1,  14.0,   0.0,  23.4
2026071803020706,1,07171859,15,         98,   7.1,   0.0,   0.0,  39.2,  78.4,   0.0,  78.4,  78.4,  78.4,   0.0,  39.2,   1.1,  13.0,   0.0,  26.1
2026071803020706,1,07171907,15,        102,   7.4,   0.0,   0.0,  27.2,  40.8,   0.0,  81.6,  81.6,  40.8,   0.0,  40.8,   1.1,  13.6,   0.0,  20.4
2026071803020706,1,07171915,15,        159,   3.4,   0.0,   0.0,  31.8,   5.5,  21.2,  63.6, 127.2,  63.6,   0.0,  63.6,   1.7,  21.2,   0.0,  31.8
2026071803020706,1,07171923,15,        183,   3.5,   0.0,   0.0,  36.6,   6.3,  20.9,  73.2,  73.2,  20.9, 146.4,  48.8,   2.0,   9.1,   0.0,  29.2
2026071803020706,1,07171932,15,        209,   3.7, 167.2,   0.0,  33.4,   6.4,  20.9,  55.7,  83.6,  20.9,  83.6,  55.7,   2.0,   9.2,   0.0,  27.8
2026071803020706,1,07171940,15,        274,   3.9,  54.8,   0.0,  36.5,   6.4,  19.9,  54.8, 109.6,  21.9,  12.8,  73.0,   2.3,  11.5,   0.0,  14.6
2026071803020706,1,07171948,15,        295,   4.2,  29.5,   0.0,  33.7,   6.9,  19.6,  47.2,  78.6,  19.6,  13.8,  78.6,   2.4,  11.8, 118.0,  11.8
2026071803020706,1,07171956,15,        352,   3.5,  25.6, 281.6,  40.2,   6.5,  21.6,  46.9,  93.8,  16.5,  14.8,  93.8,   2.7,  12.2, 140.8,  12.2
2026071803020706,1,07172005,15,        387,   3.4,  19.3, 309.6,  38.7,   7.0,  22.1,  51.6, 103.2,  18.2,  10.3,  77.4,   3.0,  13.4, 154.8,  12.3
2026071803020706,1,07172013,15,        431,   3.3,  19.1, 172.4,  38.3,   7.8,  24.6,  49.2,  86.2,  15.6,  10.7,  86.2,   3.0,  14.3, 114.9,  10.7
2026071803020706,1,07172021,15,        469,   3.2,  16.3, 187.6,  34.1,   8.3,  26.8,  53.6,  93.8,  16.3,  11.7,  25.0,   3.2,  15.0, 125.0,  10.7
2026071803020706,1,07172029,15,        595,   2.8,  10.8, 238.0,  43.2,   9.5,  34.0,  68.0,  95.2,  20.6,  14.4,  31.7,   3.4,  14.4, 119.0,  10.1
2026071803020706,1,07172038,15,        645,   3.0,   6.9, 258.0,  34.4,  10.1,  36.8,  73.7, 103.2,  22.4,  14.3,  34.4,   3.6,  12.9, 129.0,  10.5
2026071803020706,1,07172046,15,        726,   3.2,   6.7, 116.1,  32.2,  10.9,  36.3,  58.0,  96.8,  19.3,  14.5,  36.3,   3.8,   9.3, 145.2,  11.1
2026071803020706,1,07172054,15,        790,   3.5,   6.5,  39.5,  35.1,  11.9,  39.5,  63.2,  57.4,  21.0,  14.6,  33.2,   3.6,   9.8,  70.2,  11.9
2026071803020706,1,07172102,15,        823,   3.5,   6.6,  41.1,  36.5,  12.1,  41.1,  54.8,  59.8,  19.3,  14.9,  29.9,   3.6,   9.8,  65.8,  11.9
2026071803020706,1,07172111,15,        835,   3.6,   6.7,  41.7,  35.1,  11.9,  41.7,  55.6,  60.7,  18.5,  14.2,  29.0,   3.6,   9.9,  66.8,  11.9
2026071803020706,1,07172119,15,        891,   3.6,   6.8,  37.5,  35.6,  12.2,  41.9,  50.9,  59.4,  18.7,  12.0,  30.9,   3.5,  10.6,  71.2,  12.2
2026071803020706,1,07172127,15,        933,   3.7,   7.1,  39.2,  32.4,  11.8,  43.9,  49.7,  57.4,  18.6,  12.0,  32.4,   3.5,  10.9,  67.8,  11.6
2026071803020706,1,07172135,15,       1128,   2.8,   8.5,  45.1,  37.6,  11.8,  50.1,  47.4,  69.4,  17.3,  13.2,  37.6,   4.1,  10.6,  82.0,  12.7
2026071803020706,1,07172144,15,       1207,   2.9,   8.9,  45.9,  38.6,  12.5,  50.8,  43.8,  74.2,  17.8,  11.7,  38.6,   4.1,  11.2,  87.7,   9.3
2026071803020706,1,07172152,15,       1318,   3.1,   9.5,  43.9,  40.5,  11.4,  50.2,  39.0,  75.3,  18.8,  12.5,  40.5,   3.5,  11.7,  95.8,  10.1
2026071803020706,1,07172200,15,       1562,   2.7,   9.9,  52.0,  30.4,  12.8,  52.0,  46.2,  89.2,  20.8,  14.8,  34.7,   3.9,  11.0,  89.2,   9.5
2026071803020706,1,07172208,15,       1653,   2.8,  10.1,  47.2,  32.2,  11.7,  52.8,  47.2,  88.1,  16.9,  15.0,  28.7,   4.1,  11.6,  88.1,   8.8
2026071803020706,1,07172217,15,       1808,   3.0,  10.4,  51.6,  33.6,  11.7,  55.6,  49.8,  96.4,  18.0,  16.2,  31.4,   3.4,  12.5,  96.4,   8.3
2026071803020706,1,07172225,15,       1875,   3.1,  10.7,  50.0,  30.6,  10.9,  51.7,  42.8, 100.0,  18.5,  16.6,  32.6,   3.4,  12.7,  93.7,   8.1
2026071803020706,1,07172233,15,       1940,   3.2,  11.0,  50.0,  31.0,  10.9,  53.5,  39.7,  97.0,  18.6,  17.2,  30.4,   3.5,  12.8,  91.2,   7.1
2026071803020706,1,07172242,15,       2047,   3.1,  11.2,  51.1,  32.7,  11.2,  52.8,  41.9,  86.1,  19.0,  16.7,  29.7,   3.5,  13.3,  96.3,   7.2
2026071803020706,1,07172250,15,       2130,   3.1,  11.5,  53.2,  34.0,  10.8,  53.2,  41.5,  89.6,  19.8,  17.0,  30.4,   3.5,  12.6,  94.6,   7.2
