ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026071103020510,1,07101840,9,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0
2026071103020510,1,07101848,9,         30,   3.0,   6.0,   0.0,   0.0,  24.0,   0.0,   0.0,   1.6,  12.0
2026071103020510,1,07101856,9,         36,   3.6,   4.1,  28.8,   0.0,  28.8,   0.0,   0.0,   1.6,  14.4
2026071103020510,1,07101905,9,         86,   3.8,   5.7,  34.4,   0.0,  34.4,  68.8,  34.4,   1.4,  22.9
2026071103020510,1,07101913,9,        153,   4.5,   2.6,  40.8, 122.4,  40.8,   7.6,  30.6,   2.4,  40.8
2026071103020510,1,07101921,9,        182,   5.3,   2.7,  48.5, 145.6,  36.4,   8.0,  36.4,   2.1,  29.1
2026071103020510,1,07101929,9,        211,   6.0,   2.8,  56.2,  84.4,  28.1,   8.0,  28.1,   2.3,  11.2
2026071103020510,1,07101938,9,        257,   6.4,   3.3,  51.4,  41.1,  12.0,   8.9,  10.2,   2.6,  12.8
2026071103020510,1,07101946,9,        637,   9.2,   5.9,  50.9, 101.9,  29.9,  18.2,  23.1,   1.3,  18.2
2026071103020510,1,07101954,9,        729,   8.7,   6.4,  38.8,  72.9,  18.2,  20.1,  20.1,   1.3,  18.2
2026071103020510,1,07102002,9,        870,  10.2,   5.5,  46.4,  77.3,  21.0,  17.8,   8.8,   1.5,  16.1
2026071103020510,1,07102011,9,       1058,   5.0,   6.0,  32.5,  33.8,  20.6,  21.7,   9.9,   1.7,  16.5
2026071103020510,1,07102019,9,       1080,   4.9,   6.2,  33.2,  34.5,  18.3,  20.0,  10.1,   1.7,  16.3
2026071103020510,1,07102027,9,       1128,   5.0,   6.0,  31.1,  28.2,  18.4,  20.0,  10.0,   1.8,  14.3
2026071103020510,1,07102035,9,       1188,   4.4,   6.2,  32.7,  29.7,  19.0,  21.1,  10.0,   1.8,  14.6
2026071103020510,1,07102044,9,       1365,   4.6,   6.7,  35.2,  33.0,  21.4,   9.5,  11.1,   1.9,  13.6
2026071103020510,1,07102052,9,       1441,   4.4,   6.3,  34.9,  32.9,  22.1,  10.0,  11.7,   1.9,  13.2
2026071103020510,1,07102100,9,       1488,   4.5,   6.1,  32.1,  31.3,  22.4,   9.7,  12.1,   2.0,  12.8
2026071103020510,1,07102108,9,       1543,   4.7,   6.0,  32.4,  30.1,  19.2,   9.4,  12.2,   2.0,  11.9
2026071103020510,1,07102117,9,       1777,   5.3,   6.8,  23.6,  30.2,  19.4,  10.7,  12.9,   1.8,  12.6
2026071103020510,1,07102125,9,       1871,   4.9,   6.9,  24.5,  28.7,  17.8,  11.0,  13.2,   1.9,  11.3
