ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026062810020209,1,06271931,8,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062810020209,1,06271940,8,         12,   0.0,   0.0,   9.6,   9.6,   2.4,   1.6,   0.0,   0.0
2026062810020209,1,06271948,8,         77,   0.0,   4.1,  20.5,   2.3,   7.7,   4.7,   8.8,  12.3
2026062810020209,1,06271956,8,        162, 129.6,   5.6,  14.4,   4.6,   6.1,   8.1,  10.8,   2.4
2026062810020209,1,06272004,8,        236,  31.4,   7.5,  12.5,   5.1,   6.2,   8.9,   4.4,   3.1
2026062810020209,1,06272013,8,        284,  37.8,   8.1,   8.4,   5.4,   5.5,  10.8,   4.5,   3.2
2026062810020209,1,06272021,8,        382,  38.2,   8.9,   8.0,   6.5,   5.9,  10.9,   3.0,   4.0
2026062810020209,1,06272029,8,        477,  38.1,   8.4,   8.6,   7.0,   5.7,  10.9,   2.6,   4.8
2026062810020209,1,06272037,8,        631,  42.0,   7.4,   7.7,   8.4,   7.0,  13.2,   2.4,   4.5
2026062810020209,1,06272046,8,        725,  44.6,   7.2,   7.4,   9.3,   7.5,  14.5,   2.2,   5.0
2026062810020209,1,06272054,8,        867,  43.3,   7.9,   6.7,  10.3,   6.5,  14.4,   2.1,   5.5
2026062810020209,1,06272102,8,        936,  46.8,   6.4,   6.8,  10.8,   6.9,  13.6,   2.2,   5.8
2026062810020209,1,06272110,8,       1044,  43.9,   7.0,   5.3,  11.1,   7.0,  13.9,   2.3,   5.9
2026062810020209,1,06272119,8,       1289,  46.8,   8.5,   3.6,  13.0,   6.6,  16.3,   2.5,   6.6
2026062810020209,1,06272127,8,       1491,  49.7,   9.3,   3.5,  14.2,   5.9,  13.8,   2.5,   7.4
2026062810020209,1,06272135,8,       1749,  51.8,  10.9,   3.1,  15.2,   6.7,  16.2,   2.3,   8.2
2026062810020209,1,06272143,8,       1849,  46.2,  11.4,   3.2,  13.9,   6.4,  13.0,   2.4,   8.5
2026062810020209,1,06272152,8,       1944,  42.0,  11.3,   3.3,  10.9,   6.3,  13.1,   2.4,   8.9
2026062810020209,1,06272200,8,       2034,  41.7,  11.5,   3.4,  10.3,   6.0,  13.4,   2.5,   8.7
2026062810020209,1,06272208,8,       2216,  12.6,  12.3,   3.7,  11.0,   5.9,  14.2,   2.5,   9.3
2026062810020209,1,06272216,8,       2458,  13.7,  13.5,   4.0,   8.6,   6.4,   9.9,   2.7,   8.3
2026062810020209,1,06272225,8,       2499,  13.9,  12.8,   4.1,   8.8,   6.2,   9.9,   2.7,   8.4
2026062810020209,1,06272233,8,       2771,  14.7,  14.1,   4.4,   9.1,   6.3,  10.7,   2.4,   8.7
2026062810020209,1,06272241,8,       3103,  16.5,  15.3,   3.9,   9.5,   6.4,  11.9,   2.3,   9.4
