ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026062102010411,1,06201932,15,          2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0
2026062102010411,1,06201940,15,        101,  20.2,   6.2,  11.5,   0.0,  16.1,   3.5,   0.0,   0.0,  40.4,   0.0,  40.4,  20.2,   3.8,   0.0,   4.0
2026062102010411,1,06201949,15,        587,  58.7,   4.3,  26.0,  42.6,  18.0,   3.9,  58.7,  67.0,  33.5,  39.1, 117.4,   3.0,   8.8,  52.1,  13.0
2026062102010411,1,06201957,15,        821,  82.1,   5.4,  13.9,  50.5,  22.6,   4.9,  82.1,  82.1,  43.7,  19.9,  38.6,   4.1,   8.4,  50.5,   4.7
2026062102010411,1,06202005,15,       1137,  56.8,   5.7,   8.0,  64.9,  14.6,   5.4,  75.8, 101.0,  45.4,  18.9,  22.1,   4.6,   9.6,  23.9,   6.0
2026062102010411,1,06202013,15,       1600,  53.3,   7.7,   7.5,  80.0,  16.2,   5.4,  55.6, 116.3,  55.6,  14.3,  12.6,   4.6,   7.3,  22.8,   8.1
2026062102010411,1,06202022,15,       2312,  16.6,  10.3,   7.4,  18.8,  19.6,   4.1,  36.2,  77.0,  44.0,  19.0,  14.2,   6.2,   9.0,  24.3,   8.7
2026062102010411,1,06202030,15,       2587,  18.4,  11.4,   7.3,  20.6,  18.6,   3.6,  39.0,  76.6,  34.4,  18.4,  13.7,   6.3,   9.9,  23.7,   9.7
2026062102010411,1,06202038,15,       3191,  21.0,  11.8,   7.7,  21.6,  19.6,   4.0,  44.0,  41.1,  39.2,  21.4,   7.5,   6.7,  10.2,  16.7,  11.0
2026062102010411,1,06202046,15,       3587,  22.0,  12.9,   7.9,  21.7,  18.5,   3.5,  48.6,  40.4,  35.8,  19.2,   8.3,   7.0,  11.0,  17.9,  11.4
2026062102010411,1,06202055,15,       3962,  23.1,  12.7,   8.3,  23.8,  17.3,   3.6,  45.2,  44.0,  31.3,  14.4,   8.9,   7.0,  11.6,  14.6,  12.3
2026062102010411,1,06202103,15,       4390,  24.7,  13.9,   8.0,  25.0,  18.0,   3.6,  46.2,  46.2,  34.0,  15.6,   9.6,   7.0,  12.6,  13.9,   9.1
2026062102010411,1,06202111,15,       4828,  24.9,  12.1,   8.2,  26.8,  16.5,   3.7,  38.6,  41.9,  34.4,  16.5,   9.9,   6.3,  13.6,  14.3,  10.0
2026062102010411,1,06202119,15,       5590,  27.6,  13.3,   8.1,  28.4,  17.2,   4.2,  43.8,  47.5,  37.8,  17.5,   8.4,   6.4,   8.2,  14.9,  10.4
2026062102010411,1,06202128,15,       6246,  29.2,  12.9,   8.3,  29.3,  17.7,   4.2,  46.2,  45.0,  40.6,  18.6,   7.9,   6.5,   8.8,  14.4,   9.2
2026062102010411,1,06202136,15,       6501,  30.0,  13.2,   8.3,  30.2,  16.8,   4.1,  46.4,  46.4,  39.7,  18.5,   8.0,   6.4,   8.9,  14.2,   9.4
2026062102010411,1,06202144,15,       6970,  31.5,  13.3,   8.7,  31.6,  17.0,   4.3,  44.2,  48.9,  40.4,  19.5,   7.9,   6.2,   9.4,  13.6,   8.2
2026062102010411,1,06202152,15,       7250,  32.5,  13.5,   9.0,  31.8,  16.8,   4.4,  43.2,  48.3,  41.1,  18.8,   8.0,   5.6,   9.5,  13.9,   8.4
2026062102010411,1,06202201,15,       7734,  33.6,  13.8,   9.0,  29.3,  16.1,   4.5,  40.7,  44.1,  39.9,  19.0,   8.2,   5.5,   9.3,  13.1,   8.9
