ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026062105030605,1,06201934,13,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062105030605,1,06201942,13,        157, 125.6,  31.4,  11.4,   5.9,  11.4,  11.4,   9.6,  25.1,   2.9,  62.8,  25.1,  12.5,   6.2
2026062105030605,1,06201950,13,        435,  38.6,   6.9,  10.8,  10.8,   9.1,  19.3,   6.2,  58.0,   2.9,  69.6,  43.5,  10.2,  11.6
2026062105030605,1,06201959,13,        691,  61.4,   9.6,   9.2,  13.4,  11.0,  22.1,   6.9,  27.6,   3.1,  69.1,   9.5,   9.3,  11.5
2026062105030605,1,06202007,13,       1402,  80.1,  18.0,  15.1,  14.9,  20.0,  41.5,   3.6,  35.0,   2.3, 112.1,  19.0,   8.4,  14.3
2026062105030605,1,06202015,13,       1709,  48.8,  21.3,  10.1,  16.6,  23.5,  42.7,   4.3,  41.4,   2.1, 105.1,  20.7,   8.8,  13.6
2026062105030605,1,06202023,13,       2698,  59.9,  29.5,  15.4,  11.3,  34.8,  51.3,   5.5,  15.5,   3.0, 119.9,  31.7,   3.2,  13.0
2026062105030605,1,06202032,13,       2999,  59.9,  31.9,  16.4,  11.3,  35.2,  57.1,   4.8,  15.4,   2.9, 109.0,  35.2,   3.5,  13.7
2026062105030605,1,06202040,13,       3266,  59.3,  29.6,  16.8,  11.9,  33.9,  56.8,   4.5,  15.0,   2.8, 108.8,  37.3,   3.7,  14.3
2026062105030605,1,06202048,13,       3428,  57.1,  27.7,  17.0,   9.7,  34.2,  53.7,   4.7,  14.9,   2.9, 105.4,  38.6,   3.8,  14.2
2026062105030605,1,06202056,13,       3969,  51.2,  29.4,  15.8,  10.4,  31.1,  57.7,   5.4,  15.7,   2.4, 113.4,  43.4,   4.3,  13.0
2026062105030605,1,06202105,13,       4112,  51.4,  29.1,  16.1,   9.9,  29.1,  58.7,   5.4,  15.9,   2.5,  93.9,  41.6,   4.4,  13.1
2026062105030605,1,06202113,13,       4714,  56.2,  31.4,  17.1,   6.6,  30.1,  55.4,   5.9,  17.5,   2.4,  91.9,  46.5,   4.9,  12.2
2026062105030605,1,06202121,13,       4932,  52.6,  32.3,  16.2,   6.9,  30.8,  56.3,   5.6,  17.0,   2.4,  91.7,  48.7,   5.1,  12.3
2026062105030605,1,06202129,13,       5419,  51.0,  30.9,  16.5,   7.1,  31.1,  60.2,   5.8,  18.3,   2.3,  98.5,  46.6,   5.5,  12.7
2026062105030605,1,06202138,13,       5823,  47.0,  31.4,  17.5,   6.9,  32.1,  62.1,   5.5,  19.1,   2.2,  84.6,  48.5,   5.8,  13.0
2026062105030605,1,06202146,13,       6243,  44.5,  30.6,  14.5,   7.2,  32.2,  62.4,   5.6,  19.5,   2.2,  87.6,  50.4,   6.0,  12.1
2026062105030605,1,06202154,13,       6685,  46.5,  30.3,  15.2,   7.6,  28.4,  62.9,   5.9,  19.5,   2.1,  89.1,  52.9,   6.5,  12.8
2026062105030605,1,06202202,13,       7668,  50.2,  31.6,  13.1,   8.3,  31.4,  68.9,   6.4,  22.0,   1.9, 100.5,  60.1,   7.3,  11.5
2026062105030605,1,06202211,13,       7927,  49.1,  30.3,  11.6,   8.4,  29.7,  68.9,   6.6,  21.9,   1.9, 100.6,  61.5,   7.4,  11.4
2026062105030605,1,06202219,13,       8095,  49.0,  29.0,  11.6,   8.4,  28.9,  69.6,   6.6,  22.2,   2.0,  89.9,  61.0,   7.5,  11.1
2026062105030605,1,06202227,13,       9010,  51.4,  31.8,  12.8,   9.2,  31.7,  74.3,   4.1,  23.4,   2.1, 100.1,  68.0,   8.2,  12.1
2026062105030605,1,06202235,13,       9465,  52.9,  31.6,  12.8,   9.3,  27.2,  76.4,   4.1,  21.0,   2.2, 103.7,  46.4,   8.5,  11.8
2026062105030605,1,06202244,13,       9680,  54.1,  32.1,  12.2,   9.2,  26.5,  77.4,   4.2,  21.1,   2.2, 104.6,  46.6,   8.4,  12.0
2026062105030605,1,06202252,13,      10189,  56.6,  33.4,  12.2,   8.9,  26.0,  80.7,   4.3,  21.3,   2.2, 108.6,  47.9,   8.5,  11.7
2026062105030605,1,06202300,13,      10429,  55.9,  33.3,  12.3,   9.0,  25.8,  78.7,   4.1,  20.8,   2.2, 109.7,  49.0,   8.6,  11.8
2026062105030605,1,06202308,13,      10936,  57.1,  32.5,  12.1,   7.9,  22.4,  82.5,   4.2,  20.7,   2.3, 113.6,  51.4,   8.9,  12.1
2026062105030605,1,06202317,13,      11079,  56.8,  31.7,  12.2,   7.8,  22.5,  83.6,   4.2,  20.8,   2.3, 110.7,  52.1,   9.0,  12.0
2026062105030605,1,06202325,13,      11764,  56.6,  32.3,  12.6,   7.6,  18.4,  85.5,   4.3,  21.5,   2.3, 108.1,  54.4,   8.6,  12.4
2026062105030605,1,06202333,13,      12045,  57.3,  31.5,  12.3,   7.7,  18.7,  80.9,   4.4,  21.0,   2.3, 107.0,  55.0,   8.7,  12.6
2026062105030605,1,06202341,13,      12456,  50.3,  31.1,  11.7,   7.7,  19.2,  78.4,   4.4,  21.4,   2.3, 108.3,  56.6,   8.5,  12.4
2026062105030605,1,06202350,13,      12681,  50.4,  29.7,  11.9,   7.8,  19.5,  71.9,   4.5,  21.6,   2.3, 104.5,  55.7,   8.5,  11.2
2026062105030605,1,06202358,13,      12858,  49.6,  27.8,  11.8,   7.8,  19.5,  71.9,   4.5,  21.4,   2.3, 102.8,  56.5,   8.5,  11.1
2026062105030605,1,06210006,13,      13203,  51.0,  27.5,  12.0,   7.9,  16.6,  73.8,   4.7,  21.8,   2.3,  95.1,  57.4,   8.6,  11.2
2026062105030605,1,06210014,13,      13531,  50.8,  27.6,  11.0,   8.0,  14.5,  74.1,   4.8,  22.1,   2.4,  95.7,  55.2,   8.7,  11.4
2026062105030605,1,06210023,13,      13761,  50.4,  28.0,  11.1,   7.9,  14.6,  70.1,   4.8,  21.2,   2.4,  96.5,  54.2,   8.8,  11.4
2026062105030605,1,06210031,13,      13976,  49.9,  27.8,  10.8,   7.8,  14.6,  70.3,   4.9,  20.4,   2.4,  96.3,  54.0,   8.8,  11.5
2026062105030605,1,06210039,13,      14134,  50.4,  28.1,  10.8,   7.9,  14.7,  69.3,   4.9,  20.6,   2.3,  97.4,  52.1,   8.9,  11.6
2026062105030605,1,06210047,13,      14323,  50.9,  28.2,  10.8,   7.9,  14.1,  69.8,   4.9,  20.6,   2.4,  95.4,  52.5,   9.0,  11.8
2026062105030605,1,06210056,13,      14415,  50.3,  27.1,  10.7,   7.9,  14.1,  70.3,   4.9,  20.5,   2.4,  94.5,  52.8,   9.0,  11.7
2026062105030605,1,06210104,13,      14600,  47.6,  27.0,  10.8,   7.9,  14.3,  70.3,   5.0,  20.5,   2.4,  94.9,  53.3,   9.0,  11.4
2026062105030605,1,06210112,13,      14724,  47.1,  27.2,  10.8,   7.9,  14.3,  70.5,   4.8,  20.2,   2.4,  95.7,  53.7,   9.0,  11.4
2026062105030605,1,06210120,13,      14934,  46.6,  26.0,  10.8,   7.7,  14.3,  70.2,   4.9,  20.3,   2.4,  96.3,  52.6,   9.1,  11.3
2026062105030605,1,06210129,13,      15093,  46.9,  26.1,  10.9,   7.7,  14.2,  69.7,   4.9,  20.0,   2.4,  96.5,  52.9,   9.1,  11.3
2026062105030605,1,06210137,13,      15244,  46.7,  25.5,  10.9,   7.7,  14.3,  69.6,   4.9,  19.1,   2.4,  93.8,  53.4,   9.2,  11.2
2026062105030605,1,06210145,13,      15311,  46.5,  25.1,  10.9,   7.7,  14.2,  69.9,   4.9,  18.8,   2.4,  94.2,  53.7,   9.2,  11.1
2026062105030605,1,06210153,13,      15518,  46.8,  25.3,  10.8,   7.7,  14.3,  68.9,   5.0,  18.9,   2.4,  94.0,  53.7,   9.3,  10.7
2026062105030605,1,06210202,13,      15565,  45.7,  25.4,  10.8,   7.7,  14.4,  69.1,   5.0,  19.0,   2.4,  94.3,  53.6,   9.2,  10.7
2026062105030605,1,06210210,13,      15722,  44.7,  25.3,  10.5,   7.6,  14.4,  69.4,   4.9,  19.0,   2.5,  95.2,  53.9,   9.3,  10.8
2026062105030605,1,06210218,13,      15759,  44.8,  25.3,  10.5,   7.7,  14.1,  69.6,   5.0,  19.0,   2.5,  95.5,  54.1,   9.3,  10.9
2026062105030605,1,06210226,13,      15947,  44.9,  25.5,  10.5,   7.7,  14.2,  69.7,   5.0,  19.1,   2.4,  95.9,  54.2,   9.2,  11.0
2026062105030605,1,06210235,13,      16051,  43.5,  24.5,  10.6,   7.7,  14.3,  70.1,   5.0,  19.2,   2.4,  95.8,  54.6,   9.2,  11.0
2026062105030605,1,06210243,13,      16150,  43.6,  24.4,  10.4,   7.8,  14.3,  70.2,   5.0,  19.3,   2.5,  96.4,  54.7,   9.1,  10.9
2026062105030605,1,06210251,13,      16200,  43.7,  24.3,  10.3,   7.8,  14.3,  69.6,   5.0,  19.2,   2.5,  96.7,  54.6,   9.2,  10.9
2026062105030605,1,06210259,13,      16340,  43.8,  24.0,  10.4,   7.8,  14.3,  69.9,   4.9,  19.3,   2.5,  97.5,  54.9,   9.1,  10.9
2026062105030605,1,06210308,13,      16501,  44.2,  23.6,  10.2,   7.9,  14.5,  64.3,   4.9,  19.5,   2.5,  98.5,  55.4,   9.1,  10.8
2026062105030605,1,06210316,13,      16711,  44.4,  23.6,  10.2,   7.9,  14.6,  64.8,   4.9,  19.8,   2.5,  99.7,  56.1,   8.9,  10.9
2026062105030605,1,06210324,13,      16773,  43.9,  23.7,  10.0,   7.9,  14.6,  63.5,   4.9,  19.8,   2.5,  98.6,  56.3,   8.9,  11.0
2026062105030605,1,06210332,13,      16923,  44.2,  23.3,  10.1,   7.8,  14.7,  63.8,   5.0,  20.0,   2.5,  96.7,  56.8,   8.9,  10.7
2026062105030605,1,06210341,13,      16948,  44.3,  23.2,  10.1,   7.9,  14.6,  63.9,   5.0,  19.9,   2.5,  96.8,  56.9,   8.9,  10.7
2026062105030605,1,06210349,13,      17033,  44.0,  23.2,  10.1,   7.8,  14.4,  61.6,   5.0,  20.0,   2.5,  96.6,  57.0,   8.9,  10.7
2026062105030605,1,06210357,13,      17216,  44.5,  23.5,   9.5,   7.6,  14.5,  62.3,   5.0,  20.2,   2.5,  96.9,  57.6,   9.0,  10.8
2026062105030605,1,06210405,13,      17270,  44.5,  23.3,   9.5,   7.6,  14.6,  61.1,   5.0,  20.2,   2.5,  97.2,  57.8,   9.0,  10.8
2026062105030605,1,06210414,13,      17292,  44.4,  23.4,   9.5,   7.5,  14.6,  61.2,   5.0,  20.2,   2.5,  97.4,  57.8,   9.0,  10.8
2026062105030605,1,06210422,13,      17493,  44.5,  23.3,   9.4,   7.4,  14.8,  60.5,   5.1,  20.4,   2.5,  93.9,  58.0,   9.1,  10.9
2026062105030605,1,06210430,13,      17592,  44.6,  23.4,   9.3,   7.4,  14.8,  60.4,   5.1,  19.5,   2.5,  94.4,  58.1,   9.2,  10.8
2026062105030605,1,06210438,13,      17771,  45.1,  23.6,   9.3,   7.4,  14.7,  59.9,   5.1,  19.4,   2.5,  94.7,  57.7,   9.1,  10.9
2026062105030605,1,06210447,13,      17850,  45.0,  23.7,   9.2,   7.4,  14.7,  60.0,   5.2,  19.3,   2.5,  94.5,  57.8,   9.1,  10.9
2026062105030605,1,06210455,13,      18495,  45.5,  24.2,   9.6,   7.7,  15.2,  60.8,   5.2,  19.9,   2.4,  93.0,  58.4,   9.3,  11.1
2026062105030605,1,06210503,13,      18592,  44.2,  24.0,   9.5,   7.7,  15.2,  58.7,   5.3,  20.0,   2.4,  86.9,  56.5,   9.3,  11.2
2026062105030605,1,06210511,13,      18686,  43.7,  24.1,   9.5,   7.7,  15.3,  59.0,   5.3,  19.8,   2.4,  86.9,  56.6,   9.3,  11.2
2026062105030605,1,06210520,13,      18767,  43.5,  24.1,   9.5,   7.7,  15.3,  59.3,   5.2,  19.8,   2.4,  86.7,  56.8,   9.3,  11.2
2026062105030605,1,06210528,13,      18864,  43.7,  23.9,   9.5,   7.6,  15.4,  59.1,   5.2,  19.9,   2.4,  85.2,  56.9,   9.3,  11.1
2026062105030605,1,06210536,13,      19034,  43.7,  23.9,   9.5,   7.4,  15.5,  59.7,   5.3,  19.8,   2.4,  86.0,  55.1,   9.2,  11.2
2026062105030605,1,06210544,13,      19232,  43.0,  23.6,   9.5,   7.4,  15.4,  54.3,   5.3,  19.8,   2.5,  85.9,  54.9,   9.3,  11.2
2026062105030605,1,06210553,13,      19347,  42.7,  23.7,   9.5,   7.4,  15.5,  54.6,   5.3,  19.8,   2.4,  85.0,  55.0,   9.3,  11.2
2026062105030605,1,06210601,13,      19672,  43.2,  23.9,   9.5,   7.2,  15.4,  54.8,   5.4,  20.0,   2.4,  85.9,  55.2,   9.4,  11.4
2026062105030605,1,06210609,13,      19819,  43.0,  23.6,   9.5,   7.1,  15.5,  55.2,   5.4,  20.1,   2.4,  83.4,  55.4,   9.4,  11.3
2026062105030605,1,06210617,13,      20126,  42.7,  23.8,   9.4,   7.2,  15.6,  55.5,   5.3,  20.4,   2.4,  82.1,  55.9,   9.4,  11.5
2026062105030605,1,06210626,13,      20278,  42.5,  23.7,   9.2,   7.2,  15.7,  54.6,   5.4,  20.2,   2.4,  81.5,  55.1,   9.5,  11.5
2026062105030605,1,06210634,13,      20785,  41.6,  21.9,   9.3,   7.3,  15.7,  55.6,   5.5,  20.6,   2.4,  82.7,  55.2,   9.5,  11.5
2026062105030605,1,06210642,13,      20997,  41.3,  21.9,   9.3,   7.3,  15.8,  55.6,   5.5,  20.1,   2.4,  82.7,  55.8,   9.3,  11.5
2026062105030605,1,06210651,13,      21583,  39.4,  22.3,   9.4,   7.3,  16.1,  53.7,   5.3,  20.4,   2.5,  82.6,  56.6,   9.5,  11.2
2026062105030605,1,06210659,13,      21985,  39.4,  22.5,   9.2,   7.2,  15.0,  50.6,   5.4,  20.8,   2.5,  82.5,  57.2,   9.6,  11.1
2026062105030605,1,06210707,13,      22416,  39.5,  22.6,   9.2,   7.2,  15.2,  45.1,   5.4,  20.9,   2.5,  80.7,  57.4,   9.6,  11.0
2026062105030605,1,06210715,13,      22708,  39.9,  22.6,   9.2,   7.2,  15.3,  45.0,   5.5,  21.0,   2.5,  74.1,  57.6,   9.7,  11.1
2026062105030605,1,06210724,13,      23402,  37.1,  22.1,   9.3,   7.2,  15.4,  45.6,   5.5,  19.1,   2.5,  74.5,  58.1,   9.8,  11.2
2026062105030605,1,06210732,13,      23814,  37.5,  22.0,   9.1,   7.1,  15.6,  45.6,   5.5,  19.3,   2.5,  74.7,  58.6,   9.8,  11.3
2026062105030605,1,06210740,13,      24552,  38.1,  22.2,   9.1,   7.1,  15.6,  45.7,   5.5,  19.3,   2.5,  75.8,  58.4,   9.8,  11.3
2026062105030605,1,06210748,13,      25148,  38.6,  22.4,   9.1,   7.1,  15.9,  46.1,   5.5,  19.2,   2.5,  75.6,  59.1,   9.9,  11.4
2026062105030605,1,06210757,13,      26556,  32.7,  22.6,   8.8,   6.7,  16.4,  47.3,   5.6,  19.1,   2.5,  77.2,  61.5,   9.7,  11.6
2026062105030605,1,06210805,13,      27207,  31.4,  22.8,   8.8,   6.9,  16.1,  47.4,   5.6,  19.3,   2.5,  76.1,  61.1,   9.8,  11.7
2026062105030605,1,06210813,13,      28324,  31.9,  22.2,   8.7,   6.6,  15.9,  46.9,   5.8,  19.6,   2.5,  77.3,  57.9,   9.9,  12.0
2026062105030605,1,06210821,13,      28957,  31.8,  22.4,   8.8,   6.4,  16.0,  46.9,   5.9,  19.0,   2.5,  76.4,  58.7,   9.8,  12.0
2026062105030605,1,06210830,13,      30205,  32.4,  22.4,   8.9,   6.4,  16.1,  45.6,   5.8,  19.3,   2.5,  77.6,  60.5,   9.8,  11.9
2026062105030605,1,06210838,13,      31846,  33.0,  23.2,   9.2,   6.6,  10.1,  46.1,   6.0,  19.8,   2.6,  80.8,  63.5,  10.2,  12.1
2026062105030605,1,06210846,13,      32973,  33.1,  23.3,   9.3,   6.6,  10.1,  44.7,   6.0,  20.0,   2.6,  81.4,  64.4,  10.3,  12.1
2026062105030605,1,06210854,13,      34071,  33.6,  18.5,   9.2,   6.7,  10.4,  44.4,   6.1,  20.1,   2.6,  82.5,  65.8,  10.2,  12.4
2026062105030605,1,06210903,13,      36070,  33.3,  18.7,   9.0,   6.7,  10.1,  44.2,   6.3,  20.0,   2.6,  78.2,  62.4,  10.3,  11.9
2026062105030605,1,06210911,13,      37674,  32.2,  18.8,   9.2,   6.8,  10.5,  43.0,   6.5,  20.4,   2.6,  75.5,  50.6,  10.6,  11.8
2026062105030605,1,06210919,13,      39578,  32.7,  18.2,   9.1,   6.7,  10.5,  40.1,   6.6,  20.0,   2.6,  65.0,  52.3,  10.6,  11.8
2026062105030605,1,06210927,13,      41287,  30.9,  18.3,   9.1,   6.6,  10.6,  37.2,   6.7,  19.7,   2.7,  63.5,  50.1,  10.0,  11.8
2026062105030605,1,06210936,13,      45230,  29.1,  18.6,   9.2,   6.8,  11.1,  37.3,   6.9,  20.1,   2.6,  65.0,  51.9,  10.2,  11.7
2026062105030605,1,06210944,13,      47574,  29.9,  18.8,   9.1,   6.6,  10.9,  36.7,   6.9,  20.5,   2.6,  64.6,  53.0,  10.3,  11.9
2026062105030605,1,06210952,13,      51033,  29.9,  19.1,   8.7,   6.7,  11.1,  37.8,   6.8,  19.3,   2.6,  66.1,  55.0,  10.5,  12.1
2026062105030605,1,06211001,13,      53021,  30.4,  19.2,   8.7,   6.7,  11.1,  37.0,   6.8,  19.3,   2.6,  65.6,  55.7,  10.5,  12.1
2026062105030605,1,06211008,13,      55354,  31.1,  19.4,   8.5,   6.7,  11.4,  37.6,   6.7,  19.1,   2.6,  65.5,  56.3,  10.6,  12.0
2026062105030605,1,06211016,13,      56785,  31.2,  19.7,   8.2,   6.9,  11.6,  38.2,   6.7,  19.0,   2.6,  66.1,  56.9,  10.7,  12.2
2026062105030605,1,06211023,13,      59081,  31.3,  20.0,   8.2,   6.9,  11.8,  38.6,   6.7,  18.4,   2.6,  67.3,  57.7,  10.8,  12.2
2026062105030605,1,06211031,13,      61154,  31.6,  19.8,   8.2,   6.9,  11.9,  38.8,   6.7,  18.7,   2.5,  67.2,  53.8,  10.8,  12.3
