ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026062109030605,1,06201934,9,         21,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,  16.8,   0.0
2026062109030605,1,06201942,9,         82,   0.0,   9.3,   2.8,  65.6,   1.7,  21.8,  10.9,  32.8,  21.8
2026062109030605,1,06201951,9,        586,  52.0,  12.3,   4.2,   9.5,   2.0,  29.3,  23.4,   4.8,  29.3
2026062109030605,1,06201959,9,        677,  30.0,   8.8,   4.4,   8.4,   2.3,  28.5,  19.3,   4.8,  25.7
2026062109030605,1,06202007,9,        842,  32.0,   7.9,   4.5,   9.6,   2.4,  24.9,  10.3,   5.5,  24.9
2026062109030605,1,06202015,9,        991,  37.7,   8.7,   3.1,  10.0,   2.6,  27.3,  11.4,   6.2,  28.3
2026062109030605,1,06202024,9,       1073,  33.0,   8.9,   3.1,   9.1,   2.7,  25.2,  11.6,   6.5,  27.6
2026062109030605,1,06202032,9,       1156,  31.8,   8.1,   3.1,   8.4,   2.8,  27.2,  11.2,   6.5,  29.8
2026062109030605,1,06202040,9,       1305,  26.1,   7.4,   3.2,   8.5,   3.1,  18.3,  11.6,   6.8,  24.8
2026062109030605,1,06202048,9,       1526,  29.0,   4.6,   3.4,   9.6,   3.5,  14.8,  13.1,   6.9,  28.3
2026062109030605,1,06202057,9,       1884,  30.1,   3.1,   3.6,  11.0,   4.1,  16.9,  13.8,   7.9,  31.4
2026062109030605,1,06202105,9,       1983,  29.9,   3.2,   3.6,  11.0,   3.8,  16.6,  14.2,   8.0,  32.3
2026062109030605,1,06202113,9,       2279,  30.9,   3.4,   3.2,   9.8,   4.1,  17.2,  15.7,   7.9,  35.0
2026062109030605,1,06202121,9,       2416,  30.2,   3.6,   3.2,  10.1,   3.7,  17.5,  15.5,   8.2,  35.1
2026062109030605,1,06202130,9,       2771,  31.2,   3.4,   3.0,  10.6,   4.1,  17.3,  17.4,   8.4,  35.1
2026062109030605,1,06202138,9,       2862,  30.1,   3.4,   3.0,  10.5,   4.1,  17.0,  16.9,   8.3,  33.6
2026062109030605,1,06202146,9,       3248,  27.6,   3.4,   3.1,  10.1,   4.6,  10.8,  17.9,   9.1,  34.1
2026062109030605,1,06202154,9,       3335,  25.6,   3.4,   3.1,  10.0,   4.6,  10.8,  17.4,   9.1,  32.1
2026062109030605,1,06202203,9,       3513,  26.5,   3.5,   3.2,   9.4,   4.2,  11.2,  17.9,   9.2,  32.3
2026062109030605,1,06202211,9,       3575,  26.7,   3.5,   3.2,   9.5,   4.3,  11.3,  17.6,   8.7,  30.4
2026062109030605,1,06202219,9,       3767,  25.5,   3.7,   3.1,  10.0,   4.2,  11.6,  18.1,   8.6,  27.9
2026062109030605,1,06202227,9,       3895,  25.7,   3.7,   3.0,  10.0,   4.3,  11.8,  18.3,   8.4,  28.3
2026062109030605,1,06202236,9,       4026,  26.4,   3.8,   3.1,   9.7,   4.3,  11.7,  18.4,   8.3,  27.7
2026062109030605,1,06202244,9,       4189,  27.2,   3.8,   3.0,   9.9,   4.1,  12.2,  18.9,   8.5,  28.6
