ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026070503020411,1,07041932,15,         11,   8.8,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,   0.0,   0.0
2026070503020411,1,07041940,15,        161,   3.3,  21.4, 128.8,  21.4,   6.4,  64.4,  42.9, 128.8,   3.1,  64.4,  42.9,   4.9,   0.0,   0.0,  10.7
2026070503020411,1,07041948,15,       1307,   1.7,  29.8,   9.6,   8.2,  10.5, 130.7,  87.1,  40.2,   7.2,  45.4,  65.3,  12.7, 348.5, 209.1,  49.7
2026070503020411,1,07041956,15,       1745,   2.0,  12.2,  11.6,  10.1,  13.2,  27.3,  49.8,  19.9,   6.4,  55.8,  38.7,  14.3, 232.6, 116.3,  28.4
2026070503020411,1,07042005,15,       2307,   2.5,  13.4,  14.1,   9.4,  13.7,  22.2,  36.1,  17.5,   6.8,  30.7,  32.3,  13.9,  68.3, 108.5,  10.5
2026070503020411,1,07042013,15,       2555,   2.7,  14.4,  15.0,   9.7,  11.6,  23.2,  31.9,  15.8,   6.1,  32.9,  29.2,  12.9,  63.8,  92.9,  10.9
2026070503020411,1,07042021,15,       3274,   3.3,  11.3,  17.2,  11.3,  10.5,  25.1,  22.1,  15.6,   5.9,  29.4,  21.2,   9.5,  54.5,  47.6,  12.7
2026070503020411,1,07042029,15,       3682,   3.2,  12.1,  19.0,  11.8,  10.1,  21.8,  23.3,  15.2,   5.8,  30.6,  23.1,   8.5,  60.1,  51.6,  13.7
2026070503020411,1,07042038,15,       4364,   3.3,  13.2,  21.1,  11.9,  11.1,  21.2,  20.7,  13.5,   5.3,  32.9,  24.4,   8.4,  64.6,  46.5,  13.1
2026070503020411,1,07042046,15,       4777,   3.6,  12.6,  22.8,  11.4,   9.8,  21.1,  21.3,  13.5,   5.4,  32.6,  24.1,   8.5,  65.8,  49.6,  11.6
2026070503020411,1,07042054,15,       5544,   3.9,  14.3,  19.2,  12.6,  10.6,  21.4,  21.1,  14.6,   4.6,  31.6,  25.7,   7.2,  72.7,  55.4,  12.0
2026070503020411,1,07042102,15,       5942,   3.9,  14.8,  20.0,  12.2,  10.4,  22.1,  16.6,  14.2,   4.6,  32.1,  27.1,   7.6,  69.9,  55.2,  12.1
2026070503020411,1,07042111,15,       6574,   4.1,  15.7,  21.4,  11.8,   7.9,  22.0,  14.7,  13.7,   4.9,  31.6,  27.9,   7.9,  72.0,  56.5,  12.9
2026070503020411,1,07042119,15,       7182,   3.9,  16.4,  20.4,  12.8,   8.4,  22.8,  13.8,  13.2,   4.7,  33.9,  28.4,   8.2,  78.7,  60.4,  13.7
2026070503020411,1,07042127,15,       8085,   4.1,  15.2,  22.4,   9.1,   8.3,  22.6,  14.5,  12.3,   5.0,  36.7,  26.5,   8.2,  85.1,  66.6,  15.1
2026070503020411,1,07042135,15,       8801,   4.0,  16.3,  23.8,   9.2,   8.0,  23.3,  15.5,  12.2,   4.9,  35.2,  26.6,   8.5,  92.6,  69.7,  14.0
2026070503020411,1,07042144,15,       9681,   4.1,  16.8,  24.8,   9.2,   7.1,  23.6,  14.6,  12.6,   4.9,  35.8,  28.2,   8.3,  96.8,  73.7,  15.0
2026070503020411,1,07042152,15,      10138,   4.3,  17.4,  24.8,   9.3,   7.1,  21.1,  15.1,  12.5,   4.9,  35.4,  28.4,   8.2, 100.1,  63.8,  15.0
2026070503020411,1,07042200,15,      11138,   4.2,  16.0,  26.2,  10.0,   6.1,  21.6,  15.8,  12.8,   5.2,  34.9,  28.4,   8.1,  97.9,  66.0,  15.4
2026070503020411,1,07042208,15,      11432,   4.3,  16.4,  26.8,  10.2,   6.2,  21.5,  15.7,  12.9,   5.0,  34.5,  29.2,   7.9,  93.3,  66.7,  15.6
2026070503020411,1,07042217,15,      12049,   4.2,  15.5,  28.0,  10.5,   6.1,  21.4,  15.3,  12.4,   5.2,  34.7,  29.2,   8.2,  79.0,  69.8,  15.5
2026070503020411,1,07042225,15,      12629,   4.3,  15.6,  28.7,   9.6,   6.0,  22.0,  15.5,  12.5,   5.3,  34.9,  27.9,   7.9,  80.1,  69.6,  15.8
2026070503020411,1,07042233,15,      13369,   4.4,  16.4,  29.8,   9.9,   6.1,  21.0,  15.7,  12.1,   5.0,  36.2,  27.9,   7.9,  84.2,  72.7,  16.4
2026070503020411,1,07042241,15,      13896,   4.4,  16.7,  29.6,  10.1,   6.0,  17.8,  15.7,  12.3,   5.0,  36.9,  28.0,   8.1,  80.5,  72.1,  17.0
2026070503020411,1,07042250,15,      14775,   4.6,  16.5,  30.8,  10.4,   6.1,  18.2,  16.0,  12.6,   4.7,  38.5,  29.1,   7.6,  84.4,  76.2,  17.3
2026070503020411,1,07042258,15,      15296,   4.6,  16.1,  31.2,  10.7,   5.9,  17.8,  16.0,  12.8,   4.8,  39.6,  24.2,   7.6,  82.6,  78.4,  17.6
2026070503020411,1,07042306,15,      15730,   4.6,  16.4,  32.0,  10.7,   5.9,  17.7,  16.3,  13.0,   4.7,  40.0,  24.8,   7.6,  83.8,  78.1,  17.5
