ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘
2026071803020702,1,07171832,9,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071803020702,1,07171841,9,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0
2026071803020702,1,07171849,9,         18,   3.6,   4.8,   0.0,   4.8,  14.4,  14.4,   4.8,   7.2,  14.4
2026071803020702,1,07171857,9,         33,   5.2,   5.2,   0.0,   6.6,  26.4,  26.4,   8.8,  13.2,   2.2
2026071803020702,1,07171905,9,         91,   6.0,   1.4,  18.2,  12.1,  72.8,  72.8,  24.2,  36.4,   6.0
2026071803020702,1,07171914,9,        111,   4.9,   1.7,   5.5,  12.6,  44.4,  88.8,  29.6,  44.4,   7.4
2026071803020702,1,07171922,9,        125,   4.7,   1.9,   5.2,  12.5,  50.0,  14.2,  33.3,  50.0,   8.3
2026071803020702,1,07171930,9,        164,   5.4,   2.1,   6.2,   6.9,  43.7,  14.5,  32.8,  32.8,   7.2
2026071803020702,1,07171938,9,        395,   1.3,   4.3,  13.7,  15.8,  52.6,  22.5,  63.2,  79.0,  16.6
2026071803020702,1,07171947,9,        668,   1.1,   6.7,  14.4,  14.0,  59.3,  35.6,  89.0,  89.0,  17.8
2026071803020702,1,07171955,9,        726,   1.2,   6.6,  10.7,  13.5,  48.4,  29.0,  64.5,  48.4,  17.0
2026071803020702,1,07172003,9,        881,   1.3,   7.0,   9.3,   7.4,  58.7,  30.6,  70.4,  39.1,  19.0
2026071803020702,1,07172011,9,        997,   1.4,   6.3,   9.6,   7.7,  61.3,  28.4,  72.5,  27.5,  20.9
2026071803020702,1,07172020,9,       1063,   1.4,   6.1,  10.0,   8.1,  36.9,  27.4,  70.8,  29.3,  22.3
2026071803020702,1,07172028,9,       1274,   1.4,   5.8,  11.2,   9.0,  37.7,  30.8,  63.7,  20.8,  20.8
2026071803020702,1,07172036,9,       1341,   1.4,   5.5,  10.1,   8.4,  36.9,  28.2,  59.6,  21.0,  21.0
2026071803020702,1,07172044,9,       1427,   1.5,   5.5,   8.7,   8.7,  33.5,  21.5,  57.0,  22.3,  18.4
2026071803020702,1,07172053,9,       1699,   1.8,   3.1,   9.9,  10.3,  39.9,  23.4,  67.9,  17.8,  21.9
2026071803020702,1,07172101,9,       1755,   1.8,   3.1,   9.9,   9.5,  35.1,  24.2,  63.8,  18.4,  21.6
2026071803020702,1,07172109,9,       1833,   1.9,   3.2,   9.6,   8.9,  35.7,  18.8,  66.6,  15.2,  22.2
2026071803020702,1,07172117,9,       1949,   1.9,   3.3,   9.5,   7.7,  37.1,  19.4,  67.7,  15.7,  23.2
2026071803020702,1,07172126,9,       2037,   2.0,   3.3,   8.4,   7.8,  34.6,  17.1,  65.1,  15.6,  22.0
2026071803020702,1,07172134,9,       2228,   1.9,   3.4,   9.0,   8.1,  36.3,  17.1,  63.6,  16.9,  23.4
2026071803020702,1,07172142,9,       2255,   1.9,   3.4,   8.9,   8.2,  36.8,  17.0,  62.2,  17.0,  23.1
2026071803020702,1,07172150,9,       2444,   2.0,   3.1,   8.7,   8.8,  38.3,  17.6,  65.1,  17.9,  20.8
2026071803020702,1,07172159,9,       2556,   2.0,   3.1,   7.9,   9.1,  32.9,  17.9,  68.1,  18.7,  19.1
2026071803020702,1,07172207,9,       2672,   2.0,   3.2,   7.8,   9.3,  33.9,  15.7,  68.9,  18.5,  16.5
2026071803020702,1,07172215,9,       2749,   2.0,   3.2,   7.8,   9.4,  33.3,  14.5,  70.9,  19.1,  16.6
2026071803020702,1,07172224,9,       2905,   2.1,   3.2,   7.9,   9.0,  35.2,  14.8,  72.6,  17.2,  16.2
2026071803020702,1,07172232,9,       3043,   2.1,   3.1,   7.3,   9.3,  36.8,  14.1,  76.0,  18.0,  16.4
2026071803020702,1,07172240,9,       3514,   2.1,   3.3,   6.0,   9.8,  42.5,  14.7,  87.8,  20.6,  17.3
2026071803020702,1,07172248,9,       3627,   2.1,   3.2,   5.8,  10.0,  42.6,  15.1,  87.9,  21.0,  17.2
2026071803020702,1,07172257,9,       3717,   2.1,   3.2,   5.8,   9.4,  43.0,  14.3,  90.1,  21.3,  17.4
2026071803020702,1,07172305,9,       3805,   2.2,   3.3,   5.7,   9.6,  44.1,  13.5,  89.5,  18.9,  16.4
2026071803020702,1,07172313,9,       3986,   2.2,   3.3,   5.7,   9.9,  45.5,  12.3,  88.5,  19.6,  15.9
2026071803020702,1,07172321,9,       4088,   2.2,   3.3,   5.6,  10.2,  44.8,  11.3,  68.1,  18.6,  16.1
2026071803020702,1,07172330,9,       4205,   2.3,   3.4,   5.5,  10.2,  44.2,  10.3,  68.6,  18.0,  16.2
