ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘,18î‘
2026070410020302,1,07031837,18,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026070410020302,1,07031845,18,        137,   0.0,  54.8,  27.4, 109.6,   0.0,  10.9,   0.0,   0.0,   0.0,  54.8,   4.9, 109.6,   1.5,   0.0,  27.4,   0.0,  36.5,   7.3
2026070410020302,1,07031854,18,        152,  60.8,  40.5,  30.4,  40.5,   0.0,  10.1,   0.0,   0.0, 121.6,  60.8,   5.0,  40.5,   1.6,   0.0,  24.3, 121.6,  40.5,   7.6
2026070410020302,1,07031902,18,        286, 114.4,  76.2,  22.8,  25.4,   0.0,   5.4, 228.8,  20.8,  10.8,  57.2,   7.8,  17.6,   2.7, 228.8,  32.6, 114.4,   7.6,  13.4
2026070410020302,1,07031910,18,        300,  60.0,  60.0,  21.8,  24.0, 120.0,   5.5, 240.0,  21.8,  10.9,  60.0,   8.0,  18.4,   2.8, 240.0,  34.2, 120.0,   7.7,  12.6
2026070410020302,1,07031918,18,        367,  73.4,  48.9,  24.4,  19.5,  97.8,   5.1, 146.8,  26.6,  11.7,  58.7,   6.8,  13.9,   3.1, 293.6,  36.7,  73.4,   7.7,  14.6
2026070410020302,1,07031927,18,        622,  99.5,  82.9,   2.3,  29.2, 165.8,   8.1, 248.8,  45.2,  13.8,  82.9,  11.5,  19.9,   5.2, 165.8,  38.2,  35.5,  10.1,  23.6
2026070410020302,1,07031935,18,        730,  18.2,  83.4,   2.7,  14.2, 116.8,   7.7, 292.0,  53.0,  14.9,  73.0,  11.6,  22.4,   5.7,  83.4,  32.4,  34.3,  10.6,  24.3
2026070410020302,1,07031943,18,        777,  18.8,  77.7,   2.8,  14.4, 124.3,   8.0, 310.8,  56.5,  15.9,  77.7,  11.7,  13.5,   5.7,  88.8,  25.9,  36.5,  11.1,  24.8
2026070410020302,1,07031951,18,        969,  19.3,  77.5,   3.5,  15.8,  51.6,   7.9, 387.6,  59.6,  19.3,  77.5,   5.7,  16.1,   5.3, 110.7,  20.9,  43.0,  13.8,  25.0
2026070410020302,1,07032000,18,       1165,  22.7,  93.2,   4.2,  16.9,  58.2,   8.7, 310.6,  66.5,  17.2,  77.6,   6.8,  15.2,   3.6, 116.5,  18.2,  32.1,  13.9,  30.0
2026070410020302,1,07032008,18,       1258,  23.4,  83.8,   4.5,  13.7,  47.9,   8.8, 111.8,  55.9,  13.6,  52.9,   7.2,  16.2,   3.9, 111.8,  17.9,  33.5,  14.8,  27.2
2026070410020302,1,07032016,18,       1343,  24.9,  82.6,   4.5,  13.9,  51.1,   7.6, 119.3,  53.7,  12.4,  53.7,   6.9,  17.0,   4.1, 119.3,  18.8,  34.6,  15.3,  29.0
2026070410020302,1,07032024,18,       1592,  27.6,  90.9,   5.3,  15.1,  53.0,   6.0, 115.7,  47.1,  14.6,  50.9,   7.6,  10.6,   4.9, 141.5,  18.4,  39.8,   9.5,  32.6
2026070410020302,1,07032033,18,       1837,  21.9, 104.9,   6.1,  16.8,  61.2,   5.1, 113.0,  54.4,  13.7,  56.5,   8.8,  12.2,   3.9,  91.8,  20.4,  45.9,  10.9,  36.7
2026070410020302,1,07032041,18,       1965,  23.1,  98.2,   6.3,  15.1,  35.7,   5.0, 104.8,  50.7,  13.9,  60.4,   8.4,  12.3,   4.2,  98.2,  20.1,  49.1,  11.6,  32.7
2026070410020302,1,07032049,18,       2152,  20.7, 107.6,   6.9,  15.3,  37.4,   4.0,  86.0,  53.8,  14.8,  66.2,   9.2,  13.3,   4.5,  86.0,  20.0,  38.2,  12.4,  35.1
2026070410020302,1,07032057,18,       2549,  20.3, 127.4,   8.1,  11.3,  44.3,   4.6,  61.7,  63.7,  15.9,  65.7,  10.7,   5.8,   5.1,  72.8,  23.4,  45.3,  14.2,  38.4
