ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026062002010310,1,06191836,8,          4,   0.0,   1.1,   3.2,   0.0,   0.0,   0.0,   0.0,   0.0
2026062002010310,1,06191844,8,         16,   0.0,   2.1,   4.2,   0.0,  12.8,   4.2,  12.8,   6.4
2026062002010310,1,06191852,8,         37,   9.8,   3.7,   7.4,  14.8,   5.9,   2.4,  29.6,  14.8
2026062002010310,1,06191901,8,         49,  13.0,   2.1,   9.8,  19.6,   6.5,   3.2,  39.2,  13.0
2026062002010310,1,06191909,8,         95,  19.0,   4.0,  19.0,  10.8,   8.4,   1.6,  38.0,  19.0
2026062002010310,1,06191917,8,        106,  21.2,   4.2,  16.9,  12.1,   9.4,   1.6,  28.2,  10.6
2026062002010310,1,06191925,8,        139,  13.9,   5.0,  22.2,   4.6,  10.1,   2.0,  27.8,   9.2
2026062002010310,1,06191934,8,        198,  19.8,   7.2,   2.8,   6.3,  14.4,   2.8,  39.6,   9.9
2026062002010310,1,06191942,8,        268,   9.3,   8.5,   3.1,   7.9,  14.2,   2.5,  35.7,  11.9
2026062002010310,1,06191950,8,        302,  10.5,   8.6,   3.1,   7.3,  12.0,   2.6,  30.2,  10.5
2026062002010310,1,06191958,8,        359,  12.4,   7.1,   3.2,   7.1,  10.6,   3.0,  22.0,   8.7
2026062002010310,1,06192007,8,        402,  13.4,   7.4,   3.3,   6.3,   7.8,   3.3,  20.1,   9.1
2026062002010310,1,06192015,8,        437,  13.4,   7.2,   3.5,   5.7,   7.9,   3.4,  20.5,   8.5
2026062002010310,1,06192023,8,        523,  11.9,   8.2,   3.4,   4.8,   9.5,   3.3,  24.6,   9.7
2026062002010310,1,06192031,8,        838,  19.1,  12.6,   4.8,   4.4,  14.8,   2.7,  37.2,   4.2
2026062002010310,1,06192040,8,        972,  20.4,   4.9,   5.1,   4.9,  16.9,   3.1,  40.9,   4.8
2026062002010310,1,06192048,8,       1075,  19.5,   4.7,   5.5,   5.0,  16.8,   3.3,  43.0,   4.4
2026062002010310,1,06192056,8,       1163,  20.6,   5.0,   5.8,   4.0,  18.2,   3.3,  44.3,   4.7
2026062002010310,1,06192104,8,       1301,  22.1,   5.5,   6.4,   3.9,   9.1,   3.6,  43.3,   4.7
2026062002010310,1,06192113,8,       1414,  19.5,   4.6,   6.8,   4.2,   8.9,   3.8,  31.4,   5.0
2026062002010310,1,06192121,8,       1512,  19.8,   4.6,   6.7,   4.5,   8.8,   3.7,  31.0,   4.8
2026062002010310,1,06192129,8,       1661,  21.4,   5.0,   6.9,   4.9,   5.3,   4.0,  30.9,   5.2
2026062002010310,1,06192138,8,       1766,  22.0,   4.5,   7.1,   4.9,   5.5,   4.0,  28.8,   5.4
2026062002010310,1,06192146,8,       1918,  23.6,   4.9,   7.0,   5.3,   4.6,   3.8,  30.6,   5.9
2026062002010310,1,06192154,8,       2052,  23.4,   5.1,   7.4,   4.4,   4.9,   3.8,  31.5,   6.3
2026062002010310,1,06192202,8,       2111,  23.4,   5.2,   7.2,   4.5,   5.1,   3.7,  30.7,   6.3
2026062002010310,1,06192211,8,       2334,  24.5,   4.1,   7.6,   4.6,   5.5,   4.0,  33.9,   6.1
2026062002010310,1,06192219,8,       2424,  24.2,   4.1,   7.0,   4.7,   5.7,   3.9,  32.3,   6.2
2026062002010310,1,06192227,8,       2551,  25.5,   4.2,   6.8,   4.9,   5.3,   3.9,  28.7,   6.3
2026062002010310,1,06192235,8,       2610,  26.1,   4.2,   6.9,   4.8,   5.4,   3.9,  28.6,   6.4
2026062002010310,1,06192244,8,       2657,  25.6,   4.3,   7.0,   4.8,   5.5,   3.8,  26.9,   6.4
