ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘,18î‘
2026062009030512,1,06191836,18,        100,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062009030512,1,06191845,18,        138,   0.0, 110.4,   0.0,   0.0,   0.0, 110.4,   0.0,   0.0,  15.7,   1.1,  55.2,   0.0,   0.0,   0.0, 110.4,   0.0,  22.0,  11.0
2026062009030512,1,06191853,18,        165, 132.0,  66.0,  33.0, 132.0,  44.0,  44.0,   0.0, 132.0,  16.5,   1.1,  44.0,  66.0,   0.0,   0.0, 132.0,  44.0,  22.0,  11.0
2026062009030512,1,06191901,18,        180,  72.0,  72.0,  28.8, 144.0,  16.0,  48.0,   0.0, 144.0,  18.0,   1.2,  28.8,  72.0,   0.0,  72.0, 144.0,  48.0,  20.5,  10.2
2026062009030512,1,06191909,18,        397, 158.8,  52.9,  52.9, 105.8,  35.2, 105.8,   0.0, 317.6,  35.2,   2.6,  63.5, 158.8,   0.0, 158.8, 105.8,   2.0,  13.2,   6.3
2026062009030512,1,06191918,18,        412, 164.8,  54.9,  29.9,  82.4,  32.9,  36.6,   0.0, 164.8,  36.6,   2.7,  65.9, 164.8, 329.6, 164.8, 109.8,   2.1,  13.7,   6.5
2026062009030512,1,06191926,18,        437, 116.5,  58.2,  31.7,  87.4,  21.8,  23.3,   0.0, 174.8,  34.9,   2.9,  58.2,  69.9, 174.8,  49.9, 116.5,   2.2,  14.5,   6.8
2026062009030512,1,06191934,18,        524,   7.9,  69.8,  38.1,  69.8,  26.2,  27.9,   0.0, 139.7,  32.2,   3.5,  41.9,  83.8, 209.6,  59.8,  29.9,   2.6,  16.7,   6.8
2026062009030512,1,06191942,18,        673,  10.1,  89.7,  48.9,  59.8,  31.6,  33.6,   0.0, 107.6,  38.4,   4.0,   4.5, 107.6,  44.8,  76.9,  31.6,   3.3,  19.9,   8.5
2026062009030512,1,06191951,18,        743,  11.0,  84.9,  31.2,  59.4,  14.4,  34.9, 594.4, 118.8,  23.7,   4.4,   4.7,  99.0,  49.5,  84.9,  31.2,   3.5,  19.8,   9.0
2026062009030512,1,06191959,18,        782,  11.3,  78.2,  32.9,  52.1,  14.2,  32.9, 625.6, 104.2,  23.1,   4.6,   4.6,  69.5,  48.1,  89.3,  31.2,   3.7,  20.1,   8.5
2026062009030512,1,06192007,18,        825,  11.5,  82.5,  31.4,  26.4,  15.0,  34.7, 660.0, 110.0,  22.7,   4.8,   4.9,  73.3,  47.1,  82.5,  16.0,   3.9,  21.2,   9.0
2026062009030512,1,06192015,18,        869,  11.9,  86.9,  30.2,  17.8,  14.4,  34.7, 347.6,  99.3,  23.1,   4.8,   5.1,  77.2,  40.8,  86.9,  16.1,   4.1,  19.8,   9.3
2026062009030512,1,06192024,18,        925,  12.7,  92.5,  18.5,  17.6,  13.4,  30.8, 370.0,  61.6,  23.1,   5.0,   5.3,  82.2,  43.5,  92.5,  16.4,   4.3,  19.4,   9.4
2026062009030512,1,06192032,18,       1057,  14.3,  93.9,   8.8,  19.6,  15.1,  33.8, 140.9,  65.0,  15.6,   5.7,   5.8,  93.9,  49.7,  76.8,  17.9,   4.8,  20.1,   8.1
