ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026071110020511,1,07101832,11,         16,   1.2,   0.0,   0.0,   2.1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071110020511,1,07101840,11,        108,   8.6,   0.0,  17.2,   1.4,  17.2,   0.0,   0.0,  17.2,   0.0,   0.0,   3.9
2026071110020511,1,07101848,11,        172,  10.5, 137.6,  22.9,   2.2,   5.9,   0.0,   9.1,  22.9,  15.2,  22.9,   4.4
2026071110020511,1,07101857,11,        239,  14.7,  95.6,  21.2,   3.0,   8.3,   0.0,   7.3,   4.6,  21.2,  31.8,   4.0
2026071110020511,1,07101905,11,        476,  21.1,  11.9,   7.7,   5.7,  11.2,   0.0,   5.4,   4.3,  38.0,  42.3,   3.7
2026071110020511,1,07101913,11,        536,  14.7,  11.5,   7.1,   6.4,  12.2,   0.0,   5.7,   4.6,  19.4,  47.6,   3.8
2026071110020511,1,07101921,11,        674,  17.9,  14.1,   7.5,   7.8,  14.5, 269.6,   7.2,   4.9,  23.4,  59.9,   2.5
2026071110020511,1,07101930,11,        738,  19.6,  15.5,   8.2,   8.0,  15.5, 295.2,   6.2,   4.6,  20.3,  59.0,   2.6
2026071110020511,1,07101938,11,        864,  17.2,  12.3,   8.2,   7.8,  17.7, 230.4,   6.4,   4.6,  20.9,  32.9,   2.8
2026071110020511,1,07101946,11,       1009,  15.2,  13.6,   8.7,   8.8,  18.7,  89.6,   6.6,   3.6,  20.6,  33.6,   3.1
2026071110020511,1,07101954,11,       1283,  14.6,  14.4,  10.3,  10.9,  18.3,  64.1,   7.3,   3.8,  25.6,  33.1,   2.5
2026071110020511,1,07102003,11,       1426,  14.2,  14.8,  10.3,  10.7,  16.7,  67.1,   7.7,   3.4,  28.5,  32.5,   2.7
2026071110020511,1,07102011,11,       1746,   7.6,  16.2,  12.4,  12.0,  18.3,  63.4,   5.4,   3.7,  26.3,  31.7,   3.3
2026071110020511,1,07102019,11,       1884,   7.9,  16.5,  11.4,  12.3,  17.3,  57.9,   5.8,   3.7,  26.9,  22.1,   3.3
2026071110020511,1,07102027,11,       2322,   9.4,  16.8,  13.8,  14.2,  12.4,  37.1,   7.0,   3.2,  31.4,  13.4,   3.6
2026071110020511,1,07102036,11,       2685,  10.8,  18.5,  14.2,  16.0,  13.9,  42.9,   8.0,   2.6,  35.8,  15.0,   3.6
2026071110020511,1,07102044,11,       2925,  11.7,  18.8,  14.9,  17.3,  13.4,  41.0,   8.2,   2.6,  37.1,  16.2,   3.2
2026071110020511,1,07102052,11,       3038,  11.4,  19.4,  14.0,  17.3,  13.8,  42.6,   7.9,   2.7,  35.7,  15.5,   3.2
2026071110020511,1,07102100,11,       3357,  11.1,  20.6,  12.4,  17.6,  10.5,  43.3,   7.3,   3.0,  37.3,  16.3,   3.2
2026071110020511,1,07102109,11,       3521,  11.3,  19.8,  12.9,  16.0,  10.5,  42.6,   7.6,   3.0,  39.1,  17.1,   3.2
2026071110020511,1,07102117,11,       5463,  16.6,  28.3,  15.6,  22.6,  10.6,  65.2,  11.2,   4.3,  59.8,  26.0,   1.7
2026071110020511,1,07102125,11,       5606,  16.7,  29.1,  15.4,  18.0,  10.6,  64.9,  11.4,   4.2,  57.4,  25.6,   1.8
2026071110020511,1,07102138,11,       6072,  17.9,  29.6,  15.3,  17.9,   8.5,  66.5,  11.6,   4.0,  47.6,  26.1,   1.9
2026071110020511,1,07102146,11,       6287,  17.8,  27.7,  15.2,  18.2,   8.5,  61.3,  11.3,   3.9,  46.5,  25.9,   1.9
2026071110020511,1,07102154,11,       6742,  18.6,  29.4,  16.1,  17.8,   6.3,  61.9,  11.3,   3.9,  49.4,  27.2,   2.1
2026071110020511,1,07102203,11,       7033,  19.4,  30.5,  14.3,  18.3,   5.9,  60.4,  11.5,   3.9,  50.2,  27.4,   2.1
2026071110020511,1,07102211,11,       7271,  19.7,  29.5,  14.5,  18.2,   6.1,  57.0,  11.6,   3.7,  49.2,  28.1,   2.2
2026071110020511,1,07102219,11,       7592,  19.6,  30.0,  11.6,  17.8,   6.3,  51.9,  11.5,   3.8,  42.4,  27.8,   2.2
2026071110020511,1,07102227,11,       7941,  19.6,  30.9,  10.8,  18.2,   6.3,  52.9,  11.6,   3.9,  43.8,  28.8,   2.2
2026071110020511,1,07102236,11,      13323,  31.3,  44.9,  17.1,  30.0,  10.5,  85.9,  18.1,   6.1,  69.2,  45.5,   1.3
2026071110020511,1,07102244,11,      13725,  29.9,  40.9,  17.3,  30.0,  10.4,  85.7,  18.0,   5.6,  70.8,  46.1,   1.3
2026071110020511,1,07102252,11,      14192,  29.6,  39.4,  17.2,  29.6,  10.6,  82.8,  17.5,   5.1,  66.0,  44.8,   1.4
2026071110020511,1,07102300,11,      14335,  28.5,  38.7,  16.8,  28.6,  10.6,  83.1,  17.4,   5.1,  66.2,  45.1,   1.4
2026071110020511,1,07102309,11,      14601,  28.9,  35.6,  16.4,  29.0,  10.7,  82.2,  17.1,   4.9,  66.7,  45.0,   1.4
2026071110020511,1,07102317,11,      14821,  28.7,  35.2,  16.0,  28.6,  10.7,  79.0,  16.6,   4.8,  66.6,  45.2,   1.4
2026071110020511,1,07102325,11,      15231,  26.6,  33.2,  15.9,  26.5,  10.8,  52.2,  16.0,   4.8,  65.5,  43.9,   1.5
2026071110020511,1,07102333,11,      15419,  26.8,  33.5,  15.9,  26.1,  10.8,  51.6,  16.0,   4.7,  65.9,  43.5,   1.5
2026071110020511,1,07102342,11,      15848,  24.7,  33.8,  14.9,  23.5,  10.8,  52.1,  15.1,   4.7,  56.0,  44.8,   1.5
2026071110020511,1,07102350,11,      16059,  24.8,  33.6,  14.9,  22.9,  10.7,  51.5,  15.2,   4.6,  56.5,  40.6,   1.5
2026071110020511,1,07102358,11,      16219,  24.9,  28.5,  15.0,  22.5,  10.8,  51.9,  14.9,   4.7,  51.9,  40.2,   1.5
2026071110020511,1,07110006,11,      16331,  25.0,  28.5,  15.0,  22.5,  10.6,  52.0,  14.4,   4.7,  52.2,  40.1,   1.5
2026071110020511,1,07110015,11,      16467,  24.5,  27.5,  15.1,  22.7,  10.7,  52.4,  13.8,   4.6,  52.4,  39.7,   1.6
2026071110020511,1,07110023,11,      16710,  23.5,  27.0,  14.9,  22.4,  10.6,  50.6,  13.7,   4.6,  53.0,  39.0,   1.6
2026071110020511,1,07110031,11,      17195,  24.1,  27.7,  15.3,  22.6,  10.9,  51.7,  14.1,   4.3,  53.1,  30.3,   1.6
2026071110020511,1,07110039,11,      17316,  23.7,  27.5,  15.3,  22.5,  10.9,  51.8,  14.2,   4.2,  52.2,  29.8,   1.6
2026071110020511,1,07110048,11,      17571,  23.9,  27.8,  15.4,  22.3,  10.9,  52.4,  14.1,   4.1,  49.1,  28.8,   1.7
2026071110020511,1,07110100,11,      17892,  24.0,  27.0,  15.6,  21.6,   9.8,  53.4,  14.2,   4.1,  49.8,  29.0,   1.7
2026071110020511,1,07110108,11,      18480,  24.4,  27.3,  15.8,  22.1,   8.3,  46.2,  14.4,   4.1,  50.6,  29.4,   1.7
2026071110020511,1,07110116,11,      18667,  24.4,  27.0,  15.7,  21.3,   8.1,  45.6,  14.4,   4.1,  50.9,  29.6,   1.8
2026071110020511,1,07110124,11,      18958,  24.5,  26.9,  15.9,  20.9,   7.9,  45.2,  14.4,   4.1,  51.5,  29.6,   1.8
2026071110020511,1,07110133,11,      19037,  24.6,  27.0,  15.9,  20.5,   7.8,  45.1,  14.4,   4.1,  51.6,  29.7,   1.8
2026071110020511,1,07110141,11,      19224,  24.4,  27.2,  15.9,  20.3,   7.8,  44.9,  14.6,   4.0,  51.9,  29.6,   1.8
2026071110020511,1,07110149,11,      19383,  22.3,  27.4,  16.0,  20.3,   7.7,  44.5,  14.6,   4.0,  50.5,  29.2,   1.8
2026071110020511,1,07110157,11,      19648,  22.2,  27.5,  16.2,  20.3,   7.7,  44.5,  14.6,   4.0,  50.3,  29.3,   1.8
2026071110020511,1,07110206,11,      19705,  22.1,  27.3,  16.2,  20.2,   7.7,  43.9,  14.5,   4.0,  50.5,  29.4,   1.8
2026071110020511,1,07110214,11,      19856,  22.2,  27.4,  16.1,  20.2,   7.8,  44.2,  14.5,   3.9,  50.9,  29.3,   1.8
2026071110020511,1,07110222,11,      19922,  22.2,  27.5,  16.1,  19.6,   7.7,  44.2,  14.5,   3.9,  50.9,  29.4,   1.8
2026071110020511,1,07110230,11,      20045,  22.3,  27.2,  16.2,  19.7,   7.7,  44.2,  14.6,   3.9,  50.7,  29.3,   1.8
2026071110020511,1,07110239,11,      20133,  22.1,  25.2,  16.3,  19.6,   7.7,  44.3,  14.5,   3.9,  50.4,  29.4,   1.9
2026071110020511,1,07110247,11,      20195,  22.1,  25.0,  16.3,  19.6,   7.7,  44.5,  14.3,   3.9,  50.6,  29.4,   1.9
2026071110020511,1,07110255,11,      20246,  22.1,  25.0,  16.3,  19.7,   7.7,  44.3,  14.3,   3.9,  50.7,  29.5,   1.9
2026071110020511,1,07110303,11,      20386,  22.3,  25.0,  15.8,  19.7,   7.7,  44.1,  14.3,   3.8,  50.8,  29.4,   1.9
2026071110020511,1,07110312,11,      20491,  22.1,  25.1,  15.5,  19.7,   7.7,  43.5,  14.0,   3.8,  50.2,  29.5,   1.9
2026071110020511,1,07110320,11,      20564,  21.9,  25.2,  15.5,  19.8,   7.7,  43.7,  13.9,   3.8,  50.3,  29.6,   1.9
