ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘
2026071102010908,1,07101835,12,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071102010908,1,07101843,12,         36,   1.1,   0.0,  14.4,   0.0,   0.0,   0.0,   0.0,   0.0,  28.8,   0.0,   9.6,   0.0
2026071102010908,1,07101852,12,         79,   2.0,  63.2,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,  15.8,   0.0,  12.6,   0.0
2026071102010908,1,07101900,12,         95,   2.4,  76.0,   1.6,  38.0,   0.0,   0.0,   0.0,  76.0,   9.5,   0.0,  10.8,   0.0
2026071102010908,1,07101908,12,        135,   3.4, 108.0,   2.3,  54.0,   0.0,   0.0, 108.0, 108.0,   2.4, 108.0,  15.4, 108.0
2026071102010908,1,07101916,12,        162,   4.1, 129.6,   2.1,  10.8,   0.0,   0.0, 129.6, 129.6,   2.8,  64.8,  18.5, 129.6
2026071102010908,1,07101925,12,        237,   5.7,  94.8,   1.7,  11.8,   0.0,  17.2, 189.6,  27.0,   4.0,  94.8,  27.0, 189.6
2026071102010908,1,07101933,12,        269,   6.3, 107.6,   1.8,   7.9, 215.2,  17.9, 107.6,  30.7,   3.7, 107.6,  30.7, 107.6
2026071102010908,1,07101941,12,        292,   6.6,  38.9,   1.9,   8.6, 116.8,  15.5,  58.4,  33.3,   3.8, 116.8,  25.9, 116.8
2026071102010908,1,07101949,12,        325,   7.4,  43.3,   2.0,   6.1,  86.6,  16.2,  65.0,  32.5,   4.0,  65.0,  21.6,  86.6
2026071102010908,1,07101958,12,        417,   9.0,  47.6,   2.5,   6.9,  83.4,  15.8,  66.7,  37.0,   2.6,  66.7,  17.5,  66.7
2026071102010908,1,07102006,12,        463,  10.0,  46.3,   2.4,   7.4,  92.6,  17.6,  61.7,  37.0,   2.7,  24.6,  18.5,  74.0
2026071102010908,1,07102014,12,        686,   3.9,  68.6,   2.5,  10.1,  91.4,  24.9,  32.2,  15.6,   3.8,  34.3,  26.1,  68.6
2026071102010908,1,07102022,12,        715,   4.0,  63.5,   2.5,  10.5,  95.3,  26.0,  33.6,  15.0,   3.7,  35.7,  26.0,  71.5
2026071102010908,1,07102031,12,        818,   4.5,  65.4,   2.6,  10.9, 109.0,  24.2,  32.7,  16.3,   3.2,  40.9,  19.2,  72.7
2026071102010908,1,07102039,12,        864,   4.5,  57.6,   2.6,  10.3,  62.8,  23.0,  30.0,  17.2,   3.3,  36.3,  20.3,  62.8
2026071102010908,1,07102047,12,        901,   4.6,  51.4,   2.6,  10.4,  60.0,  21.2,  30.0,  17.5,   3.2,  37.9,  21.2,  65.5
2026071102010908,1,07102055,12,        922,   4.6,  52.6,   2.6,  10.6,  61.4,  21.6,  28.3,  16.0,   3.3,  35.1,  21.0,  61.4
2026071102010908,1,07102104,12,       1489,   7.1,  79.4,   1.4,  15.0,  91.6,  34.0,  45.8,  25.3,   5.2,  54.1,  34.0,  99.2
2026071102010908,1,07102112,12,       1605,   7.6,  85.6,   1.5,  15.8,  98.7,  36.6,  49.3,  16.4,   4.6,  58.3,  27.9, 107.0
2026071102010908,1,07102120,12,       1737,   8.1,  86.8,   1.6,   9.7,  92.6,  32.3,  49.6,  15.2,   4.6,  53.4,  26.7,  99.2
2026071102010908,1,07102128,12,       1810,   7.9,  85.1,   1.7,   8.7,  96.5,  32.1,  51.7,  14.9,   4.5,  53.6,  26.8,  90.5
2026071102010908,1,07102137,12,       1876,   8.1,  55.5,   1.7,   8.7,  75.0,  31.2,  45.4,  13.8,   4.6,  46.9,  27.2,  88.2
2026071102010908,1,07102145,12,       1951,   8.2,  55.7,   1.8,   8.7,  78.0,  31.2,  47.2,  11.2,   4.6,  40.0,  28.3,  86.7
2026071102010908,1,07102153,12,       2143,   8.1,  51.9,   1.8,   8.9,  85.7,  28.1,  43.9,   9.8,   4.7,  34.2,  26.3,  81.6
2026071102010908,1,07102201,12,       2187,   8.2,  51.4,   1.8,   8.6,  79.5,  28.6,  43.7,   9.8,   4.6,  34.9,  26.5,  83.3
2026071102010908,1,07102210,12,       2277,   8.4,  52.0,   1.9,   8.1,  70.0,  26.4,  44.4,  10.0,   4.7,  32.5,  25.3,  75.9
2026071102010908,1,07102218,12,       2316,   8.5,  52.9,   1.9,   8.2,  71.2,  26.8,  45.1,   9.9,   4.8,  33.0,  24.0,  71.2
2026071102010908,1,07102226,12,       2395,   8.6,  47.9,   1.9,   7.9,  56.3,  27.7,  42.5,  10.1,   4.7,  34.2,  23.3,  66.0
2026071102010908,1,07102234,12,       2478,   8.7,  48.3,   1.9,   7.3,  56.6,  28.7,  39.6,  10.2,   4.7,  29.5,  23.8,  68.3
2026071102010908,1,07102243,12,       2610,   8.5,  44.4,   2.0,   7.5,  56.4,  27.1,  39.3,  10.4,   4.6,  26.4,  23.4,  69.6
2026071102010908,1,07102251,12,       2727,   8.5,  40.4,   2.0,   7.8,  51.9,  28.3,  37.6,  10.7,   4.6,  27.6,  21.8,  58.9
2026071102010908,1,07102259,12,       2997,   9.2,  42.8,   2.1,   8.1,  51.0,  29.6,  33.3,  11.8,   3.8,  23.9,  19.6,  59.9
2026071102010908,1,07102307,12,       3261,   9.1,  45.7,   2.2,   6.7,  48.3,  25.5,  31.8,  11.8,   4.0,  25.8,  19.6,  52.1
2026071102010908,1,07102316,12,       3337,   8.7,  46.8,   2.2,   6.8,  49.4,  25.9,  29.0,  12.0,   4.1,  26.1,  19.7,  43.7
2026071102010908,1,07102324,12,       3427,   8.8,  48.0,   2.2,   6.8,  50.7,  26.1,  29.1,  12.0,   4.1,  26.8,  19.7,  44.9
2026071102010908,1,07102332,12,       3549,   8.7,  48.9,   2.2,   6.8,  52.5,  25.5,  29.8,  12.3,   4.0,  27.5,  17.7,  46.5
2026071102010908,1,07102345,12,       3673,   8.5,  45.2,   2.2,   6.9,  54.4,  26.0,  30.6,  11.8,   4.1,  27.9,  16.9,  47.3
2026071102010908,1,07102353,12,       3709,   8.6,  44.9,   2.3,   6.8,  54.9,  25.3,  30.2,  11.9,   4.1,  27.7,  16.8,  47.8
2026071102010908,1,07110005,12,       3746,   8.6,  45.4,   2.3,   6.8,  55.4,  25.1,  30.2,  11.7,   4.1,  28.0,  15.8,  48.3
2026071102010908,1,07110013,12,       3787,   8.7,  45.9,   2.3,   6.8,  51.3,  24.2,  30.2,  11.4,   4.2,  28.3,  15.9,  48.8
2026071102010908,1,07110022,12,       3921,   9.0,  46.1,   2.2,   7.0,  53.1,  24.5,  31.0,  11.7,   4.3,  29.3,  16.4,  50.5
2026071102010908,1,07110030,12,       3979,   8.5,  46.8,   2.2,   7.0,  53.0,  24.8,  31.5,  11.8,   4.3,  29.4,  15.8,  51.3
2026071102010908,1,07110038,12,       4057,   8.5,  46.3,   2.2,   7.1,  53.2,  23.5,  31.8,  11.3,   4.4,  27.0,  15.9,  49.1
2026071102010908,1,07110046,12,       4223,   8.9,  46.9,   2.2,   6.0,  55.3,  22.5,  32.8,  11.6,   4.5,  27.9,  16.5,  51.1
2026071102010908,1,07110055,12,       4283,   8.9,  46.9,   2.2,   5.9,  54.3,  22.6,  33.2,  11.8,   4.5,  28.0,  16.6,  51.1
2026071102010908,1,07110103,12,       4348,   8.9,  47.6,   2.2,   5.9,  55.2,  23.0,  33.7,  11.9,   4.4,  28.5,  16.4,  51.9
2026071102010908,1,07110111,12,       4475,   8.5,  47.7,   2.3,   5.6,  56.8,  22.3,  34.7,  12.1,   4.5,  28.6,  16.5,  51.8
2026071102010908,1,07110119,12,       4519,   8.5,  47.5,   2.3,   5.7,  56.4,  21.1,  33.4,  12.2,   4.5,  28.9,  16.6,  50.9
2026071102010908,1,07110128,12,       4587,   8.6,  48.2,   2.3,   5.7,  57.3,  21.3,  33.9,  12.3,   4.4,  29.1,  16.6,  48.2
2026071102010908,1,07110136,12,       4636,   8.7,  48.8,   2.3,   5.5,  57.9,  21.5,  34.3,  12.4,   4.4,  29.4,  16.7,  45.7
2026071102010908,1,07110144,12,       4751,   8.9,  49.3,   2.3,   5.6,  59.3,  21.9,  34.8,  12.6,   4.2,  30.1,  17.0,  41.3
2026071102010908,1,07110152,12,       4812,   8.6,  49.3,   2.3,   5.6,  59.2,  21.9,  33.7,  12.7,   4.3,  30.0,  17.1,  41.8
2026071102010908,1,07110201,12,       4840,   8.7,  49.6,   2.3,   5.7,  58.6,  22.1,  33.9,  12.7,   4.2,  30.2,  17.1,  41.1
