ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026071203020602,1,07111937,15,         12,   0.0,   9.6,   0.0,   0.0,   0.0,   4.8,   9.6,   0.0,   9.6,   0.0,   0.0,   3.2,   4.8,   0.0,   4.8
2026071203020602,1,07111945,15,        147,  58.8,   6.1,   6.9,   5.6, 117.6,   7.8,   6.5, 117.6,  29.4,  58.8,  10.6,   7.8,  39.2, 117.6,   6.9
2026071203020602,1,07111953,15,        198,  79.2,   5.8,   9.3,   7.2,  79.2,   7.5,   8.3, 158.4,  22.6,  52.8,   8.8,   9.9,  39.6,  14.4,   5.6
2026071203020602,1,07112002,15,        432,  86.4,  10.1,   2.7,  11.5,  24.6,  12.8,  14.4,  31.4,  24.6,  86.4,   9.6,  15.0,  34.5,  20.3,   6.0
2026071203020602,1,07112010,15,        557, 111.4,   7.5,   2.9,  14.3,  31.8,  12.0,  17.1,  40.5,  29.7,  89.1,   9.6,  13.5,  44.5,  16.5,   5.0
2026071203020602,1,07112018,15,        984, 157.4,   6.9,   4.5,  24.6,  49.2,   5.8,  24.6,  49.2,  49.2, 131.2,   5.0,  18.3,  37.4,   8.7,   5.9
2026071203020602,1,07112026,15,       1080,  45.4,   6.9,   4.6,  27.0,  45.4,   6.1,  20.0,  50.8,  54.0, 123.4,   5.4,  19.2,  39.2,   9.2,   5.4
2026071203020602,1,07112035,15,       1472,  56.0,   7.5,   6.1,  36.8,  58.8,   4.5,  23.5,  69.2,  61.9, 147.2,   4.1,  23.0,  21.0,  10.7,   6.0
2026071203020602,1,07112043,15,       1663,  63.3,   8.1,   6.8,  36.9,  63.3,   4.9,  22.5,  73.9,  51.1, 166.3,   4.5,  13.0,  21.8,   7.9,   5.8
2026071203020602,1,07112051,15,       1753,  63.7,   8.2,   6.6,  37.9,  60.9,   4.9,  23.3,  77.9,  50.0, 140.2,   4.5,  13.2,  22.9,   8.2,   5.7
2026071203020602,1,07112059,15,       1989,  63.6,   8.8,   7.4,  41.8,  69.1,   5.2,  21.7,  41.8,  56.8,  26.0,   4.4,  14.4,  25.6,   9.3,   5.3
2026071203020602,1,07112108,15,       2222,  48.0,   9.7,   7.9,  37.8,  59.2,   5.7,  22.5,  41.3,  61.2,  28.6,   4.8,  13.3,  27.7,   9.5,   4.1
2026071203020602,1,07112120,15,       2443,  50.1,  10.0,   8.4,  41.5,  59.2,   6.1,  20.7,  36.8,  54.2,  31.0,   5.1,  13.5,  29.1,   8.3,   3.8
2026071203020602,1,07112128,15,       2625,  48.8,   9.5,   8.9,  39.6,  53.8,   6.4,  20.1,  38.1,  56.7,  31.8,   5.3,  14.1,  30.4,   8.4,   3.6
2026071203020602,1,07112136,15,       2831,  50.3,  10.0,   9.5,  41.9,  58.0,   6.8,  20.9,  40.4,  61.2,  31.4,   5.5,  15.2,  31.8,   8.0,   3.1
2026071203020602,1,07112145,15,       3200,  55.6,  10.4,  10.7,  47.4,  65.6,   7.3,  22.0,  45.7,  59.5,  29.7,   6.0,  14.3,  33.6,   7.9,   2.7
2026071203020602,1,07112153,15,       3341,  50.4,  10.6,  11.0,  45.3,  62.1,   6.8,  22.6,  46.0,  59.3,  30.3,   6.2,  14.7,  32.9,   7.8,   2.7
2026071203020602,1,07112201,15,       3448,  50.1,  10.4,  11.3,  45.9,  61.2,   6.6,  22.2,  46.7,  59.9,  30.9,   6.3,  15.1,  34.0,   7.7,   2.7
2026071203020602,1,07112209,15,       3593,  47.9,  10.2,  10.5,  39.3,  57.4,   6.4,  19.6,  48.7,  62.4,  32.2,   6.4,  15.7,  34.6,   8.0,   2.8
2026071203020602,1,07112218,15,       4295,  36.5,  10.2,  12.0,  47.0,  58.2,   7.4,  23.2,  57.2,  66.0,  38.6,   7.6,  18.6,  40.4,   8.9,   2.2
2026071203020602,1,07112226,15,       4406,  36.7,  10.3,  12.2,  46.9,  55.9,   7.5,  23.6,  57.7,  66.5,  39.1,   7.7,  19.0,  36.3,   9.1,   2.2
2026071203020602,1,07112234,15,       4606,  35.7,   9.9,  12.4,  48.4,  53.4,   7.2,  24.2,  47.8,  66.9,  40.4,   7.9,  19.6,  33.4,   9.1,   2.2
2026071203020602,1,07112242,15,       4730,  36.0,  10.0,  12.6,  48.5,  54.0,   7.0,  23.0,  47.8,  66.3,  39.8,   7.9,  19.8,  33.4,   9.3,   2.2
2026071203020602,1,07112251,15,       5486,  38.1,  11.3,  14.3,  49.8,  62.6,   8.0,  26.1,  54.1,  69.6,  41.0,   8.5,  22.6,  38.8,  10.7,   1.8
2026071203020602,1,07112259,15,       5872,  40.4,   9.4,  15.3,  52.1,  62.6,   8.4,  27.6,  55.9,  74.5,  43.4,   9.0,  22.1,  40.4,  11.1,   1.8
2026071203020602,1,07112307,15,       6116,  40.1,   9.5,  15.8,  52.6,  65.2,   8.5,  27.6,  58.2,  66.1,  45.3,   9.3,  22.8,  41.4,  11.1,   1.8
2026071203020602,1,07112315,15,       6506,  41.9,   9.6,  15.6,  54.2,  65.0,   8.7,  29.2,  61.2,  68.4,  48.1,   9.8,  24.0,  41.9,  11.5,   1.7
2026071203020602,1,07112324,15,       6686,  42.1,   9.4,  15.1,  55.7,  64.4,   8.4,  28.4,  62.9,  67.7,  49.0,  10.0,  23.2,  41.1,  11.6,   1.7
2026071203020602,1,07112332,15,       6807,  42.2,   9.1,  15.2,  56.1,  61.8,   7.9,  28.6,  63.3,  68.9,  49.5,  10.1,  23.0,  41.2,  11.7,   1.8
2026071203020602,1,07112340,15,       8562,  48.9,  11.2,  18.6,  63.4,  68.4,   9.3,  34.7,  78.7,  83.5,  61.1,  12.4,  28.5,  51.1,  14.0,   1.4
2026071203020602,1,07112348,15,       8625,  49.2,  10.9,  18.8,  63.8,  69.0,   9.3,  35.0,  79.3,  82.1,  58.9,  12.5,  28.5,  51.4,  13.5,   1.4
2026071203020602,1,07112357,15,       8800,  49.9,  10.8,  19.0,  62.8,  68.3,   9.1,  30.3,  78.2,  79.1,  58.6,  12.3,  28.7,  48.8,  13.3,   1.5
2026071203020602,1,07120005,15,       8905,  44.2,  10.9,  19.2,  62.4,  68.5,   9.2,  29.9,  79.1,  80.0,  59.3,  12.0,  28.9,  44.2,  13.2,   1.5
2026071203020602,1,07120013,15,       9078,  44.5,  10.8,  19.5,  61.0,  66.0,   9.0,  29.1,  80.6,  81.6,  60.5,  12.1,  28.7,  44.2,  13.0,   1.5
2026071203020602,1,07120021,15,       9168,  43.9,  10.8,  18.2,  61.6,  66.6,   9.0,  29.4,  81.4,  82.4,  61.1,  12.2,  28.7,  43.9,  12.7,   1.5
2026071203020602,1,07120030,15,       9425,  44.0,  10.3,  18.7,  63.3,  67.3,   8.8,  30.0,  82.8,  82.8,  61.8,  12.3,  28.6,  44.6,  12.8,   1.5
2026071203020602,1,07120038,15,       9487,  43.6,  10.3,  18.6,  60.7,  67.1,   8.8,  30.2,  81.6,  83.4,  61.2,  12.2,  28.7,  44.3,  12.7,   1.5
2026071203020602,1,07120046,15,       9602,  43.6,  10.0,  18.7,  60.0,  66.7,   8.6,  30.3,  81.7,  84.4,  61.9,  12.3,  28.9,  42.9,  12.0,   1.5
2026071203020602,1,07120054,15,       9753,  41.7,  10.0,  17.7,  60.9,  67.2,   8.6,  28.5,  79.6,  85.7,  62.9,  12.5,  29.2,  38.2,  12.1,   1.5
2026071203020602,1,07120103,15,       9904,  42.3,   9.7,  17.6,  60.9,  61.4,   8.7,  27.8,  80.0,  86.1,  63.8,  12.6,  29.1,  38.6,  11.3,   1.6
2026071203020602,1,07120111,15,      10042,  42.5,   9.7,  16.7,  61.7,  62.2,   8.7,  23.9,  81.1,  85.4,  63.7,  12.8,  29.3,  39.1,  11.3,   1.6
2026071203020602,1,07120119,15,      10408,  34.5,   9.5,  17.2,  64.0,  64.5,   9.0,  23.3,  84.1,  88.5,  66.0,  13.0,  30.2,  40.6,  11.7,   1.6
2026071203020602,1,07120127,15,      10602,  33.7,   9.7,  17.5,  51.4,  65.7,   8.1,  23.4,  85.6,  90.2,  67.3,  13.0,  30.5,  40.3,  11.9,   1.6
2026071203020602,1,07120136,15,      10746,  34.1,   9.1,  17.7,  51.1,  65.6,   8.1,  23.4,  86.8,  87.7,  67.1,  13.2,  30.8,  38.7,  11.8,   1.6
2026071203020602,1,07120144,15,      10795,  34.1,   9.0,  17.7,  51.4,  65.9,   8.1,  23.5,  79.2,  88.1,  67.4,  13.2,  30.9,  38.9,  11.7,   1.6
2026071203020602,1,07120152,15,      10958,  33.5,   9.0,  18.0,  51.8,  66.4,   8.2,  23.4,  79.6,  89.4,  68.4,  13.4,  30.2,  37.6,  11.4,   1.6
2026071203020602,1,07120200,15,      11149,  33.5,   9.2,  18.3,  51.2,  67.5,   8.3,  23.1,  81.0,  90.0,  68.6,  13.6,  20.2,  37.7,  11.6,   1.7
2026071203020602,1,07120209,15,      11217,  33.7,   9.1,  18.4,  51.5,  67.9,   8.3,  23.1,  81.5,  89.7,  69.0,  13.6,  20.2,  37.8,  11.3,   1.7
2026071203020602,1,07120217,15,      11237,  33.4,   9.1,  18.3,  51.6,  68.1,   8.3,  23.1,  81.7,  89.8,  69.1,  13.7,  20.2,  37.7,  11.3,   1.7
2026071203020602,1,07120225,15,      11366,  33.5,   9.2,  18.5,  51.0,  68.8,   8.4,  23.3,  81.9,  90.9,  69.4,  13.8,  20.3,  37.8,  11.0,   1.7
2026071203020602,1,07120233,15,      11389,  33.6,   9.2,  18.5,  50.9,  69.0,   8.4,  23.3,  82.0,  90.2,  69.5,  13.8,  20.3,  37.9,  10.9,   1.7
2026071203020602,1,07120242,15,      11469,  33.6,   9.2,  18.6,  51.2,  68.9,   8.3,  23.2,  82.6,  89.0,  68.9,  13.9,  20.4,  37.1,  11.0,   1.7
2026071203020602,1,07120250,15,      11534,  33.6,   9.0,  18.6,  51.5,  68.3,   8.3,  23.3,  83.1,  89.5,  68.8,  13.8,  20.5,  37.3,  10.9,   1.7
2026071203020602,1,07120258,15,      12030,  34.8,   9.4,  17.4,  52.0,  70.2,   8.6,  23.0,  86.7,  93.4,  71.8,  14.4,  21.1,  38.1,  11.4,   1.6
2026071203020602,1,07120306,15,      12102,  34.9,   9.4,  17.5,  51.7,  70.6,   8.4,  23.0,  87.2,  93.9,  72.2,  14.5,  21.2,  38.4,  11.2,   1.6
2026071203020602,1,07120315,15,      12269,  35.1,   9.4,  17.7,  51.9,  68.6,   8.5,  22.5,  88.4,  95.2,  73.2,  14.7,  21.4,  38.7,  10.4,   1.6
