ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026071110020509,1,07101831,11,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071110020509,1,07101839,11,         26,   0.0,   0.0,   0.0,   0.0,   1.1,   0.0,  20.8,  20.8,   0.0,   0.0,   6.9
2026071110020509,1,07101848,11,         52,   0.0,  41.6,   0.0,   0.0,   1.8,   0.0,  41.6,  41.6,  41.6,   0.0,   1.6
2026071110020509,1,07101856,11,         79,   9.0,  10.5,  63.2,   0.0,   2.4,  21.0,   7.9,  63.2,  31.6,   0.0,   2.5
2026071110020509,1,07101904,11,        103,  10.3,  13.7,  27.4,  82.4,   3.1,  20.6,   6.8,  82.4,  27.4,  20.6,   2.3
2026071110020509,1,07101912,11,        156,  15.6,  17.8,  41.6,  31.2,   4.8,  31.2,   9.6, 124.8,   8.9,  24.9,   1.7
2026071110020509,1,07101921,11,        188,   8.3,  16.7,  18.8,  37.6,   5.3,  25.0,  11.5, 150.4,   6.5,  25.0,   2.0
2026071110020509,1,07101929,11,        210,   9.3,  18.6,  16.8,  33.6,   6.0,  28.0,  12.0,  84.0,   6.4,  28.0,   1.9
2026071110020509,1,07101937,11,        248,  10.4,  22.0,  16.5,  28.3,   4.2,  33.0,  11.0,  99.2,   6.4,  33.0,   2.1
2026071110020509,1,07101945,11,        296,  10.7,  23.6,  14.8,  29.6,   3.7,  39.4,  10.2,  78.9,   6.9,  18.2,   2.4
2026071110020509,1,07101954,11,        468,  15.6,  31.2,  12.9,  37.4,   5.1,  46.8,  14.4,  93.6,   6.5,   3.1,   3.5
2026071110020509,1,07102002,11,        621,  17.7,  38.2,  15.0,  49.6,   6.8,  62.1,  18.4, 124.2,   6.5,   4.1,   2.1
2026071110020509,1,07102010,11,        779,   4.8,  47.9,  16.8,  56.6,   7.6,  69.2,  18.3, 103.8,   5.8,   5.1,   2.6
2026071110020509,1,07102018,11,        845,   5.2,  52.0,  11.2,  48.2,   7.1,  45.0,  14.6, 112.6,   6.2,   5.4,   2.8
2026071110020509,1,07102027,11,        980,   5.9,  60.3,   6.4,  29.0,   7.8,  46.1,  14.2,  19.6,   7.0,   6.2,   3.2
2026071110020509,1,07102035,11,       1077,   6.4,  66.2,   7.0,  31.9,   7.4,  50.6,   6.6,  20.5,   7.6,   6.8,   3.5
2026071110020509,1,07102043,11,       1186,   7.0,  63.2,   6.9,  33.8,   7.1,  30.6,   7.0,  22.5,   7.5,   6.2,   3.7
2026071110020509,1,07102051,11,       1236,   7.2,  61.8,   6.6,  34.0,   7.1,  30.9,   6.3,  23.5,   7.7,   6.5,   3.8
2026071110020509,1,07102100,11,       1355,   7.8,  67.7,   6.5,  32.8,   7.3,  32.8,   6.3,  23.5,   7.7,   7.0,   3.4
2026071110020509,1,07102108,11,       1396,   7.4,  69.8,   6.6,  30.1,   7.5,  32.8,   6.3,  19.5,   7.9,   7.2,   3.5
2026071110020509,1,07102116,11,       1484,   7.7,  69.8,   6.6,  29.6,   7.5,  32.9,   5.8,  20.4,   7.1,   7.5,   3.7
2026071110020509,1,07102124,11,       1606,   7.4,  75.5,   6.0,  32.1,   7.0,  32.1,   6.2,  22.1,   7.3,   7.2,   3.9
2026071110020509,1,07102133,11,       1703,   7.6,  80.1,   6.0,  31.6,   6.8,  32.4,   6.5,  20.0,   7.6,   6.7,   3.9
2026071110020509,1,07102141,11,       1794,   7.9,  75.5,   6.3,  30.5,   6.4,  32.6,   6.1,  19.9,   7.9,   6.6,   4.0
2026071110020509,1,07102149,11,       1945,   8.3,  70.7,   5.5,  24.6,   6.8,  35.3,   6.5,  15.5,   7.8,   7.0,   4.2
2026071110020509,1,07102157,11,       2049,   8.6,  71.2,   5.5,  26.0,   6.7,  37.2,   6.8,  16.3,   7.2,   6.9,   4.2
2026071110020509,1,07102206,11,       2172,   9.1,  75.5,   5.6,  25.5,   6.9,  38.6,   6.7,  15.5,   7.2,   6.2,   4.3
2026071110020509,1,07102214,11,       2251,   9.4,  75.0,   5.2,  26.4,   6.6,  34.6,   6.9,  15.9,   6.9,   6.5,   4.5
2026071110020509,1,07102222,11,       2443,   9.9,  75.1,   4.2,  27.9,   7.2,  35.5,   7.4,  16.9,   7.2,   6.7,   4.6
2026071110020509,1,07102230,11,       2581,  10.4,  79.4,   4.3,  29.0,   5.9,  34.9,   7.7,  17.9,   6.8,   6.9,   4.8
2026071110020509,1,07102239,11,       2713,  10.0,  70.0,   4.3,  30.5,   5.8,  25.8,   7.5,  18.2,   7.1,   7.3,   4.9
2026071110020509,1,07102247,11,       2838,   9.1,  70.9,   4.5,  29.8,   5.6,  27.0,   7.7,  19.0,   7.3,   7.1,   5.0
2026071110020509,1,07102255,11,       2957,   9.4,  71.6,   4.5,  24.6,   5.4,  27.8,   7.7,  19.5,   7.0,   7.4,   5.1
2026071110020509,1,07102303,11,       3042,   9.2,  67.6,   4.6,  25.3,   5.3,  24.0,   7.9,  20.1,   6.5,   7.6,   5.3
2026071110020509,1,07102312,11,       3148,   9.5,  59.9,   4.6,  25.1,   5.4,  24.2,   7.9,  20.6,   6.3,   7.8,   5.3
2026071110020509,1,07102320,11,       3260,   9.8,  60.6,   4.7,  26.0,   5.5,  22.8,   8.0,  21.3,   6.3,   7.8,   4.9
2026071110020509,1,07102328,11,       3505,  10.5,  62.3,   4.4,  27.7,   5.8,  24.3,   8.2,  21.2,   5.8,   8.3,   4.8
2026071110020509,1,07102336,11,       3628,  10.7,  55.8,   4.5,  27.9,   5.9,  22.3,   8.4,  20.8,   5.4,   8.6,   4.8
2026071110020509,1,07102345,11,       3687,  10.8,  51.7,   4.5,  27.5,   5.8,  22.5,   8.5,  21.0,   5.4,   8.7,   4.8
