ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘,17î‘,18î‘
2026062109030611,1,06200700,18,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062109030611,1,06200705,18,       1169,  46.7,  46.7, 935.2,   0.0,  31.1,   0.0, 935.2,  44.5,  77.9, 233.8, 935.2,  46.7,   0.0,  31.1, 467.6, 467.6,   1.1, 311.7
2026062109030611,1,06200711,18,       1303,  12.4,  45.3, 347.4, 521.2,  23.6, 521.2, 208.4,  43.4,  74.4, 173.7,  86.8,  35.9, 521.2,  32.5, 260.6, 148.9,   1.1, 208.4
2026062109030611,1,06200716,18,       1461,  12.9,  41.7, 389.6, 389.6,  23.8, 292.2, 166.9,  20.8,  68.7, 194.8,  36.5,  40.3, 584.4,  15.1, 292.2, 116.8,   1.1, 233.7
2026062109030611,1,06200722,18,       1676,  13.9,  43.2, 446.9, 148.9,  22.7, 335.2, 191.5,  22.7,  40.6, 223.4,   7.8,  40.6, 670.4,  14.8, 134.0,  83.8,   1.2, 191.5
2026062109030611,1,06200727,18,       1746,  14.5,  41.0, 465.6, 116.4,  21.8, 279.3, 107.4,  14.7,  38.8, 174.6,   7.9,  42.3, 465.6,  15.5, 116.4,  77.6,   1.3, 174.6
2026062109030611,1,06200733,18,       1874,  14.6,  42.8, 374.8,  93.7,  16.6, 214.1,  88.1,  14.8,  32.5,  59.9,   7.8,  40.5, 299.8,  15.1,  83.2,  68.1,   1.4, 149.9
2026062109030611,1,06200738,18,       2263,  16.9,  45.2, 181.0,  48.9,  16.0, 150.8,  67.0,  14.0,  11.5,  56.5,   7.3,  38.5, 113.1,  12.3,  69.6,  64.6,   1.6, 113.1
2026062109030611,1,06200744,18,       2454,  17.6,  35.6,  93.4,  34.4,  16.4, 163.6,  53.0,  13.5,  12.5,  43.6,   7.1,  26.8,  75.5,  11.9,  53.0,  70.1,   1.8, 122.7
2026062109030611,1,06200749,18,       2698,  18.6,  35.9, 102.7,  37.2,  17.8, 166.0,  35.9,  13.7,  13.1,  45.9,   7.4,  18.9,  55.3,  10.7,  56.8,  43.1,   1.9, 113.6
2026062109030611,1,06200755,18,       3144,  18.9,  34.4,  78.6,  33.5,  17.2, 109.3,  31.0,  10.7,  14.0,  44.1,   6.4,  17.8,  42.6,  11.2,  50.3,  35.4,   2.1,  83.8
2026062109030611,1,06200800,18,       3365,  19.2,  36.3,  81.5,  35.8,  17.1, 117.0,  26.1,  11.4,  11.4,  44.1,   6.2,  18.8,  43.4,  10.3,  50.7,  37.3,   2.2,  81.5
2026062109030611,1,06200806,18,       3997,  22.0,  42.0,  96.8,  42.6,   9.4, 133.2,  29.3,  13.2,   8.0,  49.9,   4.8,  22.2,  50.7,  10.9,  60.3,  44.4,   2.7,  84.1
2026062109030611,1,06200811,18,       4189,  22.7,  44.0, 101.5,  44.6,   9.5, 139.6,  23.6,  13.1,   8.3,  50.7,   5.0,  19.1,  52.3,   9.9,  63.2,  36.4,   2.8,  72.8
2026062109030611,1,06200817,18,       4416,  22.2,  46.4, 103.9,  42.5,   9.9, 147.2,  23.0,  12.8,   8.7,  52.7,   4.4,  19.5,  55.2,   9.8,  60.9,  37.9,   2.9,  75.1
2026062109030611,1,06200822,18,       4538,  22.8,  47.1, 106.7,  40.7,  10.0, 151.2,  19.7,  13.2,   8.9,  28.1,   4.5,  19.4,  55.8,  10.0,  61.5,  38.6,   3.0,  74.0
2026062109030611,1,06200828,18,       4813,  14.5,  50.0, 113.2,  43.2,  10.2, 160.4,  19.2,  13.1,   9.1,  29.1,   4.4,  20.5,  58.3,  10.4,  63.1,  40.1,   3.1,  77.0
2026062109030611,1,06200833,18,       4936,  14.6,  45.9,  96.3,  38.3,   9.9, 157.9,  18.8,  12.8,   9.3,  29.2,   4.5,  21.0,  57.2,  10.6,  61.7,  39.4,   3.2,  75.9
2026062109030611,1,06200839,18,       5230,  14.3,  47.5,  97.3,  40.2,   9.1, 139.4,  19.6,  13.0,   9.4,  30.1,   4.4,  20.0,  59.7,  10.7,  63.3,  41.8,   3.3,  80.4
2026062109030611,1,06200844,18,       5485,  15.0,  49.8, 102.0,  41.0,   8.6, 137.1,  19.5,  13.3,   9.6,  30.0,   4.2,  17.5,  62.6,  10.5,  54.1,  41.3,   3.4,  84.3
2026062109030611,1,06200850,18,       5770,  14.7,  47.1,  87.0,  42.3,   8.9, 144.2,  20.6,  13.4,   8.3,  31.6,   4.3,  16.9,  56.9,  10.1,  56.9,  39.1,   3.6,  85.4
2026062109030611,1,06200855,18,       6105,  14.4,  49.3,  77.5,  44.8,   9.1, 116.2,  21.0,  11.1,   8.6,  32.1,   4.4,  16.6,  44.0,   9.7,  56.1,  41.0,   3.8,  85.6
2026062109030611,1,06200901,18,       7219,  16.6,  57.7,  90.2,  51.1,  10.6, 137.5,  24.6,  13.0,  10.2,  34.3,   2.7,  19.5,  52.0,  11.1,  53.9,  47.3,   4.5, 101.3
2026062109030611,1,06200906,18,       7504,  17.3,  59.4,  93.8,  50.0,  10.9, 142.9,  25.0,  11.5,   9.5,  33.7,   2.7,  20.1,  54.0,  11.3,  53.6,  49.2,   4.6, 101.7
