ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘
2026071903020807,1,07181930,15,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071903020807,1,07181938,15,          1,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071903020807,1,07181947,15,         96,  76.8,  38.4,   1.5,   8.5,  12.8,  76.8,  10.9,  38.4,  12.8,  25.6,  25.6,  38.4,  38.4,   0.0,  25.6
2026071903020807,1,07181955,15,        128, 102.4,  51.2,   1.9,  10.2,   8.5,  51.2,   9.3,  25.6,   7.8,  25.6,  34.1,  34.1,  34.1,   0.0,  12.8
2026071903020807,1,07182003,15,        182,  72.8,  48.5,   2.5,   8.5,   7.2,  36.4,   7.2,  36.4,   5.6,  36.4,  48.5,  24.2,  48.5, 145.6,  13.2
2026071903020807,1,07182011,15,        270,  54.0,  43.2,   3.6,   2.8,  10.8,  43.2,   9.8,  27.0,   7.4,  43.2,  54.0,  24.0,  21.6, 108.0,  18.0
2026071903020807,1,07182020,15,        337,  38.5,  53.9,   4.1,   3.0,  11.2,  17.9,  11.2,  29.9,   8.9,  53.9,  67.4,  26.9,  10.3,  26.9,  19.2
2026071903020807,1,07182028,15,        434,  49.6,  69.4,   5.1,   2.7,   7.2,  23.1,  11.5,  31.5,  11.5,  69.4,  69.4,  17.3,   9.3,  34.7,  23.1
2026071903020807,1,07182036,15,        550,  23.1,  88.0,   6.3,   3.2,   8.3,  24.4,  13.7,  29.3,   4.4,  88.0,  62.8,  19.1,  10.4,  40.0,  27.5
2026071903020807,1,07182044,15,        617,  24.6,  98.7,   6.8,   3.4,   9.1,  24.6,   7.4,  27.4,   4.7,  98.7,  41.1,  18.9,  11.2,  44.8,  29.0
2026071903020807,1,07182053,15,        663,  26.5,  66.3,   6.3,   3.5,   8.1,  24.1,   7.5,  29.4,   4.9, 106.0,  37.8,  20.4,  11.0,  48.2,  29.4
2026071903020807,1,07182101,15,        717,  27.3,  63.7,   6.8,   3.7,   8.4,  26.0,   7.4,  27.3,   5.1,  95.6,  38.2,  21.2,   9.8,  38.2,  19.7
2026071903020807,1,07182109,15,        900,  30.0,  72.0,   8.0,   2.7,  10.0,  30.0,   8.0,  34.2,   5.4, 102.8,  45.0,  24.8,  10.9,  48.0,  17.1
2026071903020807,1,07182117,15,        968,  32.2,  19.3,   8.0,   2.8,  10.4,  32.2,   8.1,  32.2,   5.8,  96.8,  36.8,  25.8,  11.5,  48.4,  16.1
2026071903020807,1,07182126,15,       1049,  34.9,  20.9,   7.4,   2.7,  10.6,  34.9,   8.7,  33.5,   6.2,  93.2,  38.1,  22.6,  12.3,  32.2,  16.4
2026071903020807,1,07182134,15,       1118,  35.7,  21.8,   6.9,   2.7,  10.1,  37.2,   9.3,  35.7,   6.4,  89.4,  38.8,  24.1,  11.3,  33.1,  15.6
2026071903020807,1,07182142,15,       1233,  35.2,  24.0,   6.9,   2.7,   9.0,  39.4,   9.7,  31.8,   6.4,  82.2,  42.8,  25.2,  12.0,  36.5,  16.1
