ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026071910020803,1,07181933,16,          0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026071910020803,1,07181942,16,         39,   0.0,   0.0,   0.0,   0.0,  31.2,   0.0,  31.2,   3.1,  31.2,   0.0,  15.6,   0.0,   0.0,   2.8,   2.4,   0.0
2026071910020803,1,07181950,16,        192,  76.8,  12.8,  11.8, 153.6,  51.2,  51.2,   4.5,   8.0,   3.4,  38.4,  51.2,  38.4,  15.3,   9.6,   7.3,  51.2
2026071910020803,1,07181958,16,        258, 103.2,  15.8,  12.9, 103.2,  51.6,  12.1,   5.4,  10.3,   4.4,  41.2,  51.6,  20.6,  11.4,   6.6,   7.9,  34.4
2026071910020803,1,07182006,16,        395,  21.0,  18.5,  17.5,  79.0,  63.2,   8.1,   7.3,   7.1,   5.2,  45.1,  45.1,  24.3,   7.9,   6.8,  10.8,  39.5
2026071910020803,1,07182015,16,        451,  21.2,  18.0,  18.9,  72.1,  45.1,   6.6,   6.4,   8.0,   5.5,  45.1,  45.1,  21.2,   9.0,   7.0,  12.0,  45.1
2026071910020803,1,07182023,16,        573,  13.4,  14.3,  18.3,  76.4,  45.8,   6.3,   5.9,   8.0,   6.1,  57.3,  57.3,  18.3,  10.6,   8.6,  11.7,  45.8
2026071910020803,1,07182031,16,        681,  15.5,  16.5,  21.7,  90.8,  54.4,   7.0,   5.5,   9.0,   6.6,  60.5,  68.1,  20.9,  12.1,   8.9,   5.7,  54.4
2026071910020803,1,07182039,16,        769,  17.0,  18.0,  24.6,  76.9,  55.9,   6.6,   5.3,   9.4,   5.7,  51.2,  76.9,  23.6,  13.0,   8.5,   6.4,  43.9
2026071910020803,1,07182048,16,        920,  20.4,   8.1,  28.3,  92.0,  61.3,   7.8,   5.7,  11.1,   6.3,  56.6,  92.0,   8.8,  14.7,  10.0,   7.2,  46.0
2026071910020803,1,07182056,16,       1121,  22.4,   8.4,  28.9,  47.2,  40.7,   8.6,   5.0,  11.0,   7.0,  64.0,  59.7,   9.3,  17.2,  10.8,   7.2,  30.9
2026071910020803,1,07182104,16,       1262,  25.2,   8.6,  30.5,  45.8,  28.8,   9.3,   5.2,  11.2,   7.2,  67.3,  59.3,   9.8,  14.2,   9.6,   7.3,  25.8
2026071910020803,1,07182112,16,       1494,  24.3,   9.3,  11.0,  54.3,  31.4,  10.4,   6.0,   8.0,   7.7,  45.9,  66.4,  10.0,  15.9,  11.0,   8.6,  23.9
2026071910020803,1,07182121,16,       1665,  27.1,  10.3,  12.3,  60.5,  34.1,  10.4,   6.4,   8.9,   8.4,  17.0,  70.1,  11.1,  17.0,  10.1,   9.0,  12.9
2026071910020803,1,07182129,16,       1823,  24.3,  10.7,  13.2,  63.4,  34.7,  10.4,   6.0,   9.4,   8.9,  18.6,  72.9,  10.7,  17.7,  10.9,   7.4,  13.6
2026071910020803,1,07182137,16,       2052,  27.3,  12.0,  11.2,  65.6,  39.0,  11.2,   4.5,   9.9,   9.8,  20.7,  82.0,  12.0,  18.2,   9.8,   8.0,  15.2
2026071910020803,1,07182145,16,       2155,  27.8,  12.1,  11.4,  63.8,  38.3,  10.7,   4.5,  10.1,  10.0,  18.3,  82.0,  11.8,  18.7,   9.9,   8.3,  14.3
2026071910020803,1,07182154,16,       2209,  27.6,  12.4,  11.0,  63.1,  38.4,  10.3,   4.6,  10.1,  10.0,  18.8,  76.8,  12.1,  19.0,   9.9,   8.3,  14.6
2026071910020803,1,07182202,16,       2300,  27.8,  12.7,  10.4,  63.4,  37.5,  10.1,   4.6,  10.3,  10.0,  19.3,  80.0,  12.4,  18.5,   9.7,   8.4,  14.2
2026071910020803,1,07182210,16,       2379,  28.8,  12.4,  10.6,  65.6,  36.6,  10.1,   4.7,   9.3,  10.1,  19.8,  79.3,  12.6,  17.3,   9.7,   8.7,  14.5
2026071910020803,1,07182218,16,       2764,  26.6,  13.4,  11.2,  76.2,  40.9,  10.9,   5.0,  10.6,  10.4,  20.6,  76.2,  14.3,  19.7,   5.2,  10.0,  16.5
2026071910020803,1,07182227,16,       2853,  26.8,  13.9,  11.5,  67.1,  42.2,  10.9,   5.2,  10.4,  10.5,  20.0,  76.0,  12.8,  19.8,   5.1,  10.0,  16.9
2026071910020803,1,07182235,16,       2953,  27.7,  13.7,  11.1,  63.8,  42.9,  10.9,   5.1,  10.6,  10.2,  20.5,  76.2,  12.7,  19.8,   5.3,  10.2,  16.8
2026071910020803,1,07182243,16,       3066,  25.0,  14.1,  11.5,  66.2,  41.5,  10.9,   5.1,   8.8,  10.4,  20.9,  72.1,  13.1,  20.1,   5.4,  10.5,  17.5
2026071910020803,1,07182251,16,       3191,  26.0,  14.1,  11.7,  65.4,  43.2,  10.3,   5.2,   8.4,  10.6,  21.8,  75.0,  12.9,  20.5,   5.6,   9.7,  18.2
2026071910020803,1,07182300,16,       3278,  25.9,  14.2,  11.7,  63.9,  43.7,   9.7,   5.2,   8.1,  10.8,  22.0,  77.1,  12.9,  21.1,   5.7,   9.9,  18.5
2026071910020803,1,07182308,16,       3473,  26.7,  14.1,  11.4,  60.4,  44.1,   9.3,   5.0,   8.4,  10.9,  22.4,  60.4,  12.8,  21.0,   5.9,  10.4,  18.6
2026071910020803,1,07182316,16,       3631,  27.9,  14.6,  11.7,  63.1,  46.1,   9.4,   4.8,   8.1,  10.7,  22.6,  63.1,  12.7,  21.8,   6.0,  10.8,  19.1
