ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘,14î‘,15î‘,16î‘
2026062810020204,1,06271934,16,          3,   0.0,   0.0,   2.4,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.2,   0.0,   0.0,   0.0,   0.0
2026062810020204,1,06271942,16,         43,   0.0,  34.4,  34.4,   0.0,   0.0,   6.8,  34.4,   0.0,  34.4,   3.8,  34.4,   4.9,   6.8,   3.1,  34.4,   0.0
2026062810020204,1,06271950,16,        240,   0.0,  38.4,  96.0,  21.3,  14.7,   2.0,  21.3,  27.4,  38.4,  10.6,  12.0,  10.1,  16.0,  10.1,  96.0,  19.2
2026062810020204,1,06271958,16,        303, 242.4,  26.9,  80.8,  20.2,  17.3,   2.0,  16.1,  24.2,  24.2,  13.4,  12.1,  12.1,  17.3,  10.1,  80.8,  20.2
2026062810020204,1,06272007,16,        426,  85.2,  14.8,  68.1,  13.6,  20.0,   2.2,  15.4,  17.0,  30.9,  15.4,  14.8,  14.2,  21.3,  10.0,  22.7,  22.7
2026062810020204,1,06272015,16,        583,  77.7,   9.9,  58.3,  14.5,  23.3,   2.6,  13.7,  21.2,  38.8,   6.1,  16.6,  17.9,  27.4,  12.9,  27.4,  16.6
2026062810020204,1,06272023,16,        715,  63.5,   8.5,  52.0,  17.8,  27.2,   2.8,  13.3,  14.6,  44.0,   6.9,  15.4,  18.4,  16.8,  12.7,  27.2,  19.0
2026062810020204,1,06272031,16,        858,  68.6,   9.8,  57.2,  20.8,  29.8,   2.3,  15.2,  13.7,  52.8,   7.5,  16.3,  20.1,  19.0,  13.7,  31.2,  21.4
2026062810020204,1,06272040,16,        989,  60.8,  10.6,  65.9,  20.2,  32.9,   2.3,  10.9,  14.3,  52.7,   8.4,  17.2,  18.4,  15.8,  12.7,  34.4,  23.9
2026062810020204,1,06272048,16,       1053,  60.1,  10.9,  70.2,  20.5,  33.6,   2.4,  11.3,  14.7,  56.1,   6.9,  14.2,  19.1,  16.5,  13.1,  36.6,  24.7
2026062810020204,1,06272056,16,       1280,  73.1,   5.6,  53.8,  18.9,  40.9,   2.5,  13.4,  16.7,  46.5,   7.5,  16.7,  21.3,  17.6,  15.2,  42.6,  28.4
2026062810020204,1,06272104,16,       1391,  79.4,   4.9,  55.6,  18.2,  35.8,   2.6,  12.5,  17.6,  50.5,   8.0,  16.6,  22.2,  17.6,  16.6,  39.7,  29.2
2026062810020204,1,06272113,16,       1712,  80.5,   5.9,  57.0,  10.9,  36.0,   2.9,  14.2,  21.4,  15.9,   7.2,  15.7,  21.7,  18.5,  16.1,  34.2,  36.0
2026062810020204,1,06272121,16,       1879,  83.5,   5.6,  57.8,  11.5,  38.5,   2.8,  15.1,  21.1,  17.2,   7.4,  16.7,  23.1,  18.5,  15.8,  35.7,  37.5
2026062810020204,1,06272129,16,       2054,  86.4,   5.6,  58.6,  11.4,  39.1,   2.9,  15.8,  21.6,  18.0,   7.1,  16.9,  21.6,  19.5,  16.2,  35.7,  27.3
2026062810020204,1,06272137,16,       2165,  91.1,   5.8,  61.8,  10.9,  40.2,   2.9,  16.3,  21.9,  15.6,   6.9,  17.1,  22.2,  18.2,  16.9,  36.8,  28.8
2026062810020204,1,06272146,16,       2269,  95.5,   6.0,  60.5,  11.0,  40.3,   2.9,  15.9,  22.1,  15.9,   6.9,  16.9,  20.1,  18.3,  16.5,  37.0,  30.2
2026062810020204,1,06272154,16,       2355,  94.2,   6.1,  50.9,  10.8,  40.9,   2.9,  16.3,  22.1,  15.3,   7.1,  16.8,  17.2,  19.0,  17.1,  38.4,  29.9
2026062810020204,1,06272202,16,       2538,  92.2,   6.4,  54.8,  10.0,  43.2,   2.9,  16.6,  21.1,  12.8,   6.9,  17.5,  17.9,  19.5,  18.1,  41.4,  30.3
2026062810020204,1,06272210,16,       2732,  17.4,   6.9,  59.0,  10.6,  43.7,   3.1,  17.7,  22.0,  13.5,   6.8,  18.0,  15.6,  20.6,  19.3,  42.8,  31.6
2026062810020204,1,06272219,16,       2943,  18.2,   6.9,  60.3,  11.2,  46.1,   3.0,  17.9,  19.7,  14.5,   6.9,  19.1,  14.3,  21.8,  19.4,  45.2,  32.2
2026062810020204,1,06272227,16,       3045,  18.5,   7.1,  60.9,  11.3,  47.7,   2.9,  18.4,  18.0,  14.9,   7.1,  19.3,  14.3,  22.1,  17.4,  45.9,  29.3
2026062810020204,1,06272239,16,       3339,  20.2,   6.5,  62.1,  12.3,  50.4,   2.7,  18.2,  18.1,  15.9,   7.6,  20.3,  14.6,  22.8,  18.6,  49.4,  30.3
2026062810020204,1,06272248,16,       3557,  21.3,   5.8,  56.9,  12.2,  53.6,   2.7,  19.2,  18.5,  16.9,   7.8,  20.9,  15.5,  23.7,  19.4,  52.6,  31.2
2026062810020204,1,06272256,16,       3623,  21.7,   5.6,  53.6,  12.3,  52.6,   2.7,  19.5,  18.8,  17.1,   7.8,  21.0,  15.5,  23.3,  19.7,  50.8,  30.8
