ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘
2026062703020105,1,06261834,11,          1,   0.0,   0.0,   1.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062703020105,1,06261842,11,        142, 113.6, 113.6,  56.8,   9.4,  28.4,   1.1, 113.6, 113.6,   9.4, 113.6,  28.4
2026062703020105,1,06261850,11,        158,  31.6,  42.1,  21.0,   9.0,  25.2,   1.2, 126.4, 126.4,   9.0, 126.4,  31.6
2026062703020105,1,06261859,11,        177,  23.6,  35.4,  15.7,   9.4,  23.6,   1.3,  70.8,  47.2,   8.3,  70.8,  20.2
2026062703020105,1,06261907,11,        246,  16.4,  39.3,   4.3,  11.5,  28.1,   1.7,  49.2,  32.8,   6.5,  65.6,  28.1
2026062703020105,1,06261915,11,        279,  13.1,  37.2,   4.2,  11.1,  18.6,   1.9,  27.9,  31.8,   6.7,  74.4,  27.9
2026062703020105,1,06261923,11,        406,  17.0,  46.4,   2.1,  16.2,  23.2,   2.5,  21.6,  46.4,   8.5,  81.2,  40.6
2026062703020105,1,06261932,11,        426,  12.6,  48.6,   2.2,  17.0,  24.3,   2.6,  21.3,  48.6,   8.7,  85.2,  34.0
2026062703020105,1,06261940,11,        479,   9.1,  27.3,   2.3,  17.4,  25.5,   2.8,  20.1,  47.9,   8.9,  76.6,  27.3
2026062703020105,1,06261948,11,        540,   9.3,  28.8,   2.2,  18.7,  25.4,   3.1,  18.7,  39.2,   8.0,  61.7,  27.0
2026062703020105,1,06261956,11,        617,   7.8,  30.8,   2.5,  17.6,  21.4,   3.1,  20.5,  32.9,   8.9,  49.3,  17.0
2026062703020105,1,06262005,11,        669,   8.3,  33.4,   2.6,  19.1,  22.3,   3.0,  20.5,  33.4,   9.7,  48.6,  10.7
2026062703020105,1,06262013,11,        767,   6.6,  36.0,   2.9,  21.1,  19.7,   3.3,  19.1,  36.0,   7.3,  32.2,  12.2
2026062703020105,1,06262021,11,       1782,  14.6,  83.8,   1.1,  49.1,  43.2,   7.7,  44.5,  83.8,  16.7,  75.0,  28.5
2026062703020105,1,06262029,11,       1996,  15.8,  84.0,   1.1,  53.2,  43.1,   8.3,  45.6,  93.9,  14.6,  72.5,  29.5
2026062703020105,1,06262038,11,       2117,  15.8,  80.6,   1.1,  54.6,  43.4,   8.4,  37.6,  99.6,  15.5,  76.9,  31.3
2026062703020105,1,06262046,11,       2219,  15.4,  77.1,   1.2,  37.7,  39.4,   8.3,  30.0,  88.7,  13.9,  59.1,  28.1
2026062703020105,1,06262054,11,       2311,  15.8,  77.0,   1.2,  39.3,  39.3,   7.3,  30.8,  88.0,  12.1,  61.6,  28.0
2026062703020105,1,06262102,11,       2404,  15.8,  68.6,   1.2,  39.2,  34.9,   6.9,  25.6,  83.6,  12.4,  58.2,  28.2
2026062703020105,1,06262111,11,       2504,  16.4,  69.0,   1.3,  39.2,  30.3,   6.1,  24.1,  87.0,  11.9,  58.9,  29.4
2026062703020105,1,06262119,11,       2626,  16.1,  63.6,   1.3,  38.1,  25.9,   6.2,  24.1,  84.0,  11.1,  36.8,  29.5
2026062703020105,1,06262127,11,       2782,  13.5,  63.5,   1.4,  39.7,  26.8,   6.5,  13.7,  85.6,  11.4,  37.0,  30.4
2026062703020105,1,06262135,11,       3011,  11.9,  66.9,   1.5,  39.4,  25.6,   5.1,  14.7,  86.0,  11.1,  33.4,  32.1
2026062703020105,1,06262144,11,       3084,  12.1,  52.4,   1.5,  40.4,  23.0,   5.1,  14.7,  85.0,  11.2,  30.0,  28.0
2026062703020105,1,06262152,11,       3665,  13.5,  57.4,   1.5,  45.1,  26.8,   4.2,  16.8,  91.6,  12.7,  34.0,  31.5
2026062703020105,1,06262200,11,       3742,  13.7,  57.5,   1.5,  39.9,  27.4,   4.1,  17.2,  85.5,  12.2,  33.6,  31.8
2026062703020105,1,06262208,11,       3909,  12.6,  59.0,   1.6,  35.9,  25.6,   3.9,  17.7,  84.5,  11.5,  32.2,  32.2
2026062703020105,1,06262217,11,       4094,  13.0,  59.5,   1.5,  36.3,  25.3,   4.0,  18.2,  83.9,  12.0,  32.4,  33.7
