ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘
2026062710020109,1,06261836,8,          2,   1.6,   1.6,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0
2026062710020109,1,06261844,8,          4,   3.2,   3.2,   0.0,   0.0,   0.0,   0.0,   1.6,   0.0
2026062710020109,1,06261852,8,         68,  27.2,  13.6,  54.4,   1.1,   0.0,  54.4,  27.2,  27.2
2026062710020109,1,06261900,8,        126,  50.4,  25.2,  50.4,   1.1,   0.0,  20.1,  50.4,  25.2
2026062710020109,1,06261909,8,        146,  38.9,  23.3,   9.7,   1.1,  58.4,  16.6,  58.4,  19.4
2026062710020109,1,06261917,8,        177,  28.3,   7.4,  10.8,   1.2,  70.8,  14.1,  23.6,  15.7
2026062710020109,1,06261925,8,        307,  24.5,   9.8,  14.4,   1.1,  61.4,  20.4,  24.5,  24.5
2026062710020109,1,06261933,8,        332,  24.1,  10.2,  15.6,   1.2,  44.2,  13.9,  18.9,  13.2
2026062710020109,1,06261942,8,        368,  22.6,   7.1,  15.4,   1.2,  42.0,  15.4,  19.6,  13.3
2026062710020109,1,06261950,8,        458,  24.4,   8.7,  18.3,   1.4,  45.8,  18.3,  20.3,   4.3
2026062710020109,1,06261958,8,        504,  22.4,   7.2,  20.1,   1.5,  44.8,  19.2,  18.3,   4.1
2026062710020109,1,06262006,8,        547,  21.8,   7.5,  20.8,   1.6,  43.7,  10.4,  18.2,   4.3
2026062710020109,1,06262015,8,        576,  21.9,   7.6,  21.9,   1.6,  38.4,  10.4,  11.2,   4.5
2026062710020109,1,06262023,8,        632,  24.0,   7.4,  24.0,   1.5,  38.8,  11.2,  11.7,   4.9
2026062710020109,1,06262031,8,        686,  22.8,   6.3,  22.8,   1.6,  30.4,  10.5,  10.7,   5.3
2026062710020109,1,06262039,8,        784,  19.0,   7.1,  26.1,   1.5,  34.8,  12.0,  12.2,   6.0
2026062710020109,1,06262048,8,        885,  19.6,   7.0,  28.3,   1.4,  37.2,  13.1,  12.2,   6.5
2026062710020109,1,06262056,8,        989,  20.8,   5.0,  29.3,   1.5,  25.5,  14.1,  12.9,   6.5
2026062710020109,1,06262104,8,       4366,  67.1,  17.2, 124.7,   1.1, 112.6,  58.2,  54.5,  22.9
2026062710020109,1,06262112,8,       4419,  64.2,  15.6, 121.9,   1.1, 110.4,  56.1,  49.7,  21.8
2026062710020109,1,06262121,8,       4503,  46.1,  15.7, 120.0,   1.1, 105.9,  49.3,  42.3,  20.7
2026062710020109,1,06262129,8,       4593,  43.2,  14.7, 104.9,   1.1,  99.3,  44.8,  40.3,  17.8
2026062710020109,1,06262137,8,       5801,  52.7,  16.6, 128.9,   1.1, 122.1,  55.2,  48.8,  20.3
2026062710020109,1,06262145,8,       5846,  51.9,  16.2, 129.9,   1.1, 108.7,  55.0,  42.5,  20.1
2026062710020109,1,06262154,8,       6000,  51.6,  16.4, 133.3,   1.1, 106.6,  50.0,  21.6,  20.6
2026062710020109,1,06262202,8,       6079,  48.1,  16.1, 131.4,   1.1,  88.4,  50.1,  21.6,  20.7
2026062710020109,1,06262210,8,       6135,  47.1,  14.9, 129.1,   1.1,  87.6,  46.3,  21.3,  20.6
2026062710020109,1,06262218,8,       6177,  46.6,  14.9, 123.5,   1.1,  88.2,  40.8,  20.5,  20.5
2026062710020109,1,06262227,8,       6300,  42.7,  14.9, 117.2,   1.1,  85.4,  40.0,  15.7,  20.4
2026062710020109,1,06262235,8,       6837,  45.2,  15.7, 118.9,   1.1,  89.6,  42.7,  16.7,  21.2
2026062710020109,1,06262243,8,       7425,  42.7,  16.6, 118.8,   1.1,  92.8,  42.7,  17.6,  22.1
2026062710020109,1,06262251,8,       7576,  34.2,  16.0,  99.3,   1.1,  87.8,  42.3,  16.1,  20.2
2026062710020109,1,06262300,8,       7636,  33.0,  15.3,  96.9,   1.1,  83.6,  41.8,  16.1,  19.4
2026062710020109,1,06262308,8,       8170,  34.7,  15.9, 102.1,   1.1,  88.3,  44.4,  17.0,  20.2
2026062710020109,1,06262316,8,       8235,  31.9,  15.6,  86.6,   1.1,  86.6,  43.9,  17.0,  20.3
2026062710020109,1,06262324,8,       8255,  31.5,  15.5,  83.5,   1.1,  85.7,  43.7,  16.7,  20.2
2026062710020109,1,06262333,8,       8377,  31.4,  14.5,  71.2,   1.1,  84.8,  40.1,  15.3,  20.2
2026062710020109,1,06262341,8,       8953,  31.9,  15.1,  74.6,   1.1,  90.6,  33.6,  15.9,  20.9
2026062710020109,1,06262349,8,       9061,  28.5,  14.6,  72.4,   1.1,  78.7,  33.0,  15.8,  20.1
2026062710020109,1,06262357,8,       9075,  28.4,  14.6,  71.8,   1.1,  78.9,  31.7,  15.8,  20.1
2026062710020109,1,06270006,8,       9098,  28.2,  14.6,  72.0,   1.1,  79.1,  31.5,  15.6,  19.6
2026062710020109,1,06270014,8,       9126,  26.9,  14.6,  70.8,   1.1,  78.5,  31.4,  15.6,  19.6
2026062710020109,1,06270022,8,       9152,  26.5,  14.4,  70.4,   1.1,  78.7,  31.5,  15.5,  19.2
2026062710020109,1,06270030,8,       9235,  25.3,  13.7,  64.8,   1.1,  74.6,  31.7,  15.1,  19.3
2026062710020109,1,06270039,8,       9281,  24.5,  13.3,  64.0,   1.1,  73.5,  31.7,  15.1,  19.2
2026062710020109,1,06270047,8,       9367,  24.6,  13.2,  64.6,   1.1,  74.1,  32.0,  14.6,  19.4
2026062710020109,1,06270055,8,       9613,  24.9,  13.2,  45.5,   1.1,  50.5,  31.7,  14.6,  19.5
2026062710020109,1,06270103,8,       9651,  24.8,  13.1,  43.1,   1.1,  50.7,  31.9,  14.4,  19.0
2026062710020109,1,06270112,8,       9725,  24.0,  12.4,  43.2,   1.1,  50.8,  31.4,  14.3,  18.8
2026062710020109,1,06270120,8,       9823,  24.3,  11.9,  43.6,   1.1,  50.6,  31.5,  14.0,  18.8
2026062710020109,1,06270128,8,       9871,  24.1,  12.0,  43.6,   1.1,  50.6,  30.9,  13.9,  18.0
2026062710020109,1,06270136,8,       9961,  23.6,  12.0,  43.7,   1.1,  50.4,  29.7,  13.9,  18.1
2026062710020109,1,06270145,8,      10108,  21.9,  12.0,  41.8,   1.1,  48.1,  28.8,  13.6,  16.9
2026062710020109,1,06270153,8,      10166,  21.8,  12.0,  42.1,   1.1,  48.1,  25.6,  13.6,  16.6
2026062710020109,1,06270201,8,      10315,  21.7,  12.1,  42.1,   1.1,  47.9,  25.5,  13.6,  16.8
2026062710020109,1,06270209,8,      10369,  20.8,  11.9,  41.8,   1.1,  47.6,  25.4,  13.6,  16.5
2026062710020109,1,06270218,8,      10418,  19.5,  11.8,  41.8,   1.1,  47.8,  25.4,  13.6,  16.5
2026062710020109,1,06270226,8,      10427,  19.3,  11.8,  41.9,   1.1,  47.9,  25.3,  13.6,  16.5
2026062710020109,1,06270234,8,      10447,  19.3,  11.7,  41.9,   1.1,  48.0,  25.1,  13.6,  16.5
2026062710020109,1,06270242,8,      10518,  19.3,  10.9,  42.2,   1.1,  48.3,  25.2,  13.6,  16.6
2026062710020109,1,06270251,8,      10673,  18.5,  11.1,  42.4,   1.1,  48.7,  18.8,  13.8,  16.9
