ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘
2026071810020710,1,07171840,12,          2,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,   1.0,   0.0
2026071810020710,1,07171848,12,         10,   4.0,   8.0,   0.0,   8.0,   4.0,   8.0,   0.0,   0.0,   0.0,   0.0,   4.0,   8.0
2026071810020710,1,07171857,12,         49,   5.6,  13.0,   0.0,   7.8,   3.9,   2.8,   0.0,  13.0,  39.2,   0.0,  19.6,   9.8
2026071810020710,1,07171905,12,         63,   5.0,  12.6,   0.0,   8.4,   5.0,   3.6,   0.0,   7.2,  50.4,   0.0,  25.2,   5.6
2026071810020710,1,07171913,12,        266,   1.1,  35.4,   0.0,  35.4,  21.2,  15.2,   0.0,  30.4, 212.8,   0.0, 106.4,  23.6
2026071810020710,1,07171921,12,        339,   1.1,  38.7,  67.8,  45.2,  20.8,  11.3,  90.4,  14.2, 135.6,   0.0, 135.6,  24.6
2026071810020710,1,07171930,12,        352,   1.1,  40.2,  56.3,  40.2,  21.6,  11.7,  70.4,  14.0,  93.8, 140.8, 140.8,  21.6
2026071810020710,1,07171938,12,        401,   1.2,  12.3,  29.1,  40.1,  20.0,  10.3,  40.1,  12.8, 106.9, 160.4, 106.9,  21.3
2026071810020710,1,07171946,12,        456,   1.4,  10.7,  33.1,  36.4,  21.4,   9.6,  28.0,  12.1,  52.1, 182.4, 121.6,   9.8
2026071810020710,1,07171954,12,        516,   1.5,   8.0,  34.4,  41.2,  20.6,   9.3,  16.5,  12.5,  58.9, 137.6, 137.6,   8.4
2026071810020710,1,07172003,12,        546,   1.6,   8.0,  31.2,  36.4,  19.8,   9.9,  16.1,  11.2,  62.4,  31.2, 109.2,   8.9
2026071810020710,1,07172011,12,        705,   1.9,   9.2,  37.6,  20.8,   6.5,   9.2,  18.8,  11.0,  70.5,  35.2, 112.8,  10.8
2026071810020710,1,07172019,12,        878,   2.3,   6.3,  46.8,  17.1,   6.5,  10.6,  23.4,   6.5,  63.8,  27.0, 100.3,  11.7
2026071810020710,1,07172027,12,        988,   2.4,   5.9,  49.4,  16.8,   7.0,   7.9,  25.4,   7.2,  71.8,  30.4, 112.9,  11.1
2026071810020710,1,07172036,12,       1110,   2.7,   6.3,  44.4,  15.5,   5.9,   8.7,  28.6,   6.5,  80.7,  30.6, 111.0,   8.9
2026071810020710,1,07172044,12,       1204,   2.8,   6.8,  41.8,  14.5,   6.0,   8.7,  24.0,   6.6,  64.2,  26.7,  60.2,   7.9
2026071810020710,1,07172052,12,       1273,   3.0,   6.0,  44.2,  15.4,   6.3,   8.9,  25.4,   6.6,  59.9,  27.5,  42.4,   7.4
2026071810020710,1,07172100,12,       1416,   3.3,   6.4,  45.3,  16.4,   5.8,   9.7,  19.8,   6.2,  53.9,  29.0,  39.0,   6.9
2026071810020710,1,07172109,12,       1484,   3.3,   6.2,  47.4,  16.9,   5.8,  10.2,  20.8,   6.0,  56.5,  30.4,  25.2,   6.9
2026071810020710,1,07172117,12,       2209,   2.4,   3.9,  60.9,  24.8,   7.5,  14.7,  26.7,   8.9,  80.3,  44.1,  22.3,  10.0
2026071810020710,1,07172125,12,       2248,   2.4,   3.9,  59.9,  24.6,   7.5,  13.6,  26.8,   8.8,  78.1,  44.9,  21.4,  10.0
2026071810020710,1,07172133,12,       2607,   2.4,   4.5,  61.3,  24.5,   8.6,  14.8,  10.5,   9.0,  83.4,  49.6,  24.2,   9.6
2026071810020710,1,07172142,12,       2739,   2.5,   4.6,  62.6,  25.4,   8.5,  14.7,  10.1,   8.5,  68.4,  49.8,  25.4,   9.0
2026071810020710,1,07172150,12,       2878,   2.6,   4.7,  62.2,  25.8,   8.7,  12.1,  10.2,   7.8,  69.7,  50.0,  26.4,   9.2
2026071810020710,1,07172158,12,       2975,   2.5,   4.8,  54.0,  24.0,   9.0,  12.5,  10.5,   8.0,  61.0,  50.6,  27.3,   9.1
2026071810020710,1,07172206,12,       3144,   2.6,   5.0,  55.8,  24.6,   9.3,  11.6,  10.4,   7.4,  62.8,  50.3,  28.9,   8.5
2026071810020710,1,07172215,12,       3308,   2.5,   5.1,  58.8,  24.5,   9.8,  11.6,  10.1,   7.6,  66.1,  52.9,  30.0,   7.8
2026071810020710,1,07172223,12,       3461,   2.6,   5.1,  58.9,  24.7,  10.2,  11.8,  10.2,   7.2,  67.5,  54.2,  31.4,   7.2
2026071810020710,1,07172231,12,       3543,   2.5,   5.2,  60.3,  25.3,  10.4,  12.0,  10.4,   7.3,  69.1,  55.5,  32.2,   7.0
2026071810020710,1,07172239,12,       3756,   2.6,   5.4,  63.9,  26.1,  10.7,  12.0,  10.6,   7.7,  66.7,  57.7,  34.1,   5.7
2026071810020710,1,07172248,12,       4056,   2.8,   5.7,  66.2,  28.2,  11.2,   8.8,  11.5,   8.2,  72.1,  61.2,  36.8,   4.9
2026071810020710,1,07172256,12,       4234,   2.8,   5.7,  67.7,  27.7,  10.3,   8.6,  12.0,   8.3,  73.6,  61.5,  38.4,   4.8
2026071810020710,1,07172304,12,       4269,   2.8,   5.7,  66.9,  27.5,  10.2,   8.6,  12.0,   8.3,  74.2,  60.9,  38.3,   4.8
2026071810020710,1,07172312,12,       4464,   3.0,   5.4,  70.0,  26.6,  10.5,   8.8,  12.3,   8.1,  72.8,  56.6,  40.1,   4.6
2026071810020710,1,07172321,12,       4605,   3.0,   5.5,  70.8,  27.2,  10.5,   8.8,  12.4,   8.2,  72.2,  39.6,  41.3,   4.5
2026071810020710,1,07172329,12,       4762,   3.1,   5.6,  70.5,  27.4,  10.0,   9.0,  12.5,   7.4,  74.6,  40.9,  42.8,   4.4
2026071810020710,1,07172337,12,       4848,   3.2,   5.5,  69.2,  27.5,  10.1,   9.1,  12.8,   7.0,  76.0,  41.7,  43.5,   4.4
2026071810020710,1,07172345,12,       5030,   3.3,   5.4,  70.5,  27.9,  10.0,   9.3,  13.2,   6.5,  75.9,  43.2,  45.2,   4.4
2026071810020710,1,07172354,12,       5241,   3.5,   5.5,  72.2,  28.9,  10.4,   9.4,  11.5,   5.7,  79.1,  45.0,  42.3,   4.5
2026071810020710,1,07180006,12,       5312,   3.5,   5.5,  73.2,  29.1,  10.1,   9.4,  11.6,   5.8,  80.1,  44.7,  41.6,   4.5
2026071810020710,1,07180014,12,       5390,   3.5,   5.5,  74.3,  29.5,  10.2,   9.5,  11.7,   5.4,  79.8,  44.9,  42.2,   4.6
2026071810020710,1,07180022,12,       5524,   3.5,   5.6,  74.9,  29.2,  10.5,   9.5,  12.0,   5.4,  81.8,  45.0,  39.4,   4.5
2026071810020710,1,07180031,12,       5581,   3.5,   5.6,  74.4,  26.5,  10.5,   9.6,  12.0,   5.5,  81.1,  45.5,  39.8,   4.5
2026071810020710,1,07180039,12,       5710,   3.5,   5.6,  74.8,  27.1,  10.3,   9.6,  12.3,   5.3,  81.5,  45.2,  38.0,   4.6
2026071810020710,1,07180047,12,       5753,   3.5,   5.5,  75.4,  27.2,  10.4,   9.7,  12.3,   5.3,  80.7,  45.5,  36.8,   4.6
2026071810020710,1,07180055,12,       5822,   3.6,   5.4,  65.6,  27.5,  10.4,   9.7,  12.2,   5.4,  78.9,  46.1,  34.5,   4.7
2026071810020710,1,07180104,12,       5866,   3.6,   5.5,  66.0,  27.6,  10.5,   9.8,  11.3,   5.4,  79.5,  44.2,  34.7,   4.7
2026071810020710,1,07180112,12,       5955,   3.6,   5.5,  66.1,  22.5,  10.4,   9.8,  11.5,   5.5,  76.8,  43.7,  35.2,   4.7
2026071810020710,1,07180120,12,       6093,   3.4,   5.7,  66.7,  21.9,  10.5,   9.9,  11.8,   5.6,  78.6,  43.9,  36.1,   4.8
2026071810020710,1,07180128,12,       6220,   3.5,   5.7,  67.2,  22.3,  10.0,  10.1,  12.0,   5.7,  80.2,  44.0,  32.9,   4.7
2026071810020710,1,07180137,12,       6241,   3.5,   5.7,  67.4,  22.2,   9.8,  10.1,  12.0,   5.7,  79.2,  44.1,  33.0,   4.7
2026071810020710,1,07180145,12,       6300,   3.5,   5.7,  66.3,  22.5,   9.7,  10.2,  12.0,   5.7,  78.7,  44.6,  33.1,   4.7
2026071810020710,1,07180153,12,       6314,   3.5,   5.7,  65.6,  22.4,   9.7,  10.2,  12.1,   5.7,  77.7,  44.3,  33.0,   4.7
2026071810020710,1,07180201,12,       6399,   3.5,   5.6,  58.1,  22.6,   9.8,  10.3,  12.1,   5.7,  77.5,  40.3,  33.0,   4.7
2026071810020710,1,07180210,12,       6436,   3.5,   5.6,  57.8,  22.4,   9.8,  10.4,  12.1,   5.7,  78.0,  40.5,  33.0,   4.7
2026071810020710,1,07180218,12,       6579,   3.4,   5.7,  58.4,  22.9,   9.8,  10.5,  12.3,   5.7,  78.5,  41.4,  33.1,   4.8
2026071810020710,1,07180226,12,       6655,   3.4,   5.7,  58.5,  23.0,   9.7,  10.6,  12.3,   5.7,  78.2,  40.9,  32.4,   4.8
2026071810020710,1,07180234,12,       6712,   3.4,   5.6,  59.0,  23.2,   9.8,  10.7,  12.1,   5.7,  73.5,  41.3,  32.7,   4.8
2026071810020710,1,07180243,12,       6806,   3.4,   5.7,  59.8,  23.5,   9.8,  10.9,  12.0,   5.7,  69.8,  41.8,  32.6,   4.7
2026071810020710,1,07180251,12,       6866,   3.5,   5.7,  59.7,  23.7,   9.9,  10.9,  11.6,   5.6,  70.4,  41.9,  32.8,   4.7
2026071810020710,1,07180259,12,       6894,   3.5,   5.7,  54.0,  23.7,   9.9,  10.9,  11.5,   5.7,  70.7,  42.1,  33.0,   4.7
2026071810020710,1,07180307,12,       7124,   3.6,   5.7,  55.8,  24.5,   8.9,   9.6,  11.9,   5.7,  73.0,  43.5,  34.1,   4.9
2026071810020710,1,07180316,12,       7148,   3.6,   5.7,  55.5,  24.5,   9.0,   9.7,  11.9,   5.7,  71.4,  43.3,  34.0,   4.9
2026071810020710,1,07180324,12,       7235,   3.5,   5.6,  56.1,  24.7,   9.0,   9.7,  12.1,   5.7,  71.4,  43.8,  34.4,   4.9
2026071810020710,1,07180332,12,       7246,   3.5,   5.6,  53.6,  24.7,   9.0,   9.7,  12.1,   5.7,  71.5,  43.9,  34.3,   4.9
2026071810020710,1,07180340,12,       7262,   3.5,   5.6,  53.2,  24.8,   9.0,   9.7,  12.1,   5.7,  71.7,  44.0,  34.3,   4.9
2026071810020710,1,07180349,12,       7269,   3.5,   5.6,  53.3,  24.8,   9.0,   9.8,  12.1,   5.7,  71.7,  44.0,  34.4,   4.9
2026071810020710,1,07180357,12,       7286,   3.5,   5.6,  52.9,  24.9,   9.0,   9.8,  12.1,   5.7,  71.9,  44.1,  34.4,   4.9
2026071810020710,1,07180405,12,       7309,   3.5,   5.6,  53.1,  24.4,   9.0,   9.8,  12.1,   5.8,  72.1,  44.2,  34.3,   4.9
2026071810020710,1,07180413,12,       7337,   3.5,   5.6,  53.3,  24.5,   9.0,   9.8,  12.1,   5.7,  72.4,  44.4,  33.9,   4.9
2026071810020710,1,07180422,12,       7362,   3.5,   5.6,  53.0,  24.6,   9.0,   9.8,  12.2,   5.7,  71.8,  44.2,  33.2,   4.9
2026071810020710,1,07180430,12,       7429,   3.6,   5.6,  53.5,  24.8,   9.1,   9.8,  12.0,   5.7,  71.6,  41.5,  33.5,   4.9
2026071810020710,1,07180438,12,       7507,   3.6,   5.7,  54.1,  25.1,   9.2,   9.9,  12.1,   5.8,  72.3,  34.7,  33.9,   4.8
2026071810020710,1,07180446,12,       7518,   3.6,   5.7,  53.7,  25.1,   9.2,   9.9,  12.1,   5.8,  72.4,  34.7,  33.9,   4.8
2026071810020710,1,07180455,12,       7556,   3.6,   5.7,  53.9,  24.2,   9.2,  10.0,  12.1,   5.8,  72.8,  34.9,  33.7,   4.8
2026071810020710,1,07180503,12,       7849,   3.4,   5.9,  56.0,  24.7,   9.5,   9.4,  12.6,   5.8,  75.6,  36.2,  35.0,   4.8
2026071810020710,1,07180511,12,       7906,   3.4,   5.9,  56.4,  23.9,   9.6,   9.5,  12.7,   5.8,  76.2,  36.3,  30.2,   4.8
2026071810020710,1,07180519,12,       8058,   3.5,   6.0,  52.4,  23.4,   9.8,   9.6,  12.9,   5.4,  76.7,  36.8,  30.6,   4.9
2026071810020710,1,07180528,12,       8102,   3.5,   6.0,  52.2,  23.5,   9.8,   9.6,  13.0,   5.4,  68.9,  36.6,  30.8,   4.9
2026071810020710,1,07180536,12,       8266,   3.6,   6.1,  52.9,  22.1,   9.2,   9.8,  13.0,   5.5,  65.4,  37.3,  30.4,   4.8
2026071810020710,1,07180544,12,       8351,   3.6,   6.1,  53.0,  22.3,   9.2,   9.7,  12.9,   5.5,  66.1,  36.1,  29.9,   4.8
2026071810020710,1,07180552,12,       8411,   3.6,   6.1,  52.9,  22.4,   9.2,   9.8,  13.0,   5.5,  66.6,  35.2,  28.8,   4.8
2026071810020710,1,07180601,12,       8586,   3.6,   6.0,  53.2,  22.8,   9.4,  10.0,  13.2,   5.6,  68.0,  35.5,  29.4,   4.6
2026071810020710,1,07180609,12,       8670,   3.7,   6.0,  53.3,  23.0,   9.4,  10.0,  13.3,   5.7,  68.6,  35.3,  29.7,   4.5
2026071810020710,1,07180617,12,       8740,   3.7,   6.0,  53.7,  23.1,   9.4,  10.1,  13.3,   5.7,  67.8,  34.6,  30.0,   4.4
2026071810020710,1,07180625,12,       8898,   3.6,   6.1,  53.1,  23.1,   9.5,  10.2,  13.5,   5.7,  68.4,  35.2,  22.9,   4.5
2026071810020710,1,07180634,12,       9030,   3.6,   6.1,  50.1,  22.5,   9.6,  10.2,  13.2,   5.8,  66.2,  35.4,  23.1,   4.6
2026071810020710,1,07180642,12,       9244,   3.6,   6.3,  49.3,  22.5,   9.5,   9.8,  13.5,   5.9,  61.6,  35.5,  23.5,   4.5
2026071810020710,1,07180650,12,       9356,   3.6,   6.3,  49.2,  22.7,   9.4,   9.8,  13.6,   5.9,  62.3,  35.9,  23.6,   4.5
2026071810020710,1,07180658,12,       9654,   3.6,   6.4,  47.9,  22.5,   9.6,   9.9,  13.7,   6.0,  63.3,  34.9,  24.2,   4.3
2026071810020710,1,07180704,12,       9944,   3.6,   6.5,  45.4,  23.1,   9.7,   9.3,  13.8,   6.1,  65.2,  35.9,  24.6,   4.3
2026071810020710,1,07180714,12,      10612,   3.5,   6.6,  43.5,  22.6,   9.6,   9.6,  13.6,   6.2,  68.4,  37.3,  26.2,   4.3
2026071810020710,1,07180724,12,      11214,   3.6,   6.6,  42.3,  22.2,   9.7,   9.3,  13.9,   6.2,  68.4,  37.0,  25.4,   4.2
2026071810020710,1,07180734,12,      11758,   3.6,   6.7,  40.8,  22.9,   9.8,   9.4,  12.6,   6.2,  70.7,  37.7,  23.9,   4.2
2026071810020710,1,07180744,12,      12266,   3.7,   6.6,  40.0,  23.5,   9.1,   9.1,  12.6,   6.3,  71.6,  37.8,  24.2,   4.3
2026071810020710,1,07180754,12,      13117,   3.8,   6.7,  41.8,  22.0,   9.4,   9.3,  13.1,   6.2,  71.3,  39.1,  25.4,   4.0
2026071810020710,1,07180804,12,      13683,   3.8,   6.7,  42.5,  22.5,   9.5,   9.2,  13.3,   6.2,  72.0,  39.2,  26.3,   4.0
2026071810020710,1,07180814,12,      14138,   3.8,   6.6,  42.8,  22.5,   9.7,   9.2,  13.2,   6.2,  70.2,  38.6,  25.9,   4.0
2026071810020710,1,07180824,12,      14766,   3.9,   6.7,  43.4,  22.2,   9.9,   9.3,  13.2,   6.0,  71.1,  37.7,  25.7,   4.0
2026071810020710,1,07180834,12,      15813,   3.9,   6.9,  44.2,  23.3,   9.9,   9.6,  13.5,   6.2,  73.9,  39.9,  25.5,   3.6
2026071810020710,1,07180844,12,      16563,   4.0,   6.8,  45.5,  23.8,  10.0,   8.7,  13.9,   6.1,  74.0,  40.2,  25.1,   3.7
2026071810020710,1,07180855,12,      17168,   4.0,   6.8,  45.9,  24.1,  10.1,   8.9,  14.2,   6.2,  74.6,  40.7,  25.4,   3.5
2026071810020710,1,07180905,12,      18245,   4.1,   6.7,  45.1,  25.3,  10.3,   9.0,  14.6,   6.2,  78.0,  34.7,  24.3,   3.5
2026071810020710,1,07180915,12,      19284,   4.0,   6.6,  45.3,  25.7,  10.1,   9.2,  14.8,   6.3,  78.3,  33.9,  24.5,   3.6
2026071810020710,1,07180925,12,      20748,   4.1,   6.9,  47.4,  27.2,   9.9,   9.2,  15.6,   6.3,  79.8,  35.2,  26.2,   3.3
2026071810020710,1,07180935,12,      22270,   4.1,   6.8,  45.9,  27.4,   9.9,   9.3,  15.6,   6.2,  79.1,  33.4,  26.2,   3.4
2026071810020710,1,07180945,12,      23817,   4.1,   6.9,  41.7,  23.9,  10.0,   9.5,  15.5,   6.2,  78.4,  29.6,  27.0,   3.4
2026071810020710,1,07180955,12,      25064,   4.1,   7.1,  42.7,  22.7,  10.0,   9.2,  15.3,   6.2,  78.6,  29.1,  26.6,   3.4
2026071810020710,1,07181005,12,      25967,   4.2,   7.2,  41.8,  22.8,  10.1,   9.5,  15.4,   6.2,  79.5,  29.6,  27.6,   3.3
2026071810020710,1,07181014,12,      27366,   4.2,   6.8,  42.7,  23.1,   9.4,   9.7,  15.4,   6.2,  81.0,  29.5,  28.0,   3.4
2026071810020710,1,07181023,12,      28222,   4.2,   6.9,  43.7,  22.5,   9.4,   9.8,  15.4,   6.0,  82.1,  29.6,  27.9,   3.5
2026071810020710,1,07181032,12,      29241,   4.2,   7.0,  42.5,  22.3,   9.6,   9.9,  15.7,   5.9,  77.4,  29.5,  28.5,   3.4
2026071810020710,1,07181040,12,      29995,   4.3,   6.9,  42.8,  22.4,   9.5,   9.9,  15.7,   5.8,  78.4,  29.9,  28.9,   3.4
2026071810020710,1,07181048,12,      30776,   4.3,   6.9,  42.1,  22.9,   9.6,   9.9,  15.0,   5.8,  80.1,  30.4,  29.1,   3.4
2026071810020710,1,07181057,12,      32248,   4.2,   7.0,  42.4,  22.7,   9.8,   8.7,  15.5,   5.9,  80.8,  30.8,  30.3,   3.5
2026071810020710,1,07181105,12,      33873,   4.0,   7.2,  43.7,  23.6,   9.7,   9.0,  15.6,   6.1,  83.3,  31.0,  23.0,   3.6
2026071810020710,1,07181112,12,      39595,   2.6,   8.2,  50.7,  26.2,  11.0,  10.4,  18.1,   6.9,  96.2,  35.7,  26.3,   4.2
2026071810020710,1,07181120,12,      43678,   2.9,   8.9,  55.5,  28.4,  12.0,  11.3,  19.8,   7.5, 105.2,  39.0,  28.4,   3.1
2026071810020710,1,07181127,12,      44327,   2.9,   8.9,  54.7,  28.7,  11.8,  11.3,  19.5,   7.4, 102.7,  38.8,  28.5,   3.1
2026071810020710,1,07181134,12,      45694,   2.8,   8.6,  55.7,  28.7,  11.8,  11.5,  19.9,   7.5, 102.9,  39.8,  29.1,   3.2
2026071810020710,1,07181140,12,      46515,   2.8,   8.5,  56.0,  28.7,  11.8,  11.4,  20.0,   7.4, 103.9,  40.3,  29.4,   3.2
2026071810020710,1,07181147,12,      47909,   2.8,   8.0,  56.7,  29.4,  12.0,  11.2,  20.2,   7.6, 103.8,  41.3,  30.2,   3.2
2026071810020710,1,07181153,12,      48988,   2.8,   8.0,  57.5,  29.4,  11.9,  11.3,  20.1,   7.5,  98.9,  42.0,  30.4,   3.2
2026071810020710,1,07181200,12,      50029,   2.8,   7.8,  58.0,  29.5,  11.9,  11.4,  20.3,   7.4, 100.3,  42.6,  30.9,   3.2
2026071810020710,1,07181206,12,      51461,   2.9,   7.7,  58.7,  29.7,  12.1,  11.6,  20.3,   7.4,  99.4,  42.7,  31.1,   3.2
2026071810020710,1,07181212,12,      52383,   2.9,   7.7,  58.7,  27.6,  12.2,  11.6,  20.2,   7.4,  99.0,  42.5,  31.4,   3.2
2026071810020710,1,07181219,12,      54113,   2.8,   7.8,  60.2,  28.4,  10.8,  11.8,  20.5,   7.5, 100.9,  43.3,  31.9,   3.3
2026071810020710,1,07181224,12,      55541,   2.7,   7.9,  61.4,  28.9,  11.0,  12.1,  20.8,   7.6, 100.7,  44.1,  32.2,   3.3
2026071810020710,1,07181230,12,      57419,   2.8,   8.1,  62.2,  29.0,  11.2,  12.4,  21.2,   7.6, 102.3,  22.6,  32.6,   3.4
2026071810020710,1,07181236,12,      58039,   2.8,   8.1,  58.9,  28.1,  11.2,  12.4,  21.0,   7.6, 100.9,  22.6,  32.6,   3.4
2026071810020710,1,07181241,12,      58645,   2.8,   8.1,  57.0,  28.3,  11.2,  12.5,  21.0,   7.4, 101.5,  22.8,  32.9,   3.4
2026071810020710,1,07181247,12,      59960,   2.8,   8.1,  57.1,  27.8,  11.3,  12.5,  21.0,   7.3, 100.5,  23.2,  33.1,   3.4
2026071810020710,1,07181252,12,      61013,   2.8,   8.0,  56.8,  28.0,  11.3,  12.5,  21.2,   7.2, 100.4,  23.4,  33.6,   3.5
2026071810020710,1,07181259,12,      62293,   2.8,   7.8,  57.6,  28.0,  11.3,  12.2,  21.1,   7.2, 100.4,  23.7,  30.0,   3.5
2026071810020710,1,07181306,12,      63635,   2.8,   7.7,  58.2,  28.2,  11.3,  11.9,  21.2,   7.1, 101.2,  23.9,  29.9,   3.5
2026071810020710,1,07181313,12,      65044,   2.8,   7.7,  59.1,  26.8,  11.3,  11.9,  21.4,   7.1, 100.0,  24.1,  30.4,   3.6
2026071810020710,1,07181319,12,      66850,   2.8,   7.7,  59.7,  27.2,  11.4,  11.8,  21.4,   7.1, 101.8,  24.1,  30.5,   3.6
2026071810020710,1,07181325,12,      67759,   2.8,   7.6,  58.1,  27.5,  11.4,  11.8,  21.4,   7.1, 101.5,  24.3,  30.7,   3.6
2026071810020710,1,07181330,12,      69017,   2.8,   7.7,  58.4,  27.3,  11.5,  11.8,  21.5,   7.1, 100.7,  24.7,  31.2,   3.5
2026071810020710,1,07181336,12,      70358,   2.9,   7.4,  59.1,  27.4,  11.5,  11.8,  21.6,   7.0, 101.7,  25.0,  31.3,   3.6
2026071810020710,1,07181341,12,      71952,   2.8,   7.4,  60.0,  27.6,  11.4,  11.8,  21.9,   7.0, 102.9,  24.9,  31.7,   3.6
2026071810020710,1,07181347,12,      73161,   2.9,   7.3,  59.0,  27.5,  11.4,  11.7,  21.7,   7.0, 102.8,  24.9,  31.8,   3.6
2026071810020710,1,07181353,12,      75044,   2.9,   7.2,  59.3,  27.8,  11.3,  11.7,  22.0,   6.8, 104.0,  25.2,  32.4,   3.6
2026071810020710,1,07181359,12,      78381,   3.0,   7.1,  61.4,  28.2,  11.4,  11.8,  22.4,   5.8, 102.7,  26.1,  33.3,   3.7
2026071810020710,1,07181405,12,      81067,   2.9,   7.0,  63.0,  28.7,  11.6,  11.9,  22.4,   5.9, 101.8,  26.8,  34.2,   3.8
2026071810020710,1,07181410,12,      83443,   2.9,   7.0,  63.3,  28.6,  11.7,  12.0,  22.5,   5.8, 102.6,  27.5,  34.5,   3.7
2026071810020710,1,07181416,12,      86169,   3.0,   7.0,  63.5,  27.9,  11.3,  12.1,  22.9,   5.7,  98.1,  28.1,  35.3,   3.7
2026071810020710,1,07181422,12,      90718,   3.0,   6.9,  63.9,  28.1,  11.0,  11.6,  22.8,   5.6,  94.9,  28.6,  36.2,   3.8
2026071810020710,1,07181428,12,     103317,   2.6,   6.9,  68.2,  31.2,  11.8,  12.3,  24.1,   5.9, 104.4,  31.0,  38.9,   4.1
2026071810020710,1,07181433,12,     117930,   2.6,   6.8,  69.6,  32.9,  11.8,  12.7,  24.3,   6.0,  94.7,  33.2,  41.1,   4.1
2026071810020710,1,07181439,12,     137557,   2.7,   6.6,  67.6,  30.1,  11.1,  11.6,  22.4,   5.9,  91.3,  31.0,  37.0,   4.2
2026071810020710,1,07181444,12,     162263,   2.8,   6.3,  68.9,  32.7,  11.1,  11.7,  22.2,   5.5,  96.1,  34.1,  38.1,   4.3
2026071810020710,1,07181449,12,     224452,   3.0,   5.8,  66.0,  35.5,  10.2,  11.5,  20.9,   5.5, 102.2,  36.9,  42.3,   4.3
2026071810020710,1,07181454,12,     602694,   3.1,   4.8,  81.5,  56.9,   9.7,  11.0,  22.4,   5.4, 179.5,  34.9,  70.7,   4.3
2026071810020710,3,07181455,12,     633132,   2.9,   5.0,  84.9,  59.7,  10.0,  11.4,  23.5,   5.5, 186.4,  25.9,  74.1,   4.5
2026071810020710,4,07181501,12,     633132,   2.9,   5.0,  84.9,  59.7,  10.0,  11.4,  23.5,   5.5, 186.4,  25.9,  74.1,   4.5
