ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘,11î‘,12î‘,13î‘
2026072601010211,1,07252132,13,         75,   0.0,   1.8,  20.0,  60.0,   0.0,   0.0,  60.0,   0.0,  20.0,   0.0,   1.8,  30.0,   0.0
2026072601010211,1,07252140,13,        471,  62.8,   3.1,   5.6,  34.2,   5.3,  53.8,  26.9,  11.0,  34.2,  53.8,   3.8,  37.6,  25.1
2026072601010211,1,07252149,13,       1809,  36.1,   2.6,   3.1,  15.0,   9.2,  90.4,  33.6,   7.1,  80.4,  76.1,   8.9,  48.2,  46.6
2026072601010211,1,07252157,13,       2594,  18.5,   2.9,   3.8,  11.8,   8.1,  66.9,  32.9,   8.7,  53.2,  69.1,   7.6,  19.5,  59.2
2026072601010211,1,07252205,13,       3311,  19.1,   3.2,   3.6,  11.9,   8.8,  56.3,  29.1,   6.8,  63.0,  69.7,   8.4,  23.6,  39.5
2026072601010211,1,07252213,13,       4351,  16.8,   2.8,   3.9,  12.3,   8.0,  49.7,  33.4,   7.8,  38.6,  89.2,   9.2,  28.7,  49.7
2026072601010211,1,07252222,13,       5060,  14.4,   2.8,   4.2,  13.1,   8.2,  38.5,  24.3,   7.9,  42.6,  82.6,   9.5,  28.5,  32.9
2026072601010211,1,07252230,13,       5793,  15.7,   2.6,   4.4,  14.8,   8.5,  42.1,  19.8,   8.1,  46.8,  92.6,  10.3,  25.1,  34.0
2026072601010211,1,07252238,13,       6769,  17.1,   2.7,   4.3,  10.4,   8.0,  42.6,  22.3,   8.3,  52.0,  90.2,  10.3,  25.9,  31.1
2026072601010211,1,07252246,13,       7202,  17.3,   2.7,   4.2,  10.9,   8.2,  43.6,  22.9,   8.6,  53.3,  83.5,   9.9,  25.6,  31.6
2026072601010211,1,07252255,13,       9391,  19.4,   2.0,   5.2,  13.6,  10.6,  54.4,  20.1,   9.7,  67.6,  80.7,   9.6,  33.2,  37.5
2026072601010211,1,07252303,13,      10049,  19.5,   1.9,   5.4,  14.3,  10.8,  51.5,  20.1,   9.9,  71.1,  65.3,  10.0,  34.8,  38.6
2026072601010211,1,07252311,13,      10818,  17.9,   2.0,   5.5,  14.3,  11.5,  52.1,  19.5,   9.4,  64.1,  68.1,   9.3,  36.3,  37.4
2026072601010211,1,07252320,13,      11169,  18.1,   2.0,   5.5,  14.5,  11.3,  50.4,  19.9,   8.2,  63.8,  66.6,   9.3,  35.7,  37.0
2026072601010211,1,07252328,13,      11681,  18.1,   2.1,   5.1,  15.0,  10.8,  48.1,  19.5,   8.0,  66.2,  66.7,   9.5,  36.9,  34.6
2026072601010211,1,07252336,13,      12598,  19.4,   2.2,   4.6,  15.7,  11.1,  49.1,  20.6,   8.6,  70.9,  68.0,   8.5,  37.1,  34.8
2026072601010211,1,07252344,13,      13068,  20.1,   2.2,   4.5,  16.0,  11.1,  50.5,  20.2,   8.2,  72.6,  69.2,   8.3,  38.5,  34.6
2026072601010211,1,07252353,13,      13667,  20.5,   2.3,   4.3,  16.0,  11.2,  35.4,  20.9,   8.3,  71.9,  70.0,   8.4,  40.1,  35.4
2026072601010211,1,07260005,13,      14513,  18.1,   2.3,   4.4,  16.9,  11.8,  35.6,  17.8,   8.3,  68.2,  70.3,   8.2,  36.6,  32.8
2026072601010211,1,07260013,13,      15045,  18.1,   2.4,   4.3,  16.7,  11.8,  36.1,  17.5,   8.0,  68.7,  72.5,   8.4,  37.1,  33.5
2026072601010211,1,07260022,13,      15535,  18.3,   2.5,   4.1,  17.2,  11.7,  35.7,  17.9,   8.0,  69.0,  69.0,   8.2,  36.3,  33.5
2026072601010211,1,07260030,13,      16257,  18.5,   2.5,   4.1,  16.8,  11.0,  36.9,  17.8,   8.1,  68.8,  71.8,   8.4,  36.1,  33.4
2026072601010211,1,07260038,13,      16628,  18.5,   2.5,   4.1,  16.5,  11.0,  36.0,  18.0,   8.1,  66.1,  71.5,   8.4,  36.8,  33.5
2026072601010211,1,07260046,13,      17291,  18.8,   2.5,   4.0,  16.7,  11.1,  34.3,  18.1,   8.0,  68.8,  73.9,   8.4,  36.3,  34.1
2026072601010211,1,07260055,13,      17688,  19.0,   2.6,   3.9,  17.0,  11.3,  35.0,  18.4,   8.0,  70.0,  72.1,   8.0,  37.0,  34.7
2026072601010211,1,07260103,13,      18502,  19.6,   2.5,   3.9,  17.4,  10.8,  36.6,  19.3,   8.1,  71.8,  74.7,   8.3,  38.3,  36.1
2026072601010211,1,07260111,13,      19076,  19.8,   2.4,   4.0,  18.0,  11.0,  37.6,  19.8,   8.3,  70.9,  77.0,   8.5,  31.4,  37.1
2026072601010211,1,07260119,13,      20533,  21.2,   2.5,   4.3,  19.0,   7.2,  40.4,  20.6,   7.9,  76.4,  79.7,   9.0,  33.4,  39.0
2026072601010211,1,07260128,13,      20712,  20.7,   2.5,   4.3,  18.9,   7.2,  40.3,  20.1,   7.9,  73.3,  77.7,   8.9,  33.5,  39.0
2026072601010211,1,07260136,13,      21109,  19.8,   2.5,   4.3,  18.8,   7.3,  40.9,  20.2,   7.9,  74.3,  78.5,   9.0,  33.9,  38.2
2026072601010211,1,07260144,13,      21273,  20.0,   2.5,   4.3,  18.9,   7.3,  41.1,  20.1,   7.8,  74.6,  78.7,   9.1,  33.9,  37.9
2026072601010211,1,07260153,13,      21461,  20.1,   2.5,   4.3,  18.7,   7.4,  41.0,  19.8,   7.9,  74.9,  79.4,   9.1,  33.9,  35.7
2026072601010211,1,07260201,13,      21627,  20.3,   2.5,   4.3,  18.8,   7.4,  41.3,  19.5,   7.8,  75.5,  74.2,   9.0,  34.1,  35.7
2026072601010211,1,07260209,13,      22170,  20.7,   2.5,   4.3,  19.2,   7.6,  42.1,  19.1,   7.9,  75.7,  60.7,   9.2,  34.7,  36.2
2026072601010211,1,07260217,13,      22657,  21.1,   2.5,   4.1,  19.6,   7.7,  42.8,  19.4,   8.1,  75.8,  61.0,   9.3,  35.3,  33.2
2026072601010211,1,07260226,13,      32935,  30.5,   1.5,   5.9,  28.4,  11.2,  61.9,  28.0,  11.7, 109.3,  81.3,  13.1,  51.2,  40.1
2026072601010211,1,07260234,13,      33136,  30.6,   1.5,   5.9,  28.5,  11.3,  62.0,  27.9,  11.7, 109.9,  81.0,  13.1,  51.4,  34.2
2026072601010211,1,07260242,13,      33341,  30.4,   1.5,   5.9,  28.5,  11.3,  61.7,  27.4,  11.6, 109.3,  80.3,  13.0,  51.0,  33.1
2026072601010211,1,07260250,13,      33452,  29.9,   1.5,   5.9,  28.0,  11.4,  61.9,  27.4,  11.6, 109.6,  77.7,  13.0,  51.2,  32.0
2026072601010211,1,07260259,13,      33540,  29.9,   1.5,   5.9,  28.0,  11.4,  61.6,  27.3,  11.5, 108.1,  75.3,  12.9,  51.1,  31.9
2026072601010211,1,07260307,13,      33604,  29.8,   1.5,   5.9,  27.9,  11.4,  61.8,  27.3,  11.5, 108.4,  74.8,  12.9,  51.2,  31.3
2026072601010211,1,07260315,13,      33717,  29.9,   1.5,   5.9,  28.0,  11.4,  61.0,  27.2,  11.5, 104.5,  74.1,  12.9,  51.3,  31.4
2026072601010211,1,07260323,13,      33779,  29.9,   1.5,   5.9,  28.1,  11.3,  61.0,  27.1,  11.5, 104.7,  73.6,  12.9,  51.4,  31.4
2026072601010211,1,07260332,13,      34150,  29.9,   1.5,   5.9,  28.3,  11.4,  55.0,  27.1,  11.3, 105.8,  73.8,  12.1,  51.7,  31.5
2026072601010211,1,07260340,13,      34205,  29.9,   1.5,   5.9,  28.4,  11.4,  55.0,  27.0,  11.3, 105.6,  73.7,  12.1,  51.8,  31.4
2026072601010211,1,07260348,13,      34350,  29.6,   1.6,   5.9,  28.2,  11.4,  55.0,  26.8,  11.3, 105.2,  71.3,  12.0,  51.3,  31.5
2026072601010211,1,07260400,13,      34536,  29.7,   1.6,   5.8,  28.3,  11.5,  55.3,  26.9,  11.3, 105.8,  71.5,  11.9,  51.6,  31.5
2026072601010211,1,07260408,13,      34691,  29.4,   1.6,   5.8,  28.3,  11.5,  55.3,  26.9,  11.3, 105.1,  69.3,  11.9,  50.8,  31.6
2026072601010211,1,07260417,13,      34791,  29.3,   1.6,   5.8,  28.4,  11.3,  55.5,  27.0,  11.3, 105.4,  66.2,  11.9,  50.9,  31.7
2026072601010211,1,07260425,13,      34902,  29.4,   1.6,   5.7,  28.4,  11.4,  55.5,  27.0,  11.3, 105.7,  66.4,  11.9,  51.0,  31.6
2026072601010211,1,07260433,13,      35008,  29.4,   1.6,   5.7,  28.4,  11.3,  55.4,  27.0,  11.3, 105.6,  66.6,  11.9,  51.2,  31.7
2026072601010211,1,07260441,13,      35109,  29.4,   1.6,   5.7,  28.5,  11.3,  55.2,  27.0,  11.2, 105.5,  66.8,  11.9,  51.3,  31.6
2026072601010211,1,07260450,13,      35177,  29.4,   1.6,   5.6,  28.5,  11.3,  55.2,  26.8,  11.2, 105.7,  67.0,  11.9,  51.4,  31.3
2026072601010211,1,07260458,13,      35430,  28.7,   1.6,   5.6,  28.4,  11.2,  55.0,  26.9,  11.0, 104.9,  65.9,  11.9,  51.8,  31.1
