ÉåÅ[ÉXID,ãÊï™,åéì˙éûï™,ì™êî,íPèüï[êî, 1î‘, 2î‘, 3î‘, 4î‘, 5î‘, 6î‘, 7î‘, 8î‘, 9î‘,10î‘
2026062002010305,1,06191843,10,         35,  28.0,   1.7,   0.0,   0.0,   0.0,   9.3,  28.0,   0.0,   2.1,  28.0
2026062002010305,1,06191851,10,        173,  34.6,   8.1,  23.0,  15.3,  69.2,   1.3, 138.4, 138.4,   5.3,  46.1
2026062002010305,1,06191859,10,        217,  17.3,   7.8,  15.7,  15.7,  57.8,   1.4, 173.6,  86.8,   4.9,  57.8
2026062002010305,1,06191907,10,        310,  12.4,   5.0,   7.2,  22.5,  82.6,   2.0, 248.0,  62.0,   3.9,  49.6
2026062002010305,1,06191916,10,        388,  11.4,   5.4,   6.7,  17.2,  77.6,   2.5, 310.4,  77.6,   3.1,  28.2
2026062002010305,1,06191924,10,        461,  11.8,   5.6,   6.5,  18.4,  61.4,   2.9,  30.7,  73.7,   2.8,  30.7
2026062002010305,1,06191932,10,        509,  12.7,   5.5,   7.1,  16.2,  67.8,   3.2,  29.0,  50.9,   2.6,  29.0
2026062002010305,1,06191940,10,        706,  17.6,   3.9,   6.7,  16.6,  70.6,   3.8,  35.3,  70.6,   2.5,  37.6
2026062002010305,1,06191949,10,        902,  17.1,   4.6,   7.5,  16.7,  72.1,   4.4,  45.1,  90.2,   2.0,  45.1
2026062002010305,1,06191957,10,       1137,  20.2,   3.9,   6.8,  15.6,  75.8,   4.7,  47.8, 113.7,   2.1,  53.5
2026062002010305,1,06192005,10,       1378,  23.4,   4.2,   7.9,  11.0,  84.8,   3.4,  52.4,  61.2,   2.4,  50.1
2026062002010305,1,06192013,10,       1523,  25.3,   4.4,   8.0,  10.4,  93.7,   3.7,  45.1,  52.9,   2.3,  48.7
2026062002010305,1,06192022,10,       1580,  23.4,   4.4,   7.4,  10.7,  84.2,   3.7,  46.8,  54.9,   2.4,  42.1
2026062002010305,1,06192030,10,       1699,  24.2,   4.5,   7.5,  10.1,  79.9,   3.7,  45.3,  52.2,   2.4,  37.7
2026062002010305,1,06192038,10,       1758,  22.6,   4.6,   7.5,   9.8,  78.1,   3.7,  45.3,  46.8,   2.4,  39.0
2026062002010305,1,06192046,10,       2672,  31.4,   6.0,  10.4,  12.3, 101.7,   4.3,  66.8,  68.9,   1.7,  53.4
2026062002010305,1,06192055,10,       2773,  32.1,   6.0,   9.0,  12.3, 100.8,   4.2,  69.3,  71.5,   1.7,  54.1
2026062002010305,1,06192103,10,       2898,  32.2,   6.1,   9.3,  12.0,  68.1,   4.1,  72.4,  74.7,   1.7,  55.2
2026062002010305,1,06192111,10,       3016,  32.6,   5.9,   9.5,  10.7,  63.4,   4.2,  67.0,  73.1,   1.7,  56.1
2026062002010305,1,06192120,10,       3495,  33.2,   3.8,  10.0,  10.7,  66.5,   4.7,  66.5,  66.5,   2.0,  45.8
2026062002010305,1,06192128,10,       3632,  33.7,   3.6,   9.7,  10.8,  66.0,   4.8,  55.8,  67.5,   2.0,  46.8
2026062002010305,1,06192136,10,       3802,  33.7,   3.7,   9.5,  10.4,  64.7,   4.7,  46.0,  70.7,   2.1,  46.0
2026062002010305,1,06192144,10,       4023,  33.5,   3.8,   8.8,   9.9,  67.0,   4.9,  43.4,  74.8,   2.1,  39.7
2026062002010305,1,06192153,10,       4444,  36.6,   3.5,   8.8,   8.2,  69.7,   5.0,  46.7,  79.0,   2.2,  41.3
2026062002010305,1,06192201,10,       4710,  36.5,   3.6,   7.2,   7.6,  64.9,   5.2,  48.3,  81.9,   2.3,  38.4
2026062002010305,1,06192209,10,       4932,  30.1,   3.7,   6.9,   7.7,  57.1,   5.3,  46.9,  64.6,   2.4,  35.2
2026062002010305,1,06192217,10,       5226,  31.4,   3.5,   7.0,   7.5,  57.2,   5.3,  48.6,  67.4,   2.5,  36.3
2026062002010305,1,06192226,10,       5455,  32.3,   3.4,   6.9,   7.3,  54.5,   5.3,  46.4,  69.2,   2.6,  36.0
2026062002010305,1,06192234,10,       5659,  32.5,   3.5,   7.0,   7.2,  56.5,   5.3,  47.1,  58.0,   2.5,  35.6
2026062002010305,1,06192242,10,       6139,  34.8,   3.5,   6.6,   6.3,  53.9,   5.5,  50.1,  62.1,   2.7,  32.9
2026062002010305,1,06192250,10,       6335,  35.4,   3.6,   6.1,   6.2,  53.9,   5.6,  50.6,  63.3,   2.7,  33.3
2026062002010305,1,06192259,10,       6585,  34.8,   3.7,   6.1,   6.2,  54.8,   5.2,  46.6,  65.8,   2.8,  33.5
2026062002010305,1,06192307,10,       6683,  33.6,   3.8,   6.1,   6.2,  52.4,   5.2,  46.8,  65.2,   2.7,  33.0
2026062002010305,1,06192315,10,       6972,  32.6,   3.8,   5.9,   6.1,  48.0,   5.3,  44.9,  60.6,   2.8,  32.2
2026062002010305,1,06192323,10,       7145,  32.2,   3.8,   5.9,   6.0,  48.8,   5.2,  42.3,  62.1,   2.9,  32.8
2026062002010305,1,06192332,10,       7489,  33.2,   3.8,   5.9,   5.5,  50.7,   5.3,  41.0,  65.1,   2.9,  33.4
2026062002010305,1,06192340,10,       7555,  33.5,   3.8,   5.9,   5.6,  51.2,   5.3,  40.0,  64.2,   2.9,  33.3
2026062002010305,1,06192348,10,       7817,  34.3,   3.7,   6.0,   5.5,  51.6,   5.4,  40.8,  63.8,   2.9,  33.4
2026062002010305,1,06192356,10,       7887,  30.9,   3.7,   6.0,   5.5,  50.8,   5.4,  40.9,  61.8,   3.0,  33.3
2026062002010305,1,06200005,10,       7939,  30.8,   3.7,   6.0,   5.5,  49.6,   5.4,  40.7,  61.0,   3.0,  33.0
2026062002010305,1,06200013,10,       7983,  30.8,   3.7,   5.9,   5.4,  49.5,   5.4,  40.9,  61.4,   3.0,  33.0
2026062002010305,1,06200021,10,       8161,  30.9,   3.8,   5.8,   5.5,  49.8,   5.4,  39.3,  61.0,   3.0,  31.3
2026062002010305,1,06200029,10,       8428,  30.2,   3.7,   5.8,   5.5,  49.9,   5.5,  39.2,  58.6,   3.0,  31.6
2026062002010305,1,06200038,10,       8676,  28.9,   3.8,   5.5,   5.6,  51.4,   5.3,  40.1,  59.3,   3.1,  31.6
2026062002010305,1,06200046,10,       8787,  28.6,   3.8,   5.3,   5.7,  51.6,   5.3,  40.4,  59.5,   3.1,  31.9
2026062002010305,1,06200054,10,       8873,  28.9,   3.8,   5.3,   5.7,  51.8,   5.3,  40.1,  59.6,   3.1,  30.4
2026062002010305,1,06200102,10,       9036,  29.2,   3.8,   5.4,   5.6,  51.6,   5.3,  40.3,  59.2,   3.1,  30.5
2026062002010305,1,06200111,10,       9101,  29.2,   3.9,   5.3,   5.6,  51.6,   5.3,  36.4,  57.7,   3.1,  30.3
2026062002010305,1,06200119,10,       9237,  28.5,   3.9,   5.4,   5.5,  51.6,   5.4,  36.7,  53.5,   3.1,  30.5
2026062002010305,1,06200127,10,       9363,  28.9,   3.8,   5.3,   5.5,  52.0,   5.4,  37.0,  53.8,   3.2,  30.9
2026062002010305,1,06200135,10,       9464,  28.8,   3.8,   5.3,   5.5,  51.1,   5.5,  35.5,  53.3,   3.2,  30.9
2026062002010305,1,06200144,10,       9534,  28.0,   3.8,   5.3,   5.5,  50.8,   5.5,  35.6,  53.3,   3.2,  29.6
2026062002010305,1,06200152,10,       9703,  27.8,   3.8,   5.3,   5.5,  51.7,   5.5,  36.2,  54.2,   3.2,  29.6
